#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:19,ATL 20,11,7:02,36,Fumble
2,1,3:39,ATL 6,3,1:31,1,Punt
3,1,0:09,ATL 23,4,1:27,77,Touchdown
4,2,9:08,ATL 26,3,0:31,0,Punt
5,2,7:15,ATL 30,3,1:29,3,Punt
6,2,3:50,ATL 16,3,1:24,9,Punt
7,3,15:00,ATL 20,6,2:43,80,Touchdown
8,3,10:42,ATL 44,12,4:35,38,Field Goal
9,3,2:25,ATL 33,2,0:52,8,Fumble
10,4,12:34,ATL 25,3,2:16,-8,Punt
11,4,10:18,PIT 37,5,2:34,37,Touchdown
12,4,5:10,ATL 35,10,2:44,43,Field Goal
13,4,1:55,,6,1:13,50,Touchdown
14,5,10:58,ATL 47,3,1:08,-14,Punt
15,5,4:42,ATL 12,5,1:54,11,Punt
16,5,1:48,PIT 44,4,1:47,7,Downs
