Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Browns to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,CLE 25,0,0,Jerome Ford right end for 4 yards (tackle by Michael Pierce),0.610,0.600
1,14:26,2,6,CLE 29,0,6,"Deshaun Watson pass short left intended for David Njoku is intercepted by Kyle Hamilton at CLE-18 and returned for 18 yards, touchdown",0.600,-7.000
1,14:20,,,CLE 15,0,7,Justin Tucker kicks extra point good,0.000,0.000
1,14:20,,,BAL 35,0,7,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,14:20,1,10,CLE 25,0,7,Jerome Ford right end for 13 yards (tackle by Geno Stone and Roquan Smith),0.610,1.470
1,13:43,1,10,CLE 38,0,7,Jerome Ford up the middle for -1 yards (tackle by Marlon Humphrey and Patrick Queen),1.470,0.790
1,13:13,2,11,CLE 37,0,7,Deshaun Watson pass incomplete short right intended for Elijah Moore,0.790,0.100
1,13:08,3,11,CLE 37,0,7,Deshaun Watson pass incomplete short middle intended for David Njoku,0.100,-0.910
1,13:01,4,11,CLE 37,0,7,"Corey Bojorquez punts 46 yards, returned by Devin Duvernay for 4 yards (tackle by Harrison Bryant)",-0.910,-0.340
1,12:51,1,10,BAL 21,0,7,Lamar Jackson pass complete short middle to Mark Andrews for 8 yards (tackle by Grant Delpit),0.340,0.880
1,12:18,2,2,BAL 29,0,7,"Penalty on Jordan Elliott: Encroachment, 5 yards (accepted) (no play)",0.880,1.200
1,12:08,1,10,BAL 34,0,7,Gus Edwards up the middle for 5 yards (tackle by Anthony Walker and Sione Takitaki),1.200,1.330
1,11:35,2,5,BAL 39,0,7,Lamar Jackson pass complete short right to Rashod Bateman for 18 yards (tackle by Martin Emerson),1.330,2.720
1,11:09,1,10,CLE 43,0,7,Lamar Jackson pass complete short right to Gus Edwards for 4 yards (tackle by Jeremiah Owusu-Koramoah),2.720,2.720
1,10:22,2,6,CLE 39,0,13,"Keaton Mitchell left end for 39 yards, touchdown",2.720,7.000
1,10:13,,,CLE 15,0,14,Justin Tucker kicks extra point good,0.000,0.000
1,10:13,,,BAL 35,0,14,"Justin Tucker kicks off 65 yards, returned by Pierre Strong for 33 yards (tackle by Tavius Robinson)",0.000,1.140
1,9:56,1,10,CLE 33,0,14,Jerome Ford right guard for 7 yards (tackle by Patrick Queen),1.140,1.540
1,9:32,2,3,CLE 40,0,14,Jerome Ford right guard for 5 yards (tackle by Roquan Smith and Travis Jones),1.540,1.930
1,9:06,1,10,CLE 45,0,14,Deshaun Watson pass incomplete deep left intended for Amari Cooper,1.930,1.380
1,8:56,2,10,CLE 45,0,14,Deshaun Watson pass incomplete short left,1.380,0.700
1,8:49,3,10,CLE 45,0,14,Deshaun Watson pass complete short left to Elijah Moore for 19 yards (tackle by Kyle Hamilton),0.700,3.180
1,8:04,1,10,BAL 36,0,14,"Deshaun Watson pass incomplete deep right intended for James Proche. Penalty on Kyle Van Noy: Unnecessary Roughness / Defense, 15 yards (accepted)",3.180,4.170
1,8:04,1,10,BAL 21,0,14,Kareem Hunt up the middle for 3 yards (tackle by Jadeveon Clowney and Justin Madubuike),4.170,4.040
1,7:42,2,7,BAL 18,0,14,Deshaun Watson pass incomplete short right intended for David Njoku,4.040,3.310
1,7:35,3,7,BAL 18,0,14,Deshaun Watson pass incomplete deep left intended for Cedric Tillman,3.310,2.250
1,7:31,4,7,BAL 18,3,14,Dustin Hopkins 36 yard field goal good,2.250,3.000
1,7:27,,,CLE 35,3,14,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
1,7:27,1,10,BAL 25,3,14,Gus Edwards right guard for 6 yards (tackle by Maurice Hurst and Jeremiah Owusu-Koramoah),0.610,0.870
1,6:49,2,4,BAL 31,3,14,Gus Edwards right end for -6 yards (tackle by Jeremiah Owusu-Koramoah),0.870,-0.620
1,6:09,3,10,BAL 25,3,14,"Lamar Jackson pass complete short right to Gus Edwards for no gain (tackle by Juan Thornhill). Penalty on Denzel Ward: Illegal Contact, 5 yards (accepted) (no play)",-0.620,0.940
1,5:45,1,10,BAL 30,3,14,Lamar Jackson pass complete short middle to Zay Flowers for 14 yards (tackle by Denzel Ward and Martin Emerson),0.940,1.860
1,4:57,1,10,BAL 44,3,14,Lamar Jackson pass complete short left to Keaton Mitchell for 32 yards (tackle by Martin Emerson),1.860,3.970
1,4:26,1,10,CLE 24,3,14,Lamar Jackson pass incomplete short right intended for Odell Beckham (defended by Jeremiah Owusu-Koramoah),3.970,3.430
1,4:21,2,10,CLE 24,3,14,Lamar Jackson pass complete short middle to Isaiah Likely for 5 yards (tackle by Jordan Elliott),3.430,3.410
1,3:39,3,5,CLE 19,3,14,Lamar Jackson pass incomplete deep right intended for Keaton Mitchell,3.410,2.240
1,3:33,4,5,CLE 19,3,17,Justin Tucker 37 yard field goal good,2.240,3.000
1,3:29,,,BAL 35,3,17,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,3:29,1,10,CLE 25,3,17,Kareem Hunt right end for 2 yards (tackle by Travis Jones and Roquan Smith),0.610,0.330
1,2:52,2,8,CLE 27,3,17,Deshaun Watson scrambles left end for 6 yards (tackle by Roquan Smith),0.330,0.430
1,2:11,3,2,CLE 33,3,17,Deshaun Watson sacked by Jadeveon Clowney for -3 yards,0.430,-1.370
1,1:22,4,5,CLE 30,3,17,"Penalty on CLE: Delay of Game, 5 yards (accepted) (no play)",-1.370,-1.700
1,1:15,4,10,CLE 25,3,17,"Corey Bojorquez punts 43 yards, returned by Devin Duvernay for 8 yards (tackle by Mohamoud Diabate)",-1.700,-1.600
1,1:01,1,10,BAL 40,3,17,Lamar Jackson scrambles left end for 3 yards (tackle by Grant Delpit),1.600,1.460
1,0:32,2,7,BAL 43,3,17,Gus Edwards left guard for -1 yards (tackle by Jeremiah Owusu-Koramoah and Grant Delpit),1.460,0.630
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,BAL 42,3,17,Lamar Jackson pass incomplete deep middle intended for Nelson Agholor,0.630,-0.590
2,14:53,4,8,BAL 42,3,17,"Jordan Stout punts 58 yards, touchback.",-0.590,-0.280
2,14:46,1,10,CLE 20,3,17,Jerome Ford up the middle for 5 yards (tackle by Roquan Smith and Patrick Queen),0.280,0.410
2,14:10,2,5,CLE 25,3,17,Jerome Ford right guard for 7 yards (tackle by Kyle Hamilton),0.410,1.070
2,13:27,1,10,CLE 32,3,17,Deshaun Watson pass complete deep middle to Amari Cooper for 17 yards (tackle by Marlon Humphrey),1.070,2.190
2,12:40,1,10,CLE 49,3,17,Jerome Ford right guard for 1 yard (tackle by Brent Urban and Michael Pierce),2.190,1.780
2,11:50,2,9,CLE 50,3,17,Deshaun Watson scrambles right end for 3 yards (tackle by Patrick Queen and Kyle Van Noy),1.780,1.490
2,11:16,3,6,BAL 47,3,17,Deshaun Watson scrambles right end for 6 yards (tackle by Roquan Smith),1.490,2.850
2,10:35,1,10,BAL 41,3,17,Deshaun Watson pass incomplete deep left intended for Cedric Tillman,2.850,2.310
2,10:29,2,10,BAL 41,3,17,Jerome Ford right guard for 28 yards (tackle by Kyle Hamilton),2.310,4.710
2,9:49,1,10,BAL 13,3,17,"Deshaun Watson pass incomplete short right intended for Kareem Hunt. Penalty on James Hudson: Offensive Holding, 10 yards (accepted) (no play)",4.710,4.040
2,9:42,1,20,BAL 23,3,17,Deshaun Watson pass complete short left to Elijah Moore for 2 yards (tackle by Roquan Smith),4.040,3.080
2,9:00,2,18,BAL 21,3,17,Deshaun Watson scrambles right tackle for 2 yards (tackle by Roquan Smith),3.080,2.670
2,8:16,3,16,BAL 19,3,17,"Deshaun Watson pass complete short right to David Njoku for 4 yards (tackle by Geno Stone and Jadeveon Clowney) Penalty on CLE: Illegal Formation, 5 yards (declined)",2.670,2.440
2,7:53,4,12,BAL 15,3,17,"Penalty on Kyle Hamilton: Defensive Delay of Game, 5 yards (accepted) (no play)",2.440,2.760
2,7:33,4,7,BAL 10,6,17,Dustin Hopkins 28 yard field goal good,2.760,3.000
2,7:30,,,CLE 35,6,17,"Dustin Hopkins kicks off 49 yards, returned by Devin Duvernay for 10 yards (tackle by Grant Delpit)",0.000,0.670
2,7:26,1,10,BAL 26,6,17,Lamar Jackson pass complete deep left to Zay Flowers for 16 yards (tackle by Martin Emerson),0.670,1.730
2,6:48,1,10,BAL 42,6,17,Lamar Jackson pass complete short left to Zay Flowers for 14 yards (tackle by Juan Thornhill),1.730,2.650
2,6:12,1,10,CLE 44,6,17,Gus Edwards right guard for 4 yards (tackle by Sione Takitaki and Za'Darius Smith),2.650,2.650
2,5:31,2,6,CLE 40,6,17,Justice Hill left end for 4 yards (tackle by Martin Emerson),2.650,2.480
2,5:05,3,2,CLE 36,6,17,"Penalty on Ronnie Stanley: False Start, 5 yards (accepted) (no play)",2.480,1.820
2,4:45,3,7,CLE 41,6,17,Lamar Jackson pass incomplete deep right intended for Zay Flowers,1.820,0.530
2,4:36,4,7,CLE 41,6,17,"Penalty on CLE: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",0.530,0.890
2,4:36,4,2,CLE 36,6,17,"Lamar Jackson sacked by Dalvin Tomlinson for no gain. Penalty on Martin Emerson: Defensive Holding, 5 yards (accepted) (no play)",0.890,3.510
2,4:32,1,10,CLE 31,6,17,Gus Edwards left guard for 6 yards (tackle by Martin Emerson),3.510,3.780
2,3:56,2,4,CLE 25,6,17,Keaton Mitchell right end for -7 yards (tackle by Grant Delpit),3.780,2.150
2,3:13,3,11,CLE 32,6,17,Lamar Jackson sacked by and Za'Darius Smith for -5 yards and Greg Newsome for -5 yards,2.150,0.790
2,2:27,4,16,CLE 37,6,17,Justin Tucker 55 yard field goal no good blocked by Jordan Elliott (tackle by Jordan Stout),0.790,-3.050
2,2:14,1,10,BAL 38,6,17,Jerome Ford up the middle for 4 yards (tackle by Odafe Oweh and Roquan Smith),3.050,3.050
2,2:00,2,6,BAL 34,6,17,Deshaun Watson pass complete short middle to Amari Cooper for 28 yards (tackle by Odafe Oweh),3.050,5.830
2,1:23,1,6,BAL 6,6,17,Deshaun Watson sacked by Jadeveon Clowney for -1 yards,5.830,4.760
2,1:17,,,,,,Timeout #1 by Baltimore Ravens,,
2,1:17,2,7,BAL 7,6,17,Jerome Ford right end for 2 yards (tackle by Jadeveon Clowney and Arthur Maulet),4.760,4.260
2,1:12,,,,,,Timeout #2 by Baltimore Ravens,,
2,1:12,3,5,BAL 5,6,17,"Deshaun Watson pass incomplete short middle intended for Amari Cooper. Penalty on James Hudson: Offensive Holding, 10 yards (declined)",4.260,3.010
2,1:05,4,5,BAL 5,9,17,Dustin Hopkins 23 yard field goal good,3.010,3.000
2,1:02,,,CLE 35,9,17,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
2,1:02,1,10,BAL 25,9,17,Lamar Jackson scrambles right end for 9 yards (tackle by Mike Ford),0.610,1.280
2,0:52,2,1,BAL 34,9,17,Lamar Jackson pass deep right intended for Rashod Bateman is intercepted by Mike Ford at CLE-37 and returned for 10 yards (tackle by Nelson Agholor),1.280,-2.060
2,0:43,1,10,CLE 47,9,17,Deshaun Watson scrambles right end for 2 yards (tackle by Michael Pierce),2.060,1.790
2,0:35,,,,,,Timeout #1 by Cleveland Browns,,
2,0:35,2,8,CLE 49,9,17,Deshaun Watson pass incomplete deep left intended for Elijah Moore,1.790,1.090
2,0:29,3,8,CLE 49,9,17,Deshaun Watson pass complete short middle to Elijah Moore for 9 yards (tackle by Roquan Smith),1.090,2.790
2,0:22,,,,,,Timeout #2 by Cleveland Browns,,
2,0:22,1,10,BAL 42,9,17,Deshaun Watson pass incomplete deep left intended for Amari Cooper,2.790,2.240
2,0:18,2,10,BAL 42,9,17,Deshaun Watson pass incomplete short right,2.240,1.550
2,0:11,3,10,BAL 42,9,17,Deshaun Watson pass incomplete short left intended for Cedric Tillman,1.550,0.460
2,0:07,,,,,,Timeout #3 by Baltimore Ravens,,
2,0:07,,,,,,Timeout #3 by Cleveland Browns,,
2,0:07,4,10,BAL 42,9,17,P.J. Walker pass incomplete deep left (defended by Kyle Hamilton) (defended by Geno Stone),0.460,1.730
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,9,17,"Dustin Hopkins kicks off 63 yards, returned by Devin Duvernay for 20 yards (tackle by Kahlef Hailassie)",0.000,0.410
3,14:54,1,10,BAL 22,9,17,Lamar Jackson pass complete short right to Rashod Bateman for 7 yards (tackle by Mike Ford),0.410,0.810
3,14:25,2,3,BAL 29,9,17,Lamar Jackson left end for 9 yards (tackle by Juan Thornhill and Martin Emerson),0.810,1.470
3,13:51,1,10,BAL 38,9,17,Lamar Jackson pass complete deep middle to Zay Flowers for 18 yards (tackle by Juan Thornhill),1.470,2.650
3,13:18,1,10,CLE 44,9,17,Lamar Jackson scrambles right end for 4 yards (tackle by Ogbonnia Okoronkwo),2.650,2.650
3,12:41,2,6,CLE 40,9,17,Lamar Jackson pass incomplete short right intended for Mark Andrews (defended by Grant Delpit),2.650,1.950
