Quarter,Time,Tm,Detail,HOU,IND
1.0,9:15,Colts,Matt Gay 38 yard field goal,0,3
,9:06,Texans,Nico Collins 75 yard pass from C.J. Stroud (Ka'imi Fairbairn kick),7,3
2.0,1:57,Texans,Andrew Beck 1 yard pass from C.J. Stroud (Ka'imi Fairbairn kick),14,3
,0:35,Colts,Matt Gay 52 yard field goal,14,6
3.0,9:56,Colts,Jonathan Taylor 49 yard rush (Mo Alie-Cox pass from Gardner Minshew II),14,14
,3:39,Texans,Ka'imi Fairbairn 51 yard field goal,17,14
4.0,13:33,Colts,Matt Gay 35 yard field goal,17,17
,6:20,Texans,Devin Singletary 3 yard rush (Ka'imi Fairbairn kick failed),23,17
,0:01,Colts,Safety,23,19
