Quarter,Time,Down,ToGo,Location,MIA,PIT,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Steelers won the coin toss, Steelers to receive the opening kickoff.",,
1,15:00,,,MIA 30,0,0,"Jay Feely kicks off 58 yards, returned by Allen Rossum for 21 yards (tackle by Edmond Miles)",0.000,1.140
1,14:54,1,10,PIT 33,0,0,Willie Parker left guard for 1 yard (tackle by Keith Traylor),1.140,0.730
1,14:14,2,9,PIT 34,0,0,Ben Roethlisberger pass incomplete short right intended for Hines Ward,0.730,0.040
1,14:02,3,9,PIT 34,0,0,Ben Roethlisberger pass complete short right to Hines Ward for 13 yards (tackle by Andre' Goodman),0.040,2.060
1,13:24,1,10,PIT 47,0,0,Ben Roethlisberger pass complete short left to Cedrick Wilson for 14 yards (tackle by Michael Lehan),2.060,2.980
1,12:40,1,10,MIA 39,0,0,Willie Parker right tackle for 2 yards (tackle by Jason Taylor),2.980,2.710
1,12:02,2,8,MIA 37,0,0,Ben Roethlisberger pass complete short left to Hines Ward for 8 yards (tackle by Cameron Worrell),2.710,3.640
1,11:17,1,10,MIA 29,0,0,Willie Parker up the middle for 4 yards (tackle by Channing Crowder and Cameron Worrell),3.640,3.640
1,10:39,2,6,MIA 25,0,0,Ben Roethlisberger pass incomplete short right intended for Hines Ward is intercepted by Joey Porter at MIA-21 and returned for 14 yards (tackle by Ben Roethlisberger),3.640,-1.270
1,10:30,1,10,MIA 35,0,0,"Penalty on Vernon Carey: False Start, 5 yards (no play)",1.270,0.940
1,10:30,1,15,MIA 30,0,0,Jesse Chatman left guard for -1 yards (tackle by Larry Foote),0.940,-0.090
1,9:53,2,16,MIA 29,0,0,Jesse Chatman up the middle for no gain (tackle by Brett Keisel),-0.090,-0.760
1,9:09,3,16,MIA 29,0,0,John Beck pass complete short left to Ted Ginn Jr. for 12 yards (tackle by James Farrior),-0.760,-0.650
1,8:29,4,4,MIA 41,0,0,Brandon Fields punts 34 yards,-0.650,-0.610
