Quarter,Time,Down,ToGo,Location,MIA,PIT,Detail,EPB,EPA
1,8:21,1,10,PIT 25,0,0,Ben Roethlisberger pass complete short right to Cedrick Wilson for 6 yards (tackle by Michael Lehan),0.610,0.870
1,7:49,2,4,PIT 31,0,0,Willie Parker right guard for 9 yards (tackle by Channing Crowder and Will Allen),0.870,1.600
1,7:13,1,10,PIT 40,0,0,Willie Parker left guard for 3 yards (tackle by Channing Crowder),1.600,1.460
1,6:46,2,7,PIT 43,0,0,Ben Roethlisberger pass complete short middle to Hines Ward for 12 yards (tackle by Joey Porter),1.460,2.590
1,6:08,1,10,MIA 45,0,0,Willie Parker left tackle for 9 yards (tackle by Jason Allen),2.590,3.260
1,5:40,2,1,MIA 36,0,0,Willie Parker up the middle for 1 yard (tackle by Keith Traylor and Channing Crowder),3.260,3.250
1,5:00,1,10,MIA 35,0,0,"Ben Roethlisberger sacked by Will Allen for -12 yards. Ben Roethlisberger fumbles (forced by Will Allen), recovered by Ben Roethlisberger at MIA-47",3.250,1.080
1,4:23,2,22,MIA 47,0,0,Ben Roethlisberger pass complete short left to Hines Ward for -2 yards (tackle by Travis Daniels),1.080,0.170
1,3:42,3,24,MIA 49,0,0,Ben Roethlisberger pass complete short middle to Najeh Davenport for 4 yards (tackle by Channing Crowder),0.170,0.270
1,3:09,4,20,MIA 45,0,0,"Daniel Sepulveda punts 31 yards, fair catch by Ted Ginn Jr.",0.270,0.280
1,3:01,1,10,MIA 14,0,0,Jesse Chatman right guard for -2 yards (tackle by Larry Foote),-0.280,-0.930
1,2:23,2,12,MIA 12,0,0,John Beck pass complete short left to Ted Ginn Jr. for 8 yards (tackle by Tyrone Carter),-0.930,-0.680
1,1:42,3,4,MIA 20,0,0,Ricky Williams up the middle for 5 yards (tackle by James Farrior and Lawrence Timmons),-0.680,0.610
1,1:03,1,10,MIA 25,0,0,Ricky Williams up the middle for 1 yard (tackle by James Farrior and Brett Keisel),0.610,0.200
1,0:17,2,9,MIA 26,0,0,Ricky Williams right end for no gain (tackle by Arnold Harrison and Ike Taylor),0.200,-0.490
Quarter,Time,Down,ToGo,Location,MIA,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,MIA 26,0,0,John Beck pass incomplete short left intended for Ted Ginn Jr. (defended by Bryant McFadden),-0.490,-1.630
2,14:54,4,9,MIA 26,0,0,Brandon Fields punts 22 yards,-1.630,-2.390
2,14:48,1,10,MIA 48,0,0,Willie Parker right guard for 1 yard (tackle by Rodrique Wright and Vonnie Holliday),2.390,1.980
2,14:07,2,9,MIA 47,0,0,Ben Roethlisberger pass complete short left to Nate Washington for 6 yards (tackle by Jason Allen),1.980,2.080
2,13:22,3,3,MIA 41,0,0,Ben Roethlisberger up the middle for 1 yard (tackle by Joey Porter and Vonnie Holliday),2.080,0.590
2,12:39,4,2,MIA 40,0,0,Najeh Davenport right tackle for -1 yards (tackle by Vonnie Holliday and Will Allen),0.590,-1.660
2,12:31,1,10,MIA 41,0,0,Ricky Williams right tackle for 6 yards (tackle by Anthony Smith),1.660,1.930
2,11:50,2,4,MIA 47,0,0,Ted Ginn Jr. right end for -1 yards (tackle by James Farrior),1.930,1.090
2,11:07,3,5,MIA 46,0,0,"Ricky Williams left guard for no gain (tackle by James Farrior). Ricky Williams fumbles (forced by James Farrior), recovered by Lawrence Timmons at tm_-50 (tackle by Vernon Carey). Penalty on Samson Satele: Offensive Holding (Declined), Penalty on L.J. Shelton: Offensive Holding (Declined)",1.090,-2.260
2,11:01,1,10,MIA 50,0,0,Willie Parker up the middle for 3 yards (tackle by Channing Crowder and Jason Allen),2.260,2.120
2,10:26,2,7,MIA 47,0,0,Nate Washington left end for no gain (tackle by Joey Porter),2.120,1.420
2,9:39,3,7,MIA 47,0,0,"Ben Roethlisberger pass complete deep middle to Hines Ward for 19 yards (tackle by Cameron Worrell). Penalty on Najeh Davenport: Offensive Holding, 10 yards (no play)",1.420,0.100
2,9:09,3,17,PIT 43,0,0,Ben Roethlisberger pass complete short middle to Carey Davis for 9 yards (tackle by Will Allen),0.100,0.070
2,8:32,4,8,MIA 48,0,0,"Daniel Sepulveda punts 38 yards, fair catch by Ted Ginn Jr.",0.070,0.380
2,8:24,1,10,MIA 10,0,0,John Beck pass complete short right to Marty Booker for 8 yards (tackle by Ike Taylor),-0.380,0.070
2,7:52,2,2,MIA 18,0,0,Ricky Williams up the middle for 3 yards (tackle by James Farrior and Aaron Smith),0.070,0.340
2,7:10,1,10,MIA 21,0,0,John Beck up the middle for 8 yards (tackle by James Farrior),0.340,0.880
2,6:26,2,2,MIA 29,0,0,Jesse Chatman up the middle for -2 yards (tackle by Larry Foote and Brett Keisel),0.880,-0.100
2,5:41,,,,0,0,Timeout #1 by Miami Dolphins,0.000,-0.100
2,5:41,3,4,MIA 27,0,0,John Beck pass incomplete deep right intended for Derek Hagan,-0.100,-1.570
2,5:36,4,4,MIA 27,0,0,"Brandon Fields punts 53 yards, returned by Allen Rossum for 33 yards (tackle by Brandon Fields)",-1.570,-2.460
2,5:20,1,10,MIA 47,0,0,Ben Roethlisberger pass complete short right to Dan Kreider for 15 yards (tackle by Donnie Spragan),2.460,3.450
2,4:37,1,10,MIA 32,0,0,Willie Parker left tackle for 8 yards (tackle by Jason Allen and Michael Lehan),3.450,3.980
2,3:50,2,2,MIA 24,0,0,Willie Parker up the middle for 1 yard (tackle by Rodrique Wright),3.980,3.400
2,3:09,3,1,MIA 23,0,0,"Ben Roethlisberger pass complete short left to Hines Ward for 4 yards (tackle by Will Allen). Penalty on Heath Miller: Offensive Pass Interference, 10 yards (no play)",3.400,2.080
2,2:38,3,11,MIA 33,0,0,Ben Roethlisberger sacked by Quentin Moses for -3 yards,2.080,0.880
2,2:12,4,14,MIA 36,0,0,"Daniel Sepulveda punts 25 yards, fair catch by Ted Ginn Jr.",0.880,0.370
2,2:05,1,10,MIA 11,0,0,Jesse Chatman left guard for 3 yards (tackle by Tyrone Carter and Aaron Smith),-0.370,-0.530
2,2:00,2,7,MIA 14,0,0,John Beck pass complete deep right to David Martin for 21 yards (tackle by James Farrior),-0.530,1.270
2,1:30,1,10,MIA 35,0,0,Jesse Chatman right guard for no gain (tackle by Casey Hampton and Aaron Smith),1.270,0.720
2,0:54,2,10,MIA 35,0,0,John Beck pass complete short right to Justin Peelle for 2 yards (tackle by Tyrone Carter),0.720,0.300
2,0:11,3,8,MIA 37,0,0,John Beck pass incomplete short middle intended for David Martin,0.300,-0.910
2,0:06,4,8,MIA 37,0,0,Brandon Fields punts 36 yards,-0.910,1.400
Quarter,Time,Down,ToGo,Location,MIA,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,0,0,"Jeff Reed kicks off 59 yards, returned by Ted Ginn Jr. for 21 yards (tackle by Carey Davis)",0.000,1.070
3,14:54,1,10,MIA 32,0,0,Jesse Chatman up the middle for no gain (tackle by Tyrone Carter),1.070,0.530
3,14:13,2,10,MIA 32,0,0,John Beck pass complete short left to Ted Ginn Jr. for 15 yards (tackle by Deshea Townsend),0.530,2.060
3,13:30,1,10,MIA 47,0,0,John Beck pass complete short left to Marty Booker for 4 yards (tackle by Deshea Townsend),2.060,2.060
3,12:48,2,6,PIT 49,0,0,Jesse Chatman left end for 9 yards (tackle by Larry Foote),2.060,2.920
3,12:07,1,10,PIT 40,0,0,John Beck pass complete short right to David Martin for 14 yards (tackle by Tyrone Carter),2.920,3.840
3,11:30,1,10,PIT 26,0,0,Jesse Chatman up the middle for -1 yards (tackle by James Harrison and Clark Haggans),3.840,3.160
3,10:51,2,11,PIT 27,0,0,John Beck pass incomplete deep left intended for Ted Ginn Jr.,3.160,2.480
3,10:45,3,11,PIT 27,0,0,John Beck pass complete short middle to Jesse Chatman for -4 yards (tackle by Lawrence Timmons),2.480,1.320
3,9:57,,,,0,0,Timeout #1 by Miami Dolphins,0.000,1.320
3,9:57,4,15,PIT 31,0,0,John Beck sacked by James Farrior and Larry Foote for -8 yards,1.320,-1.530
3,9:54,1,10,PIT 39,0,0,Willie Parker left guard for 6 yards (tackle by Joey Porter and Channing Crowder),1.530,1.800
3,9:19,2,4,PIT 45,0,0,Willie Parker left guard for 1 yard (tackle by Jason Taylor),1.800,1.220
3,8:33,3,3,PIT 46,0,0,Ben Roethlisberger pass complete short left to Hines Ward for 5 yards (tackle by Andre' Goodman),1.220,2.320
3,7:56,1,10,MIA 49,0,0,Willie Parker right tackle for 5 yards (tackle by Derrick Pope and Channing Crowder),2.320,2.460
3,7:15,2,5,MIA 44,0,0,Willie Parker left guard for -1 yards (tackle by Joey Porter),2.460,1.620
3,6:29,3,6,MIA 45,0,0,Ben Roethlisberger sacked by Jason Taylor for -8 yards,1.620,-0.260
3,6:06,4,14,PIT 47,0,0,Daniel Sepulveda punts 47 yards,-0.260,0.380
3,5:58,1,10,MIA 6,0,0,Jesse Chatman up the middle for 1 yard (tackle by Larry Foote and Brett Keisel),-0.380,-0.710
3,5:14,,,,0,0,Timeout #2 by Miami Dolphins,0.000,-0.710
3,5:14,2,9,MIA 7,0,0,Jesse Chatman right guard for 10 yards (tackle by Tyrone Carter and Anthony Smith),-0.710,-0.060
3,4:52,1,10,MIA 17,0,0,John Beck pass incomplete short right intended for Marty Booker,-0.060,-0.580
3,4:49,2,10,MIA 17,0,0,John Beck sacked by Aaron Smith for -6 yards,-0.580,-2.120
3,4:11,3,16,MIA 11,0,0,John Beck pass incomplete deep right intended for Marty Booker (defended by Ike Taylor),-2.120,-2.490
3,4:04,4,16,MIA 11,0,0,Brandon Fields punts 37 yards,-2.490,-2.390
3,3:55,1,10,MIA 48,0,0,Willie Parker left end for 9 yards (tackle by Jason Allen and Derrick Pope),2.390,3.060
3,3:18,2,1,MIA 39,0,0,Willie Parker up the middle for 5 yards (tackle by Channing Crowder),3.060,3.310
3,2:44,1,10,MIA 34,0,0,Willie Parker left end for 7 yards (tackle by Michael Lehan),3.310,3.720
3,2:01,2,3,MIA 27,0,0,Willie Parker right guard for 2 yards (tackle by Steve Fifita and Rodrique Wright),3.720,3.270
3,1:19,3,1,MIA 25,0,0,Najeh Davenport up the middle for -1 yards (tackle by Joey Porter and Rodrique Wright),3.270,1.860
3,0:34,4,2,MIA 26,0,0,Jeff Reed 44 yard field goal no good,1.860,-1.200
3,0:29,1,10,MIA 34,0,0,Patrick Cobbs right tackle for 4 yards (tackle by Ike Taylor),1.200,1.200
Quarter,Time,Down,ToGo,Location,MIA,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,MIA 38,0,0,John Beck pass incomplete deep middle intended for Marty Booker,1.200,0.500
4,14:56,3,6,MIA 38,0,0,John Beck pass complete deep middle to Marty Booker for 20 yards (tackle by Tyrone Carter),0.500,2.790
4,14:13,1,10,PIT 42,0,0,Patrick Cobbs left guard for 2 yards (tackle by James Farrior),2.790,2.510
4,13:31,2,8,PIT 40,0,0,"John Beck pass incomplete deep right intended for Marty Booker. Penalty on MIA: Illegal Shift, 5 yards (no play)",2.510,1.840
4,13:25,2,13,PIT 45,0,0,John Beck pass incomplete short left intended for Ted Ginn Jr.,1.840,1.160
4,13:21,3,13,PIT 45,0,0,John Beck pass complete deep left to Marty Booker for 21 yards (tackle by Tyrone Carter),1.160,3.970
4,12:46,1,10,PIT 24,0,0,Patrick Cobbs right guard for 2 yards (tackle by Tyrone Carter and James Farrior),3.970,3.700
4,12:12,2,8,PIT 22,0,0,Patrick Cobbs up the middle for 2 yards (tackle by Larry Foote and Tyrone Carter),3.700,3.270
4,11:29,3,6,PIT 20,0,0,John Beck pass incomplete short right intended for Patrick Cobbs,3.270,2.150
4,11:26,4,6,PIT 20,0,0,"Penalty on Brandon Fields: Delay of Game, 5 yards (no play)",2.150,1.800
4,11:26,4,11,PIT 25,0,0,"John Beck sacked by James Harrison for -5 yards. John Beck fumbles (forced by James Harrison), recovered by Aaron Smith at PIT-30 (tackle by Chris Liwienski)",1.800,-0.940
4,11:19,1,10,PIT 30,0,0,Willie Parker left tackle for 4 yards (tackle by Channing Crowder),0.940,0.930
4,10:47,2,6,PIT 34,0,0,Ben Roethlisberger pass complete short left to Cedrick Wilson for 9 yards (tackle by Andre' Goodman),0.930,1.800
4,10:11,1,10,PIT 43,0,0,Willie Parker for -3 yards (tackle by Joey Porter),1.800,0.850
4,9:43,2,13,PIT 40,0,0,Ben Roethlisberger pass complete short left to Willie Parker for 8 yards (tackle by Channing Crowder),0.850,1.220
4,9:02,3,5,PIT 48,0,0,Ben Roethlisberger pass complete short right to Hines Ward for 14 yards (tackle by Michael Lehan),1.220,3.050
4,8:22,1,10,MIA 38,0,0,Najeh Davenport left tackle for 4 yards (tackle by Rodrique Wright),3.050,3.050
4,8:22,2,6,MIA 34,0,0,Willie Parker left guard for 1 yard (tackle by Joey Porter),3.050,2.480
4,6:57,3,5,MIA 33,0,0,Ben Roethlisberger sacked by Vonnie Holliday for -9 yards,2.480,0.460
4,6:26,4,14,MIA 42,0,0,"Daniel Sepulveda punts 32 yards, fair catch by Ted Ginn Jr.",0.460,0.380
4,6:22,1,10,MIA 10,0,0,John Beck pass complete short right to Marty Booker for 1 yard (tackle by Ike Taylor),-0.380,-0.710
4,5:43,2,9,MIA 11,0,0,John Beck sacked by Brett Keisel for -3 yards,-0.710,-1.650
4,5:00,3,12,MIA 8,0,0,John Beck pass complete short right to Justin Peelle for 1 yard (tackle by Tyrone Carter),-1.650,-2.490
4,4:23,4,11,MIA 9,0,0,"Penalty on Derek Hagan: False Start, 4 yards (no play)",-2.490,-2.490
4,4:23,4,15,MIA 5,0,0,"Brandon Fields punts 42 yards, returned by Allen Rossum for 5 yards (tackle by Edmond Miles)",-2.490,-2.790
4,4:13,1,10,MIA 42,0,0,Willie Parker left guard for 2 yards (tackle by Keith Traylor),2.790,2.510
4,3:39,2,8,MIA 40,0,0,Ben Roethlisberger pass complete deep right to Hines Ward for 21 yards (tackle by Jason Allen),2.510,4.310
4,3:02,1,10,MIA 19,0,0,"Willie Parker left tackle for 9 yards (tackle by Jason Allen). Penalty on Heath Miller: Offensive Holding, 10 yards (no play)",4.310,3.640
4,2:55,1,20,MIA 29,0,0,Ben Roethlisberger pass complete short right to Hines Ward for 6 yards (tackle by Cameron Worrell),3.640,3.220
4,2:14,2,14,MIA 23,0,0,Ben Roethlisberger pass complete short left to Hines Ward for 11 yards (tackle by Andre' Goodman),3.220,4.190
4,2:00,3,3,MIA 12,0,0,Ben Roethlisberger pass complete short right to Willie Reid for 6 yards (tackle by Michael Lehan),4.190,5.830
4,1:19,1,6,MIA 6,0,0,Ben Roethlisberger pass incomplete short right intended for Willie Parker (defended by Joey Porter),5.830,4.950
4,1:13,2,6,MIA 6,0,0,Willie Parker right guard for 1 yard (tackle by Vonnie Holliday),4.950,4.260
4,1:07,,,,0,0,Timeout #3 by Miami Dolphins,0.000,4.260
4,1:07,3,5,MIA 5,0,0,Ben Roethlisberger sacked by Rodrique Wright and Channing Crowder for -1 yards,4.260,2.990
4,0:20,,,,0,0,Timeout #1 by Pittsburgh Steelers,0.000,2.990
4,0:20,4,6,MIA 6,0,3,Jeff Reed 24 yard field goal good,2.990,3.000
4,,,,PIT 30,0,3,"Jeff Reed kicks off 44 yards, returned by Marty Booker for 3 yards, lateral to Ted Ginn Jr. for 2 yards (tackle by Anthony Madison)",0.000,1.000
4,0:13,1,10,MIA 31,0,3,John Beck pass complete short middle to Patrick Cobbs for 4 yards. Penalty on Marty Booker: Illegal Forward Pass (Declined),1.000,0.460
4,0:00,2,10,MIA 31,0,3,"John Beck pass complete short middle to Patrick Cobbs for 11 yards, lateral to Rex Hadnot for -2 yards, lateral to L.J. Shelton for no gain, lateral to David Martin for no gain (tackle by Tyrone Carter)",0.460,1.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
