Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Joe Mixon,CIN,14,33,1,2,19,1.4,14,1.0,1,14.0
Joe Burrow,CIN,1,-1,0,0,-1,-1.0,0,0.0,0,
Ja'Marr Chase,CIN,1,9,0,1,9,9.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Michael Carter,NYJ,15,77,1,4,51,3.4,26,1.7,0,
Mike White,NYJ,5,-1,0,2,-3,-0.6,2,0.4,0,
Ty Johnson,NYJ,4,15,0,0,8,2.0,7,1.8,0,
Elijah Moore,NYJ,1,4,0,0,4,4.0,0,0.0,0,
La'Mical Perine,NYJ,1,3,0,,2,2.0,1,1.0,0,
Jeff Smith,NYJ,1,-1,0,0,-1,-1.0,0,0.0,0,
