Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Terry McLaurin,WAS,6,4,39,0,3,29,7.3,10,2.5,7.8,0,,0,0.0,1,45.1
Paul Richardson,WAS,4,3,34,0,2,30,10.0,4,1.3,15.0,0,,0,0.0,0,100.0
Adrian Peterson,WAS,2,2,27,0,1,1,0.5,26,13.0,0.5,1,2.0,0,0.0,0,118.7
Jeremy Sprinkle,WAS,2,2,12,0,,6,3.0,6,3.0,3.0,0,,0,0.0,0,91.7
Kelvin Harmon,WAS,1,1,12,0,1,6,6.0,6,6.0,6.0,1,1.0,0,0.0,0,116.7
Hale Hentges,WAS,1,1,13,0,1,-4,-4.0,17,17.0,-4.0,0,,0,0.0,0,118.7
Trey Quinn,WAS,3,1,15,0,1,13,13.0,2,2.0,6.3,0,,0,0.0,0,50.7
Wendell Smallwood,WAS,2,1,11,0,1,10,10.0,1,1.0,2.0,0,,0,0.0,0,66.7
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Stefon Diggs,MIN,7,7,143,0,4,75,10.7,68,9.7,10.7,0,,0,0.0,0,118.7
Dalvin Cook,MIN,6,5,73,0,2,-1,-0.2,74,14.8,-0.3,0,,1,16.7,0,117.4
Kyle Rudolph,MIN,3,3,17,0,,-3,-1.0,20,6.7,-1.0,0,,0,0.0,0,90.3
Irv Smith Jr.,MIN,3,3,21,0,2,6,2.0,15,5.0,2.0,0,,0,0.0,0,95.8
Olabisi Johnson,MIN,2,2,27,0,1,23,11.5,4,2.0,11.5,0,,0,0.0,0,118.7
Alexander Mattison,MIN,2,2,3,0,0,-4,-2.0,7,3.5,-2.0,0,,0,0.0,0,79.2
Laquon Treadwell,MIN,1,1,1,0,,1,1.0,0,0.0,1.0,0,,0,0.0,0,79.2
