Quarter,Time,Tm,Detail,NOR,CAR
2.0,2:38,Saints,Mark Ingram 3 yard rush (Shayne Graham kick),7,0
,0:03,Saints,Jimmy Graham 1 yard pass from Drew Brees (Shayne Graham kick),14,0
3.0,10:14,Panthers,Cam Newton 10 yard rush (Graham Gano kick),14,7
,4:04,Saints,Drew Brees 1 yard rush (Shayne Graham kick),21,7
4.0,12:57,Panthers,Graham Gano 31 yard field goal,21,10
,5:30,Saints,Mark Ingram 3 yard rush (Shayne Graham kick),28,10
