Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Robbie Chosen,CAR,8,6,74,0,4,39,6.5,35,5.8,13.4,0,,0,0.0,0,103.1
Curtis Samuel,CAR,6,6,48,0,3,18,3.0,30,5.0,3.0,0,,0,0.0,0,100.0
Mike Davis,CAR,5,5,24,0,0,-10,-2.0,34,6.8,-2.0,2,2.5,0,0.0,0,86.7
D.J. Moore,CAR,5,4,93,2,2,44,11.0,49,12.3,13.2,0,,0,0.0,0,158.3
Ian Thomas,CAR,1,1,11,0,1,6,6.0,5,5.0,6.0,0,,0,0.0,0,112.5
Brandon Zylstra,CAR,1,1,4,0,1,-1,-1.0,5,5.0,-1.0,0,,0,0.0,0,83.3
Alex Armah,CAR,1,0,0,0,0,0,,0,,0.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Marquez Callaway,NOR,10,8,75,0,4,55,6.9,20,2.5,7.1,1,8.0,0,0.0,0,97.9
Alvin Kamara,NOR,8,8,65,0,4,-20,-2.5,85,10.6,-2.5,3,2.7,0,0.0,0,100.5
Deonte Harty,NOR,5,4,46,1,3,46,11.5,0,0.0,9.6,0,,1,20.0,0,144.6
Tre'Quan Smith,NOR,4,4,54,0,2,37,9.3,17,4.3,9.3,2,2.0,0,0.0,0,118.7
Jared Cook,NOR,4,3,32,1,2,25,8.3,7,2.3,6.3,0,,0,0.0,0,137.5
Austin Carr,NOR,1,1,6,0,1,4,4.0,2,2.0,4.0,0,,0,0.0,0,91.7
Josh Hill,NOR,1,1,0,0,,-1,-1.0,1,1.0,-1.0,0,,0,0.0,0,79.2
Latavius Murray,NOR,1,1,9,0,0,3,3.0,6,6.0,3.0,0,,0,0.0,0,104.2
Adam Trautman,NOR,1,0,0,0,,0,,0,,10.0,0,,0,0.0,0,39.6
