Quarter,Time,Tm,Detail,CHI,GNB
1.0,12:05,Bears,Bernard Berrian 49 yard pass from Rex Grossman (Robbie Gould kick),7,0
2.0,13:44,Bears,Robbie Gould 40 yard field goal,10,0
,6:29,Bears,Robbie Gould 39 yard field goal,13,0
,4:38,Bears,Robbie Gould 28 yard field goal,16,0
3.0,1:47,Bears,Robbie Gould 30 yard field goal,19,0
4.0,14:06,Bears,Devin Hester 84 yard punt return (Robbie Gould kick),26,0
