Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
1,9:20,2,8,SFO 12,0,7,Raheem Mostert right end for 7 yards (tackle by John Johnson and Jalen Ramsey),-0.630,-0.370
1,8:37,3,1,SFO 19,0,7,Jimmy Garoppolo up the middle for 4 yards (tackle by Micah Kiser),-0.370,0.480
1,7:59,1,10,SFO 23,0,7,Raheem Mostert left end for 3 yards (tackle by Micah Kiser),0.480,0.340
1,7:16,2,7,SFO 26,0,7,Jimmy Garoppolo pass incomplete short left intended for George Kittle,0.340,-0.360
1,7:13,3,7,SFO 26,0,7,Jimmy Garoppolo pass complete short right to Jerick McKinnon for 2 yards (tackle by Micah Kiser),-0.360,-1.500
1,6:40,4,5,SFO 28,0,7,"Mitch Wishnowsky punts 49 yards, returned by Nsimba Webster for 15 yards (tackle by Mitch Wishnowsky)",-1.500,-1.470
1,6:27,1,10,LAR 38,0,7,Jared Goff pass incomplete deep right intended for Robert Woods,1.470,0.920
1,6:22,2,10,LAR 38,0,7,Darrell Henderson right end for 2 yards (tackle by Fred Warner),0.920,0.500
1,5:35,3,8,LAR 40,0,7,Jared Goff pass incomplete short left intended for Gerald Everett (defended by Jason Verrett),0.500,-0.720
1,5:30,4,8,LAR 40,0,7,"Johnny Hekker punts 47 yards, fair catch by Richie James at SF-13",-0.720,0.320
1,5:22,1,10,SFO 13,0,7,"Raheem Mostert right tackle for 2 yards (tackle by Kenny Young). Penalty on Daniel Brunskill: Offensive Holding, 6 yards (no play)",-0.320,-0.610
1,5:02,1,16,SFO 7,0,7,Raheem Mostert right end for 15 yards (tackle by Taylor Rapp),-0.610,0.490
1,4:27,2,1,SFO 22,0,7,Raheem Mostert right guard for 3 yards (tackle by Leonard Floyd and Morgan Fox),0.490,0.610
1,3:44,1,10,SFO 25,0,7,Jimmy Garoppolo pass complete short right to Raheem Mostert for 7 yards (tackle by Jalen Ramsey),0.610,1.010
1,3:00,2,3,SFO 32,0,7,Jimmy Garoppolo pass complete short left to George Kittle for 4 yards (tackle by Troy Hill),1.010,1.330
1,2:16,1,10,SFO 36,0,7,Jimmy Garoppolo pass complete short right to Kyle Juszczyk for 8 yards (tackle by John Johnson),1.330,1.870
1,1:34,2,2,SFO 44,0,7,Jerick McKinnon left guard for 4 yards (tackle by Micah Kiser),1.870,2.130
1,1:11,1,10,SFO 48,0,7,Raheem Mostert right tackle for no gain (tackle by Kenny Young and Leonard Floyd),2.130,1.580
1,0:30,2,10,SFO 48,0,7,Jimmy Garoppolo pass complete short left to Deebo Samuel for 5 yards (tackle by Jalen Ramsey),1.580,1.550
Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,,,,,,Timeout #1 by San Francisco 49ers,,
2,15:00,3,5,LAR 47,0,7,Raheem Mostert right tackle for 3 yards (tackle by Micah Kiser),1.550,0.330
2,14:21,4,2,LAR 44,0,13,"Jimmy Garoppolo pass complete short middle to George Kittle for 44 yards, touchdown, touchdown",0.330,7.000
2,14:14,,,LAR 15,0,14,Robbie Gould kicks extra point good,0.000,0.000
2,14:14,,,SFO 35,0,14,"Mitch Wishnowsky kicks off 61 yards, returned by Nsimba Webster for 17 yards (tackle by Tarvarius Moore). Penalty on Tarvarius Moore: Horse Collar Tackle, 15 yards",0.000,1.330
2,14:09,1,10,LAR 36,0,14,Darrell Henderson up the middle for 1 yard (tackle by Kevin Givens and Arik Armstead),1.330,0.930
2,13:47,2,9,LAR 37,0,14,Jared Goff pass incomplete short middle intended for Tyler Higbee (defended by Arik Armstead),0.930,0.230
2,13:44,3,9,LAR 37,0,14,Jared Goff right guard for 10 yards (tackle by Emmanuel Moseley),0.230,2.060
2,13:05,1,10,LAR 47,0,14,"Penalty on Javon Kinlaw: Neutral Zone Infraction, 5 yards (no play)",2.060,2.790
2,12:45,1,5,SFO 48,0,14,Darrell Henderson left tackle for 18 yards (tackle by Jimmie Ward). Penalty on Kevin Givens: Defensive Offside (Declined),2.790,3.580
2,12:17,1,10,SFO 30,0,14,Robert Woods right end for 4 yards (tackle by Fred Warner),3.580,3.570
2,11:39,2,6,SFO 26,0,14,Robert Woods left tackle for 7 yards (tackle by Jamar Taylor),3.570,4.310
2,10:52,1,10,SFO 19,0,14,Darrell Henderson left tackle for 11 yards (tackle by Emmanuel Moseley),4.310,5.370
2,10:31,1,8,SFO 8,0,14,Darrell Henderson up the middle for 5 yards (tackle by Jamar Taylor),5.370,5.530
2,9:53,2,3,SFO 3,0,14,"Darrell Henderson left guard for 3 yards. Penalty on David Edwards: Offensive Holding, 10 yards (no play)",5.530,3.720
2,9:49,2,13,SFO 13,0,14,Jared Goff pass complete short left to Robert Woods for 3 yards (tackle by Emmanuel Moseley),3.720,3.130
2,9:08,3,10,SFO 10,6,14,"Jared Goff pass complete short middle to Robert Woods for 10 yards, touchdown",3.130,7.000
2,9:03,,,SFO 15,6,14,Sam Sloman kicks extra point blocked by Dion Jordan,0.000,-1.000
2,9:03,,,LAR 35,6,14,"Sam Sloman kicks off 65 yards, touchback.",0.000,0.610
2,9:03,1,10,SFO 25,6,14,Raheem Mostert right guard for 8 yards (tackle by Taylor Rapp),0.610,1.140
2,8:22,2,2,SFO 33,6,14,Raheem Mostert up the middle for 5 yards (tackle by John Johnson),1.140,1.470
2,7:44,1,10,SFO 38,6,14,Raheem Mostert left guard for 2 yards (tackle by Micah Kiser),1.470,1.190
2,7:05,2,8,SFO 40,6,14,"Raheem Mostert left end for 7 yards (tackle by Michael Brockers). Penalty on Brandon Aiyuk: Offensive Holding, 10 yards (no play)",1.190,-0.160
2,6:53,2,18,SFO 30,6,14,Jimmy Garoppolo pass complete short middle to Kendrick Bourne for 19 yards (tackle by John Johnson),-0.160,2.190
2,6:11,1,10,SFO 49,6,14,Jimmy Garoppolo pass complete deep left to Kendrick Bourne for 25 yards (tackle by John Johnson),2.190,3.840
2,5:27,1,10,LAR 26,6,14,Raheem Mostert right guard for 2 yards (tackle by Justin Hollins),3.840,3.570
2,4:42,2,8,LAR 24,6,14,Raheem Mostert up the middle for 1 yard (tackle by Greg Gaines),3.570,3.010
2,3:59,3,7,LAR 23,6,14,Jimmy Garoppolo pass complete short left to Trent Taylor for 8 yards (tackle by Kenny Young),3.010,4.580
2,3:11,1,10,LAR 15,6,14,Jerick McKinnon up the middle for 3 yards (tackle by John Johnson and Taylor Rapp),4.580,4.450
2,2:27,,,,,,Timeout #2 by San Francisco 49ers,,
2,2:27,2,7,LAR 12,6,14,Raheem Mostert up the middle for 6 yards (tackle by Justin Hollins),4.450,4.900
2,2:04,3,1,LAR 6,6,14,"Penalty on Leonard Floyd: Neutral Zone Infraction, 4 yards (no play)",4.900,6.740
2,2:00,1,2,LAR 2,6,14,Raheem Mostert left guard for no gain (tackle by Greg Gaines),6.740,5.720
2,1:55,,,,,,Timeout #1 by Los Angeles Rams,,
2,1:55,2,2,LAR 2,6,14,Jimmy Garoppolo pass incomplete short right intended for Trent Taylor (defended by Troy Hill),5.720,4.950
2,1:51,3,2,LAR 2,6,20,"Jimmy Garoppolo pass complete short right to Brandon Aiyuk for 2 yards, touchdown",4.950,7.000
2,1:47,,,LAR 15,6,21,Robbie Gould kicks extra point good,0.000,0.000
2,1:47,,,SFO 35,6,21,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
2,1:47,1,10,LAR 25,6,21,Jared Goff pass complete short middle to Tyler Higbee for 8 yards (tackle by Fred Warner),0.610,1.140
2,1:29,2,2,LAR 33,6,21,Jared Goff pass incomplete short right intended for Robert Woods (defended by Emmanuel Moseley),1.140,0.430
2,1:26,3,2,LAR 33,6,21,"Penalty on Andrew Whitworth: False Start, 5 yards (no play)",0.430,-0.230
2,1:26,3,7,LAR 28,6,21,"Jared Goff pass complete short right to Cooper Kupp for no gain, lateral to Jimmie Ward for 4 yards, lateral to Darrell Henderson for 4 yards",-0.230,-1.240
2,1:20,4,3,LAR 32,6,21,"Johnny Hekker punts 63 yards, returned by Richie James for 8 yards (tackle by Nsimba Webster)",-1.240,0.320
2,1:09,1,10,SFO 13,6,21,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 11 yards (tackle by Michael Brockers and Micah Kiser),-0.320,0.540
2,0:49,1,10,SFO 24,6,21,Jimmy Garoppolo pass complete short middle to Raheem Mostert for 4 yards (tackle by John Johnson and Micah Kiser),0.540,0.540
2,0:28,2,6,SFO 28,6,21,Jimmy Garoppolo pass complete short middle to George Kittle for 7 yards (tackle by Micah Kiser and John Johnson),0.540,1.270
2,0:23,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:23,1,10,SFO 35,6,21,"Jimmy Garoppolo pass incomplete short left intended for Kendrick Bourne (defended by Troy Hill). Penalty on Troy Hill: Defensive Pass Interference, 6 yards (no play)",1.270,1.660
2,0:20,1,10,SFO 41,6,21,Jimmy Garoppolo pass incomplete deep left intended for Brandon Aiyuk (defended by Darious Williams),1.660,1.120
2,0:14,2,10,SFO 41,6,21,Jimmy Garoppolo pass incomplete short right intended for George Kittle (defended by Terrell Burgess),1.120,0.430
2,0:09,3,10,SFO 41,6,21,Jerick McKinnon up the middle for 1 yard (tackle by Morgan Fox),0.430,-0.590
Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,6,21,"Mitch Wishnowsky kicks off 66 yards, returned by Nsimba Webster for 30 yards (tackle by Jamycal Hasty)",0.000,0.870
3,14:54,1,10,LAR 29,6,21,Jared Goff pass complete deep right to Tyler Higbee for 31 yards (tackle by Dre Greenlaw),0.870,2.920
3,14:23,1,10,SFO 40,6,21,Jared Goff pass incomplete short left intended for Cooper Kupp,2.920,2.370
3,14:17,2,10,SFO 40,6,21,Jared Goff pass complete short right to Robert Woods for 12 yards (tackle by Emmanuel Moseley),2.370,3.710
3,13:42,1,10,SFO 28,6,21,Malcolm Brown left guard for 3 yards (tackle by Arik Armstead and Javon Kinlaw),3.710,3.570
3,13:01,2,7,SFO 25,6,21,Jared Goff pass complete short left to Malcolm Brown for 6 yards (tackle by Dre Greenlaw and Jimmie Ward),3.570,3.720
3,12:39,3,1,SFO 19,6,21,"Penalty on Andrew Whitworth: False Start, 4 yards (no play)",3.720,3.140
3,12:16,3,5,SFO 23,6,21,Jared Goff pass incomplete deep left intended for Josh Reynolds,3.140,1.980
3,12:11,4,5,SFO 23,9,21,Sam Sloman 42 yard field goal good,1.980,3.000
3,12:06,,,LAR 35,9,21,"Sam Sloman kicks off 65 yards, touchback.",0.000,0.610
3,12:06,1,10,SFO 25,9,21,Raheem Mostert right tackle for 1 yard (tackle by Leonard Floyd),0.610,0.200
3,11:29,2,9,SFO 26,9,21,Jimmy Garoppolo pass complete short left to Deebo Samuel for -2 yards (tackle by Jalen Ramsey),0.200,-0.760
3,10:41,3,11,SFO 24,9,21,Jimmy Garoppolo pass incomplete short left intended for Jerick McKinnon,-0.760,-1.770
3,10:38,4,11,SFO 24,9,21,"Mitch Wishnowsky punts 44 yards, fair catch by Nsimba Webster at LA-32. Penalty on Ken Webster: Player Out of Bounds on Kick, 5 yards",-1.770,-1.400
3,10:30,1,10,LAR 37,9,21,Jared Goff pass incomplete short left,1.400,0.860
3,10:23,2,10,LAR 37,9,21,Malcolm Brown right tackle for 1 yard (tackle by Fred Warner and D.J. Jones),0.860,0.300
3,9:40,3,9,LAR 38,9,21,"Jared Goff pass incomplete deep left intended for Gerald Everett. Penalty on Javon Kinlaw: Defensive Offside, 5 yards (no play)",0.300,0.960
3,9:35,,,,,,Timeout #1 by Los Angeles Rams,,
3,9:35,3,4,LAR 43,9,21,Jared Goff pass incomplete deep left intended for Cooper Kupp,0.960,-0.520
3,9:30,4,4,LAR 43,9,21,"Johnny Hekker punts 44 yards, fair catch by Trent Taylor at SF-13",-0.520,0.320
3,9:23,1,10,SFO 13,9,21,Jerick McKinnon left end for 5 yards (tackle by John Johnson),-0.320,-0.140
3,8:43,2,5,SFO 18,9,21,Deebo Samuel right end for -6 yards (tackle by Leonard Floyd),-0.140,-1.540
3,7:56,3,11,SFO 12,9,21,Jimmy Garoppolo pass complete short left to Jerick McKinnon for 8 yards (tackle by Troy Hill),-1.540,-2.030
3,7:32,4,3,SFO 20,9,21,"Mitch Wishnowsky punts 51 yards, returned by Nsimba Webster for 9 yards (tackle by Dre Greenlaw)",-2.030,-1.470
3,7:20,1,10,LAR 38,9,21,Darrell Henderson left guard for 11 yards (tackle by Dre Greenlaw),1.470,2.190
3,6:48,1,10,LAR 49,9,21,Darrell Henderson left guard for no gain (tackle by Dion Jordan),2.190,1.650
3,6:04,2,10,LAR 49,9,21,Darrell Henderson left guard for 13 yards (tackle by Emmanuel Moseley),1.650,3.050
3,5:36,1,10,SFO 38,9,21,"Jared Goff pass incomplete deep left intended for Josh Reynolds. Penalty on Emmanuel Moseley: Defensive Pass Interference, 17 yards (no play)",3.050,4.170
3,5:31,1,10,SFO 21,9,21,Darrell Henderson right guard for 9 yards (tackle by Dion Jordan),4.170,5.160
3,4:44,2,1,SFO 12,9,21,Darrell Henderson right end for 4 yards (tackle by Dre Greenlaw),5.160,5.370
3,4:01,1,8,SFO 8,9,21,Darrell Henderson up the middle for 7 yards (tackle by Marcell Harris),5.370,5.910
3,3:18,2,1,SFO 1,9,21,Darrell Henderson right end for -1 yards (tackle by Dre Greenlaw),5.910,4.950
3,2:43,,,,,,Timeout #2 by Los Angeles Rams,,
3,2:43,3,2,SFO 2,9,21,Jared Goff pass incomplete short right intended for Cooper Kupp (defended by Emmanuel Moseley),4.950,3.250
3,2:39,4,2,SFO 2,9,21,Jared Goff pass short left intended for Josh Reynolds is intercepted by Jason Verrett at SF-0 and returned for no gain,3.250,-0.280
3,2:33,1,10,SFO 20,9,21,Jimmy Garoppolo pass complete short middle to George Kittle for 18 yards (tackle by Taylor Rapp),0.280,1.470
3,1:53,1,10,SFO 38,9,21,Jerick McKinnon left tackle for 4 yards (tackle by Leonard Floyd and Taylor Rapp),1.470,1.460
3,1:13,2,6,SFO 42,9,21,Jerick McKinnon up the middle for 1 yard (tackle by Aaron Donald),1.460,0.890
3,0:32,3,5,SFO 43,9,21,Jimmy Garoppolo pass incomplete short left intended for Kendrick Bourne,0.890,-0.520
3,0:29,4,5,SFO 43,9,21,"Mitch Wishnowsky punts 48 yards, returned by Cooper Kupp for 5 yards (tackle by Ken Webster)",-0.520,0.280
3,0:19,1,10,LAR 14,9,21,Darrell Henderson right tackle for 6 yards (tackle by Marcell Harris),-0.280,0.150
Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,LAR 20,9,21,Jared Goff pass complete short left to Gerald Everett for 17 yards (tackle by Jason Verrett),0.150,1.400
4,14:15,1,10,LAR 37,9,21,Jared Goff pass incomplete deep left intended for Robert Woods,1.400,0.860
4,14:11,2,10,LAR 37,9,21,Jared Goff pass incomplete short right intended for Malcolm Brown,0.860,0.170
4,14:07,3,10,LAR 37,9,21,"Penalty on Robert Woods: False Start, 5 yards (no play)",0.170,-0.490
4,14:07,3,15,LAR 32,9,21,Jared Goff pass complete short left to Malcolm Brown for 7 yards (tackle by Dre Greenlaw),-0.490,-0.780
4,13:35,4,8,LAR 39,9,21,"Johnny Hekker punts 45 yards, returned by Richie James for 12 yards (tackle by Troy Reeder)",-0.780,-0.810
4,13:22,1,10,SFO 28,9,21,Jamycal Hasty right tackle for 9 yards (tackle by Sebastian Joseph and John Johnson),0.810,1.480
4,12:34,2,1,SFO 37,9,21,Jamycal Hasty up the middle for 4 yards (tackle by Morgan Fox),1.480,1.660
4,11:48,1,10,SFO 41,9,21,Jamycal Hasty up the middle for 4 yards (tackle by Micah Kiser and John Johnson),1.660,1.660
4,11:07,2,6,SFO 45,9,21,Jimmy Garoppolo pass complete short right to George Kittle for 7 yards (tackle by Darious Williams),1.660,2.390
4,10:21,1,10,LAR 48,9,21,Jamycal Hasty left tackle for 4 yards (tackle by Greg Gaines),2.390,2.390
4,9:39,2,6,LAR 44,9,21,Jimmy Garoppolo pass incomplete short right intended for Jamycal Hasty,2.390,1.690
4,9:34,3,6,LAR 44,9,21,Jimmy Garoppolo pass incomplete short left intended for George Kittle,1.690,0.330
4,9:31,4,6,LAR 44,9,21,Mitch Wishnowsky punts 43 yards downed by Tarvarius Moore,0.330,0.380
4,9:21,1,10,LAR 1,9,21,Jared Goff pass complete short left to Robert Woods for 4 yards (tackle by Jason Verrett),-0.380,-0.490
4,9:01,2,6,LAR 5,9,21,Jared Goff pass incomplete short right intended for Robert Woods (defended by Javon Kinlaw),-0.490,-0.950
4,8:57,3,6,LAR 5,9,21,Jared Goff pass incomplete deep left intended for Josh Reynolds (defended by Emmanuel Moseley),-0.950,-2.490
4,8:51,4,6,LAR 5,9,21,Johnny Hekker punts 46 yards downed by Nsimba Webster,-2.490,-2.190
4,8:41,1,10,SFO 49,9,21,Jamycal Hasty left end for 2 yards (tackle by Troy Hill),2.190,1.920
4,7:58,2,8,LAR 49,9,21,Jimmy Garoppolo pass incomplete deep left intended for Kyle Juszczyk,1.920,1.220
4,7:53,3,8,LAR 49,9,21,Jimmy Garoppolo pass complete short right to George Kittle for 11 yards (tackle by Taylor Rapp),1.220,3.050
4,7:05,1,10,LAR 38,9,21,Jamycal Hasty left guard for 1 yard (tackle by Samson Ebukam),3.050,2.640
4,6:18,,,,,,Timeout #1 by San Francisco 49ers,,
4,6:18,2,9,LAR 37,9,21,Jimmy Garoppolo pass incomplete short left,2.640,1.950
4,6:16,3,9,LAR 37,9,21,Jimmy Garoppolo right tackle for 6 yards (tackle by Troy Hill),1.950,1.380
4,5:32,4,3,LAR 31,9,24,Robbie Gould 49 yard field goal good,1.380,3.000
4,5:26,,,SFO 35,9,24,"Mitch Wishnowsky kicks off 66 yards, returned by Nsimba Webster for 22 yards (tackle by Demetrius Flannigan-Fowles)",0.000,0.340
4,5:20,1,10,LAR 21,9,24,Jared Goff pass complete short middle to Gerald Everett for 4 yards (tackle by Dre Greenlaw),0.340,0.340
4,5:03,2,6,LAR 25,9,24,Jared Goff pass incomplete deep right intended for Robert Woods,0.340,-0.360
4,4:57,3,6,LAR 25,9,24,Jared Goff pass complete short right to Cooper Kupp for 7 yards (tackle by Jamar Taylor),-0.360,1.070
4,4:52,1,10,LAR 32,9,24,Jared Goff pass complete short right to Gerald Everett for 6 yards (tackle by Jason Verrett),1.070,1.340
4,4:45,2,4,LAR 38,9,24,Jared Goff pass incomplete deep right intended for Robert Woods (defended by Marcell Harris),1.340,0.630
4,4:38,3,4,LAR 38,9,24,Jared Goff pass complete short right to Van Jefferson for 8 yards (tackle by Emmanuel Moseley),0.630,1.990
4,4:19,1,10,LAR 46,9,24,Jared Goff pass complete short middle to Josh Reynolds for 5 yards (tackle by Fred Warner),1.990,2.130
4,3:54,2,5,SFO 49,9,24,Jared Goff pass complete short left to Malcolm Brown for 5 yards (tackle by Fred Warner),2.130,2.650
4,3:36,1,10,SFO 44,9,24,Jared Goff pass complete short left to Cooper Kupp for 4 yards (tackle by Emmanuel Moseley),2.650,2.650
4,3:33,2,6,SFO 40,15,24,"Jared Goff pass complete deep middle to Josh Reynolds for 40 yards, touchdown. Penalty on Emmanuel Moseley: Defensive Pass Interference (Declined)",2.650,7.000
4,3:24,,,SFO 15,16,24,Sam Sloman kicks extra point good,0.000,0.000
4,3:24,,,LAR 35,16,24,"Sam Sloman kicks off 65 yards, touchback.",0.000,0.610
4,3:24,1,10,SFO 25,16,24,Jamycal Hasty up the middle for 10 yards (tackle by Taylor Rapp and Troy Hill),0.610,1.270
4,2:37,1,10,SFO 35,16,24,Jamycal Hasty left tackle for no gain (tackle by Sebastian Joseph),1.270,0.720
4,2:33,,,,,,Timeout #3 by Los Angeles Rams,,
4,2:33,2,10,SFO 35,16,24,Jamycal Hasty right end for 3 yards (tackle by Aaron Donald and John Johnson),0.720,0.430
4,2:00,3,7,SFO 38,16,24,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 11 yards (tackle by Taylor Rapp),0.430,2.190
4,1:13,1,10,SFO 49,16,24,Jimmy Garoppolo kneels for -1 yards,2.190,1.510
4,0:32,2,11,SFO 48,16,24,Jimmy Garoppolo kneels for -1 yards,1.510,0.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
