Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Darrell Henderson,LAR,14,88,0,5,52,3.7,36,2.6,0,
Malcolm Brown,LAR,2,4,0,0,3,1.5,1,0.5,0,
Robert Woods,LAR,2,11,0,1,9,4.5,2,1.0,0,
Jared Goff,LAR,1,10,0,1,9,9.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Raheem Mostert,SFO,17,65,0,2,42,2.5,23,1.4,0,
Jamycal Hasty,SFO,9,37,0,2,22,2.4,15,1.7,0,
Jerick McKinnon,SFO,6,18,0,1,15,2.5,3,0.5,0,
Jimmy Garoppolo,SFO,4,8,0,1,7,1.8,1,0.3,0,
Deebo Samuel,SFO,1,-6,0,0,-6,-6.0,0,0.0,0,
