#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:12,PHI 11,13,7:12,89,Touchdown
2,1,3:50,DAL 40,3,1:37,6,Interception
3,2,12:52,PHI 4,12,7:36,89,Field Goal
4,2,0:36,PHI 35,6,0:36,38,Field Goal
5,3,15:00,PHI 20,7,2:46,77,Field Goal
6,3,9:17,PHI 32,6,3:45,9,Punt
7,3,2:39,PHI 38,3,1:57,7,Punt
8,4,13:54,PHI 20,12,7:00,80,Touchdown
9,4,6:39,PHI 47,3,1:47,6,Punt
10,4,2:50,DAL 36,5,2:50,10,End of Game
