Quarter,Time,Tm,Detail,PHI,DAL
1.0,4:00,Eagles,Matt Schobel 25 yard pass from Jeff Garcia (David Akers kick),7,0
2.0,5:16,Eagles,David Akers 25 yard field goal,10,0
,0:36,Cowboys,Terrell Owens 14 yard pass from Tony Romo (Martin Gramatica kick),10,7
,0:00,Eagles,David Akers 45 yard field goal,13,7
3.0,12:14,Eagles,David Akers 21 yard field goal,16,7
4.0,6:54,Eagles,Correll Buckhalter 1 yard rush (David Akers kick),23,7
