Quarter,Time,Down,ToGo,Location,SEA,BAL,Detail,EPB,EPA
2,,,,SEA 30,3,0,"Josh Brown kicks off 64 yards, returned by Lamont Brightful for 13 yards (tackle by Tracy White)",0.000,0.150
2,11:44,1,10,BAL 19,3,0,Todd Heap left end for 7 yards (tackle by Anthony Simmons and Chad Brown),0.150,0.610
2,11:11,2,3,BAL 26,3,0,Anthony Wright sacked by Rocky Bernard for -6 yards,0.610,-0.940
2,10:35,3,9,BAL 20,3,0,Anthony Wright pass incomplete intended for Todd Heap,-0.940,-2.030
2,10:27,4,9,BAL 20,3,0,"Dave Zastudil punts 49 yards, fair catch by Bobby Engram",-2.030,-1.000
2,10:19,1,10,SEA 31,3,0,Matt Hasselbeck pass complete to Mack Strong for -1 yards (tackle by Adalius Thomas),1.000,0.320
2,9:56,2,11,SEA 30,3,0,Matt Hasselbeck pass complete to Itula Mili for 5 yards (tackle by Gary Baxter),0.320,0.300
2,9:20,3,6,SEA 35,3,0,Matt Hasselbeck pass incomplete intended for Bobby Engram. Penalty on Robbie Tobeck: Offensive Holding (Declined),0.300,-1.040
2,9:06,4,6,SEA 35,3,0,"Tom Rouen punts 47 yards, fair catch by Lamont Brightful. Penalty on Alex Bannister: Fair Catch Interference, 15 yards",-1.040,-1.140
2,8:53,1,10,BAL 33,3,0,Jamal Lewis right tackle for 2 yards (tackle by Chike Okeafor),1.140,0.860
2,8:25,2,8,BAL 35,3,0,Jamal Lewis left tackle for 4 yards (tackle by Chad Brown and Chike Okeafor),0.860,0.700
2,7:45,3,4,BAL 39,3,0,Anthony Wright pass incomplete intended for Marcus Robinson (defended by Marcus Trufant),0.700,-0.780
2,7:33,4,4,BAL 39,3,0,"Dave Zastudil punts 41 yards, fair catch by Bobby Engram. Penalty on Willie J. Williams: Offensive Holding, 10 yards",-0.780,0.380
2,7:25,1,10,SEA 10,3,0,Shaun Alexander left tackle for 9 yards (tackle by Peter Boulware and Ray Lewis),-0.380,0.240
2,6:57,2,1,SEA 19,3,0,Mack Strong up the middle for 2 yards (tackle by Peter Boulware),0.240,0.340
2,6:29,1,10,SEA 21,3,0,Shaun Alexander right tackle for -1 yards (tackle by Adalius Thomas and Kelly Gregg),0.340,-0.340
2,5:54,2,11,SEA 20,3,0,Matt Hasselbeck pass complete to Shaun Alexander for no gain,-0.340,-1.020
2,5:09,3,11,SEA 20,3,0,"Matt Hasselbeck sacked by Terrell Suggs for -7 yards. Matt Hasselbeck fumbles (forced by Terrell Suggs), recovered by Terrell Suggs at SEA-10 and returned for 7 yards (tackle by Matt Hasselbeck)",-1.020,-6.510
2,5:00,1,3,SEA 3,3,0,Jamal Lewis left tackle for -1 yards (tackle by Randall Godfrey),6.510,5.340
2,4:26,2,4,SEA 4,3,0,Jamal Lewis left end for 1 yard (tackle by Cedric Woodard),5.340,4.720
2,3:48,3,3,SEA 3,3,0,Anthony Wright pass incomplete intended for Todd Heap (defended by Marcus Trufant),4.720,3.040
2,3:36,4,3,SEA 3,3,3,Matt Stover 21 yard field goal good,3.040,3.000
2,,,,BAL 30,3,3,"Wade Richey kicks off 74 yards, touchback",0.000,-0.280
2,3:32,1,10,SEA 20,3,3,Matt Hasselbeck pass complete to Koren Robinson for 13 yards (tackle by Corey Fuller),0.280,1.140
2,3:12,1,10,SEA 33,3,3,Matt Hasselbeck pass incomplete intended for Alex Bannister (defended by Chad Williams),1.140,0.590
2,3:05,2,10,SEA 33,3,3,Matt Hasselbeck pass incomplete intended for Darrell Jackson,0.590,-0.100
2,3:01,3,10,SEA 33,3,3,Matt Hasselbeck pass complete to Darrell Jackson for 12 yards (tackle by Tom Knight),-0.100,1.930
2,2:30,1,10,SEA 45,3,3,Matt Hasselbeck pass complete to Itula Mili for 10 yards (tackle by Tom Knight),1.930,2.590
2,2:12,1,10,BAL 45,3,3,Matt Hasselbeck pass incomplete intended for Maurice Morris,2.590,2.040
2,2:05,2,10,BAL 45,3,3,Matt Hasselbeck pass complete to Itula Mili for 19 yards (tackle by Peter Boulware),2.040,3.840
2,2:00,1,10,BAL 26,3,3,Shaun Alexander left tackle for 6 yards (tackle by Will Demps),3.840,4.110
2,1:33,2,4,BAL 20,3,3,Matt Hasselbeck pass incomplete intended for Shaun Alexander,4.110,3.400
2,1:25,3,4,BAL 20,3,3,Shaun Alexander right end for 12 yards (tackle by Ed Reed),3.400,5.370
2,0:50,1,8,BAL 8,3,3,Matt Hasselbeck pass incomplete intended for Darrell Jackson,5.370,4.570
2,0:40,2,8,BAL 8,3,3,Shaun Alexander up the middle for 6 yards (tackle by Ray Lewis and Ed Reed),4.570,4.950
2,0:26,,,,3,3,Timeout #1 by Seattle Seahawks,0.000,0.000
2,0:26,,,,3,3,Timeout #2 by Seattle Seahawks,0.000,4.950
2,0:23,3,2,BAL 2,9,3,"Matt Hasselbeck pass complete to Darrell Jackson for 2 yards, touchdown",4.950,7.000
2,,,,BAL 2,10,3,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,10,3,"Josh Brown kicks off 50 yards, returned by Chester Taylor for 16 yards (tackle by Isaiah Kacyvenski)",0.000,1.330
2,0:16,1,10,BAL 36,10,3,"Chester Taylor left tackle for -2 yards (tackle by Anthony Simmons). Chester Taylor fumbles (forced by Anthony Simmons), recovered by Ken Lucas at BAL-34 and returned for 24 yards",1.330,-4.910
2,0:08,1,10,BAL 10,16,3,"Matt Hasselbeck pass complete to Bobby Engram for 10 yards, touchdown",4.910,7.000
2,,,,BAL 2,17,3,"Josh Brown kicks extra point good. Penalty on Chris McAlister: Defensive Offside, 5 yards",0.000,0.000
2,,,,SEA 35,17,3,"Josh Brown kicks off 28 yards, returned by Musa Smith for 2 yards (tackle by Isaiah Kacyvenski)",0.000,1.270
Quarter,Time,Down,ToGo,Location,SEA,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,17,3,"Josh Brown kicks off 56 yards, returned by Lamont Brightful for 15 yards (tackle by Alex Bannister)",0.000,0.870
3,14:55,1,10,BAL 29,17,3,Anthony Wright pass complete to Jamal Lewis for 6 yards (tackle by Cedric Woodard),0.870,1.140
3,14:17,2,4,BAL 35,17,3,Jamal Lewis left tackle for 2 yards (tackle by Anthony Simmons),1.140,0.700
3,13:38,3,2,BAL 37,17,3,Anthony Wright pass complete to Travis Taylor for 43 yards (tackle by Marcus Trufant). Penalty on Shawn Springs: Defensive Pass Interference (Declined),0.700,4.240
3,13:14,1,10,SEA 20,17,3,Chester Taylor right tackle for 3 yards (tackle by Cedric Woodard and Randall Godfrey),4.240,4.120
3,12:42,2,7,SEA 17,17,3,Jamal Lewis left end for 4 yards (tackle by Rashad Moore),4.120,4.100
3,12:18,3,3,SEA 13,17,9,"Anthony Wright pass complete to Marcus Robinson for 13 yards, touchdown",4.100,7.000
3,,,,SEA 2,17,10,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,17,10,"Wade Richey kicks off 64 yards, returned by Maurice Morris for 23 yards (tackle by Lamont Brightful). Penalty on Chester Taylor: Low Block, 15 yards",0.000,-1.860
3,12:02,1,10,SEA 44,17,10,Shaun Alexander right guard for -1 yards (tackle by Ray Lewis),1.860,1.180
3,11:28,2,11,SEA 43,17,10,Matt Hasselbeck pass complete to Darrell Jackson for 19 yards,1.180,3.050
3,10:54,1,10,BAL 38,23,10,"Matt Hasselbeck pass complete to Koren Robinson for 38 yards, touchdown",3.050,7.000
3,,,,BAL 2,24,10,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,24,10,"Josh Brown kicks off 67 yards, returned by Lamont Brightful for 17 yards (tackle by Orlando Huff). Penalty on Chester Taylor: Offensive Holding, 10 yards",0.000,-0.380
3,10:32,1,10,BAL 10,24,10,Jamal Lewis right guard for 7 yards (tackle by Rashad Moore),-0.380,-0.090
3,10:03,2,3,BAL 17,24,10,"Anthony Wright for no gain. Anthony Wright fumbles, recovered by Anthony Wright at BAL-5",-0.090,-2.010
3,9:37,3,15,BAL 5,24,10,Anthony Wright pass incomplete intended for Travis Taylor,-2.010,-2.490
3,9:27,4,15,BAL 5,24,10,Dave Zastudil punts 24 yards,-2.490,-3.640
3,9:20,1,10,BAL 29,24,10,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Chris McAlister),3.640,3.100
3,9:15,2,10,BAL 29,24,10,Shaun Alexander up the middle for 7 yards (tackle by Corey Fuller),3.100,3.340
3,8:34,3,3,BAL 22,24,10,Matt Hasselbeck sacked by Gary Baxter for -5 yards,3.340,1.670
3,8:05,4,8,BAL 27,27,10,Josh Brown 46 yard field goal good,1.670,3.000
3,,,,SEA 30,27,10,"Josh Brown kicks off 58 yards, returned by Lamont Brightful for 23 yards (tackle by Marcus Trufant)",0.000,1.270
3,7:54,1,10,BAL 35,27,10,Anthony Wright pass complete to Marcus Robinson for 5 yards (tackle by Marcus Trufant),1.270,1.400
3,7:24,2,5,BAL 40,27,10,Anthony Wright for 5 yards (tackle by Anthony Simmons),1.400,1.930
3,6:54,1,10,BAL 45,27,10,Jamal Lewis left tackle for 4 yards (tackle by Chad Brown and Reggie Tongue),1.930,1.920
3,6:15,2,6,BAL 49,27,10,Anthony Wright pass complete to Jamal Lewis for 1 yard (tackle by Lamar King),1.920,1.360
3,5:36,,,,27,10,Timeout #1 by Seattle Seahawks,0.000,1.360
3,5:36,3,5,BAL 50,27,16,"Anthony Wright pass complete to Marcus Robinson for 50 yards, touchdown",1.360,7.000
3,,,,SEA 2,27,17,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,27,17,"Wade Richey kicks off 64 yards, returned by Maurice Morris for 14 yards (tackle by Gerome Sapp)",0.000,-0.280
3,5:17,1,10,SEA 20,33,17,"Matt Hasselbeck pass complete to Darrell Jackson for 80 yards, touchdown",0.280,7.000
3,,,,BAL 2,34,17,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,34,17,"Josh Brown kicks off 62 yards, returned by Lamont Brightful for 40 yards (tackle by Marcus Trufant)",0.000,2.130
3,5:00,1,10,BAL 48,34,17,Anthony Wright pass complete to Jamal Lewis for 10 yards (tackle by Anthony Simmons),2.130,2.790
3,4:42,1,10,SEA 42,34,17,Jamal Lewis left guard for 4 yards (tackle by Anthony Simmons and Cedric Woodard),2.790,2.780
3,4:05,2,6,SEA 38,34,17,Anthony Wright for 13 yards (tackle by Ken Hamlin),2.780,3.910
3,3:32,1,10,SEA 25,34,17,Anthony Wright pass incomplete intended for Jamal Lewis,3.910,3.360
3,3:24,2,10,SEA 25,34,23,"Anthony Wright pass complete to Marcus Robinson for 25 yards, touchdown",3.360,7.000
3,,,,SEA 2,34,24,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,34,24,"Wade Richey kicks off 63 yards, returned by Maurice Morris for 39 yards (tackle by Will Demps)",0.000,-1.990
3,3:11,1,10,SEA 46,34,24,Shaun Alexander right tackle for 3 yards (tackle by Cornell Brown and Ed Hartwell),1.990,1.860
3,2:36,2,7,SEA 49,34,24,Matt Hasselbeck sacked by Peter Boulware for 0 yards,1.860,1.160
3,1:57,3,7,SEA 49,34,24,Matt Hasselbeck pass complete to Bobby Engram for 15 yards (tackle by Ed Reed),1.160,3.180
3,1:31,1,10,BAL 36,34,24,Matt Hasselbeck pass complete to Bobby Engram for 16 yards (tackle by Ray Lewis). Penalty on Chris McAlister: Illegal Contact (Declined),3.180,4.240
3,1:02,1,10,BAL 20,34,24,Shaun Alexander up the middle for 3 yards (tackle by Ed Hartwell and Ray Lewis),4.240,4.120
3,0:27,2,7,BAL 17,34,24,"Matt Hasselbeck pass incomplete intended for Jerramy Stevens. Penalty on Ed Reed: Defensive Pass Interference, 12 yards (no play)",4.120,6.060
3,0:19,1,5,BAL 5,34,24,Shaun Alexander up the middle for -1 yards (tackle by Cornell Brown),6.060,4.950
Quarter,Time,Down,ToGo,Location,SEA,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,BAL 6,34,24,Shaun Alexander right tackle for 1 yard (tackle by Ed Hartwell and Peter Boulware),4.950,4.260
4,14:24,3,5,BAL 5,40,24,"Matt Hasselbeck pass complete to Bobby Engram for 5 yards, touchdown",4.260,7.000
4,,,,BAL 2,41,24,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,41,24,"Josh Brown kicks off 64 yards, returned by Lamont Brightful for 16 yards (tackle by Tracy White)",0.000,0.410
4,14:11,1,10,BAL 22,41,24,Anthony Wright pass incomplete intended for Travis Taylor (defended by Marcus Trufant),0.410,-0.130
4,14:03,2,10,BAL 22,41,24,Chester Taylor up the middle for -2 yards (tackle by Lamar King),-0.130,-1.090
4,13:27,3,12,BAL 20,41,24,Anthony Wright pass incomplete intended for Todd Heap (defended by Shawn Springs),-1.090,-2.030
4,13:23,4,12,BAL 20,41,24,"Dave Zastudil punts 44 yards, returned by Bobby Engram for 4 yards (tackle by Chester Taylor)",-2.030,-1.600
4,13:13,1,10,SEA 40,41,24,Shaun Alexander up the middle for 2 yards (tackle by Adalius Thomas),1.600,1.320
4,12:33,2,8,SEA 42,41,24,Matt Hasselbeck pass incomplete intended for Bobby Engram,1.320,0.630
4,12:27,3,8,SEA 42,41,24,Mack Strong up the middle for 18 yards (tackle by Lamont Brightful),0.630,2.920
4,11:49,1,10,BAL 40,41,24,Matt Hasselbeck pass incomplete intended for Itula Mili,2.920,2.370
4,11:39,2,10,BAL 40,41,24,Shaun Alexander left end for 2 yards (tackle by Marques Douglas),2.370,1.950
4,11:01,3,8,BAL 38,41,24,Maurice Morris right end for 2 yards (tackle by Ray Lewis),1.950,0.880
4,10:25,4,6,BAL 36,41,24,"Tom Rouen punts 20 yards, fair catch by Lamont Brightful",0.880,0.140
4,10:14,1,10,BAL 16,41,24,Jamal Lewis left tackle for 14 yards (tackle by Ken Hamlin),-0.140,0.940
4,9:41,1,10,BAL 30,41,24,Anthony Wright pass incomplete intended for Travis Taylor (defended by Lamar King),0.940,0.390
4,9:30,2,10,BAL 30,41,24,Anthony Wright pass incomplete intended for Travis Taylor,0.390,-0.300
4,9:27,3,10,BAL 30,41,24,Anthony Wright pass incomplete intended for Jamal Lewis,-0.300,-1.370
4,9:21,4,10,BAL 30,41,24,"Dave Zastudil punts 39 yards, muffed catch by Ken Lucas, recovered by Joe Maese and returned for no gain",-1.370,3.250
4,9:10,1,10,SEA 35,41,24,"Jamal Lewis right tackle for 6 yards (tackle by Randall Godfrey). Jamal Lewis fumbles (forced by Randall Godfrey), recovered by Damien Robinson at SEA-29 and returned for 3 yards (tackle by Travis Taylor)",3.250,-1.070
4,9:03,1,10,SEA 32,41,24,"Shaun Alexander up the middle for 3 yards (tackle by Cornell Brown). Penalty on Walter Jones: Offensive Holding, 10 yards (no play)",1.070,0.410
4,8:42,1,20,SEA 22,41,24,Mack Strong right end for 1 yard (tackle by Marques Douglas),0.410,-0.690
4,8:03,2,19,SEA 23,41,24,Shaun Alexander right tackle for 3 yards (tackle by Kelly Gregg and Riddick Parker),-0.690,-0.960
4,7:19,3,16,SEA 26,41,24,Matt Hasselbeck left end for 8 yards (tackle by Chad Williams),-0.960,-1.110
4,6:56,4,8,SEA 34,41,30,"Tom Rouen punts no gain, touchdown",-1.110,-7.000
4,,,,SEA 2,41,31,,0.000,0.000
4,,,,BAL 30,41,31,"Wade Richey kicks off 60 yards, returned by Kerry Carter for 15 yards (tackle by Bart Scott)",0.000,-0.610
4,6:36,1,10,SEA 25,41,31,Matt Hasselbeck pass complete to Itula Mili for 20 yards (tackle by Ed Reed),0.610,1.930
4,5:57,1,10,SEA 45,41,31,Shaun Alexander up the middle for 3 yards (tackle by Marques Douglas),1.930,1.790
4,5:16,2,7,SEA 48,41,31,Matt Hasselbeck pass complete to Koren Robinson for 8 yards (tackle by Chris McAlister),1.790,2.650
4,4:30,1,10,BAL 44,41,31,"Shaun Alexander right end for -2 yards (tackle by Adalius Thomas). Penalty on Adalius Thomas: Face Mask (15 Yards), 15 yards",2.650,3.510
4,4:23,1,10,BAL 31,41,31,"Mack Strong up the middle for 3 yards (tackle by Ray Lewis). Mack Strong fumbles (forced by Ray Lewis), recovered by Ray Lewis at BAL-28 and returned for 1 yards",3.510,-0.870
4,4:16,1,10,BAL 29,41,31,Anthony Wright left end for 1 yard (tackle by Anthony Simmons),0.870,0.460
4,3:45,2,9,BAL 30,41,31,Anthony Wright pass complete to Jamal Lewis for 10 yards (tackle by Anthony Simmons),0.460,1.600
4,3:22,1,10,BAL 40,41,31,"Penalty on Casey Rabach: False Start, 5 yards (no play)",1.600,1.270
4,3:19,1,15,BAL 35,41,31,Anthony Wright pass incomplete intended for Todd Heap (defended by Shawn Springs),1.270,0.380
4,3:14,2,15,BAL 35,41,31,Anthony Wright pass complete to Frank Sanders for 18 yards,0.380,2.460
4,3:08,1,10,SEA 47,41,31,Anthony Wright pass complete to Jamal Lewis for 8 yards (tackle by Anthony Simmons),2.460,2.990
4,2:47,2,2,SEA 39,41,31,Anthony Wright sacked by John Randle for -16 yards,2.990,0.170
4,2:28,,,,41,31,Timeout #1 by Baltimore Ravens,0.000,0.170
4,2:28,3,18,BAL 45,41,31,Anthony Wright sacked by Chike Okeafor for -10 yards,0.170,-1.040
4,2:00,4,28,BAL 35,41,31,Anthony Wright pass complete to Frank Sanders for 44 yards (tackle by Anthony Simmons),-1.040,4.170
4,1:51,1,10,SEA 21,41,31,Anthony Wright pass complete to Jamal Lewis for 8 yards (tackle by Kris Richard),4.170,4.950
4,1:30,2,2,SEA 13,41,31,Anthony Wright pass complete to Frank Sanders for 4 yards (tackle by Ken Lucas),4.950,5.140
4,1:23,1,9,SEA 9,41,31,Anthony Wright pass incomplete intended for Marcus Robinson (defended by Marcus Trufant),5.140,4.380
4,1:17,2,9,SEA 9,41,37,"Anthony Wright pass complete to Marcus Robinson for 9 yards, touchdown",4.380,7.000
4,,,,SEA 2,41,38,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,41,38,"Wade Richey kicks onside 12 yards, recovered by Alex Bannister",0.000,2.790
4,1:11,1,10,BAL 42,41,38,Shaun Alexander up the middle for 6 yards (tackle by Ray Lewis),2.790,3.050
4,1:04,,,,41,38,Timeout #2 by Baltimore Ravens,0.000,3.050
4,1:03,2,4,BAL 36,41,38,Shaun Alexander right guard for 3 yards (tackle by Kelly Gregg),3.050,2.740
4,0:58,3,1,BAL 33,41,38,Shaun Alexander left tackle for no gain (tackle by Gary Baxter and Ed Hartwell),2.740,1.210
4,0:44,,,,41,38,Timeout #3 by Baltimore Ravens,0.000,1.210
4,0:44,4,1,BAL 33,41,38,Matt Hasselbeck up the middle for no gain (tackle by Marques Douglas and Orlando Brown),1.210,-1.140
4,0:39,1,10,BAL 33,41,38,Anthony Wright pass incomplete intended for Marcus Robinson (defended by Damien Robinson),1.140,0.590
4,0:33,2,10,BAL 33,41,38,"Anthony Wright pass incomplete intended for Marcus Robinson. Penalty on Marcus Trufant: Defensive Pass Interference, 44 yards, Penalty on Ken Lucas: Defensive Holding (Declined) (no play)",0.590,4.040
4,0:25,1,10,SEA 23,41,38,Jamal Lewis up the middle for 7 yards (tackle by Randall Godfrey),4.040,4.560
4,0:04,2,3,SEA 16,41,38,"Anthony Wright spiked the ball. Penalty on Terry Jones: Illegal Formation, 5 yards (no play)",4.560,3.770
4,0:04,2,8,SEA 21,41,41,Matt Stover 40 yard field goal good,3.770,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SEA,BAL,Detail,EPB,EPA
,,,,,,,"Seahawks won the coin toss, Seahawks to receive the overtime kickoff.",,
OT,15:00,2,8,BAL 30,41,41,"Wade Richey kicks off 59 yards, returned by Maurice Morris for 16 yards (tackle by Bart Scott)",0.530,-0.740
OT,14:55,1,10,SEA 27,41,41,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Gary Baxter),0.740,0.200
OT,14:52,2,10,SEA 27,41,41,Matt Hasselbeck up the middle for 18 yards (tackle by Ed Reed),0.200,1.930
OT,14:34,1,10,SEA 45,41,41,Trent Dilfer pass incomplete intended for Darrell Jackson,1.930,1.380
OT,14:29,2,10,SEA 45,41,41,Mack Strong up the middle for no gain (tackle by Ray Lewis),1.380,0.700
OT,13:52,3,10,SEA 45,41,41,Matt Hasselbeck sacked by Peter Boulware for -15 yards,0.700,-1.370
OT,13:27,4,25,SEA 30,41,41,"Tom Rouen punts 50 yards, returned by Lamont Brightful for 1 yard (tackle by Isaiah Kacyvenski)",-1.370,-0.340
