#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:10,BAL 10,3,1:53,-3,Punt
2,1,9:58,BAL 10,9,5:48,24,Punt
3,1,3:28,BAL 49,4,2:14,14,Punt
4,2,11:49,BAL 19,3,1:30,1,Punt
5,2,8:53,BAL 33,3,1:28,6,Punt
6,2,5:00,SEA 3,4,1:28,0,Field Goal
7,2,0:23,BAL 36,1,0:15,-2,Fumble
8,2,0:01,,0,0:01,0,End of Half
9,3,15:00,BAL 29,6,2:53,71,Touchdown
10,3,10:38,BAL 10,3,1:18,-5,Punt
11,3,7:59,BAL 35,5,2:33,65,Touchdown
12,3,5:06,BAL 48,5,1:48,52,Touchdown
13,4,14:16,BAL 22,3,1:03,-2,Punt
14,4,10:14,BAL 16,4,1:04,14,Punt
15,4,9:10,SEA 35,1,0:07,6,Fumble
16,4,4:16,BAL 29,12,3:04,71,Touchdown
17,4,0:39,BAL 33,3,0:39,46,Field Goal
18,5,13:16,BAL 21,12,6:44,55,Field Goal
