Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
2,12:27,4,5,DET 32,7,0,"Sam Martin punts 63 yards, returned by Marcus Sherels for 12 yards (tackle by George Johnson)",-1.240,0.060
2,12:14,1,10,MIN 17,7,0,"Teddy Bridgewater pass incomplete short right intended for Jarius Wright (defended by Darius Slay). Penalty on Rashean Mathis: Illegal Use of Hands, 5 yards (no play)",-0.060,0.410
2,12:09,1,10,MIN 22,7,0,Jerick McKinnon left guard for 1 yard (tackle by Darryl Tapp),0.410,0.000
2,11:33,2,9,MIN 23,7,0,Teddy Bridgewater pass complete short middle to Jerick McKinnon for 10 yards (tackle by Rashean Mathis),0.000,1.140
2,10:51,1,10,MIN 33,7,0,Teddy Bridgewater pass complete short right to Jarius Wright for 3 yards (tackle by Darryl Tapp),1.140,1.000
2,10:11,2,7,MIN 36,7,0,Teddy Bridgewater pass complete short right to Jerick McKinnon for -2 yards (tackle by Ezekiel Ansah),1.000,0.040
2,9:28,3,9,MIN 34,7,0,Teddy Bridgewater sacked by DeAndre Levy and Ezekiel Ansah for -10 yards,0.040,-1.770
2,8:51,4,19,MIN 24,7,0,"Jeff Locke punts 45 yards, fair catch by Jeremy Ross",-1.770,-1.000
2,8:44,1,10,DET 31,7,0,Matthew Stafford pass complete short right to Golden Tate for 6 yards (tackle by Captain Munnerlyn),1.000,1.270
2,8:07,2,4,DET 37,7,0,Matthew Stafford pass complete short middle to Golden Tate for 11 yards (tackle by Robert Blanton),1.270,2.130
2,7:26,1,10,DET 48,7,0,Theo Riddick right end for 2 yards (tackle by Everson Griffen),2.130,1.850
2,6:44,2,8,,7,0,"Matthew Stafford pass incomplete. Penalty on Joique Bell: Offensive Holding, 10 yards (no play)",1.850,0.500
2,6:37,2,18,DET 40,7,0,Matthew Stafford pass incomplete deep right intended for Golden Tate,0.500,-0.160
2,6:31,3,18,DET 40,7,0,Matthew Stafford pass incomplete deep left intended for Golden Tate,-0.160,-0.720
2,6:23,4,18,DET 40,7,0,"Sam Martin punts 50 yards, fair catch by Marcus Sherels",-0.720,0.380
2,6:14,1,10,MIN 10,7,0,"Matt Asiata right guard for 10 yards (tackle by DeAndre Levy). Penalty on Vlad Ducasse: Offensive Holding, 5 yards (no play)",-0.380,-0.570
2,5:53,1,15,MIN 5,7,0,Matt Asiata up the middle for -3 yards (tackle by Nick Fairley),-0.570,-0.570
2,5:12,1,15,MIN 5,7,0,Timeout #1 by Minnesota Vikings,-0.570,-1.360
2,5:12,2,18,MIN 2,7,0,Teddy Bridgewater pass complete short left to Charles Johnson for 15 yards (tackle by Rashean Mathis),-1.360,-0.600
2,4:31,3,3,MIN 17,7,0,Teddy Bridgewater pass incomplete short right intended for Greg Jennings (defended by Danny Gorrer),-0.600,-2.320
2,4:27,4,3,MIN 17,7,0,"Jeff Locke punts 48 yards, returned by Jeremy Ross for 7 yards (tackle by Andrew Sendejo)",-2.320,-1.730
2,4:16,1,10,DET 42,7,0,Matthew Stafford sacked by Jasper Brinkley for -10 yards,1.730,-0.160
2,3:32,2,20,DET 32,7,0,Matthew Stafford pass complete short left to Jeremy Ross for 8 yards (tackle by Anthony Barr),-0.160,0.230
2,2:48,3,12,DET 40,7,0,Matthew Stafford pass complete short left to Theo Riddick for 3 yards (tackle by Anthony Barr). Penalty on Eric Ebron: Offensive Pass Interference (Declined),0.230,-0.520
2,2:26,4,9,DET 43,7,0,"Sam Martin punts 57 yards, touchback",-0.520,-0.280
2,2:16,1,10,MIN 20,7,0,Jerick McKinnon up the middle for 3 yards (tackle by George Johnson),0.280,0.140
2,2:00,2,7,MIN 23,7,0,Teddy Bridgewater pass complete short left to Jerick McKinnon for 8 yards,0.140,1.000
2,1:52,1,10,MIN 31,7,0,Teddy Bridgewater pass incomplete deep right intended for Charles Johnson,1.000,0.460
2,1:47,2,10,MIN 31,7,0,Teddy Bridgewater pass incomplete short left intended for Chase Ford,0.460,-0.230
2,1:42,3,10,MIN 31,7,0,Teddy Bridgewater sacked by Jason Jones and George Johnson for -5 yards,-0.230,-0.230
2,1:36,3,10,MIN 31,7,0,Timeout #1 by Detroit Lions,-0.230,-1.630
2,1:36,4,15,MIN 26,7,0,"Jeff Locke punts 41 yards, fair catch by Jeremy Ross. Penalty on Josh Bynes: Offensive Holding, 10 yards",-1.630,-0.480
2,1:29,1,10,DET 23,7,0,Matthew Stafford pass incomplete short left intended for Theo Riddick,0.480,-0.070
2,1:27,2,10,DET 23,7,0,Matthew Stafford pass incomplete short middle intended for Corey Fuller (defended by Gerald Hodges),-0.070,-0.760
2,1:22,3,10,DET 23,7,0,Matthew Stafford pass incomplete deep right intended for Corey Fuller,-0.760,-1.830
2,1:17,4,10,DET 23,7,0,"Sam Martin punts 59 yards, returned by Marcus Sherels for 14 yards (tackle by George Johnson). Marcus Sherels fumbles (forced by George Johnson), recovered by Tahir Whitehead at MIN-32. Penalty on Shaun Prater: Offensive Holding (Offsetting), Penalty on Julian Stanford: Illegal Use of Hands (Offsetting) (no play)",-1.830,-1.830
2,1:05,4,10,DET 23,7,0,"Sam Martin punts 47 yards, out of bounds",-1.830,-0.940
2,0:58,1,10,MIN 30,7,0,Teddy Bridgewater pass complete short right to Matt Asiata for 18 yards (tackle by James Ihedigbo),0.940,2.130
2,0:49,1,10,MIN 48,7,0,Teddy Bridgewater pass incomplete short middle intended for Matt Asiata is intercepted by Tahir Whitehead at DET-47 and returned for 2 yards,2.130,-2.190
2,0:45,1,10,DET 49,7,0,Matthew Stafford pass complete short right to Eric Ebron for 11 yards (tackle by Robert Blanton and Captain Munnerlyn),2.190,2.190
2,0:39,1,10,DET 49,7,0,Timeout #2 by Detroit Lions,2.190,2.920
2,0:39,1,10,MIN 40,7,0,Joique Bell right guard for 6 yards (tackle by Harrison Smith),2.920,3.180
2,0:19,2,4,MIN 34,7,0,Matthew Stafford pass incomplete deep right intended for Jeremy Ross,3.180,2.480
2,0:16,3,4,MIN 34,7,0,Matthew Stafford pass incomplete short middle intended for Joique Bell,2.480,1.080
2,0:12,4,4,MIN 34,10,0,Matt Prater 52 yard field goal good,1.080,3.000
2,0:12,,,DET 35,10,0,"Sam Martin kicks off 61 yards, returned by Cordarrelle Patterson for 15 yards (tackle by Josh Bynes)",0.000,-0.150
2,0:01,1,10,MIN 19,10,0,Teddy Bridgewater kneels for -1 yards,0.150,-0.560
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,10,0,"Sam Martin kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,MIN 20,10,0,Teddy Bridgewater pass complete short right to Chase Ford for 8 yards (tackle by Tahir Whitehead and Ashlee Palmer),0.280,0.810
3,14:26,2,2,MIN 28,10,0,Jerick McKinnon right end for 6 yards (tackle by Darius Slay),0.810,1.200
3,13:54,1,10,MIN 34,10,0,Jerick McKinnon up the middle for 3 yards (tackle by Jason Jones),1.200,1.060
3,13:34,2,7,MIN 37,10,0,Teddy Bridgewater pass incomplete short right intended for Jarius Wright,1.060,0.370
3,13:31,3,7,MIN 37,10,0,Teddy Bridgewater pass complete short middle to Chase Ford for 9 yards (tackle by James Ihedigbo),0.370,1.990
3,12:59,1,10,MIN 46,10,0,Teddy Bridgewater pass complete short right to Jarius Wright for 4 yards (tackle by Tahir Whitehead),1.990,1.990
3,12:22,2,6,,10,0,Teddy Bridgewater pass complete short left to Rhett Ellison for 4 yards (tackle by DeAndre Levy),1.990,1.820
3,11:39,3,2,DET 46,10,0,Teddy Bridgewater pass incomplete short middle intended for Cordarrelle Patterson is intercepted by Tahir Whitehead at DET-48,1.820,-2.130
3,11:35,1,10,DET 48,10,0,Joique Bell left end for 11 yards (tackle by Captain Munnerlyn),2.130,2.850
3,11:04,1,10,MIN 41,10,0,Joique Bell right guard for 7 yards (tackle by Robert Blanton),2.850,3.250
3,10:19,2,3,MIN 34,10,0,Matthew Stafford pass complete short left to Corey Fuller for 5 yards (tackle by Xavier Rhodes),3.250,3.640
3,9:41,1,10,MIN 29,10,0,Joique Bell right guard for 13 yards (tackle by Robert Blanton),3.640,4.510
3,8:59,1,10,MIN 16,10,0,Matthew Stafford sacked by Everson Griffen for -4 yards,4.510,3.420
3,8:19,2,14,MIN 20,10,0,Matthew Stafford pass complete short right to Golden Tate for 2 yards (tackle by Gerald Hodges),3.420,2.940
3,7:36,3,12,MIN 18,10,0,Matthew Stafford sacked by Tom Johnson for -8 yards,2.940,1.740
3,6:54,4,20,MIN 26,10,0,Matt Prater 44 yard field goal no good,1.740,-1.200
3,6:48,1,10,MIN 34,10,0,Teddy Bridgewater sacked by C.J. Mosley and James Ihedigbo for -7 yards,1.200,-0.290
3,6:09,2,17,MIN 27,10,0,Jerick McKinnon left guard for 4 yards (tackle by George Johnson),-0.290,-0.430
3,5:36,3,13,MIN 31,10,0,Teddy Bridgewater pass complete short right to Jarius Wright for 4 yards (tackle by Darius Slay),-0.430,-1.040
3,5:01,4,9,MIN 35,10,0,"Penalty on Audie Cole: False Start, 5 yards (no play)",-1.040,-1.370
3,4:48,4,14,MIN 30,10,0,"Jeff Locke punts 39 yards, returned by Jeremy Ross for 9 yards (tackle by Adam Thielen)",-1.370,-1.600
3,4:38,1,10,DET 40,10,0,Joique Bell right guard for 4 yards (tackle by Everson Griffen),1.600,1.590
3,3:58,2,6,DET 44,10,0,Matthew Stafford pass complete short left to Joique Bell for 8 yards (tackle by Jasper Brinkley),1.590,2.390
3,3:28,1,10,MIN 48,10,0,Matthew Stafford pass incomplete short right intended for Golden Tate,2.390,1.850
3,3:25,2,10,MIN 48,10,0,Joique Bell left guard for 2 yards (tackle by Brian Robison),1.850,1.420
3,2:47,3,8,MIN 46,10,0,"Matthew Stafford pass complete short right to Golden Tate for 7 yards (tackle by Robert Blanton). Penalty on Harrison Smith: Defensive Holding, 5 yards (no play)",1.420,2.850
3,2:42,1,10,MIN 41,10,0,Matthew Stafford pass complete short left to Golden Tate for 5 yards (tackle by Xavier Rhodes),2.850,2.980
3,2:01,2,5,MIN 36,10,0,"Matthew Stafford pass incomplete deep left intended for Golden Tate. Penalty on Xavier Rhodes: Defensive Holding, 5 yards (no play)",2.980,3.510
3,1:56,1,10,MIN 31,10,0,George Winn up the middle for 4 yards (tackle by Robert Blanton),3.510,3.510
3,1:19,2,6,MIN 27,10,0,Joique Bell up the middle for 5 yards (tackle by Gerald Hodges),3.510,3.470
3,0:42,3,1,MIN 22,10,0,Jed Collins up the middle for 3 yards (tackle by Harrison Smith),3.470,4.310
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 19,10,0,Joique Bell up the middle for 2 yards (tackle by Linval Joseph),4.310,4.030
4,14:19,2,8,MIN 17,10,0,Matthew Stafford sacked by Brian Robison and Linval Joseph for -8 yards,4.030,2.280
4,13:36,3,16,MIN 25,10,0,Matthew Stafford pass complete short left to Joique Bell for 15 yards (tackle by Everson Griffen and Gerald Hodges),2.280,2.910
4,12:44,4,1,MIN 10,10,0,George Winn up the middle for 4 yards (tackle by Robert Blanton),2.910,5.830
4,12:06,1,6,MIN 6,10,0,Joique Bell right guard for 5 yards (tackle by Anthony Barr),5.830,5.910
4,11:46,2,1,MIN 1,16,0,"Joique Bell up the middle for 1 yard, touchdown",5.910,7.000
4,11:46,,,MIN 2,17,0,Matt Prater kicks extra point good,0.000,0.000
4,11:46,,,DET 35,17,0,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
4,11:44,1,10,MIN 20,17,0,Teddy Bridgewater pass incomplete short middle intended for Cordarrelle Patterson (defended by Darryl Tapp),0.280,-0.270
4,11:40,2,10,MIN 20,17,0,Matt Asiata up the middle for -2 yards (tackle by Ndamukong Suh),-0.270,-1.330
4,10:57,3,12,MIN 18,17,0,Teddy Bridgewater pass complete short middle to Greg Jennings for 11 yards (tackle by Rashean Mathis),-1.330,-1.440
4,10:26,4,1,MIN 29,17,0,"Jeff Locke punts 41 yards, returned by Jeremy Ross for 5 yards (tackle by Michael Mauti)",-1.440,-1.270
4,10:14,1,10,DET 35,17,0,Joique Bell right tackle for 2 yards (tackle by Shamar Stephen),1.270,0.990
4,9:34,2,8,DET 37,17,0,Matthew Stafford pass incomplete deep right intended for Eric Ebron,0.990,0.300
4,9:29,3,8,DET 37,17,0,Matthew Stafford pass incomplete short left intended for Golden Tate (defended by Captain Munnerlyn),0.300,-0.910
4,9:24,4,8,DET 37,17,0,"Sam Martin punts 39 yards, returned by Marcus Sherels for 9 yards (tackle by Tahir Whitehead)",-0.910,-1.140
4,9:14,1,10,MIN 33,17,0,Teddy Bridgewater pass incomplete short left intended for Cordarrelle Patterson,1.140,0.590
4,9:10,2,10,MIN 33,17,0,"Teddy Bridgewater pass incomplete short right intended for Jerick McKinnon. Penalty on Darius Slay: Defensive Holding, 5 yards (no play)",0.590,1.470
4,9:05,1,10,MIN 38,17,0,Teddy Bridgewater pass complete short middle to Jerick McKinnon for 13 yards (tackle by Tahir Whitehead),1.470,2.320
4,8:30,1,10,DET 49,17,0,Teddy Bridgewater pass complete short middle to Charles Johnson for 7 yards (tackle by Tahir Whitehead),2.320,2.730
4,8:05,2,3,DET 42,17,0,Jerick McKinnon up the middle for 5 yards (tackle by Cassius Vaughn),2.730,3.120
4,7:36,1,10,DET 37,17,0,Teddy Bridgewater pass complete short left to Jarius Wright for 6 yards (tackle by Rashean Mathis),3.120,3.380
4,7:11,2,4,DET 31,17,0,"Teddy Bridgewater pass complete short right to Cordarrelle Patterson for 7 yards (tackle by Darius Slay). Penalty on John Sullivan: Illegal Use of Hands, 10 yards (no play)",3.380,2.030
4,6:47,2,14,DET 41,17,0,Teddy Bridgewater pass complete short left to Jerick McKinnon for 11 yards (tackle by Jason Jones),2.030,2.810
4,6:11,3,3,DET 30,17,0,Teddy Bridgewater pass complete short middle to Chase Ford for 7 yards (tackle by Glover Quin),2.810,4.040
4,5:43,1,10,DET 23,17,0,Teddy Bridgewater pass incomplete short left intended for Cordarrelle Patterson,4.040,3.500
4,5:36,2,10,DET 23,17,0,Teddy Bridgewater pass complete short left to Cordarrelle Patterson for 6 yards (tackle by DeAndre Levy),3.500,3.660
4,5:36,3,4,DET 17,17,0,"Penalty on Cordarrelle Patterson: False Start, 5 yards (no play)",3.660,2.940
4,5:00,3,9,DET 22,17,0,Teddy Bridgewater pass incomplete short left intended for Greg Jennings,2.940,1.990
4,4:56,4,9,DET 22,17,3,Blair Walsh 40 yard field goal good,1.990,3.000
4,4:56,,,MIN 35,17,3,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
4,4:53,1,10,DET 20,17,3,Joique Bell right end for 1 yard (tackle by Gerald Hodges),0.280,-0.130
4,4:07,2,9,DET 21,17,3,George Winn up the middle for 2 yards (tackle by Shamar Stephen),-0.130,-0.560
4,3:23,3,7,DET 23,17,3,Matthew Stafford pass complete short right to Golden Tate for -2 yards (tackle by Harrison Smith),-0.560,-0.560
4,3:19,3,7,DET 23,17,3,Timeout #1 by Minnesota Vikings,-0.560,-1.960
4,3:19,4,9,DET 21,17,3,"Sam Martin punts 39 yards, fair catch by Marcus Sherels",-1.960,-1.600
4,3:13,1,10,MIN 40,17,3,Teddy Bridgewater for 8 yards (tackle by Ndamukong Suh),1.600,2.130
4,3:05,2,2,MIN 48,17,3,Teddy Bridgewater sacked by George Johnson for -7 yards,2.130,0.500
4,2:28,3,9,MIN 41,17,3,Teddy Bridgewater pass incomplete deep middle intended for Cordarrelle Patterson,0.500,-0.650
4,2:21,4,9,MIN 41,17,3,Teddy Bridgewater sacked by Ezekiel Ansah for -7 yards,-0.650,-3.310
4,2:14,1,10,MIN 34,17,3,George Winn left end for 3 yards (tackle by Everson Griffen),3.310,3.310
4,2:09,1,10,MIN 34,17,3,Timeout #2 by Minnesota Vikings,3.310,3.180
4,2:09,2,7,MIN 31,17,3,Joique Bell up the middle for 2 yards (tackle by Brian Robison and Jasper Brinkley),3.180,3.180
4,2:09,2,7,MIN 31,17,3,Timeout #3 by Minnesota Vikings,3.180,2.740
4,2:02,3,5,MIN 29,17,3,Matthew Stafford pass incomplete deep left intended for Jeremy Ross,2.740,1.540
4,1:57,4,5,MIN 29,17,3,Joique Bell left end for -1 yards (tackle by Jasper Brinkley),1.540,-0.940
4,1:52,1,10,MIN 30,17,3,Teddy Bridgewater sacked by Ndamukong Suh for -2 yards,0.940,0.120
4,1:20,2,12,MIN 28,17,3,Teddy Bridgewater pass complete short right to Chase Ford for 13 yards (tackle by Josh Bynes),0.120,1.660
4,1:12,1,10,MIN 41,17,3,Teddy Bridgewater pass complete deep middle to Greg Jennings for 16 yards (tackle by Josh Bynes),1.660,1.660
4,0:52,1,10,MIN 41,17,3,Timeout #1 by Detroit Lions,1.660,2.720
4,0:52,1,10,DET 43,17,3,Teddy Bridgewater pass incomplete short middle intended for Greg Jennings,2.720,2.180
4,0:49,2,10,DET 43,17,3,"Teddy Bridgewater up the middle for 5 yards. Penalty on Matt Kalil: Illegal Use of Hands, 10 yards (no play)",2.180,0.830
4,0:42,2,20,MIN 47,17,3,Teddy Bridgewater pass complete short left to Cordarrelle Patterson for 9 yards (tackle by Danny Gorrer),0.830,1.360
4,0:16,3,11,DET 44,17,3,Teddy Bridgewater pass complete short right to Greg Jennings for 6 yards (tackle by DeAndre Levy),1.360,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
