Quarter,Time,Tm,Detail,DET,MIN
1.0,11:06,Lions,Theo Riddick 9 yard pass from Matthew Stafford (Matt Prater kick),7,0
2.0,0:07,Lions,Matt Prater 52 yard field goal,10,0
4.0,11:44,Lions,Joique Bell 1 yard rush (Matt Prater kick),17,0
,4:53,Vikings,Blair Walsh 40 yard field goal,17,3
