Quarter,Time,Down,ToGo,Location,NWE,ATL,Detail,EPB,EPA
1,5:23,,,,,,Timeout #1 by New England Patriots,,
1,5:23,3,7,ATL 14,0,0,Mac Jones pass incomplete short right intended for Hunter Henry,,
1,5:19,4,7,ATL 14,3,0,Nick Folk 32 yard field goal good,,
1,5:14,,,NWE 35,3,0,"Jake Bailey kicks off 65 yards, returned by Avery Williams for 20 yards (tackle by Kyle Dugger). Penalty on Shawn Williams: Offensive Holding, 10 yards (accepted)",,
1,5:06,1,10,ATL 10,3,0,Matt Ryan pass complete short right to Mike Davis for 6 yards (tackle by Kyle Dugger),,
1,4:34,2,4,ATL 16,3,0,Wayne Gallman left end for -3 yards (tackle by Davon Godchaux and Matt Judon),,
1,3:51,3,7,ATL 13,3,0,Matt Ryan pass complete short middle to Russell Gage for 12 yards (tackle by Myles Bryant),,
1,3:17,1,10,ATL 25,3,0,Matt Ryan pass complete short right to Russell Gage for 1 yard (tackle by Kyle Dugger),,
1,2:36,2,9,ATL 26,3,0,Matt Ryan pass incomplete deep left intended for Tajae Sharpe (defended by Devin McCourty),,
1,2:28,3,9,ATL 26,3,0,"Matt Ryan pass incomplete short left intended for Tajae Sharpe (defended by Joejuan Williams). Penalty on Matt Hennessy: Offensive Holding, 10 yards (declined)",,
1,2:21,4,9,ATL 26,3,0,"Dustin Colquitt punts 50 yards, fair catch by Gunner Olszewski at NE-24",,
1,2:13,1,10,NWE 24,3,0,Mac Jones pass complete short left to N'Keal Harry for 9 yards (tackle by Fabian Moreau and Dante Fowler),,
1,1:36,2,1,NWE 33,3,0,Damien Harris right guard for 14 yards (tackle by Brandon Copeland and Erik Harris),,
1,1:01,1,10,NWE 47,3,0,Damien Harris right end for 17 yards (tackle by Mike Pennel),,
1,0:15,1,10,ATL 36,3,0,"Damien Harris right guard for 2 yards (tackle by Grady Jarrett and Jonathan Bullard). Penalty on Mike Pennel: Defensive Holding, 5 yards (accepted)",,
Quarter,Time,Down,ToGo,Location,NWE,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 29,3,0,Mac Jones pass complete short right to Damien Harris for 9 yards (tackle by Richie Grant),,
2,14:30,2,1,ATL 20,3,0,Damien Harris right guard for 1 yard (tackle by Adetokunbo Ogundeji and Foyesade Oluokun),,
2,13:51,1,10,ATL 19,9,0,"Mac Jones pass complete short right to Nelson Agholor for 19 yards, touchdown",,
2,13:44,,,ATL 15,10,0,Nick Folk kicks extra point good,,
2,13:44,,,NWE 35,10,0,"Nick Folk kicks off 65 yards, returned by Avery Williams for 21 yards (tackle by Gunner Olszewski)",,
2,13:37,1,10,ATL 21,10,0,Matt Ryan pass complete short left to Russell Gage for 9 yards (tackle by Ja'Whaun Bentley and J.C. Jackson),,
2,13:04,2,1,ATL 30,10,0,Keith Smith left tackle for 3 yards (tackle by Davon Godchaux and Lawrence Guy),,
2,12:36,1,10,ATL 33,10,0,Matt Ryan pass complete short middle to Russell Gage for 8 yards (tackle by Ja'Whaun Bentley),,
2,12:03,2,2,ATL 41,10,0,Matt Ryan sacked by Kyle Van Noy for -4 yards,,
2,11:22,3,6,ATL 37,10,0,Matt Ryan pass complete short middle to Olamide Zaccheaus for 9 yards (tackle by Kyle Dugger),,
2,10:42,1,10,ATL 46,10,0,Mike Davis left end for no gain (tackle by Kyle Van Noy),,
2,10:04,2,10,ATL 46,10,0,Matt Ryan pass incomplete short left intended for Mike Davis,,
2,9:59,3,10,ATL 46,10,0,Matt Ryan pass complete short middle to Olamide Zaccheaus for 9 yards (tackle by Dont'a Hightower),,
2,9:21,4,1,NWE 45,10,0,Qadree Ollison right tackle for 10 yards (tackle by Devin McCourty),,
2,8:49,1,10,NWE 35,10,0,Qadree Ollison left end for 12 yards (tackle by Devin McCourty),,
2,8:14,1,10,NWE 23,10,0,Qadree Ollison left guard for 2 yards (tackle by Ja'Whaun Bentley and Carl Davis),,
2,7:36,2,8,NWE 21,10,0,Matt Ryan pass complete short left to Kyle Pitts for 7 yards (tackle by J.C. Jackson),,
2,7:14,3,1,NWE 14,10,0,Matt Ryan sacked by Kyle Van Noy for -13 yards,,
2,6:30,4,14,NWE 27,10,0,"Younghoe Koo yard field goal good. Penalty on Jason Spriggs: Illegal Formation, 5 yards (accepted) (no play)",,
2,6:24,4,19,NWE 32,10,0,Younghoe Koo 50 yard field goal no good,,
2,6:19,1,10,NWE 40,10,0,Mac Jones sacked by Foyesade Oluokun for -14 yards,,
2,5:38,2,24,NWE 26,10,0,Mac Jones pass complete short right to Kendrick Bourne for 12 yards (tackle by Foyesade Oluokun and AJ Terrell),,
2,4:58,3,12,NWE 38,10,0,Mac Jones pass complete short right to Brandon Bolden for 6 yards (tackle by Mykal Walker and Deion Jones),,
2,4:16,4,6,NWE 44,10,0,"Jake Bailey punts 42 yards, fair catch by Avery Williams at ATL-14",,
2,4:07,1,10,ATL 14,10,0,Qadree Ollison right end for 1 yard (tackle by Ja'Whaun Bentley and Kyle Van Noy),,
2,3:27,2,9,ATL 15,10,0,Matt Ryan pass complete short right to Qadree Ollison for no gain (tackle by Kyle Dugger),,
2,2:43,3,9,ATL 15,10,0,Matt Ryan sacked by Matt Judon for -9 yards,,
2,2:00,4,18,ATL 6,10,0,"Dustin Colquitt punts 52 yards, returned by Gunner Olszewski for no gain (tackle by Duron Harmon and Mykal Walker). Penalty on Justin Bethel: Illegal Block Above the Waist, 10 yards (accepted)",,
2,1:48,1,10,NWE 32,10,0,Mac Jones pass complete short middle to Brandon Bolden for 9 yards (tackle by Dante Fowler and Foyesade Oluokun),,
2,1:15,2,1,NWE 41,10,0,Mac Jones pass complete short right to Kendrick Bourne for 5 yards (tackle by AJ Terrell),,
2,1:06,,,,,,Timeout #2 by New England Patriots,,
2,1:06,1,10,NWE 46,10,0,Mac Jones pass complete short left to Jakobi Meyers for 18 yards (tackle by Darren Hall),,
2,0:59,1,10,ATL 36,10,0,Mac Jones pass complete short left to Nelson Agholor for 6 yards (tackle by Fabian Moreau),,
2,0:55,2,4,ATL 30,10,0,Mac Jones sacked by Darren Hall for -7 yards,,
2,0:30,3,11,ATL 37,10,0,Mac Jones pass complete short left to Jakobi Meyers for 10 yards (tackle by Darren Hall),,
2,0:05,4,1,ATL 27,13,0,Nick Folk 44 yard field goal good,,
Quarter,Time,Down,ToGo,Location,NWE,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,13,0,"Nick Folk kicks off 64 yards, returned by Avery Williams for 16 yards (tackle by Jahlani Tavai)",,
3,14:54,1,10,ATL 17,13,0,Matt Ryan pass incomplete short middle intended for Olamide Zaccheaus,,
3,14:49,2,10,ATL 17,13,0,"Penalty on Parker Hesse: False Start, 5 yards (accepted) (no play)",,
3,14:49,2,15,ATL 12,13,0,"Matt Ryan pass incomplete deep left intended for Tajae Sharpe. Penalty on Jalen Mills: Defensive Pass Interference, 19 yards (accepted) (no play)",,
3,14:46,1,10,ATL 31,13,0,"Penalty on Chris Lindstrom: False Start, 5 yards (accepted) (no play)",,
3,14:46,1,15,ATL 26,13,0,Mike Davis left end for no gain (tackle by Dont'a Hightower),,
3,14:05,2,15,ATL 26,13,0,Matt Ryan pass incomplete short left intended for Qadree Ollison,,
3,14:01,3,15,ATL 26,13,0,Matt Ryan pass complete short left to Mike Davis for 10 yards (tackle by Ja'Whaun Bentley and Dont'a Hightower),,
3,13:20,4,5,ATL 36,13,0,"Dustin Colquitt punts 54 yards, returned by Gunner Olszewski for 17 yards (tackle by Josh Harris)",,
3,13:04,1,10,NWE 28,13,0,Damien Harris right end for 5 yards (tackle by Brandon Copeland and AJ Terrell),,
3,12:21,2,5,NWE 32,13,0,"N'Keal Harry left end for no gain (tackle by Fabian Moreau). Penalty on Jonnu Smith: Offensive Holding, 10 yards (accepted) (no play)",,
3,12:00,2,15,NWE 22,13,0,Mac Jones pass complete short left to Hunter Henry for 10 yards (tackle by Deion Jones and Fabian Moreau),,
3,11:18,3,5,NWE 32,13,0,Mac Jones pass incomplete short left intended for Jakobi Meyers,,
3,11:13,4,5,NWE 32,13,0,"Jake Bailey punts 60 yards, returned by Avery Williams for 11 yards (tackle by Jahlani Tavai and Brandon King)",,
3,11:01,1,10,ATL 19,13,0,Qadree Ollison left tackle for 2 yards (tackle by Kyle Dugger and Ja'Whaun Bentley),,
3,10:31,2,8,ATL 21,13,0,Matt Ryan pass complete short right to Qadree Ollison for no gain (tackle by Adrian Phillips),,
3,9:50,3,8,ATL 21,13,0,Matt Ryan pass incomplete short middle intended for Russell Gage,,
3,9:44,4,8,ATL 21,13,0,Dustin Colquitt punts 62 yards downed by Olamide Zaccheaus,,
3,9:32,1,10,NWE 17,13,0,Rhamondre Stevenson right guard for 13 yards (tackle by Duron Harmon and Foyesade Oluokun),,
3,8:58,1,10,NWE 30,13,0,Rhamondre Stevenson left tackle for -1 yards (tackle by Erik Harris and Fabian Moreau),,
3,8:21,2,11,NWE 29,13,0,Mac Jones pass complete short left to Rhamondre Stevenson for 6 yards (tackle by Dante Fowler),,
3,7:48,3,5,NWE 35,13,0,Mac Jones pass complete short left to Jakobi Meyers for 6 yards (tackle by Fabian Moreau),,
3,7:10,1,10,NWE 41,13,0,Rhamondre Stevenson right end for 7 yards (tackle by AJ Terrell),,
3,6:37,2,3,NWE 48,13,0,Rhamondre Stevenson left end for -1 yards (tackle by Adetokunbo Ogundeji),,
3,5:58,3,4,NWE 47,13,0,Mac Jones pass complete short right to Hunter Henry for 15 yards (tackle by Erik Harris),,
3,5:18,1,10,ATL 38,13,0,Mac Jones pass deep right intended for Jonnu Smith is intercepted by AJ Terrell at ATL-13 and returned for 35 yards (tackle by Mac Jones and Jakob Johnson),,
3,5:04,1,10,ATL 48,13,0,Matt Ryan pass complete short left to Kyle Pitts for 6 yards (tackle by Dont'a Hightower),,
3,4:31,2,4,NWE 46,13,0,Matt Ryan pass complete short right to Olamide Zaccheaus for 5 yards (tackle by Myles Bryant and Joejuan Williams),,
3,3:47,1,10,NWE 41,13,0,Keith Smith left tackle for 5 yards (tackle by Carl Davis and Kyle Van Noy),,
3,3:18,2,5,NWE 36,13,0,Matt Ryan pass complete short left to Keith Smith for 11 yards (tackle by Joejuan Williams and Kyle Van Noy),,
3,2:40,1,10,NWE 25,13,0,Qadree Ollison left tackle for 5 yards (tackle by Kyle Van Noy),,
3,2:00,2,5,NWE 20,13,0,Matt Ryan pass complete short right to Tajae Sharpe for 4 yards (tackle by Ja'Whaun Bentley),,
3,1:29,3,1,NWE 16,13,0,Keith Smith right guard for no gain (tackle by Dont'a Hightower and Adrian Phillips),,
3,0:58,4,1,NWE 16,13,0,Qadree Ollison left guard for no gain (tackle by Adrian Phillips and Carl Davis),,
3,0:52,1,10,NWE 16,13,0,Damien Harris right tackle for 5 yards (tackle by Richie Grant and Brandon Copeland),,
3,0:17,2,5,NWE 21,13,0,Mac Jones pass incomplete short right intended for Jakobi Meyers,,
3,0:12,3,5,NWE 21,13,0,Mac Jones pass complete short left to Nelson Agholor for 3 yards (tackle by AJ Terrell and Darren Hall),,
Quarter,Time,Down,ToGo,Location,NWE,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,NWE 24,13,0,"Jake Bailey punts 47 yards, fair catch by Avery Williams at ATL-29",,
4,14:51,1,10,ATL 29,13,0,Matt Ryan sacked by Davon Godchaux for -7 yards,,
4,14:05,2,17,ATL 22,13,0,Matt Ryan pass complete deep middle to Russell Gage for 19 yards (tackle by Devin McCourty),,
4,13:23,1,10,ATL 41,13,0,Qadree Ollison left tackle for -1 yards (tackle by Christian Barmore and Dont'a Hightower),,
4,12:46,2,11,ATL 40,13,0,Matt Ryan pass complete short middle to Kyle Pitts for 16 yards (tackle by Kyle Dugger),,
4,12:09,1,10,NWE 44,13,0,Matt Ryan pass deep right intended for Kyle Pitts is intercepted by Devin McCourty at NE-22 and returned for no gain,,
4,12:00,1,10,NWE 22,13,0,Rhamondre Stevenson left tackle for 12 yards (tackle by Deion Jones),,
4,11:23,1,10,NWE 34,13,0,"Mac Jones pass incomplete deep left intended for Jakobi Meyers. Penalty on Fabian Moreau: Defensive Pass Interference, 20 yards (accepted) (no play)",,
4,11:12,1,10,ATL 46,13,0,"Rhamondre Stevenson right tackle for no gain (tackle by Duron Harmon and Richie Grant). Penalty on David Andrews: Offensive Holding, 10 yards (accepted) (no play)",,
4,10:42,1,20,NWE 44,13,0,Mac Jones pass complete to Kendrick Bourne for 19 yards (tackle by Foyesade Oluokun and AJ Terrell),,
4,10:05,2,1,ATL 37,13,0,Mac Jones left guard for 2 yards (tackle by Dante Fowler),,
4,9:31,1,10,ATL 35,13,0,Damien Harris right tackle for 10 yards (tackle by Foyesade Oluokun),,
4,8:49,1,10,ATL 25,13,0,Damien Harris left guard for no gain (tackle by Foyesade Oluokun),,
4,8:13,2,10,ATL 25,13,0,Mac Jones pass complete short left to Nelson Agholor for 2 yards (tackle by Fabian Moreau),,
4,7:27,3,8,ATL 23,13,0,Mac Jones sacked by and Erik Harris for -12 yards and Dante Fowler for -12 yards,,
4,6:45,4,20,ATL 35,16,0,Nick Folk 53 yard field goal good,,
4,6:39,,,NWE 35,16,0,"Nick Folk kicks off 54 yards, returned by Olamide Zaccheaus for 17 yards (tackle by Cody Davis and Jahlani Tavai)",,
4,6:30,1,10,ATL 28,16,0,Matt Ryan pass complete short middle to Tajae Sharpe for 17 yards (tackle by Kyle Van Noy),,
4,5:48,1,10,ATL 45,16,0,Matt Ryan pass complete short right to Mike Davis for 4 yards (tackle by Adrian Phillips),,
4,5:14,2,6,ATL 49,16,0,Matt Ryan pass short left intended for Olamide Zaccheaus is intercepted by J.C. Jackson at NE-46 and returned for 3 yards,,
4,5:09,1,10,NWE 49,16,0,Rhamondre Stevenson left end for 4 yards (tackle by Ta'Quon Graham and Jonathan Bullard),,
4,5:01,2,6,ATL 47,16,0,Rhamondre Stevenson left end for 1 yard (tackle by Anthony Rush),,
4,4:56,,,,,,Timeout #1 by Atlanta Falcons,,
4,4:56,3,5,ATL 46,16,0,Mac Jones pass complete short left to Nelson Agholor for 10 yards (tackle by Fabian Moreau),,
4,4:13,1,10,ATL 36,16,0,Rhamondre Stevenson left end for 6 yards (tackle by Fabian Moreau),,
4,3:28,2,4,ATL 30,16,0,"Penalty on ATL: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",,
4,3:28,1,10,ATL 25,16,0,Rhamondre Stevenson right tackle for 2 yards (tackle by Anthony Rush),,
4,3:23,,,,,,Timeout #2 by Atlanta Falcons,,
4,3:23,2,8,ATL 23,16,0,Kendrick Bourne left end for 7 yards (tackle by Deion Jones and Fabian Moreau),,
4,2:37,,,,,,Timeout #1 by New England Patriots,,
4,2:37,3,1,ATL 16,16,0,Mac Jones right guard for no gain (tackle by Anthony Rush),,
4,2:00,4,1,ATL 16,19,0,Nick Folk 33 yard field goal good,,
4,1:55,,,NWE 35,19,0,"Nick Folk kicks off 67 yards, returned by Avery Williams for 27 yards (tackle by Calvin Munson and Matthew Slater)",,
4,1:45,1,10,ATL 25,19,0,Josh Rosen pass complete short right to Parker Hesse for 5 yards,,
4,1:40,2,5,ATL 30,19,0,Josh Rosen pass incomplete short left,,
4,1:32,3,5,ATL 30,25,0,"Josh Rosen pass intended for Russell Gage is intercepted by Kyle Van Noy at ATL-35 and returned for 35 yards, touchdown",,
4,1:22,,,ATL 15,25,0,Nick Folk kicks extra point no good,,
4,1:22,,,NWE 35,25,0,"Nick Folk kicks off 62 yards, returned by Avery Williams for 18 yards (tackle by Justin Bethel and Gunner Olszewski)",,
4,1:17,1,10,ATL 21,25,0,Feleipe Franks pass short left intended for Russell Gage is intercepted by Adrian Phillips at ATL-23 and returned for no gain (tackle by Russell Gage),,
4,1:12,1,10,ATL 23,25,0,Mac Jones kneels for -3 yards,,
4,0:30,2,13,ATL 26,25,0,Mac Jones kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
