Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss and deferred, Jaguars to receive the opening kickoff.",,
1,15:00,,,TEN 35,0,0,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,JAX 25,0,0,Blake Bortles pass complete short right to Allen Robinson for 8 yards (tackle by Antwon Blake),0.610,1.140
1,14:33,2,2,JAX 33,0,0,T.J. Yeldon middle for 1 yard (tackle by Antwon Blake),1.140,0.560
1,14:01,3,1,JAX 34,0,0,Chris Ivory right end for 2 yards (tackle by Sean Spence),0.560,1.330
1,13:27,1,10,JAX 36,0,0,T.J. Yeldon right end for 4 yards (tackle by Avery Williamson),1.330,1.330
1,12:46,2,6,JAX 40,0,0,Blake Bortles pass complete deep right to Allen Robinson for 28 yards (tackle by Antwon Blake),1.330,3.450
1,12:05,1,10,TEN 32,0,0,Chris Ivory right end for 5 yards (tackle by Austin Johnson),3.450,3.580
1,11:35,2,5,TEN 27,0,0,Chris Ivory middle for 6 yards (tackle by Da'Norris Searcy). Penalty on Brice McCain: Defensive Offside (Declined),3.580,4.170
1,11:10,1,10,TEN 21,0,6,"Blake Bortles pass complete deep left to Marqise Lee for 21 yards, touchdown",4.170,7.000
1,11:03,,,TEN 15,0,7,Jason Myers kicks extra point good,0.000,0.000
1,11:03,,,JAX 35,0,7,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
1,11:03,1,10,TEN 25,0,7,Marcus Mariota pass complete short left to Rishard Matthews for 14 yards (tackle by Paul Posluszny),0.610,1.530
1,10:39,1,10,TEN 39,0,7,Marcus Mariota pass incomplete short middle intended for DeMarco Murray,1.530,0.990
1,10:34,2,10,TEN 39,0,7,DeMarco Murray middle for 2 yards (tackle by Josh Johnson and Tyson Alualu),0.990,0.560
1,9:51,3,8,TEN 41,0,7,Marcus Mariota pass incomplete short middle intended for Rishard Matthews (defended by Paul Posluszny),0.560,-0.650
1,9:44,4,8,TEN 41,0,7,"Brett Kern punts 43 yards, returned by Bryan Walters for 10 yards (tackle by Beau Brinkley)",-0.650,-0.670
1,9:33,1,10,JAX 26,0,7,Blake Bortles pass complete short right to Chris Ivory for 3 yards (tackle by Antwon Blake),0.670,0.540
1,9:00,2,7,JAX 29,0,7,Chris Ivory left end for 10 yards (tackle by DaQuan Jones),0.540,1.530
1,8:24,1,10,JAX 39,0,7,Blake Bortles pass complete short right to Chris Ivory for 10 yards (tackle by Brice McCain),1.530,2.190
1,7:43,1,10,JAX 49,0,7,Corey Grant middle for 5 yards (tackle by Austin Johnson),2.190,2.320
1,7:08,2,5,TEN 46,0,7,Blake Bortles pass complete short left to Allen Robinson for 18 yards (tackle by Antwon Blake),2.320,3.710
1,6:31,1,10,TEN 28,0,7,Chris Ivory middle for 1 yard (tackle by Aaron Wallace),3.710,3.300
1,6:00,2,9,TEN 27,0,7,Chris Ivory left end for 13 yards (tackle by Wesley Woodyard),3.300,4.650
1,5:24,1,10,TEN 14,0,7,Corey Grant right end for 8 yards (tackle by Wesley Woodyard),4.650,5.470
1,4:48,2,2,TEN 6,0,7,Corey Grant right guard for no gain (tackle by DaQuan Jones),5.470,4.730
1,4:10,3,2,TEN 6,0,7,Blake Bortles pass incomplete short right intended for Allen Robinson (defended by Antwon Blake),4.730,3.010
1,4:06,4,2,TEN 6,0,7,"Penalty on Blake Bortles: Delay of Game, 5 yards (no play)",3.010,2.700
1,4:05,4,7,TEN 11,0,10,Jason Myers 29 yard field goal good,2.700,3.000
1,4:03,,,JAX 35,0,10,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
1,4:03,1,10,TEN 25,0,10,DeMarco Murray right end for 6 yards (tackle by Tyson Alualu),0.610,0.870
1,3:36,2,4,TEN 31,0,10,DeMarco Murray middle for no gain (tackle by Paul Posluszny and Jonathan Cyprien),0.870,0.170
1,2:54,3,4,TEN 31,0,10,Marcus Mariota pass complete short left to DeMarco Murray for 18 yards (tackle by Tashaun Gipson),0.170,2.190
1,2:22,1,10,TEN 49,0,10,Marcus Mariota pass incomplete deep middle intended for Rishard Matthews,2.190,1.650
1,2:17,2,10,TEN 49,0,10,Marcus Mariota pass incomplete deep middle intended for Delanie Walker,1.650,0.960
1,2:12,3,10,TEN 49,0,10,Marcus Mariota pass incomplete deep right intended for Tajae Sharpe (defended by Jalen Ramsey),0.960,-0.130
1,2:03,4,10,TEN 49,0,10,"Brett Kern punts 36 yards, fair catch by Bryan Walters",-0.130,0.220
1,1:55,1,10,JAX 15,0,10,Chris Ivory right end for -2 yards (tackle by Wesley Woodyard and Aaron Wallace),-0.220,-0.920
