Quarter,Time,Down,ToGo,Location,SDG,BUF,Detail,EPB,EPA
1,8:43,1,10,BUF 30,0,0,LaDainian Tomlinson middle for 2 yards (tackle by London Fletcher),3.580,3.300
1,8:03,2,8,BUF 28,0,0,Drew Brees pass complete to Curtis Conway for 6 yards (tackle by London Fletcher),3.300,3.400
1,7:27,3,2,BUF 22,0,0,LaDainian Tomlinson middle for 1 yard (tackle by Aaron Schobel and Coy Wire),3.400,2.210
1,6:54,4,1,BUF 21,3,0,Steve Christie 39 yard field goal good,2.210,3.000
1,6:54,,,SDG 30,3,0,"Steve Christie kicks off 64 yards, returned by Charlie Rogers for 20 yards (tackle by Carlos Polk)",0.000,0.670
1,6:44,1,10,BUF 26,3,0,Travis Henry right tackle for 10 yards (tackle by Keith Lyle and Junior Seau),0.670,1.330
1,5:57,1,10,BUF 26,,,Timeout #1 by Buffalo Bills,0.670,1.330
1,5:57,1,10,BUF 36,3,0,Drew Bledsoe pass incomplete intended for Eric Moulds,1.330,0.790
1,5:50,2,10,BUF 36,3,0,Travis Henry left tackle for 5 yards (tackle by Keith Lyle),0.790,0.760
1,5:09,3,5,BUF 41,3,0,"Drew Bledsoe pass incomplete intended for Peerless Price. Penalty on Rodney Harrison: Defensive Pass Interference, 26 yards (no play)",0.760,3.380
1,5:01,1,10,SDG 33,3,0,Travis Henry left tackle for 18 yards (tackle by Donnie Edwards),3.380,4.580
1,4:13,1,10,SDG 15,3,0,Drew Bledsoe pass incomplete intended for Eric Moulds. Penalty on BUF: Illegal Shift (Declined),4.580,3.950
1,4:08,2,10,SDG 15,3,0,Travis Henry right end for no gain (tackle by Donnie Edwards and David Binn),3.950,3.100
1,3:22,3,10,SDG 15,3,0,"Drew Bledsoe pass incomplete intended for Eric Moulds. Penalty on Alex Molden: Defensive Pass Interference, 11 yards (no play)",3.100,6.280
1,3:17,1,4,SDG 4,3,6,"Travis Henry right tackle for 4 yards, touchdown",6.280,7.000
1,3:17,,,SDG 4,3,7,Mike Hollis kicks extra point good,0.000,0.000
1,3:17,,,BUF 30,3,7,"Mike Hollis kicks off 55 yards, returned by Ronney Jenkins for 18 yards (tackle by Greg Favors)",0.000,1.140
1,3:07,1,10,SDG 33,3,7,Drew Brees pass incomplete intended for Curtis Conway,1.140,0.590
1,3:02,2,10,SDG 33,3,7,LaDainian Tomlinson middle for 5 yards (tackle by London Fletcher and Ryan Denney),0.590,0.560
1,2:17,3,5,SDG 38,3,7,Drew Brees pass incomplete intended for Fred McCrary (defended by Eddie Robinson),0.560,-0.850
1,2:07,4,5,SDG 38,3,7,"Darren Bennett punts 36 yards, returned by Charlie Rogers for no gain",-0.850,-0.670
1,1:59,1,10,BUF 26,3,7,Drew Bledsoe sacked by Jason Fisk for -1 yards,0.670,-0.010
1,1:25,2,11,BUF 25,3,7,Drew Bledsoe pass complete to Eric Moulds for 17 yards (tackle by Ryan McNeil and Keith Lyle),-0.010,1.730
1,0:46,1,10,BUF 42,3,7,Drew Bledsoe pass incomplete intended for Peerless Price,1.730,1.190
1,0:42,2,10,BUF 42,3,7,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Ryan McNeil),1.190,0.500
1,0:38,3,10,BUF 42,3,7,Drew Bledsoe pass incomplete intended for Peerless Price,0.500,-0.590
1,0:32,4,10,BUF 42,3,7,"Brian Moorman punts 36 yards, fair catch by Tim Dwight",-0.590,-0.410
1,0:22,1,10,SDG 22,3,7,Drew Brees pass complete to LaDainian Tomlinson for 7 yards (tackle by Coy Wire),0.410,0.810
Quarter,Time,Down,ToGo,Location,SDG,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,SDG 29,3,7,LaDainian Tomlinson middle for 4 yards (tackle by London Fletcher),0.810,1.140
2,14:21,1,10,SDG 33,3,7,"LaDainian Tomlinson right tackle for -4 yards (tackle by Pierson Prioleau). Penalty on Justin Peelle: Offensive Holding, 10 yards",1.140,0.940
2,13:52,1,13,SDG 30,3,7,Drew Brees pass complete to Tim Dwight for 42 yards (tackle by Nate Clements),0.940,3.710
2,13:04,1,10,BUF 28,3,7,Drew Brees pass incomplete,3.710,3.170
2,12:56,2,10,BUF 28,3,7,LaDainian Tomlinson middle for 2 yards (tackle by Coy Wire and Justin Bannan),3.170,2.740
2,12:14,3,8,BUF 26,3,7,Drew Brees pass incomplete intended for Reche Caldwell is intercepted by Jason Bostic at BUF-20,2.740,1.740
2,12:14,4,8,BUF 26,3,7,Steve Christie 44 yard field goal no good,1.740,-1.270
2,12:02,1,10,BUF 35,3,7,Eric Moulds right end for 7 yards (tackle by Marcellus Wiley),1.270,1.670
2,11:19,2,3,BUF 42,3,7,"Drew Bledsoe pass incomplete intended for Eric Moulds. Penalty on Alex Molden: Defensive Pass Interference, 21 yards (no play)",1.670,3.120
2,11:12,1,10,SDG 37,3,7,Travis Henry right tackle for 4 yards (tackle by Junior Seau),3.120,3.110
2,10:35,2,6,SDG 33,3,7,Drew Bledsoe pass complete to Eric Moulds for 9 yards,3.110,3.970
2,10:06,1,10,SDG 24,3,7,Drew Bledsoe pass incomplete intended for Peerless Price,3.970,3.430
2,10:01,2,10,SDG 24,3,7,Travis Henry middle for no gain (tackle by Junior Seau and Leonardo Carson),3.430,2.740
2,9:16,3,10,SDG 24,3,7,Drew Bledsoe pass incomplete intended for Peerless Price,2.740,1.870
2,9:10,4,10,SDG 24,3,10,Mike Hollis 42 yard field goal good,1.870,3.000
2,9:10,,,BUF 30,3,10,"Mike Hollis kicks off 57 yards, returned by Ronney Jenkins for 19 yards (tackle by Anthony Denman). Penalty on Rogers Beckett: Offensive Holding, 10 yards",0.000,-0.060
2,8:58,1,10,SDG 17,3,10,LaDainian Tomlinson right tackle for 4 yards (tackle by Chidi Ahanotu and Justin Bannan),-0.060,0.080
2,8:21,2,6,SDG 21,3,10,LaDainian Tomlinson middle for 7 yards (tackle by Nate Clements),0.080,0.810
2,7:41,1,10,SDG 28,3,10,Drew Brees pass complete to Tim Dwight for 6 yards (tackle by Antoine Winfield),0.810,1.070
2,6:56,2,4,SDG 34,3,10,LaDainian Tomlinson right tackle for 1 yard (tackle by London Fletcher and Eddie Robinson),1.070,0.500
2,6:10,3,3,SDG 35,3,10,Drew Brees pass complete to Tim Dwight for 13 yards (tackle by Nate Clements),0.500,2.130
2,5:27,1,10,SDG 48,3,10,"Drew Brees pass incomplete intended for Curtis Conway. Penalty on Nate Clements: Defensive Pass Interference, 35 yards (no play)",2.130,4.440
2,5:18,1,10,BUF 17,3,10,LaDainian Tomlinson left tackle for -1 yards (tackle by Aaron Schobel and London Fletcher),4.440,3.720
2,4:35,2,11,BUF 18,3,10,Drew Brees pass complete to Curtis Conway for 5 yards,3.720,3.680
2,4:03,3,6,BUF 13,3,10,Drew Brees pass complete to Stephen Alexander for 11 yards (tackle by London Fletcher and Coy Wire),3.680,6.740
2,3:25,1,2,BUF 2,9,10,"LaDainian Tomlinson right guard for 2 yards, touchdown",6.740,7.000
2,3:25,,,BUF 2,10,10,Steve Christie kicks extra point good,0.000,0.000
2,3:25,,,SDG 30,10,10,"Steve Christie kicks off 39 yards. Penalty on Josh Norman: Offensive Offside, 5 yards (no play)",0.000,0.000
2,3:25,,,SDG 25,10,10,"Steve Christie kicks off 45 yards, returned by Joe Burns for 35 yards (tackle by Rogers Beckett)",0.000,3.250
2,3:09,1,10,SDG 35,10,10,"Travis Henry right tackle for 7 yards (tackle by Donnie Edwards). Penalty on Marques Sullivan: Offensive Holding, 10 yards (no play)",3.250,2.590
2,2:52,1,20,SDG 45,10,10,Drew Bledsoe pass complete to Eric Moulds for 7 yards (tackle by Ryan McNeil),2.590,2.300
2,2:08,2,13,SDG 38,10,10,Drew Bledsoe pass incomplete (defended by DeQuincy Scott),2.300,1.620
2,2:03,3,13,SDG 38,10,10,Drew Bledsoe pass complete to Eric Moulds for 16 yards (tackle by Quentin Jammer),1.620,4.110
2,1:56,1,10,SDG 22,10,10,Drew Bledsoe pass incomplete intended for Charles Johnson,4.110,3.560
2,1:51,2,10,SDG 22,10,10,Larry Centers right tackle for 4 yards (tackle by Marcellus Wiley),3.560,3.400
2,1:18,3,6,SDG 18,10,10,Drew Bledsoe pass incomplete intended for Larry Centers,3.400,2.270
2,1:12,4,6,SDG 18,10,13,Mike Hollis 36 yard field goal good,2.270,3.000
2,1:12,,,BUF 30,10,13,"Mike Hollis kicks off 65 yards, returned by Ronney Jenkins for 26 yards (tackle by DaShon Polk)",0.000,1.000
2,1:01,1,10,SDG 31,10,13,Drew Brees pass complete to Stephen Alexander for no gain,1.000,0.460
2,0:22,2,10,SDG 31,10,13,LaDainian Tomlinson middle for 3 yards (tackle by Keith Newman and Ryan Denney),0.460,0.170
2,0:14,2,10,SDG 31,,,Timeout #2 by Buffalo Bills,0.460,0.170
2,0:14,3,7,SDG 34,10,13,LaDainian Tomlinson left tackle for 3 yards (tackle by Jason Bostic),0.170,-0.910
2,0:07,3,7,SDG 34,,,Timeout #3 by Buffalo Bills,0.170,-0.910
2,0:07,4,4,SDG 37,10,13,"Darren Bennett punts 37 yards, out of bounds",-0.910,1.400
Quarter,Time,Down,ToGo,Location,SDG,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 30,10,13,"Mike Hollis kicks off 68 yards, returned by Ronney Jenkins for 28 yards (tackle by DaShon Polk)",0.000,0.940
3,14:54,1,10,SDG 30,10,13,LaDainian Tomlinson left tackle for 7 yards (tackle by Coy Wire),0.940,1.340
3,14:28,2,3,SDG 37,10,13,LaDainian Tomlinson right guard for 1 yard (tackle by Charlie Rogers and Aaron Schobel),1.340,0.760
3,13:43,3,2,SDG 38,10,13,LaDainian Tomlinson middle for 4 yards (tackle by Aaron Schobel and Ron Edwards),0.760,1.730
3,13:06,1,10,SDG 42,10,13,Drew Brees pass complete to LaDainian Tomlinson for 2 yards (tackle by Pierson Prioleau),1.730,1.460
3,12:25,2,8,SDG 44,10,13,Drew Brees pass complete to Fred McCrary for 8 yards (tackle by DaShon Polk),1.460,2.390
3,11:40,1,10,BUF 48,10,13,LaDainian Tomlinson left tackle for no gain (tackle by Eddie Robinson and DaShon Polk),2.390,1.850
3,10:57,2,10,BUF 48,10,13,"Drew Brees sacked by London Fletcher for -6 yards. Drew Brees fumbles (forced by London Fletcher), recovered by Kelvin Garmon at SDG-46",1.850,0.370
3,10:09,3,16,SDG 46,10,13,Drew Brees sacked by Aaron Schobel for -7 yards,0.370,-0.780
3,9:35,4,23,SDG 39,10,13,"Darren Bennett punts 38 yards, fair catch by Charlie Rogers",-0.780,-0.480
3,9:26,1,10,BUF 23,10,13,"Travis Henry right tackle for 12 yards (tackle by Rodney Harrison). Travis Henry fumbles (forced by Rodney Harrison), recovered by Ryan McNeil at BUF-40 (tackle by Marcus Price)",0.480,-2.720
3,9:14,1,10,BUF 43,10,13,LaDainian Tomlinson middle for 1 yard (tackle by Ryan Denney),2.720,2.310
3,8:31,2,9,BUF 42,10,13,Drew Brees pass incomplete intended for Stephen Alexander,2.310,1.620
3,8:25,2,9,BUF 42,,,Timeout #1 by Los Angeles Chargers,2.310,1.620
3,8:25,3,9,BUF 42,10,13,Drew Brees pass complete to Tim Dwight for 13 yards (tackle by Jason Bostic),1.620,3.640
3,7:57,1,10,BUF 29,10,13,LaDainian Tomlinson right guard for 6 yards (tackle by Coy Wire and Keith Newman),3.640,3.910
3,7:20,2,4,BUF 23,10,13,LaDainian Tomlinson middle for no gain (tackle by Justin Bannan),3.910,3.200
3,6:39,3,4,BUF 23,10,13,Drew Brees pass incomplete intended for Stephen Alexander,3.200,2.000
3,6:34,4,4,BUF 23,10,13,Drew Brees pass incomplete intended for Curtis Conway (defended by Antoine Winfield),2.000,-0.480
3,6:30,1,10,BUF 23,10,13,Drew Bledsoe pass complete to Peerless Price for 11 yards (tackle by Quentin Jammer and Junior Seau),0.480,1.200
3,5:47,1,10,BUF 34,10,13,Drew Bledsoe pass incomplete intended for Eric Moulds,1.200,0.660
3,5:40,2,10,BUF 34,10,13,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Ryan McNeil),0.660,-0.030
,,,,,,,"BUF challenged the ruling, and the play was upheld.",,
3,5:34,3,10,BUF 34,10,13,Drew Bledsoe pass incomplete intended for Josh Reed (defended by Ryan McNeil),-0.030,-1.110
3,5:26,4,10,BUF 34,10,13,"Brian Moorman punts 58 yards, returned by Tim Dwight for 17 yards (tackle by Chris Watson)",-1.110,-0.610
3,5:13,1,10,SDG 25,10,13,LaDainian Tomlinson right tackle for 8 yards (tackle by Coy Wire and Chidi Ahanotu),0.610,1.140
3,4:36,2,2,SDG 33,10,13,LaDainian Tomlinson left guard for 1 yard (tackle by London Fletcher and Nate Clements),1.140,0.560
3,3:53,3,1,SDG 34,10,13,LaDainian Tomlinson middle for no gain (tackle by London Fletcher and Pat Williams),0.560,-1.110
3,3:13,4,1,SDG 34,10,13,"Darren Bennett punts 30 yards, out of bounds",-1.110,-1.330
3,3:04,1,10,BUF 36,10,13,Drew Bledsoe pass incomplete intended for Peerless Price (defended by Donnie Edwards),1.330,0.790
3,2:59,2,10,BUF 36,10,13,Travis Henry right tackle for 7 yards (tackle by Donnie Edwards and Marcellus Wiley),0.790,1.030
3,2:13,3,3,BUF 43,10,13,Drew Bledsoe pass incomplete intended for Josh Reed,1.030,-0.520
3,2:08,4,3,BUF 43,10,13,"Brian Moorman punts 32 yards, out of bounds",-0.520,-0.610
3,2:00,1,10,SDG 25,10,13,Drew Brees pass complete to LaDainian Tomlinson for 4 yards (tackle by Nate Clements and London Fletcher),0.610,0.600
3,1:30,2,6,SDG 29,10,13,Drew Brees pass complete to Stephen Alexander for 31 yards (tackle by Nate Clements),0.600,2.920
3,0:47,1,10,BUF 40,10,13,"Tim Dwight for no gain. Tim Dwight fumbles, recovered by Drew Brees at SDG-44. Drew Brees fumbles, recovered by Drew Brees at SDG-44",2.920,0.210
3,0:06,2,26,SDG 44,10,13,LaDainian Tomlinson right tackle for 9 yards (tackle by Antoine Winfield),0.210,0.760
Quarter,Time,Down,ToGo,Location,SDG,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,17,BUF 47,10,13,Drew Brees pass incomplete intended for Eric Parker,0.760,0.130
4,14:54,4,17,BUF 47,10,13,"Darren Bennett punts 47 yards, touchback",0.130,-0.280
4,14:45,1,10,BUF 20,10,13,Travis Henry right end for 5 yards (tackle by Rodney Harrison and Donnie Edwards),0.280,0.410
4,14:04,2,5,BUF 25,10,13,Travis Henry right tackle for -3 yards (tackle by Junior Seau),0.410,-0.690
4,13:19,3,8,BUF 22,10,13,Drew Bledsoe pass incomplete intended for Josh Reed,-0.690,-1.900
4,13:13,4,8,BUF 22,10,13,"Brian Moorman punts 30 yards, out of bounds",-1.900,-2.130
4,13:06,1,10,SDG 48,10,13,--,2.130,2.130
4,13:06,1,10,SDG 48,10,13,LaDainian Tomlinson left tackle for -1 yards (tackle by Justin Bannan and London Fletcher),2.130,1.450
4,12:25,2,11,SDG 47,10,13,Drew Brees pass incomplete intended for Tim Dwight (defended by Eddie Robinson),1.450,0.760
4,12:19,3,11,SDG 47,10,13,Drew Brees pass incomplete intended for Tim Dwight,0.760,-0.260
4,12:15,4,11,SDG 47,10,13,"Darren Bennett punts 53 yards, touchback",-0.260,-0.280
4,12:01,1,10,BUF 20,10,13,Drew Bledsoe pass complete to Peerless Price for 9 yards (tackle by Alex Molden),0.280,0.950
4,11:24,2,1,BUF 29,10,13,Travis Henry left tackle for 16 yards (tackle by Keith Lyle and Junior Seau),0.950,1.930
4,10:45,1,10,BUF 45,10,13,Drew Bledsoe pass complete to Jay Riemersma for 3 yards (tackle by Ryan McNeil),1.930,1.790
4,10:01,2,7,BUF 48,10,13,Drew Bledsoe pass incomplete intended for Eric Moulds,1.790,1.090
4,9:54,3,7,BUF 48,10,13,"Drew Bledsoe pass incomplete intended for Eric Moulds. Penalty on Rodney Harrison: Defensive Pass Interference, 28 yards (no play)",1.090,3.970
4,9:48,1,10,SDG 24,10,13,"Penalty on Marcus Price: False Start, 5 yards (no play)",3.970,3.640
4,9:48,1,15,SDG 29,10,13,Drew Bledsoe pass incomplete intended for Larry Centers,3.640,2.760
4,9:41,2,15,SDG 29,10,13,"Drew Bledsoe for no gain. Drew Bledsoe fumbles, recovered by Jay Riemersma at SDG-32",2.760,1.690
4,8:38,3,18,SDG 32,10,13,Drew Bledsoe pass incomplete intended for Eric Moulds,1.690,1.240
4,8:32,4,18,SDG 32,10,13,"Brian Moorman punts 22 yards, returned by Tim Dwight for 2 yards (tackle by Charles Johnson)",1.240,0.350
4,8:23,1,10,SDG 12,10,13,Doug Flutie pass complete to Curtis Conway for 47 yards (tackle by Pierson Prioleau),-0.350,2.850
4,7:44,1,10,BUF 41,10,13,"Penalty on Justin Peelle: False Start, 5 yards (no play)",2.850,2.520
4,7:24,1,15,BUF 46,10,13,Doug Flutie pass complete to Justin Peelle for 10 yards (tackle by London Fletcher),2.520,2.980
4,6:37,2,5,BUF 36,10,13,LaDainian Tomlinson left tackle for 1 yard (tackle by Keith Newman),2.980,2.410
4,5:57,3,4,BUF 35,10,13,Doug Flutie pass incomplete intended for Curtis Conway,2.410,0.980
4,5:46,4,4,BUF 35,13,13,Steve Christie 53 yard field goal good,0.980,3.000
4,5:46,,,SDG 30,13,13,"Steve Christie kicks off 67 yards, returned by Charlie Rogers for 17 yards (tackle by Josh Norman)",0.000,0.280
4,5:39,1,10,BUF 20,13,13,Travis Henry left end for -6 yards (tackle by Ben Leber),0.280,-1.180
4,5:09,2,16,BUF 14,13,13,Travis Henry left tackle for 5 yards (tackle by Junior Seau),-1.180,-1.140
4,4:26,3,11,BUF 19,13,13,Drew Bledsoe pass complete to Larry Centers for 5 yards (tackle by Donnie Edwards and Junior Seau),-1.140,-1.770
4,3:48,4,6,BUF 24,13,13,"Brian Moorman punts 47 yards, fair catch by Tim Dwight",-1.770,-0.870
4,3:37,1,10,SDG 29,13,13,Doug Flutie pass incomplete intended for Stephen Alexander,0.870,0.330
4,3:33,2,10,SDG 29,13,13,"Penalty on Vaughn Parker: False Start, 5 yards (no play)",0.330,-0.350
4,3:33,2,15,SDG 24,13,13,Doug Flutie pass incomplete intended for Stephen Alexander,-0.350,-1.020
4,3:28,3,15,SDG 24,13,13,Doug Flutie pass incomplete,-1.020,-1.770
4,3:15,4,15,SDG 24,13,13,"Darren Bennett punts 43 yards, returned by Charlie Rogers for 3 yards (tackle by Carlos Polk)",-1.770,-1.330
4,3:04,1,10,BUF 36,13,13,Travis Henry right tackle for 8 yards (tackle by Jason Fisk),1.330,1.870
4,2:23,2,2,BUF 44,13,13,Travis Henry left end for 8 yards (tackle by Vernon Fox),1.870,2.390
4,2:15,1,10,SDG 48,13,13,Drew Bledsoe pass complete to Peerless Price for 11 yards (tackle by Alex Molden),2.390,3.120
4,2:00,1,10,SDG 37,13,13,Travis Henry right guard for 8 yards (tackle by DeQuincy Scott and Raylee Johnson),3.120,3.650
4,1:23,2,2,SDG 29,13,13,Drew Bledsoe pass incomplete intended for Josh Reed,3.650,2.940
4,1:18,3,2,SDG 29,13,13,Travis Henry left guard for 3 yards (tackle by Junior Seau),2.940,3.840
4,1:01,3,2,SDG 29,,,Timeout #2 by Los Angeles Chargers,2.940,3.840
4,1:01,1,10,SDG 26,13,19,"Travis Henry right tackle for 26 yards, touchdown",3.840,7.000
4,1:01,,,SDG 26,13,20,Mike Hollis kicks extra point good,0.000,0.000
4,1:01,,,BUF 30,13,20,"Mike Hollis kicks off 42 yards, returned by Terrell Fletcher for 22 yards (tackle by Chris Watson). Penalty on Phillip Crosby: Offside on Free Kick (Declined)",0.000,2.260
4,0:44,1,10,,13,20,Doug Flutie pass incomplete intended for Curtis Conway,2.260,1.710
4,0:40,2,10,,13,20,Doug Flutie middle for 6 yards (tackle by Aaron Schobel),1.710,1.820
4,0:29,2,10,,,,Timeout #3 by Los Angeles Chargers,1.710,1.820
4,0:29,3,4,BUF 44,13,20,Doug Flutie pass complete to Tim Dwight for 7 yards (tackle by Eddie Robinson and Nate Clements),1.820,3.120
4,0:12,1,10,BUF 37,13,20,Doug Flutie pass incomplete,3.120,2.570
4,0:11,2,10,BUF 37,13,20,Doug Flutie pass incomplete intended for Curtis Conway,2.570,1.880
4,0:02,3,10,BUF 37,13,20,Doug Flutie pass incomplete intended for Reche Caldwell (defended by Antoine Winfield),1.880,0.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
