Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,
1,15:00,,,IND 30,0,0,"Mike Vanderjagt kicks off 53 yards, returned by Bethel Johnson for no gain",0.000,0.610
1,14:51,1,10,NWE 25,0,0,Tom Brady pass complete to Christian Fauria for 9 yards (tackle by David Thornton),0.610,1.280
1,14:23,2,1,NWE 34,0,0,Tom Brady pass complete to Kevin Faulk for 7 yards (tackle by Dominic Rhodes),1.280,1.660
1,13:46,1,10,NWE 41,0,0,Kevin Faulk up the middle for 1 yard (tackle by Mike Doss),1.660,1.260
1,13:10,2,9,NWE 42,0,0,Tom Brady pass complete to Deion Branch for 14 yards (tackle by Mike Doss),1.260,2.650
1,12:44,1,10,IND 44,0,0,Kevin Faulk up the middle for 2 yards (tackle by Mike Doss and Larry Tripplett),2.650,2.380
1,12:08,2,8,IND 42,0,0,Tom Brady pass complete to Christian Fauria for 7 yards (tackle by David Thornton),2.380,2.610
1,11:29,3,1,IND 35,0,0,Mike Cloud left tackle for 4 yards (tackle by Josh Williams and David Thornton),2.610,3.510
1,10:50,1,10,IND 31,0,0,Kevin Faulk right guard for -1 yards (tackle by Larry Tripplett),3.510,2.830
1,10:08,2,11,IND 32,0,0,Tom Brady sacked by Dwight Freeney for -6 yards,2.830,1.360
1,9:31,3,17,IND 38,0,0,Tom Brady pass complete to Deion Branch for 13 yards (tackle by Walt Harris),1.360,1.880
1,9:09,4,4,IND 25,3,0,Adam Vinatieri 43 yard field goal good,1.880,3.000
1,,,,NWE 30,3,0,"Adam Vinatieri kicks off 63 yards, returned by Terrence Wilkins for 10 yards (tackle by Tully Banta-Cain)",0.000,-0.060
1,8:59,1,10,IND 17,3,0,Edgerrin James up the middle for 1 yard (tackle by Willie McGinest),-0.060,-0.420
1,8:31,2,9,IND 18,3,0,Peyton Manning pass complete to Marcus Pollard for 15 yards (tackle by Eugene Wilson),-0.420,1.140
1,7:53,1,10,IND 33,3,0,Edgerrin James left guard for 2 yards (tackle by Ted Johnson),1.140,0.860
1,7:21,2,8,IND 35,3,0,Peyton Manning pass complete to Dallas Clark for 10 yards (tackle by Ted Johnson). Penalty on Bobby Hamilton: Defensive Offside (Declined),0.860,1.930
1,7:05,1,10,IND 45,3,0,Peyton Manning pass complete to Edgerrin James for 5 yards (tackle by Shawn Mayer),1.930,2.060
1,6:32,2,5,IND 50,3,0,Edgerrin James right end for -4 yards (tackle by Ted Johnson),2.060,0.830
1,5:48,3,9,IND 46,3,0,"Peyton Manning pass complete to Dallas Clark for 36 yards (tackle by Eugene Wilson). Penalty on Dallas Clark: Illegal Touch Pass, 5 yards (no play)",0.830,0.170
1,5:14,3,14,IND 41,3,0,"Peyton Manning sacked by Mike Vrabel for -4 yards. Peyton Manning fumbles (forced by Mike Vrabel), recovered by Dan Klecko at IND-40 and returned for 4 yards (tackle by Makoa Freitas)",0.170,-3.180
1,5:04,1,10,IND 36,3,0,Tom Brady pass complete to Deion Branch for 5 yards (tackle by Rob Morris),3.180,3.310
1,4:33,2,5,IND 31,3,0,Kevin Faulk up the middle for no gain (tackle by Dwight Freeney and Mike Doss),3.310,2.610
1,3:52,3,5,IND 31,3,0,Tom Brady pass complete to Kevin Faulk for 16 yards (tackle by Gary Brackett),2.610,4.580
1,3:52,1,10,IND 15,3,0,Tom Brady pass complete to Deion Branch for 8 yards (tackle by Nick Harper),4.580,5.410
1,3:08,2,2,IND 7,3,0,Tom Brady pass complete to David Givens for 3 yards (tackle by Nick Harper),5.410,6.280
1,2:36,1,4,IND 4,9,0,"Mike Cloud left end for 4 yards, touchdown",6.280,7.000
1,,,,IND 2,10,0,"Adam Vinatieri kicks extra point good. Penalty on Tom Ashworth: False Start, 5 yards (no play)",0.000,0.000
1,,,,IND 2,10,0,Adam Vinatieri kicks extra point good,0.000,0.000
1,,,,NWE 30,10,0,"Adam Vinatieri kicks off 68 yards, returned by Terrence Wilkins for 26 yards (tackle by Shawn Mayer)",0.000,0.810
1,2:26,1,10,IND 28,10,0,Edgerrin James right end for 3 yards (tackle by Tedy Bruschi and Ted Washington),0.810,0.670
1,1:56,2,7,IND 31,10,0,Peyton Manning pass complete to Reggie Wayne for 4 yards (tackle by Ted Johnson),0.670,0.500
1,1:11,3,3,IND 35,10,0,Peyton Manning pass incomplete intended for Troy Walters,0.500,-1.040
1,1:07,4,3,IND 35,10,0,"Hunter Smith punts 41 yards, returned by Tyrone Poole for 3 yards (tackle by Clifton Crosby)",-1.040,-0.740
1,0:57,1,10,NWE 27,10,0,Tom Brady pass complete to Patrick Pass for 6 yards (tackle by Brad Scioli),0.740,1.010
1,0:15,2,4,NWE 33,10,0,Tom Brady pass complete to Bethel Johnson for 10 yards (tackle by Nick Harper),1.010,1.800
Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NWE 43,10,0,Tom Brady pass complete to Kevin Faulk for 8 yards (tackle by Nick Harper),1.800,2.330
2,14:36,2,2,IND 49,10,0,Kevin Faulk up the middle for 5 yards (tackle by Mike Doss),2.330,2.650
2,14:03,1,10,IND 44,10,0,Tom Brady pass incomplete intended for Deion Branch,2.650,2.110
2,13:57,2,10,IND 44,10,0,Kevin Faulk up the middle for 10 yards (tackle by Donald Strickland),2.110,3.310
2,13:18,1,10,IND 34,10,0,Tom Brady pass complete to Christian Fauria for 6 yards (tackle by Gary Brackett),3.310,3.580
2,12:45,2,4,IND 28,10,0,Mike Cloud left end for -3 yards (tackle by Nick Harper),3.580,2.480
2,12:01,3,7,IND 31,16,0,"Tom Brady pass complete to Dedric Ward for 31 yards, touchdown",2.480,7.000
2,,,,IND 2,17,0,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,NWE 30,17,0,"Adam Vinatieri kicks off 71 yards, returned by Terrence Wilkins for 26 yards (tackle by Shawn Mayer)",0.000,0.610
2,11:49,1,10,IND 25,17,0,Peyton Manning pass complete to Dallas Clark for 8 yards (tackle by Ty Law),0.610,1.140
2,11:13,2,2,IND 33,17,0,Edgerrin James up the middle for 6 yards (tackle by Roman Phifer),1.140,1.530
2,11:13,1,10,IND 39,17,0,Peyton Manning pass complete to Marvin Harrison for 4 yards (tackle by Ty Law),1.530,1.530
2,11:13,2,6,IND 43,17,0,Edgerrin James left end for no gain (tackle by Roman Phifer),1.530,0.830
2,9:15,3,6,IND 43,17,0,"Peyton Manning pass complete to Troy Walters for 26 yards (tackle by Mike Vrabel). Troy Walters fumbles (forced by Mike Vrabel), recovered by Rodney Harrison at NWE-26 and returned for 10 yards (tackle by Makoa Freitas). Penalty on Willie McGinest: Defensive Offside, 5 yards (no play)",0.830,1.490
2,9:03,3,1,IND 48,17,0,Edgerrin James right guard for no gain (tackle by Tedy Bruschi and Bobby Hamilton),1.490,-0.190
2,8:47,4,1,IND 48,17,0,"Hunter Smith punts 49 yards. Penalty on Bobby Hamilton: Running Into the Kicker, 5 yards (no play)",-0.190,2.460
2,8:35,1,10,NWE 47,17,0,Peyton Manning pass complete to Marvin Harrison for 20 yards (tackle by Tedy Bruschi),2.460,3.780
2,7:56,1,10,NWE 27,17,0,Peyton Manning pass complete to Edgerrin James for 5 yards (tackle by Roman Phifer),3.780,3.910
2,7:20,2,5,NWE 22,17,0,Peyton Manning pass incomplete intended for Marvin Harrison,3.910,3.200
2,7:13,,,,17,0,Timeout #1 by Indianapolis Colts,0.000,3.200
2,7:13,3,5,NWE 22,17,0,Peyton Manning pass incomplete intended for Edgerrin James,3.200,2.040
2,7:09,4,5,NWE 22,17,3,Mike Vanderjagt 40 yard field goal good,2.040,3.000
2,,,,IND 30,17,3,"Mike Vanderjagt kicks off 63 yards, returned by Patrick Pass for 22 yards (tackle by Detron Smith)",0.000,0.870
2,6:59,1,10,NWE 29,17,3,Tom Brady pass complete to Christian Fauria for 16 yards (tackle by Dwight Freeney),0.870,1.930
2,6:24,1,10,NWE 45,17,3,Patrick Pass up the middle for 7 yards (tackle by Marcus Washington),1.930,2.330
2,5:49,2,3,IND 48,17,3,Kevin Faulk up the middle for 6 yards (tackle by Nick Harper and Rob Morris),2.330,2.790
2,5:16,1,10,IND 42,17,3,Tom Brady pass incomplete intended for Bethel Johnson,2.790,2.240
2,5:10,2,10,IND 42,17,3,Kevin Faulk up the middle for no gain (tackle by Raheem Brock),2.240,1.550
2,4:29,3,10,IND 42,17,3,Tom Brady pass complete to Kevin Faulk for 2 yards (tackle by Nick Harper),1.550,0.590
2,3:42,4,8,IND 40,17,3,"Ken Walter punts 26 yards, muffed catch by Terrence Wilkins, ball out of bounds at IND-14",0.590,0.280
2,3:32,1,10,IND 14,17,3,Peyton Manning pass complete to Edgerrin James for no gain,-0.280,-0.750
2,2:59,2,10,IND 14,17,3,Edgerrin James left tackle for 13 yards (tackle by Asante Samuel),-0.750,0.740
2,2:30,1,10,IND 27,17,3,"Peyton Manning sacked by Richard Seymour for -5 yards. Penalty on Roman Phifer: Illegal Contact, 5 yards (no play)",0.740,1.070
2,2:15,1,10,IND 32,17,3,Peyton Manning pass incomplete intended for Marvin Harrison,1.070,0.530
2,2:09,2,10,IND 32,17,3,Peyton Manning pass incomplete intended for Marcus Pollard (defended by Roman Phifer),0.530,-0.160
2,2:04,3,10,IND 32,17,3,Peyton Manning pass complete to Edgerrin James for 17 yards (tackle by Eugene Wilson),-0.160,2.190
2,1:56,1,10,IND 49,17,3,Edgerrin James left end for 20 yards (tackle by Roman Phifer),2.190,3.510
