#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NWE 25,11,5:56,50,Field Goal
2,1,5:04,IND 36,6,2:32,36,Touchdown
3,1,0:57,NWE 27,9,4:03,73,Touchdown
4,2,7:04,NWE 29,6,3:32,31,Punt
5,2,0:12,,0,0:12,0,Touchdown
6,3,13:09,NWE 39,11,5:33,61,Touchdown
7,3,6:12,IND 32,2,0:48,-3,Interception
8,3,1:20,NWE 18,3,1:00,3,Interception
9,3,0:14,NWE 22,3,1:06,9,Punt
10,4,10:21,IND 31,4,1:45,31,Touchdown
11,4,4:36,NWE 8,2,0:51,3,Fumble
12,4,3:27,NWE 28,3,0:30,2,Punt
13,4,0:11,NWE 2,1,0:11,-1,End of Game
