Quarter,Time,Down,ToGo,Location,NOR,DEN,Detail,EPB,EPA
1,10:41,1,5,NOR 49,0,0,Mark Ingram right end for no gain (tackle by Wesley Woodyard),2.590,1.990
1,10:19,2,5,NOR 49,0,0,Darren Sproles right end for -3 yards (tackle by Von Miller),1.990,0.890
1,9:35,3,8,NOR 46,0,0,Drew Brees pass incomplete deep middle intended for Devery Henderson,0.890,-0.320
1,9:28,4,8,NOR 46,0,0,Thomas Morstead punts 52 yards,-0.320,0.380
1,9:18,1,10,DEN 2,0,0,Willis McGahee up the middle for 4 yards (tackle by Junior Galette),-0.380,-0.490
1,8:42,2,6,DEN 6,0,0,Willis McGahee left tackle for 12 yards (tackle by Malcolm Jenkins),-0.490,0.040
1,8:13,1,10,DEN 18,0,0,Willis McGahee up the middle for 7 yards (tackle by Roman Harper),0.040,0.550
1,7:49,2,3,DEN 25,0,0,Willis McGahee right guard for 3 yards (tackle by Will Smith and Sedrick Ellis),0.550,0.810
1,7:09,1,10,DEN 28,0,0,Peyton Manning pass complete deep left to Demaryius Thomas for 41 yards (tackle by Patrick Robinson),0.810,3.510
1,6:35,1,10,NOR 31,0,0,Ronnie Hillman left tackle for 4 yards (tackle by Sedrick Ellis and Jonathan Vilma),3.510,3.510
1,6:05,2,6,NOR 27,0,0,Peyton Manning pass incomplete deep right intended for Eric Decker (defended by Jabari Greer),3.510,2.810
1,6:00,3,6,NOR 27,0,0,Peyton Manning pass complete short left to Jacob Tamme for 6 yards,2.810,4.170
1,5:35,1,10,NOR 21,0,0,Willis McGahee up the middle for 6 yards (tackle by Roman Harper),4.170,4.550
1,5:04,2,4,NOR 15,0,0,Peyton Manning pass complete short middle to Willis McGahee for 14 yards (tackle by Malcolm Jenkins),4.550,6.970
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
1,4:43,1,1,NOR 1,0,6,"Willis McGahee right tackle for 1 yard, touchdown",6.970,7.000
1,4:43,,,NOR 2,0,7,Matt Prater kicks extra point good,0.000,0.000
1,4:39,,,DEN 35,0,7,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
1,4:39,1,10,NOR 20,0,7,Drew Brees pass incomplete deep left intended for Devery Henderson (defended by Champ Bailey),0.280,-0.270
1,4:32,2,10,NOR 20,0,7,Pierre Thomas right tackle for 3 yards (tackle by Kevin Vickerson),-0.270,-0.560
1,3:49,3,7,NOR 23,0,7,"Drew Brees sacked by Wesley Woodyard for -12 yards. Drew Brees fumbles (forced by Wesley Woodyard), recovered by Drew Brees at NOR-11",-0.560,-2.490
1,3:13,4,19,NOR 11,0,7,"Thomas Morstead punts 43 yards, returned by Trindon Holliday for 6 yards (tackle by Courtney Roby)",-2.490,-2.390
1,3:02,1,10,NOR 48,0,7,Ronnie Hillman left end for 2 yards (tackle by Corey White),2.390,2.120
1,2:32,2,8,NOR 46,0,7,Peyton Manning pass complete short right to Virgil Green for 4 yards (tackle by Corey White),2.120,1.950
1,1:54,3,4,NOR 42,0,7,"Willis McGahee up the middle for -3 yards (tackle by Akiem Hicks). Willis McGahee fumbles (forced by Akiem Hicks), recovered by Curtis Lofton at NOR-45 (tackle by Chris Kuper)",1.950,-1.930
1,1:46,1,10,NOR 45,0,7,Drew Brees up the middle for 3 yards (tackle by Wesley Woodyard),1.930,1.790
1,1:06,2,7,NOR 48,0,7,Drew Brees pass complete short left to Marques Colston for 16 yards (tackle by Mike Adams),1.790,3.180
1,0:22,1,10,DEN 36,0,7,Drew Brees pass complete short left to Lance Moore for 7 yards (tackle by Chris Harris),3.180,3.580
Quarter,Time,Down,ToGo,Location,NOR,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,DEN 29,6,7,"Drew Brees pass complete short middle to Darren Sproles for 29 yards, touchdown",3.580,7.000
2,15:00,,,DEN 2,7,7,Garrett Hartley kicks extra point good,0.000,0.000
2,14:53,,,NOR 35,7,7,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
2,14:53,1,10,DEN 20,7,7,Peyton Manning pass complete short left to Brandon Stokley for 17 yards (tackle by Malcolm Jenkins),0.280,1.400
2,14:33,1,10,DEN 37,7,7,Willis McGahee up the middle for 3 yards (tackle by Tom Johnson),1.400,1.260
2,14:02,2,7,DEN 40,7,7,Peyton Manning pass complete short right to Eric Decker for 5 yards (tackle by Malcolm Jenkins),1.260,1.220
2,13:23,3,2,DEN 45,7,7,Ronnie Hillman right end for no gain (tackle by Curtis Lofton),1.220,-0.390
2,12:39,4,2,DEN 45,7,7,"Britton Colquitt punts 55 yards, touchback",-0.390,-0.280
2,12:29,1,10,NOR 20,7,7,Mark Ingram right tackle for 3 yards (tackle by Derek Wolfe),0.280,0.140
2,11:52,2,7,NOR 23,7,7,Drew Brees pass complete short left to Darren Sproles for 7 yards (tackle by Champ Bailey),0.140,0.940
2,11:25,1,10,NOR 30,7,7,Darren Sproles left guard for -3 yards (tackle by Chris Harris and Wesley Woodyard),0.940,-0.010
2,10:47,2,13,NOR 27,7,7,Drew Brees pass complete short middle to Jimmy Graham for 18 yards (tackle by Mike Adams and Wesley Woodyard),-0.010,1.930
2,10:06,1,10,NOR 45,7,7,Pierre Thomas left end for 8 yards (tackle by Champ Bailey),1.930,2.460
2,9:25,2,2,DEN 47,7,7,Drew Brees pass incomplete short right intended for Courtney Roby (defended by Nate Irving),2.460,1.750
,,,,,,,"DEN challenged the pass completion ruling, and the original play was overturned.",,
2,9:21,3,2,DEN 47,7,7,Drew Brees pass incomplete short right intended for Lance Moore (defended by Chris Harris),1.750,0.000
2,9:17,,,,7,7,Timeout #1 by New Orleans Saints,0.000,0.130
2,9:17,4,2,DEN 47,7,7,Drew Brees pass incomplete intended for Jimmy Graham is intercepted by Wesley Woodyard at DEN-36 and returned for 8 yards (tackle by Jahri Evans),0.130,-1.860
2,9:00,1,10,DEN 44,7,7,Peyton Manning pass complete deep left to Demaryius Thomas for 34 yards (tackle by Roman Harper),1.860,4.110
2,8:25,1,10,NOR 22,7,7,"Willis McGahee right guard for 3 yards (tackle by Jabari Greer). Penalty on Joel Dreessen: Offensive Holding, 10 yards",4.110,3.640
2,7:55,1,17,NOR 29,7,7,"Peyton Manning pass incomplete short right intended for Willis McGahee. Penalty on Turk McBride: Defensive Holding, 5 yards (no play)",3.640,3.970
2,7:52,1,10,NOR 24,7,7,Ronnie Hillman up the middle for 7 yards (tackle by Jonathan Vilma),3.970,4.460
2,7:27,2,3,NOR 17,7,7,Ronnie Hillman right end for 4 yards (tackle by Jabari Greer),4.460,4.710
2,6:49,1,10,NOR 13,7,13,"Peyton Manning pass complete short right to Eric Decker for 13 yards, touchdown",4.710,7.000
2,6:49,,,NOR 2,7,14,Matt Prater kicks extra point good,0.000,0.000
2,6:43,,,DEN 35,7,14,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
2,6:43,1,10,NOR 20,7,14,Drew Brees pass incomplete short right intended for Marques Colston,0.280,-0.270
2,6:39,2,10,NOR 20,7,14,Drew Brees pass complete short middle to Marques Colston for 15 yards (tackle by Champ Bailey),-0.270,1.270
2,6:03,1,10,NOR 35,7,14,Darren Sproles right guard for 5 yards (tackle by Wesley Woodyard),1.270,1.400
2,5:23,2,5,NOR 40,7,14,Drew Brees pass complete short right to Jimmy Graham for -6 yards (tackle by Wesley Woodyard),1.400,-0.100
2,4:35,3,11,NOR 34,7,14,Drew Brees pass incomplete deep left intended for Lance Moore,-0.100,-1.110
2,4:31,4,11,NOR 34,7,14,"Thomas Morstead punts 53 yards, out of bounds",-1.110,0.320
2,4:24,1,10,DEN 13,7,14,Peyton Manning pass complete short left to Willis McGahee for 19 yards (tackle by Curtis Lofton),-0.320,1.070
2,4:05,1,10,DEN 32,7,14,Ronnie Hillman left end for 4 yards (tackle by Patrick Robinson),1.070,1.070
2,3:32,2,6,DEN 36,7,14,Peyton Manning pass incomplete short left intended for Eric Decker,1.070,0.370
2,3:26,3,6,DEN 36,7,14,Peyton Manning pass complete deep left to Eric Decker for 23 yards (tackle by Isa Abdul-Quddus),0.370,2.850
2,3:06,1,10,NOR 41,7,14,Willis McGahee up the middle for 5 yards (tackle by Roman Harper),2.850,2.980
2,2:37,2,5,NOR 36,7,14,Willis McGahee left tackle for 6 yards (tackle by Turk McBride),2.980,3.580
2,2:00,1,10,NOR 30,7,14,Willis McGahee right guard for 10 yards (tackle by Curtis Lofton and Junior Galette),3.580,4.240
2,1:24,1,10,NOR 20,7,14,Ronnie Hillman right tackle for 3 yards (tackle by Junior Galette),4.240,4.120
2,0:50,2,7,NOR 17,7,14,Peyton Manning pass incomplete deep left intended for Demaryius Thomas,4.120,3.360
2,0:45,3,7,NOR 17,7,14,Peyton Manning pass complete short left to Brandon Stokley for 2 yards (tackle by Corey White),3.360,0.000
2,0:03,,,,7,14,Timeout #1 by Denver Broncos,0.000,2.490
2,0:03,4,5,NOR 15,7,17,Matt Prater 33 yard field goal good,2.490,3.000
Quarter,Time,Down,ToGo,Location,NOR,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,7,17,"Thomas Morstead kicks off 70 yards, returned by Omar Bolden for 12 yards (tackle by Rafael Bush)",0.000,-0.380
3,14:54,1,10,DEN 7,7,17,Willis McGahee up the middle for 5 yards (tackle by Turk McBride),-0.380,-0.420
3,14:32,2,5,DEN 12,7,17,Peyton Manning pass complete short right to Jacob Tamme for 4 yards (tackle by Curtis Lofton),-0.420,-0.370
3,13:53,3,1,DEN 16,7,17,Willis McGahee up the middle for 3 yards (tackle by Jonathan Vilma),-0.370,0.150
3,13:22,1,10,DEN 19,7,17,Peyton Manning pass complete deep left to Demaryius Thomas for 26 yards (tackle by Malcolm Jenkins). Penalty on Patrick Robinson: Defensive Holding (Declined),0.150,1.930
3,13:01,1,10,DEN 45,7,17,"Ronnie Hillman left end for 31 yards (tackle by Patrick Robinson). Ronnie Hillman fumbles (forced by Patrick Robinson), ball out of bounds at NOR-24",1.930,3.970
3,12:31,1,10,NOR 24,7,17,Peyton Manning right end for 4 yards (tackle by Tom Johnson),3.970,3.970
3,12:06,2,6,NOR 20,7,17,Willis McGahee up the middle for 4 yards (tackle by Roman Harper),3.970,3.950
3,11:26,3,2,NOR 16,7,17,Peyton Manning pass complete short left to Demaryius Thomas for 11 yards (tackle by Corey White and Roman Harper),3.950,6.060
3,10:55,1,5,NOR 5,7,17,Willis McGahee up the middle for 1 yard (tackle by Malcolm Jenkins),6.060,5.340
3,10:18,2,4,NOR 4,7,17,Willis McGahee up the middle for 3 yards (tackle by Tom Johnson),5.340,5.170
3,9:36,3,1,NOR 1,7,23,"Peyton Manning pass complete short left to Demaryius Thomas for 1 yard, touchdown",5.170,7.000
3,9:36,,,NOR 2,7,24,Matt Prater kicks extra point good,0.000,0.000
3,9:30,,,DEN 35,7,24,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,9:30,1,10,NOR 20,7,24,Pierre Thomas up the middle for 5 yards (tackle by Keith Brooking),0.280,0.410
3,8:59,2,5,NOR 25,7,24,Drew Brees pass complete short right to Darren Sproles for 6 yards (tackle by Wesley Woodyard),0.410,1.000
3,8:34,1,10,NOR 31,7,24,Pierre Thomas left tackle for no gain (tackle by Champ Bailey),1.000,0.460
3,7:58,2,10,NOR 31,7,24,Drew Brees pass complete short left to Lance Moore for 6 yards (tackle by Tony Carter),0.460,0.560
3,7:20,3,4,NOR 37,7,24,Drew Brees pass complete short middle to Marques Colston for 9 yards (tackle by Champ Bailey),0.560,1.990
3,6:49,1,10,NOR 46,7,24,Mark Ingram up the middle for 4 yards (tackle by Justin Bannan),1.990,1.990
3,6:15,2,6,,7,24,Drew Brees pass incomplete short left intended for Marques Colston,1.990,1.290
3,6:06,3,6,,7,24,Drew Brees pass incomplete deep middle intended for Devery Henderson,1.290,-0.060
3,6:06,4,6,,7,24,"Thomas Morstead punts 42 yards, fair catch by Jim Leonhard",-0.060,0.380
3,5:54,1,10,DEN 8,7,24,Ronnie Hillman right tackle for 5 yards (tackle by Cameron Jordan),-0.380,-0.410
3,5:23,2,5,DEN 13,7,24,Peyton Manning pass complete short left to Virgil Green for 12 yards (tackle by Patrick Robinson),-0.410,0.610
3,5:05,1,10,DEN 25,7,24,Peyton Manning pass incomplete deep left intended for Demaryius Thomas (defended by Patrick Robinson),0.610,0.060
3,4:59,2,10,DEN 25,7,24,Ronnie Hillman right end for -3 yards (tackle by Curtis Lofton),0.060,-1.020
3,4:19,3,13,DEN 22,7,24,Lance Ball left tackle for 10 yards (tackle by Curtis Lofton),-1.020,-1.240
3,3:34,4,3,DEN 32,7,24,"Britton Colquitt punts 51 yards, returned by Darren Sproles for -1 yards (tackle by Aaron Brewer)",-1.240,0.140
3,3:22,1,10,NOR 16,7,24,Drew Brees pass complete short right to Pierre Thomas for 1 yard (tackle by Keith Brooking),-0.140,-0.510
3,2:44,2,9,NOR 17,7,24,Darren Sproles right end for no gain (tackle by Danny Trevathan). Penalty on Jahri Evans: Offensive Holding (Declined),-0.510,-1.200
3,2:16,3,9,NOR 17,7,24,Drew Brees pass incomplete deep right intended for Marques Colston,-1.200,-2.320
3,2:09,4,9,NOR 17,7,24,"Thomas Morstead punts 56 yards, returned by Trindon Holliday for 22 yards (tackle by Isa Abdul-Quddus)",-2.320,-2.190
3,1:51,1,10,DEN 49,7,24,Peyton Manning pass complete short right to Jacob Tamme for 23 yards (tackle by Roman Harper),2.190,3.710
3,1:20,1,10,NOR 28,7,24,Peyton Manning pass complete short right to Demaryius Thomas for 23 yards (tackle by Jabari Greer and Curtis Lofton),3.710,6.060
3,0:30,1,5,NOR 5,7,24,Willis McGahee up the middle for 3 yards (tackle by Cameron Jordan),6.060,5.720
Quarter,Time,Down,ToGo,Location,NOR,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,NOR 2,7,30,"Peyton Manning pass complete short left to Eric Decker for 2 yards, touchdown",5.720,7.000
4,15:00,,,NOR 2,7,31,Matt Prater kicks extra point good,0.000,0.000
4,14:54,,,DEN 35,7,31,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
4,14:54,1,10,NOR 20,7,31,Drew Brees pass incomplete short left intended for Jimmy Graham (defended by Chris Harris),0.280,-0.270
4,14:54,2,10,NOR 20,7,31,Drew Brees pass complete short left to Marques Colston for 9 yards (tackle by Danny Trevathan),-0.270,0.230
4,14:13,3,1,NOR 29,7,31,Drew Brees pass incomplete short right intended for Lance Moore (defended by Tony Carter),0.230,-1.440
4,14:07,4,1,NOR 29,7,31,"Thomas Morstead punts 63 yards, returned by Trindon Holliday for no gain. Penalty on David Bruton: Offensive Holding, 4 yards",-1.440,0.380
4,13:52,1,10,DEN 4,7,31,Willis McGahee up the middle for 3 yards (tackle by Curtis Lofton),-0.380,-0.560
4,13:14,2,7,DEN 7,7,31,Peyton Manning pass complete short left to Virgil Green for 28 yards (tackle by Roman Harper),-0.560,1.270
4,12:40,1,10,DEN 35,7,31,"Willis McGahee right tackle for 17 yards (tackle by Malcolm Jenkins). Penalty on Tom Johnson: Illegal Use of Hands, 5 yards",1.270,2.720
4,12:00,1,10,NOR 43,7,31,Peyton Manning pass complete short left to Demaryius Thomas for 1 yard (tackle by Roman Harper),2.720,2.310
4,11:16,2,9,NOR 42,7,31,"Willis McGahee left tackle for 3 yards (tackle by Tom Johnson). Penalty on Ryan Clady: Offensive Holding, 10 yards (no play)",2.310,0.960
4,10:46,2,19,DEN 48,7,31,Peyton Manning pass incomplete short left intended for Matt Willis,0.960,0.300
4,10:40,3,19,DEN 48,7,31,Lance Ball left guard for 4 yards (tackle by Will Smith),0.300,0.070
4,9:54,4,15,NOR 48,7,31,Britton Colquitt punts 46 yards,0.070,0.380
4,9:42,1,10,NOR 2,7,31,Drew Brees pass complete short right to Darren Sproles for 7 yards (tackle by Mike Adams),-0.380,-0.270
4,9:17,2,3,NOR 9,7,31,Drew Brees pass incomplete short left intended for Jimmy Graham,-0.270,-0.600
4,9:13,3,3,NOR 9,7,31,Drew Brees pass incomplete short left intended for Devery Henderson (defended by Kevin Vickerson),-0.600,-2.490
4,9:10,4,3,NOR 9,7,31,"Thomas Morstead punts 63 yards, returned by Trindon Holliday for 15 yards (tackle by Martez Wilson)",-2.490,-1.800
4,8:56,1,10,DEN 43,7,31,Willis McGahee up the middle for 5 yards (tackle by Will Smith),1.800,1.930
4,8:15,2,5,DEN 48,7,31,Willis McGahee up the middle for 15 yards (tackle by Malcolm Jenkins and Cameron Jordan),1.930,3.120
4,7:31,1,10,NOR 37,7,31,Ronnie Hillman right end for 24 yards (tackle by Malcolm Jenkins),3.120,4.710
4,6:59,1,10,NOR 13,7,31,Ronnie Hillman left tackle for 2 yards (tackle by Akiem Hicks),4.710,4.390
4,6:16,2,8,NOR 11,7,31,Peyton Manning pass incomplete short left intended for Joel Dreessen (defended by Roman Harper),4.390,3.450
4,6:12,3,8,NOR 11,7,31,Peyton Manning pass complete short right to Ronnie Hillman for -4 yards (tackle by Akiem Hicks),3.450,2.440
4,5:31,4,12,NOR 15,7,34,Matt Prater 33 yard field goal good,2.440,3.000
4,5:27,,,DEN 35,7,34,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
4,5:27,1,10,NOR 20,7,34,Drew Brees pass incomplete short right intended for Marques Colston,0.280,-0.270
4,5:22,2,10,NOR 20,7,34,Drew Brees pass complete short left to Jimmy Graham for 20 yards (tackle by Danny Trevathan),-0.270,1.600
4,4:58,1,10,NOR 40,7,34,Drew Brees pass incomplete short left intended for Darren Sproles (defended by Wesley Woodyard),1.600,1.050
4,4:52,2,10,NOR 40,7,34,Drew Brees pass complete short left to Darren Sproles for 1 yard (tackle by Wesley Woodyard),1.050,0.500
4,4:18,3,9,NOR 41,7,34,Drew Brees pass incomplete short right intended for Darren Sproles,0.500,-0.650
4,4:13,4,9,NOR 41,7,34,Drew Brees pass complete short right to Marques Colston for 14 yards,-0.650,2.590
4,4:06,1,10,DEN 45,7,34,Drew Brees pass incomplete deep middle intended for Jimmy Graham (defended by Rahim Moore),2.590,2.040
4,4:01,2,10,DEN 45,7,34,Drew Brees pass complete short right to Darren Sproles for -5 yards (tackle by Derek Wolfe),2.040,0.700
4,3:17,3,15,,7,34,"Penalty on Jermon Bushrod: False Start, 5 yards (no play)",0.700,0.040
4,3:16,3,20,NOR 45,7,34,Drew Brees pass complete short right to Lance Moore for 12 yards,0.040,0.400
4,3:11,4,8,DEN 43,7,34,Drew Brees pass complete short right to Darren Sproles for 11 yards (tackle by Wesley Woodyard),0.400,3.450
4,3:03,1,10,DEN 32,7,34,Pierre Thomas up the middle for 8 yards (tackle by Jim Leonhard),3.450,3.980
4,2:33,2,2,DEN 24,7,34,Pierre Thomas up the middle for 6 yards (tackle by Wesley Woodyard),3.980,4.370
4,2:09,1,10,DEN 18,13,34,"Drew Brees pass complete deep middle to Jimmy Graham for 18 yards, touchdown",4.370,7.000
4,2:09,,,DEN 2,14,34,Garrett Hartley kicks extra point good,0.000,0.000
4,2:03,,,NOR 35,14,34,"Garrett Hartley kicks onside 13 yards, recovered by Eric Decker",0.000,2.390
4,2:02,1,10,NOR 48,14,34,Ronnie Hillman up the middle for no gain (tackle by Will Smith),2.390,1.850
4,1:55,2,10,NOR 48,14,34,Ronnie Hillman right guard for 3 yards (tackle by Curtis Lofton),1.850,1.550
4,1:09,3,7,NOR 45,14,34,Brock Osweiler kneels for -1 yards,1.550,0.200
4,0:25,4,8,NOR 46,14,34,"Penalty on DEN: Delay of Game, 5 yards (no play)",0.200,-0.130
4,0:25,4,13,DEN 49,14,34,"Britton Colquitt punts 38 yards, fair catch by Darren Sproles",-0.130,0.320
4,0:16,1,10,NOR 13,14,34,Drew Brees kneels for -1 yards,-0.320,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
