Quarter,Time,Tm,Detail,ATL,CIN
1.0,13:00,Bengals,Tyler Boyd 60 yard pass from Joe Burrow (Evan McPherson kick),0,7
,4:51,Bengals,Joe Mixon 1 yard rush (Evan McPherson kick),0,14
2.0,14:55,Bengals,Ja'Marr Chase 32 yard pass from Joe Burrow (Evan McPherson kick),0,21
,4:46,Falcons,Tyler Allgeier 1 yard rush (Younghoe Koo kick),7,21
,0:51,Bengals,Ja'Marr Chase 41 yard pass from Joe Burrow (Evan McPherson kick),7,28
,0:39,Falcons,Damiere Byrd 75 yard pass from Marcus Mariota (Younghoe Koo kick),14,28
,0:00,Falcons,Younghoe Koo 43 yard field goal,17,28
3.0,5:20,Bengals,Joe Burrow 1 yard rush (Evan McPherson kick),17,35
