Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Texans to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 58 yards, returned by DeAndre Carter for 25 yards (tackle by De'Anthony Thomas)",0.000,1.070
1,14:54,1,10,HOU 32,0,0,Carlos Hyde up the middle for 4 yards (tackle by Jaylon Ferguson),1.070,1.070
1,14:22,2,6,HOU 36,0,0,Deshaun Watson pass complete short middle to DeAndre Hopkins for 7 yards (tackle by Josh Bynes),1.070,1.800
1,13:48,1,10,HOU 43,0,0,Deshaun Watson right end for 2 yards (tackle by Brandon Carr),1.800,1.520
1,13:13,2,8,HOU 45,0,0,Deshaun Watson pass complete short middle to DeAndre Hopkins for 10 yards (tackle by Earl Thomas),1.520,2.590
1,12:36,1,10,BAL 45,0,0,"Deshaun Watson sacked by Matt Judon for -14 yards. Deshaun Watson fumbles (forced by Matt Judon), recovered by Jaylon Ferguson at HOU-41 (tackle by Max Scharping)",2.590,-2.850
1,12:22,1,10,HOU 41,0,0,Mark Ingram right tackle for 2 yards (tackle by Benardrick McKinney),2.850,2.580
1,11:50,2,8,HOU 39,0,0,Lamar Jackson pass incomplete deep middle intended for Miles Boykin,2.580,1.880
1,11:44,3,8,HOU 39,0,0,Lamar Jackson pass complete short left to Hayden Hurst for 12 yards (tackle by Lonnie Johnson and Jacob Martin),1.880,3.780
1,10:57,1,10,HOU 27,0,0,Lamar Jackson pass incomplete deep left intended for Miles Boykin,3.780,3.230
1,10:52,2,10,HOU 27,0,0,Lamar Jackson right end for 2 yards (tackle by Whitney Mercilus),3.230,2.810
1,10:13,3,8,HOU 25,0,0,Lamar Jackson pass incomplete short right intended for Marquise Brown,2.810,1.800
1,10:07,4,8,HOU 25,0,0,Justin Tucker 43 yard field goal no good,1.800,-1.140
1,10:02,1,10,HOU 33,0,0,Carlos Hyde right guard for 1 yard (tackle by Patrick Onwuasor and Chris Wormley),1.140,0.730
1,9:37,2,9,HOU 34,0,0,Deshaun Watson right end for 1 yard (tackle by Matt Judon),0.730,0.170
1,8:54,3,8,HOU 35,0,0,Deshaun Watson pass complete short left to DeAndre Hopkins for 13 yards (tackle by Jimmy Smith),0.170,2.130
1,8:22,1,10,HOU 48,0,0,Deshaun Watson pass complete short middle to DeAndre Hopkins for 11 yards (tackle by Patrick Onwuasor),2.130,2.850
1,7:52,1,10,BAL 41,0,0,Carlos Hyde left guard for 5 yards (tackle by L.J. Fort),2.850,2.980
1,7:21,2,5,BAL 36,0,0,Carlos Hyde right guard for 4 yards (tackle by L.J. Fort and Chuck Clark),2.980,2.810
1,6:39,3,1,BAL 32,0,0,Carlos Hyde right guard for -1 yards (tackle by Matt Judon),2.810,1.200
1,5:56,4,2,BAL 33,0,0,Deshaun Watson pass incomplete deep right intended for DeAndre Hopkins,1.200,-1.140
1,5:46,1,10,BAL 33,0,0,Mark Ingram right tackle for 4 yards (tackle by Tashaun Gipson),1.140,1.130
1,5:08,2,6,BAL 37,0,0,Mark Ingram right tackle for 2 yards (tackle by D.J. Reader and Zach Cunningham),1.130,0.700
1,4:27,3,4,BAL 39,0,0,Lamar Jackson right tackle for 18 yards (tackle by Dylan Cole). Penalty on Charles Omenihu: Defensive Offside (Declined),0.700,2.720
1,4:04,1,10,HOU 43,0,0,"Lamar Jackson pass complete short left to Hayden Hurst for 7 yards (tackle by Benardrick McKinney). Penalty on Nick Boyle: Ineligible Downfield Pass, 5 yards (no play)",2.720,2.390
1,3:50,1,15,HOU 48,0,0,"Penalty on D.J. Reader: Neutral Zone Infraction, 5 yards (no play)",2.390,2.720
1,3:30,1,10,HOU 43,0,0,Mark Ingram left guard for 4 yards (tackle by Whitney Mercilus),2.720,2.720
1,2:52,2,6,HOU 39,0,0,Mark Ingram right guard for 2 yards (tackle by D.J. Reader and Zach Cunningham),2.720,2.280
1,2:12,3,4,HOU 37,0,0,Lamar Jackson pass incomplete short middle intended for Mark Ingram,2.280,0.790
1,2:05,4,4,HOU 37,0,0,Sam Koch pass complete short middle to Mark Andrews for -2 yards (tackle by A.J. Moore),0.790,-1.530
1,2:01,1,10,HOU 39,0,0,Deshaun Watson sacked by Brandon Williams for -6 yards. Penalty on Max Scharping: Offensive Holding (Declined),1.530,0.180
1,1:35,2,16,HOU 33,0,0,"Deshaun Watson pass incomplete short left intended for Kenny Stills. Penalty on Brandon Williams: Roughing the Passer, 15 yards (no play)",0.180,2.130
1,1:31,1,10,HOU 48,0,0,Duke Johnson right guard for 6 yards (tackle by Domata Peko),2.130,2.390
1,0:59,2,4,BAL 46,0,0,Duke Johnson right guard for 1 yard (tackle by Chris Wormley),2.390,1.820
1,0:14,,,,,,Timeout #2 by Houston Texans,,
1,0:14,3,3,BAL 45,0,0,Deshaun Watson pass incomplete short right intended for Kenny Stills Penalty on HOU: Illegal Formation (Declined),1.820,0.270
1,0:10,4,3,BAL 45,0,0,"Bryan Anger punts 35 yards, fair catch by De'Anthony Thomas at BAL-10",0.270,0.380
1,0:03,1,10,BAL 10,0,0,Lamar Jackson pass incomplete short right intended for Nick Boyle,-0.380,-0.780
Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,BAL 10,0,0,Mark Ingram right guard for 11 yards (tackle by Charles Omenihu),-0.780,0.340
2,14:25,1,10,BAL 21,0,0,"Penalty on Mark Ingram: False Start, 5 yards (no play)",0.340,-0.220
2,14:06,1,15,BAL 16,0,0,"Lamar Jackson pass complete short right to Mark Andrews for 8 yards (tackle by Zach Cunningham). Penalty on Zach Cunningham: Face Mask (15 Yards), 15 yards",-0.220,1.530
2,13:38,1,10,BAL 39,0,0,Lamar Jackson pass complete short middle to Hayden Hurst for 4 yards (tackle by Benardrick McKinney),1.530,1.530
2,12:54,2,6,BAL 43,0,0,Lamar Jackson pass complete short right to Patrick Ricard for 10 yards (tackle by Benardrick McKinney),1.530,2.460
2,12:17,1,10,HOU 47,0,0,Gus Edwards right guard for 3 yards (tackle by D.J. Reader and Zach Cunningham),2.460,2.320
2,11:31,2,7,HOU 44,0,0,Lamar Jackson pass complete short right to Nick Boyle for 13 yards (tackle by Brennan Scarlett),2.320,3.510
2,10:47,1,10,HOU 31,0,0,Mark Ingram up the middle for 4 yards (tackle by Brandon Dunn),3.510,3.510
2,10:04,2,6,HOU 27,0,0,Lamar Jackson left end for 12 yards (tackle by Lonnie Johnson),3.510,4.580
2,9:24,1,10,HOU 15,0,6,"Lamar Jackson pass complete short middle to Seth Roberts for 15 yards, touchdown",4.580,7.000
