Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
2,9:17,,,HOU 15,0,7,Justin Tucker kicks extra point good,0.000,0.000
2,9:17,,,BAL 35,0,7,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,9:17,1,10,HOU 25,0,7,Deshaun Watson pass complete short right to Darren Fells for 18 yards (tackle by Chuck Clark and Jaylon Ferguson),0.610,1.800
2,8:47,1,10,HOU 43,0,7,Duke Johnson left guard for 4 yards (tackle by Justin Ellis and Marlon Humphrey),1.800,1.790
2,8:13,2,6,HOU 47,0,7,Deshaun Watson sacked by Patrick Onwuasor for -9 yards,1.790,-0.100
2,7:27,3,15,HOU 38,0,7,Deshaun Watson sacked by Tyus Bowser for no gain,-0.100,-0.850
2,6:47,4,15,HOU 38,0,7,"Bryan Anger punts 36 yards, returned by De'Anthony Thomas for 4 yards (tackle by Brennan Scarlett and Zach Cunningham)",-0.850,-0.940
2,6:36,1,10,BAL 30,0,7,Lamar Jackson pass complete deep left to Marquise Brown for 17 yards (tackle by Lonnie Johnson),0.940,2.060
2,5:54,1,10,BAL 47,0,7,Lamar Jackson right guard for 2 yards (tackle by Zach Cunningham),2.060,1.790
2,5:15,2,8,BAL 49,0,7,Lamar Jackson left guard for 12 yards (tackle by Brennan Scarlett),1.790,2.980
2,4:34,1,10,HOU 39,0,7,Mark Ingram right guard for 3 yards (tackle by Benardrick McKinney),2.980,2.850
2,3:53,2,7,HOU 36,0,7,Gus Edwards left guard for 25 yards (tackle by Tashaun Gipson),2.850,4.840
2,3:09,1,10,HOU 11,0,7,Lamar Jackson up the middle for -7 yards (tackle by Brennan Scarlett),4.840,3.230
2,2:24,2,17,HOU 18,0,7,Lamar Jackson pass incomplete short left intended for Justice Hill. Penalty on Lonnie Johnson: Illegal Use of Hands (Offsetting) Penalty on BAL: Illegal Shift (Offsetting) (no play),3.230,3.230
2,2:18,2,17,HOU 18,0,13,"Lamar Jackson pass complete deep middle to Mark Andrews for 18 yards, touchdown",3.230,7.000
2,2:14,,,HOU 15,0,14,Justin Tucker kicks extra point good,0.000,0.000
2,2:14,,,BAL 35,0,14,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,2:14,1,10,HOU 25,0,14,Deshaun Watson pass complete short middle to Keke Coutee for 6 yards (tackle by Brandon Carr),0.610,0.870
2,2:00,2,4,HOU 31,0,14,Deshaun Watson pass complete short left to DeAndre Hopkins for 2 yards (tackle by Jimmy Smith),0.870,0.430
2,1:37,3,2,HOU 33,0,14,"Deshaun Watson pass incomplete short middle intended for Keke Coutee. Penalty on Jimmy Smith: Defensive Holding, 5 yards (no play)",0.430,1.470
2,1:32,1,10,HOU 38,0,14,Deshaun Watson pass incomplete deep left intended for DeAndre Hopkins,1.470,0.920
2,1:28,2,10,HOU 38,0,14,Deshaun Watson pass incomplete deep right intended for DeAndre Hopkins (defended by Marcus Peters),0.920,0.230
2,1:22,3,10,HOU 38,0,14,Deshaun Watson right end for 9 yards (tackle by Brandon Carr),0.230,-0.260
2,1:14,4,1,HOU 47,0,14,Deshaun Watson pass complete short right to Kenny Stills for 9 yards (tackle by Marcus Peters),-0.260,2.650
2,1:09,,,,,,Timeout #1 by Baltimore Ravens,,
2,1:09,1,10,BAL 44,0,14,Deshaun Watson pass complete short middle to Kenny Stills for 11 yards (tackle by Anthony Levine),2.650,3.380
2,0:44,1,10,BAL 33,0,14,Deshaun Watson sacked by Jaylon Ferguson for -7 yards,3.380,1.890
2,0:38,,,,,,Timeout #3 by Houston Texans,,
2,0:38,2,17,BAL 40,0,14,Deshaun Watson pass complete short middle to Jordan Akins for 15 yards (tackle by Chuck Clark),1.890,3.200
2,0:17,3,2,BAL 25,0,14,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins (defended by Jimmy Smith),3.200,1.930
2,0:11,4,2,BAL 25,0,14,Ka'imi Fairbairn 43 yard field goal no good,1.930,-1.140
2,0:06,1,10,BAL 33,0,14,Lamar Jackson kneels for -1 yards,1.140,0.460
Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,0,14,"Ka'imi Fairbairn kicks off 58 yards, returned by De'Anthony Thomas for 15 yards (tackle by Keion Crossen)",0.000,0.410
3,14:53,1,10,BAL 22,0,14,Lamar Jackson pass complete short right to Patrick Ricard for 9 yards (tackle by Justin Reid),0.410,1.080
3,14:23,2,1,BAL 31,0,14,Mark Ingram right guard for 2 yards (tackle by D.J. Reader),1.080,1.140
3,13:41,1,10,BAL 33,0,14,"Lamar Jackson pass incomplete deep left intended for Marquise Brown. Penalty on Lonnie Johnson: Defensive Pass Interference, 30 yards (no play)",1.140,3.120
3,13:34,1,10,HOU 37,0,14,Gus Edwards left guard for 3 yards (tackle by Benardrick McKinney and Brennan Scarlett),3.120,2.980
3,12:57,2,7,HOU 34,0,14,Lamar Jackson pass complete short right to Willie Snead for 10 yards (tackle by Justin Reid),2.980,3.970
3,12:16,1,10,HOU 24,0,14,Mark Ingram left guard for -1 yards (tackle by Benardrick McKinney),3.970,3.300
3,11:40,2,11,HOU 25,0,20,"Lamar Jackson pass complete short right to Mark Ingram for 25 yards, touchdown",3.300,7.000
3,11:33,,,HOU 15,0,21,Justin Tucker kicks extra point good,0.000,0.000
3,11:33,,,BAL 35,0,21,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,11:33,1,10,HOU 25,0,21,Carlos Hyde left guard for 2 yards (tackle by Matt Judon),0.610,0.330
3,11:02,2,8,HOU 27,0,21,Deshaun Watson pass complete short middle to Kenny Stills for 13 yards (tackle by Marcus Peters),0.330,1.600
3,10:39,1,10,HOU 40,0,21,Deshaun Watson pass incomplete short right intended for Jordan Akins,1.600,1.050
3,10:35,2,10,HOU 40,0,21,Deshaun Watson pass incomplete short middle intended for Darren Fells,1.050,0.370
3,10:31,3,10,HOU 40,0,21,Deshaun Watson sacked by Matt Judon for -13 yards,0.370,-1.570
3,9:50,4,23,HOU 27,0,21,"Bryan Anger punts 41 yards, muffed catch by De'Anthony Thomas, recovered by De'Anthony Thomas at BAL-32, returned by De'Anthony Thomas for no gain (tackle by Taiwan Jones)",-1.570,-1.070
3,9:41,1,10,BAL 32,0,21,Lamar Jackson pass complete short right to Justice Hill for 9 yards (tackle by Benardrick McKinney),1.070,1.740
3,9:11,2,1,BAL 41,0,21,Lamar Jackson left tackle for 39 yards (tackle by Justin Reid),1.740,4.240
3,8:44,1,10,HOU 20,0,21,Lamar Jackson right guard for 1 yard (tackle by D.J. Reader),4.240,3.820
3,8:03,2,9,HOU 19,0,21,Lamar Jackson pass complete short right to Willie Snead for 3 yards (tackle by Zach Cunningham),3.820,3.520
3,7:39,3,6,HOU 16,0,21,Lamar Jackson pass complete short left to Mark Ingram for no gain (tackle by Carlos Watkins and Johnathan Joseph),3.520,2.400
3,6:56,4,6,HOU 16,0,24,Justin Tucker 34 yard field goal good,2.400,3.000
3,6:52,,,BAL 35,0,24,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,6:52,1,10,HOU 25,0,24,Deshaun Watson pass incomplete short middle intended for Kenny Stills (defended by Chuck Clark),0.610,0.060
3,6:48,2,10,HOU 25,0,24,Carlos Hyde right guard for 3 yards (tackle by Chuck Clark),0.060,-0.230
3,6:08,3,7,HOU 28,0,24,Deshaun Watson pass complete short left to Keke Coutee for 11 yards (tackle by Tyus Bowser),-0.230,1.530
3,5:31,1,10,HOU 39,0,24,Carlos Hyde left guard for 6 yards (tackle by L.J. Fort and Josh Bynes),1.530,1.800
3,4:58,2,4,HOU 45,0,24,Deshaun Watson pass short middle intended for Carlos Hyde is intercepted by Josh Bynes at HOU-45 and returned for 6 yards,1.800,-2.980
3,4:44,1,10,HOU 39,0,24,Mark Ingram right guard for 9 yards (tackle by Zach Cunningham),2.980,3.660
3,4:09,2,1,HOU 30,0,24,Mark Ingram right guard for 3 yards (tackle by Brennan Scarlett),3.660,3.780
3,3:28,1,10,HOU 27,0,24,"Penalty on Nick Boyle: False Start, 5 yards (no play)",3.780,3.450
3,3:05,1,15,HOU 32,0,24,Lamar Jackson pass incomplete deep right intended for Willie Snead,3.450,2.560
3,3:00,2,15,HOU 32,0,24,Justice Hill right end for 1 yard (tackle by Zach Cunningham),2.560,2.020
3,2:18,3,14,HOU 31,0,24,Gus Edwards left tackle for 3 yards (tackle by Jacob Martin and Cornell Armstrong),2.020,1.590
3,1:35,4,11,HOU 28,0,27,Justin Tucker 46 yard field goal good,1.590,3.000
3,1:30,,,BAL 35,0,27,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,1:30,1,10,HOU 25,0,27,Duke Johnson right guard for 10 yards (tackle by Jimmy Smith),0.610,1.270
3,1:01,1,10,HOU 35,0,27,Deshaun Watson pass complete short left to Duke Johnson for 8 yards (tackle by Jimmy Smith),1.270,1.800
3,0:31,2,2,HOU 43,0,27,Deshaun Watson pass complete short middle to DeAndre Hopkins for 20 yards (tackle by Jimmy Smith),1.800,3.120
3,0:05,1,10,BAL 37,0,27,Deshaun Watson pass complete short left to Duke Johnson for -4 yards (tackle by Jaylon Ferguson),3.120,2.030
Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,14,BAL 41,0,27,"Penalty on Laremy Tunsil: False Start, 5 yards (no play)",2.030,1.360
4,15:00,2,19,BAL 46,0,27,Deshaun Watson pass complete deep right to DeAndre Hopkins for 17 yards (tackle by Marcus Peters),1.360,2.940
4,14:50,,,,,,Timeout #1 by Baltimore Ravens,,
4,14:50,3,2,BAL 29,0,27,Deshaun Watson pass incomplete deep middle intended for Kenny Stills,2.940,1.600
4,14:45,4,2,BAL 29,0,27,Deshaun Watson pass incomplete short middle intended for DeAndre Hopkins,1.600,-0.870
4,14:42,1,10,BAL 29,0,27,Gus Edwards right guard for 6 yards (tackle by Brennan Scarlett),0.870,1.140
4,14:08,2,4,BAL 35,0,27,Lamar Jackson pass incomplete short right intended for Marquise Brown (defended by Gareon Conley),1.140,0.430
4,14:01,3,4,BAL 35,0,27,Lamar Jackson pass complete short middle to Marquise Brown for 6 yards (tackle by Johnathan Joseph),0.430,1.660
4,13:23,1,10,BAL 41,0,27,Mark Ingram right guard for 3 yards (tackle by Zach Cunningham),1.660,1.530
4,12:39,2,7,BAL 44,0,27,Lamar Jackson right tackle for 1 yard (tackle by Zach Cunningham),1.530,0.960
4,11:55,3,6,BAL 45,0,27,"Lamar Jackson pass complete short left to Mark Andrews for 17 yards (tackle by Jahleel Addae). Penalty on Gus Edwards: Offensive Pass Interference, 10 yards (no play)",0.960,-0.360
4,11:28,3,16,BAL 35,0,27,Lamar Jackson pass complete short middle to Mark Andrews for 51 yards (tackle by Carlos Watkins),-0.360,4.650
4,10:39,1,10,HOU 14,0,27,Justice Hill right tackle for 2 yards (tackle by Brandon Dunn),4.650,4.330
4,9:57,2,8,HOU 12,0,33,"Lamar Jackson pass complete short left to Mark Ingram for 12 yards, touchdown",4.330,7.000
4,9:50,,,HOU 15,0,34,Justin Tucker kicks extra point good,0.000,0.000
4,9:50,,,BAL 35,0,34,"Justin Tucker kicks off 59 yards, returned by DeAndre Carter for 17 yards (tackle by Chris Board)",0.000,0.480
4,9:45,1,10,HOU 23,0,34,Duke Johnson left guard for 2 yards (tackle by Matt Judon and Chuck Clark),0.480,0.200
4,9:13,2,8,HOU 25,0,34,Deshaun Watson pass complete short right to Kenny Stills for -6 yards (tackle by Matt Judon),0.200,-1.360
4,8:27,3,14,HOU 19,0,34,"Deshaun Watson pass incomplete deep right intended for DeAndre Hopkins. Penalty on Tyus Bowser: Roughing the Passer, 15 yards (no play)",-1.360,1.200
4,8:21,1,10,HOU 34,0,34,Deshaun Watson pass complete short middle to Keke Coutee for 8 yards (tackle by Marlon Humphrey),1.200,1.740
4,7:58,2,2,HOU 42,0,34,Duke Johnson right guard for 17 yards (tackle by Marlon Humphrey and Justin Ellis),1.740,2.850
4,7:18,1,10,BAL 41,6,34,"Carlos Hyde right guard for 41 yards, touchdown",2.850,7.000
4,7:10,,,BAL 15,7,34,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,7:10,,,HOU 35,7,34,"Ka'imi Fairbairn kicks off 53 yards, returned by De'Anthony Thomas for 1 yard (tackle by Barkevious Mingo)",0.000,-0.320
4,7:05,1,10,BAL 13,7,34,"Penalty on Brennan Scarlett: Neutral Zone Infraction, 5 yards (no play)",-0.320,0.400
4,7:05,1,5,BAL 18,7,34,"Penalty on Miles Boykin: False Start, 5 yards (no play)",0.400,-0.320
4,7:05,1,10,BAL 13,7,34,Robert Griffin pass complete short middle to Nick Boyle for 7 yards (tackle by Tashaun Gipson),-0.320,0.220
4,6:29,2,3,BAL 20,7,34,Gus Edwards right guard for 6 yards (tackle by Brennan Scarlett),0.220,0.670
4,5:46,1,10,BAL 26,7,34,Robert Griffin pass complete short right to Patrick Ricard for 8 yards (tackle by Tashaun Gipson),0.670,1.210
4,4:58,2,2,BAL 34,7,34,Gus Edwards right guard for 3 yards (tackle by Benardrick McKinney),1.210,1.400
4,4:12,1,10,BAL 37,7,40,"Gus Edwards left guard for 63 yards, touchdown",1.400,7.000
4,4:01,,,HOU 15,7,41,Justin Tucker kicks extra point good,0.000,0.000
4,4:01,,,BAL 35,7,41,"Justin Tucker kicks off 63 yards, returned by DeAndre Carter for 28 yards (tackle by Anthony Averett)",0.000,0.940
4,3:55,1,10,HOU 30,7,41,Buddy Howell right guard for 4 yards (tackle by Justin Ellis),0.940,0.930
4,3:16,2,6,HOU 34,7,41,Buddy Howell right guard for 1 yard (tackle by Domata Peko),0.930,0.370
4,2:40,3,5,HOU 35,7,41,A.J. McCarron pass incomplete short middle intended for Darren Fells (defended by Brandon Carr),0.370,-1.040
4,2:36,4,5,HOU 35,7,41,A.J. McCarron sacked by Tyus Bowser for -10 yards,-1.040,-3.970
4,2:29,1,10,HOU 24,7,41,Justice Hill right tackle for no gain (tackle by Carlos Watkins),3.970,3.430
4,2:00,2,10,HOU 24,7,41,Justice Hill right guard for 6 yards (tackle by Dylan Cole),3.430,3.570
4,1:19,3,4,HOU 18,7,41,Justice Hill left guard for 9 yards (tackle by Jahleel Addae),3.570,5.140
4,0:33,1,9,HOU 9,7,41,Robert Griffin kneels for -1 yards,5.140,4.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
