Quarter,Time,Tm,Detail,HOU,BAL
2.0,9:17,Ravens,Seth Roberts 15 yard pass from Lamar Jackson (Justin Tucker kick),0,7
,2:14,Ravens,Mark Andrews 18 yard pass from Lamar Jackson (Justin Tucker kick),0,14
3.0,11:33,Ravens,Mark Ingram 25 yard pass from Lamar Jackson (Justin Tucker kick),0,21
,6:52,Ravens,Justin Tucker 34 yard field goal,0,24
,1:30,Ravens,Justin Tucker 46 yard field goal,0,27
4.0,9:50,Ravens,Mark Ingram 12 yard pass from Lamar Jackson (Justin Tucker kick),0,34
,7:10,Texans,Carlos Hyde 41 yard rush (Ka'imi Fairbairn kick),7,34
,4:01,Ravens,Gus Edwards 63 yard rush (Justin Tucker kick),7,41
