Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Carlos Hyde,HOU,9,65,1,1,45,5.0,20,2.2,0,
Duke Johnson,HOU,6,40,0,2,2,0.3,38,6.3,1,6.0
Deshaun Watson,HOU,3,12,0,0,7,2.3,5,1.7,0,
Buddy Howell,HOU,2,5,0,,2,1.0,3,1.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Mark Ingram,BAL,13,48,0,3,16,1.2,32,2.5,0,
Lamar Jackson,BAL,10,79,0,4,-4,-0.4,83,8.3,0,
Gus Edwards,BAL,8,112,1,4,91,11.4,21,2.6,0,
Justice Hill,BAL,5,18,0,1,8,1.6,10,2.0,0,
Robert Griffin III,BAL,1,-1,0,,-1,-1.0,0,0.0,0,
