Quarter,Time,Down,ToGo,Location,WAS,NYG,Detail,EPB,EPA
1,1:40,1,10,WAS 20,3,7,Alfred Morris left end for 4 yards (tackle by Kerry Wynn),0.280,0.270
1,1:04,2,6,WAS 24,3,7,DeSean Jackson left end for 9 yards (tackle by Jason Pierre-Paul),0.270,1.140
1,0:32,1,10,WAS 33,3,7,Silas Redd up the middle for 1 yard (tackle by Kerry Wynn and Markus Kuhn),1.140,0.730
Quarter,Time,Down,ToGo,Location,WAS,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,WAS 34,3,7,Robert Griffin pass complete short left to Pierre Garcon for 5 yards (tackle by Charles Brown),0.730,0.700
2,14:20,3,4,WAS 39,3,7,Robert Griffin sacked by Cullen Jenkins for -8 yards,0.700,-1.310
2,13:45,4,12,WAS 31,3,7,"Tress Way punts 40 yards. Penalty on Odell Beckham: Invalid Fair Catch Signal, 7 yards",-1.310,-0.410
2,13:32,1,10,NYG 22,3,7,Andre Williams up the middle for no gain (tackle by Trent Murphy),0.410,-0.130
2,12:49,2,10,NYG 22,3,7,Eli Manning pass incomplete short right intended for Rueben Randle,-0.130,-0.820
2,12:45,3,10,NYG 22,3,7,Eli Manning pass incomplete deep middle intended for Preston Parker (defended by David Amerson),-0.820,-1.900
2,12:38,4,10,NYG 22,3,7,"Steve Weatherford punts 46 yards, returned by Andre Roberts for 5 yards (tackle by Spencer Paysinger). Penalty on Trevardo Williams: Illegal Block Above the Waist, 10 yards",-1.900,-0.480
2,12:26,1,10,WAS 23,3,7,Robert Griffin pass complete deep middle to Pierre Garcon for 22 yards (tackle by Charles Brown),0.480,1.930
2,11:56,1,10,WAS 45,3,7,Alfred Morris right end for 3 yards (tackle by Mike Patterson),1.930,1.790
2,11:20,2,7,WAS 48,3,7,"Robert Griffin pass complete short right to Niles Paul for 2 yards (tackle by Johnathan Hankins). Penalty on Damontre Moore: Defensive Holding, 2 yards (no play)",1.790,2.260
2,10:48,1,10,,3,7,Robert Griffin pass complete short left to Niles Paul for 17 yards (tackle by Charles Brown),2.260,3.380
2,10:16,1,10,NYG 33,3,7,Robert Griffin pass complete short left to Santana Moss for 18 yards (tackle by Antrel Rolle),3.380,4.580
2,9:51,1,10,NYG 15,3,7,Alfred Morris right guard for 2 yards (tackle by Jason Pierre-Paul and Jameel McClain),4.580,4.280
2,9:13,2,8,NYG 13,3,7,Robert Griffin pass complete short right to Jordan Reed for 4 yards (tackle by Devon Kennard),4.280,4.280
2,8:24,2,8,NYG 13,3,7,Timeout #1 by Washington Redskins,4.280,4.220
2,8:24,3,4,NYG 9,9,7,"Robert Griffin pass complete short right to Chris Thompson for 9 yards, touchdown",4.220,7.000
2,8:24,,,NYG 2,10,7,Kai Forbath kicks extra point good,0.000,0.000
2,8:24,,,WAS 35,10,7,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
2,8:19,1,10,NYG 20,10,7,"Eli Manning pass complete short right to Odell Beckham for 16 yards (tackle by Bashaud Breeland). Penalty on Bashaud Breeland: Defensive Holding (Declined), Penalty on Bashaud Breeland: Taunting, 15 yards",0.280,2.320
2,7:54,1,10,WAS 49,10,7,Andre Williams left tackle for -2 yards (tackle by Jarvis Jenkins and William Compton),2.320,1.510
2,7:23,2,12,NYG 49,10,7,Eli Manning pass complete short right to Larry Donnell for 5 yards (tackle by E.J. Biggers),1.510,1.490
2,6:46,3,7,WAS 46,10,7,Eli Manning pass incomplete short right intended for Rueben Randle (defended by Bashaud Breeland),1.490,0.200
2,6:38,4,7,WAS 46,10,7,"Steve Weatherford punts 37 yards, fair catch by Andre Roberts",0.200,0.380
2,6:30,1,10,WAS 9,10,7,Alfred Morris right end for 5 yards (tackle by Markus Kuhn and Mark Herzlich),-0.380,-0.390
2,5:53,2,5,WAS 14,10,7,Alfred Morris right end for 8 yards (tackle by Antrel Rolle and Jameel McClain),-0.390,0.410
2,5:13,1,10,WAS 22,10,7,Robert Griffin pass incomplete short left intended for DeSean Jackson (defended by Dominique Rodgers-Cromartie),0.410,-0.130
2,5:05,2,10,WAS 22,10,7,Robert Griffin pass incomplete short left intended for DeSean Jackson,-0.130,-0.820
2,5:01,3,10,WAS 22,10,7,Robert Griffin pass incomplete short right intended for Andre Roberts,-0.820,-1.900
2,4:53,4,10,WAS 22,10,7,"Tress Way punts 51 yards, returned by Odell Beckham for 1 yard (tackle by Niles Paul). Tress Way fumbles, recovered by Tress Way at WAS-9",-1.900,-0.810
2,4:42,1,10,NYG 28,10,7,Andre Williams left guard for 4 yards (tackle by Phillip Thomas),0.810,0.800
2,4:15,2,6,NYG 32,10,7,Eli Manning pass complete short right to Kevin Ogletree for 5 yards (tackle by Bashaud Breeland and E.J. Biggers),0.800,0.760
2,3:55,3,1,NYG 37,10,7,Henry Hynoski up the middle for no gain (tackle by Kedric Golston and Chris Baker),0.760,-0.910
2,3:10,4,1,NYG 37,10,7,Steve Weatherford punts 53 yards,-0.910,0.380
2,2:55,1,10,WAS 10,10,7,Alfred Morris left end for 9 yards (tackle by Damontre Moore),-0.380,0.240
2,2:25,2,1,WAS 19,10,7,Alfred Morris right tackle for 3 yards (tackle by Devon Kennard and Johnathan Hankins),0.240,0.410
2,2:00,1,10,WAS 22,10,7,Robert Griffin pass incomplete short right intended for DeSean Jackson (defended by Devon Kennard),0.410,-0.130
2,1:54,2,10,WAS 22,10,7,Robert Griffin pass complete short right to Silas Redd for 37 yards (tackle by Antrel Rolle),-0.130,2.850
2,1:46,1,10,NYG 41,10,7,Robert Griffin pass complete deep left to Andre Roberts for 20 yards (tackle by Stevie Brown),2.850,4.170
2,1:40,1,10,NYG 21,10,7,Chris Thompson left tackle for 7 yards (tackle by Charles Brown and Quintin Demps),4.170,4.170
2,1:01,1,10,NYG 21,10,7,Timeout #2 by Washington Redskins,4.170,4.740
2,1:01,2,3,NYG 14,10,7,Robert Griffin pass incomplete short left intended for Andre Roberts,4.740,4.020
2,0:56,3,3,NYG 14,10,7,Robert Griffin pass complete short left to Silas Redd for 8 yards (tackle by Quintin Demps),4.020,5.830
2,0:23,1,6,NYG 6,10,7,"Robert Griffin up the middle for 4 yards (tackle by Cullen Jenkins). Penalty on Jason Pierre-Paul: Defensive Offside, 2 yards (no play)",5.830,6.280
2,0:17,1,4,NYG 4,10,7,Robert Griffin sacked by Johnathan Hankins and Damontre Moore for -4 yards,6.280,6.280
2,0:12,1,4,NYG 4,10,7,Timeout #3 by Washington Redskins,6.280,4.570
2,0:12,2,8,NYG 8,10,7,Robert Griffin pass incomplete short left intended for Jordan Reed (defended by Antrel Rolle),4.570,3.580
2,0:08,3,8,NYG 8,10,7,"Robert Griffin right end for 7 yards (tackle by Jason Pierre-Paul). Robert Griffin fumbles (forced by Jason Pierre-Paul). Penalty on Santana Moss: Unsportsmanlike Conduct, 15 yards, Penalty on Santana Moss: Disqualification, 15 yards",3.580,3.580
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
2,0:08,3,8,NYG 8,10,7,--,3.580,2.950
Quarter,Time,Down,ToGo,Location,WAS,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,10,7,--,0.000,-4.440
3,14:58,1,10,WAS 17,10,7,Eli Manning pass complete short left to Odell Beckham for 4 yards (tackle by David Amerson),4.440,4.500
3,14:26,2,6,WAS 13,10,7,Eli Manning pass complete short left to Odell Beckham for 4 yards (tackle by David Amerson),4.500,4.570
3,13:48,3,2,WAS 9,10,7,"Penalty on J.D. Walton: False Start, 5 yards (no play)",4.570,3.500
3,13:31,3,7,WAS 14,10,7,Eli Manning pass incomplete short middle intended for Preston Parker (defended by Perry Riley),3.500,2.510
3,13:21,4,7,WAS 14,10,10,Josh Brown 32 yard field goal good,2.510,3.000
3,13:21,,,NYG 35,10,10,"Josh Brown kicks off 69 yards, returned by Andre Roberts for 33 yards (tackle by Chandler Fenner)",0.000,-0.870
3,13:10,1,10,WAS 29,10,10,Alfred Morris right guard for 4 yards (tackle by Johnathan Hankins and Jameel McClain),0.870,0.870
3,12:41,2,6,WAS 33,10,10,Robert Griffin right end for 23 yards (tackle by Damontre Moore),0.870,2.650
3,11:54,1,10,NYG 44,10,10,Alfred Morris left tackle for no gain (tackle by Mark Herzlich and Kerry Wynn),2.650,2.110
3,11:13,2,10,NYG 44,10,10,Robert Griffin right end for 4 yards (tackle by Devon Kennard),2.110,1.950
3,10:36,3,6,NYG 40,10,10,Robert Griffin pass complete short middle to Chris Thompson for 4 yards (tackle by Quintin Demps),1.950,1.950
3,9:45,3,6,NYG 40,10,10,Timeout #1 by Washington Redskins,1.950,0.890
3,9:45,4,2,NYG 36,10,10,"Robert Griffin sacked by Devon Kennard and Jason Pierre-Paul for -4 yards. Robert Griffin fumbles (forced by Devon Kennard), recovered by Kory Lichtensteiger at NYG-39",0.890,-1.600
3,9:37,1,10,NYG 40,10,10,"Eli Manning pass incomplete deep right intended for Odell Beckham. Penalty on Bashaud Breeland: Defensive Pass Interference, 17 yards (no play)",1.600,2.720
3,9:31,1,10,WAS 43,10,10,Andre Williams right guard for 1 yard (tackle by Phillip Thomas and William Compton),2.720,2.310
3,8:56,2,9,WAS 42,10,10,Eli Manning sacked by Ryan Kerrigan for -12 yards,2.310,0.040
3,8:13,3,21,NYG 46,10,10,Eli Manning pass complete short right to Andre Williams for 9 yards (tackle by William Compton and Trent Murphy),0.040,0.270
3,7:41,4,12,WAS 45,10,10,Steve Weatherford punts 38 yards,0.270,0.380
3,7:34,1,10,WAS 7,10,10,Alfred Morris right guard for no gain (tackle by Kerry Wynn and Markus Kuhn),-0.380,-0.780
3,7:03,2,10,WAS 7,10,10,Robert Griffin pass complete short left to Pierre Garcon for 4 yards (tackle by Charles Brown),-0.780,-0.950
3,6:19,3,6,WAS 11,10,10,Robert Griffin pass complete short middle to Andre Roberts for 61 yards (tackle by Dominique Rodgers-Cromartie),-0.950,3.710
3,5:24,1,10,NYG 28,10,10,"Robert Griffin left end for 11 yards (tackle by Antrel Rolle). Penalty on Antrel Rolle: Unnecessary Roughness, 9 yards",3.710,5.370
3,5:00,1,8,NYG 8,10,10,Alfred Morris left end for -3 yards (tackle by Devon Kennard and Mark Herzlich),5.370,4.020
3,4:21,2,11,NYG 11,10,10,Robert Griffin pass incomplete short left intended for Pierre Garcon,4.020,3.120
3,4:12,3,11,NYG 11,10,10,Robert Griffin sacked by Jason Pierre-Paul for -9 yards,3.120,2.120
3,3:35,4,20,NYG 20,13,10,Kai Forbath 38 yard field goal good,2.120,3.000
3,3:35,,,WAS 35,13,10,"Kai Forbath kicks off 67 yards, returned by Preston Parker for 21 yards (tackle by Trevardo Williams)",0.000,-0.150
3,3:21,1,10,NYG 19,13,10,Andre Williams left guard for 2 yards (tackle by Perry Riley),0.150,-0.060
3,2:52,2,8,NYG 21,13,10,Eli Manning pass complete short right to Daniel Fells for 16 yards (tackle by Ryan Clark),-0.060,1.400
3,2:13,1,10,NYG 37,13,10,"Eli Manning pass incomplete deep right intended for Odell Beckham (defended by Bashaud Breeland). Penalty on Bashaud Breeland: Defensive Pass Interference, 23 yards (no play)",1.400,2.920
3,2:04,1,10,WAS 40,13,10,Eli Manning pass complete short left to Kevin Ogletree for 5 yards (tackle by David Amerson),2.920,3.050
3,1:30,2,5,WAS 35,13,16,"Eli Manning pass complete short middle to Odell Beckham for 35 yards, touchdown",3.050,7.000
3,1:30,,,WAS 2,13,17,Josh Brown kicks extra point good,0.000,0.000
3,1:30,,,NYG 35,13,17,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
3,1:22,1,10,WAS 20,13,17,Robert Griffin pass complete short right to Darrel Young for 2 yards (tackle by Stevie Brown),0.280,0.000
3,0:53,2,8,WAS 22,13,17,Alfred Morris left tackle for 1 yard (tackle by Jason Pierre-Paul),0.000,-0.560
3,0:18,3,7,WAS 23,13,17,Robert Griffin pass complete short right to Jordan Reed for 2 yards (tackle by Dominique Rodgers-Cromartie and Quintin Demps),-0.560,-1.700
Quarter,Time,Down,ToGo,Location,WAS,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,WAS 25,13,17,"Tress Way punts 57 yards, returned by Odell Beckham for 13 yards (tackle by Ja'Gared Davis). Penalty on Nick Sundberg: Unnecessary Roughness, 15 yards",-1.700,-1.990
4,14:47,1,10,NYG 46,13,17,Andre Williams left tackle for 5 yards (tackle by Trent Murphy and Perry Riley),1.990,2.130
4,14:16,2,5,WAS 49,13,17,Eli Manning pass complete short left to Odell Beckham for 12 yards (tackle by Trent Murphy),2.130,3.120
4,13:45,1,10,WAS 37,13,17,Andre Williams right guard for 2 yards (tackle by Perry Riley and Chris Baker),3.120,2.840
4,13:06,2,8,WAS 35,13,17,Andre Williams left end for 5 yards (tackle by Perry Riley and Trent Murphy),2.840,2.810
4,12:26,3,3,WAS 30,13,17,"Eli Manning pass complete deep right to Odell Beckham for 30 yards. Penalty on Justin Pugh: Offensive Holding, 10 yards (no play)",2.810,1.490
4,12:16,3,13,WAS 40,13,17,Eli Manning pass complete short left to Rueben Randle for 12 yards (tackle by William Compton and Perry Riley),1.490,1.490
4,11:30,3,13,WAS 40,13,17,Timeout #1 by New York Giants,1.490,1.720
4,11:30,4,1,WAS 28,13,17,Odell Beckham right end for no gain (tackle by Ryan Clark),1.720,-0.810
4,11:24,1,10,WAS 28,13,17,Robert Griffin pass incomplete deep left intended for DeSean Jackson,0.810,0.260
4,11:17,2,10,WAS 28,13,17,Chris Thompson up the middle for 6 yards (tackle by Damontre Moore),0.260,0.370
4,10:42,3,4,WAS 34,13,17,Robert Griffin up the middle for 1 yard (tackle by Damontre Moore),0.370,-1.040
4,10:12,4,3,WAS 35,13,17,"Tress Way punts 36 yards, returned by Odell Beckham for 5 yards (tackle by Ja'Gared Davis). Penalty on Adrien Robinson: Illegal Block Above the Waist, 10 yards",-1.040,-0.540
4,10:00,1,10,NYG 24,13,17,Andre Williams up the middle for 4 yards (tackle by Chris Baker and Jarvis Jenkins),0.540,0.540
4,9:31,2,6,NYG 28,13,17,Andre Williams left guard for 6 yards (tackle by Phillip Thomas and Ryan Clark),0.540,1.200
4,8:53,1,10,NYG 34,13,17,Andre Williams left guard for 2 yards (tackle by William Compton),1.200,0.930
4,8:11,2,8,NYG 36,13,17,Eli Manning pass complete short middle to Odell Beckham for 9 yards (tackle by Bashaud Breeland),0.930,1.930
4,7:34,1,10,NYG 45,13,17,Eli Manning pass incomplete short right intended for Andre Williams,1.930,1.380
4,7:23,2,10,NYG 45,13,17,Eli Manning pass complete short right to Odell Beckham for 8 yards (tackle by Bashaud Breeland),1.380,1.750
4,6:55,3,2,WAS 47,13,17,Eli Manning pass complete short right to Odell Beckham for 21 yards (tackle by Ryan Clark). Penalty on WAS: Defensive 12 On-field (Declined),1.750,3.840
4,6:33,1,10,WAS 26,13,17,"Eli Manning pass incomplete short right intended for Odell Beckham. Penalty on Weston Richburg: Offensive Holding, 10 yards (no play)",3.840,3.180
4,6:23,1,20,WAS 36,13,17,Eli Manning pass incomplete short middle intended for Andre Williams (defended by Perry Riley),3.180,1.950
4,6:16,2,20,WAS 36,13,17,Eli Manning pass complete short left to Odell Beckham for 12 yards (tackle by Trent Murphy),1.950,2.870
4,5:42,3,8,WAS 24,13,17,Eli Manning pass complete short middle to Rueben Randle for 18 yards (tackle by Bashaud Breeland and Ryan Clark),2.870,5.830
4,4:50,1,6,WAS 6,13,17,Eli Manning pass incomplete short right intended for Odell Beckham (defended by Bashaud Breeland),5.830,4.950
4,4:45,2,6,WAS 6,13,23,"Eli Manning pass complete short left to Odell Beckham for 6 yards, touchdown",4.950,7.000
4,4:45,,,WAS 2,13,24,Josh Brown kicks extra point good,0.000,0.000
4,4:45,,,NYG 35,13,24,"Josh Brown kicks off 60 yards, out of bounds",0.000,-1.600
4,4:41,1,10,WAS 40,13,24,Robert Griffin pass incomplete short middle intended for Chris Thompson (defended by Quintin Demps),1.600,1.050
4,4:36,2,10,WAS 40,13,24,"Robert Griffin sacked by Johnathan Hankins for -9 yards. Robert Griffin fumbles (forced by Johnathan Hankins), recovered by Kory Lichtensteiger at WAS-28",1.050,-1.220
4,4:03,3,22,WAS 28,13,24,Robert Griffin sacked by Jason Pierre-Paul for -7 yards,-1.220,-1.960
4,3:43,4,29,WAS 21,13,24,"Tress Way punts 43 yards, fair catch by Odell Beckham",-1.960,-1.330
4,3:34,1,10,NYG 36,13,24,Andre Williams right tackle for 2 yards (tackle by Trent Robinson and Perry Riley),1.330,1.330
4,2:48,1,10,NYG 36,13,24,Timeout #2 by New York Giants,1.330,1.060
4,2:48,2,8,NYG 38,13,24,Andre Williams right end for no gain (tackle by Ryan Kerrigan and Chris Baker),1.060,1.060
4,2:43,2,8,NYG 38,13,24,Timeout #2 by Washington Redskins,1.060,0.370
4,2:43,3,8,NYG 38,13,24,Andre Williams right guard for 4 yards (tackle by Chris Baker and Stephen Bowen),0.370,0.370
4,2:39,3,8,NYG 38,13,24,Timeout #3 by Washington Redskins,0.370,-0.590
4,2:39,4,4,NYG 42,13,24,Steve Weatherford punts 40 yards,-0.590,-0.040
4,2:28,1,10,WAS 18,13,24,Robert Griffin pass complete short middle to Pierre Garcon for 5 yards (tackle by Quintin Demps),0.040,0.280
4,2:05,2,5,WAS 23,13,24,Robert Griffin pass complete short left to Chris Thompson for 9 yards (tackle by Dominique Rodgers-Cromartie),0.280,1.070
4,1:56,1,10,WAS 32,13,24,Robert Griffin pass complete short right to DeSean Jackson for 6 yards (tackle by Marcus Harris),1.070,1.340
4,1:36,2,4,WAS 38,13,24,Robert Griffin sacked by Johnathan Hankins for -4 yards,1.340,0.100
4,1:08,3,8,WAS 34,13,24,Chris Thompson up the middle for -1 yards (tackle by Johnathan Hankins and Kerry Wynn),0.100,-1.180
4,0:23,4,9,WAS 33,13,24,"Penalty on Robert Griffin: Delay of Game, 5 yards (no play)",-1.180,-1.500
4,0:20,4,14,WAS 28,13,24,"Tress Way punts 44 yards, muffed catch by Odell Beckham, recovered by Trent Robinson and returned for no gain",-1.500,3.640
4,0:09,1,10,NYG 29,13,24,Robert Griffin pass complete short left to DeSean Jackson for 3 yards (tackle by Marcus Harris),3.640,3.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
