Quarter,Time,Down,ToGo,Location,HOU,DEN,Detail,EPB,EPA
1,2:48,1,3,DEN 3,6,0,"Arian Foster right end for 3 yards, touchdown",6.510,7.000
1,,,,DEN 2,7,0,Neil Rackers kicks extra point good,0.000,0.000
1,,,,HOU 30,7,0,"Neil Rackers kicks off 73 yards, returned by Eric Decker for 25 yards (tackle by Xavier Adibi). Eric Decker fumbles (forced by Xavier Adibi), recovered by David Bruton at DEN-22",0.000,0.410
1,2:35,1,10,DEN 22,7,0,Tim Tebow pass complete deep right to Brandon Lloyd for 19 yards (tackle by Glover Quin),0.410,1.660
1,1:59,1,10,DEN 41,7,0,Knowshon Moreno middle for no gain (tackle by Shaun Cody),1.660,1.120
1,1:23,2,10,DEN 41,7,0,Tim Tebow pass incomplete short right intended for Eddie Royal,1.120,0.430
1,1:17,3,10,DEN 41,7,0,Tim Tebow middle for 1 yard (tackle by Tim Jamison),0.430,-0.590
1,0:38,4,9,DEN 42,7,0,"Britton Colquitt punts 46 yards, returned by Jacoby Jones for 2 yards (tackle by Daniel Coats)",-0.590,0.280
1,0:25,1,10,HOU 14,7,0,Arian Foster right guard for 1 yard (tackle by Wesley Woodyard),-0.280,-0.640
Quarter,Time,Down,ToGo,Location,HOU,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,HOU 15,7,0,Matt Schaub pass complete short right to Jacoby Jones for 47 yards (tackle by Wesley Woodyard),-0.640,3.050
2,14:11,1,10,DEN 38,7,0,Matt Schaub pass complete deep middle to Jacoby Jones for 34 yards (tackle by Renaldo Hill),3.050,6.280
2,13:33,1,4,DEN 4,7,0,Arian Foster right end for 1 yard (tackle by Wesley Woodyard),6.280,5.530
2,12:57,2,3,DEN 3,7,0,"Arian Foster left guard for no gain (tackle by Mario Haggan). Penalty on Ronald Fields: Defensive Holding, 2 yards (no play)",5.530,6.970
2,12:31,1,1,DEN 1,7,0,Arian Foster middle for -2 yards (tackle by Mario Haggan),6.970,5.530
2,11:51,2,3,DEN 3,13,0,"Matt Schaub pass complete short right to Owen Daniels for 3 yards, touchdown",5.530,7.000
2,,,,DEN 2,14,0,Neil Rackers kicks extra point good,0.000,0.000
2,,,,HOU 30,14,0,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
2,11:43,1,10,DEN 20,14,0,Knowshon Moreno middle for 2 yards (tackle by Damione Lewis),0.280,0.000
2,11:09,2,8,DEN 22,14,0,Knowshon Moreno right end for 11 yards (tackle by Glover Quin),0.000,1.140
2,10:29,1,10,DEN 33,14,0,Tim Tebow pass incomplete deep left intended for Brandon Lloyd,1.140,0.590
2,10:22,2,10,DEN 33,14,0,Correll Buckhalter middle for 4 yards (tackle by Bernard Pollard and Troy Nolan),0.590,0.430
2,9:44,3,6,DEN 37,14,0,Tim Tebow pass complete short left to Eddie Royal for 13 yards (tackle by Glover Quin),0.430,2.260
2,9:00,1,10,,14,0,"Lance Ball for 1 yard. Lance Ball fumbles, recovered by Lance Ball at 50",2.260,1.850
2,8:22,2,9,HOU 49,14,0,Tim Tebow pass complete short left to Correll Buckhalter for 5 yards (tackle by Jason Allen),1.850,1.820
2,7:40,3,4,HOU 44,14,0,Tim Tebow pass incomplete short right intended for Eddie Royal,1.820,0.330
2,7:36,4,4,HOU 44,14,0,"Britton Colquitt punts 44 yards, touchback",0.330,-0.280
2,7:26,1,10,HOU 20,14,0,Jacoby Jones right end for -3 yards (tackle by Jason Hunter),0.280,-0.790
2,6:57,2,13,HOU 17,14,0,Arian Foster middle for 12 yards (tackle by Brian Dawkins),-0.790,0.230
2,6:16,3,1,HOU 29,14,0,"Matt Schaub for no gain. Matt Schaub fumbles, recovered by Derrick Ward at HOU-26",0.230,-1.630
2,5:49,4,4,HOU 26,14,0,"Matt Turk punts 55 yards, returned by Eddie Royal for no gain. Penalty on Syd'Quan Thompson: Illegal Block Above the , 10 yards",-1.630,0.380
2,5:35,1,10,DEN 9,14,0,Knowshon Moreno middle for 2 yards (tackle by Brian Cushing),-0.380,-0.630
2,5:03,2,8,DEN 11,14,0,Knowshon Moreno right tackle for 2 yards (tackle by Darryl Sharpton and Zach Diles),-0.630,-0.950
2,4:20,3,6,DEN 13,14,0,Tim Tebow pass incomplete short left intended for Jabar Gaffney (defended by Jason Allen),-0.950,-2.490
2,4:17,4,6,DEN 13,14,0,"Britton Colquitt punts 52 yards, returned by Jacoby Jones for 12 yards (tackle by Britt Davis)",-2.490,-2.060
2,4:04,1,10,HOU 47,14,0,Matt Schaub pass complete short left to Owen Daniels for 5 yards (tackle by Andre' Goodman),2.060,2.190
2,3:31,2,5,DEN 48,14,0,Arian Foster left tackle for 4 yards (tackle by Wesley Woodyard),2.190,2.020
2,2:56,3,1,DEN 44,14,0,Arian Foster right tackle for 2 yards (tackle by Wesley Woodyard),2.020,2.790
2,2:18,1,10,DEN 42,14,0,Matt Schaub pass complete short right to James Casey for 21 yards (tackle by Wesley Woodyard),2.790,4.170
2,2:00,1,10,DEN 21,14,0,Arian Foster right tackle for 1 yard (tackle by Jamal Williams),4.170,3.760
2,1:20,2,9,DEN 20,14,0,Matt Schaub pass incomplete short middle intended for Kevin Walter,3.760,3.070
2,1:13,3,9,DEN 20,14,0,Matt Schaub pass complete short left to Arian Foster for 4 yards (tackle by D.J. Williams),3.070,2.430
2,0:26,,,,14,0,Timeout #1 by Houston Texans,0.000,2.430
2,0:26,4,5,DEN 16,17,0,Neil Rackers 34 yard field goal good,2.430,3.000
2,,,,HOU 30,17,0,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
2,0:22,1,10,DEN 20,17,0,Lance Ball middle for 10 yards (tackle by Troy Nolan and Damione Lewis),0.280,0.940
Quarter,Time,Down,ToGo,Location,HOU,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,17,0,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,DEN 20,17,0,Lance Ball right end for 15 yards (tackle by Darryl Sharpton),0.280,1.270
3,14:32,1,10,DEN 35,17,0,Tim Tebow pass complete deep middle to Jabar Gaffney for 50 yards (tackle by Troy Nolan),1.270,4.580
3,13:47,1,10,HOU 15,17,0,Correll Buckhalter middle for 9 yards (tackle by Troy Nolan),4.580,5.600
3,13:03,,,,17,0,Timeout #1 by Denver Broncos,0.000,5.600
3,13:03,2,1,HOU 6,17,6,"Correll Buckhalter middle for 6 yards, touchdown",5.600,7.000
3,,,,HOU 2,17,7,Steven Hauschka kicks extra point good,0.000,0.000
3,,,,DEN 30,17,7,"Steven Hauschka kicks off 70 yards, touchback",0.000,0.280
3,12:57,1,10,HOU 20,17,7,Arian Foster left tackle for 10 yards (tackle by Justin Bannan),0.280,0.940
3,12:17,1,10,HOU 30,17,7,Matt Schaub pass incomplete deep left intended for Jacoby Jones,0.940,0.390
3,12:10,2,10,HOU 30,17,7,Matt Schaub pass complete short left to Arian Foster for 28 yards (tackle by Andre' Goodman),0.390,2.790
3,11:42,1,10,DEN 42,17,7,Derrick Ward right guard for 3 yards (tackle by Justin Bannan),2.790,2.650
3,11:07,2,7,DEN 39,17,7,Matt Schaub pass incomplete short middle intended for Owen Daniels,2.650,1.950
3,11:03,3,7,DEN 39,17,7,Matt Schaub pass complete short left to Owen Daniels for 3 yards (tackle by Andre' Goodman),1.950,0.890
3,10:19,4,4,DEN 36,20,7,Neil Rackers 54 yard field goal good,0.890,3.000
3,,,,HOU 30,20,7,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
3,10:14,1,10,DEN 20,20,7,Tim Tebow pass complete deep left to Brandon Lloyd for 18 yards (tackle by Bernard Pollard),0.280,1.470
3,9:32,1,10,DEN 38,20,7,Tim Tebow pass complete deep left to Brandon Lloyd for 41 yards (tackle by Jason Allen),1.470,4.170
3,8:45,1,10,HOU 21,20,7,Lance Ball left tackle for 10 yards (tackle by Glover Quin),4.170,4.840
3,8:01,1,10,HOU 11,20,7,Tim Tebow pass incomplete short left intended for Brandon Lloyd,4.840,4.140
3,7:56,2,10,HOU 11,20,7,Lance Ball left tackle for 2 yards (tackle by Damione Lewis),4.140,3.530
3,7:16,3,8,HOU 9,20,7,Tim Tebow pass incomplete short right intended for Eddie Royal,3.530,2.830
3,7:10,4,8,HOU 9,20,10,Steven Hauschka 27 yard field goal good,2.830,3.000
3,,,,DEN 30,20,10,"Steven Hauschka kicks off 71 yards, returned by Steve Slaton for 21 yards (tackle by Eric Decker)",0.000,0.280
3,6:59,1,10,HOU 20,20,10,Matt Schaub pass complete short right to Owen Daniels for 2 yards (tackle by Perrish Cox),0.280,0.000
3,6:20,2,8,HOU 22,20,10,Matt Schaub pass complete short middle to Kevin Walter for 14 yards (tackle by Renaldo Hill and Brian Dawkins),0.000,1.330
3,5:44,1,10,HOU 36,20,10,Arian Foster right end for 11 yards (tackle by D.J. Williams),1.330,2.060
3,5:22,1,10,HOU 47,20,10,Matt Schaub pass complete short left to Jacoby Jones for 11 yards (tackle by Andre' Goodman),2.060,2.790
3,4:54,1,10,DEN 42,20,10,Arian Foster right end for -1 yards (tackle by Perrish Cox),2.790,2.110
3,4:14,2,11,DEN 43,20,10,"Matt Schaub pass incomplete deep right intended for Kevin Walter. Penalty on Kevin Walter: Offensive Pass Interfere, 10 yards (no play)",2.110,0.760
3,4:08,2,21,HOU 47,20,10,Matt Schaub pass complete short left to Derrick Ward for 10 yards (tackle by D.J. Williams),0.760,1.420
3,3:25,3,11,DEN 43,20,10,Matt Schaub pass complete short left to Joel Dreessen for 5 yards (tackle by Brian Dawkins),1.420,0.720
3,2:38,4,6,DEN 38,23,10,Neil Rackers 57 yard field goal good,0.720,3.000
3,,,,HOU 30,23,10,"Neil Rackers kicks off 66 yards, returned by Perrish Cox for 22 yards (tackle by Antwaun Molden)",0.000,0.670
3,2:28,1,10,DEN 26,23,10,Tim Tebow pass complete short right to Lance Ball for 13 yards (tackle by Glover Quin),0.670,1.530
3,1:47,1,10,DEN 39,23,10,Tim Tebow pass incomplete short left intended for Brandon Lloyd,1.530,0.990
3,1:40,2,10,DEN 39,23,10,Correll Buckhalter right guard for 10 yards (tackle by Darryl Sharpton),0.990,2.190
3,0:45,1,10,DEN 49,23,10,Correll Buckhalter middle for -4 yards (tackle by Darryl Sharpton),2.190,1.110
Quarter,Time,Down,ToGo,Location,HOU,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,14,DEN 45,23,10,"Tim Tebow sacked by Mark Anderson for -8 yards. Penalty on Jason Allen: Defensive Holding, 5 yards (no play)",1.110,2.260
4,14:41,1,10,,23,10,Correll Buckhalter middle for 1 yard (tackle by Mark Anderson),2.260,1.850
4,14:03,2,9,HOU 49,23,10,Tim Tebow pass incomplete deep left intended for Jabar Gaffney,1.850,1.160
4,13:56,3,9,HOU 49,23,10,Tim Tebow pass complete deep right to Brandon Lloyd for 18 yards (tackle by Bernard Pollard),1.160,3.510
4,13:27,1,10,HOU 31,23,10,Correll Buckhalter right end for 7 yards (tackle by Darryl Sharpton),3.510,3.910
4,12:58,,,,23,10,Timeout #1 by Houston Texans,0.000,3.910
4,12:58,2,3,HOU 24,23,10,Tim Tebow right guard for 5 yards (tackle by Tim Jamison),3.910,4.310
4,12:19,1,10,HOU 19,23,10,"Tim Tebow for no gain. Tim Tebow fumbles, recovered by Tim Tebow at HOU-20",4.310,3.630
4,11:42,2,11,HOU 20,23,10,Tim Tebow sacked by Tim Jamison for -3 yards,3.630,2.540
4,11:05,3,14,HOU 23,23,16,"Tim Tebow pass complete short left to Correll Buckhalter for 23 yards, touchdown",2.540,7.000
4,,,,HOU 2,23,17,Steven Hauschka kicks extra point good,0.000,0.000
4,,,,DEN 30,23,17,"Steven Hauschka kicks off 70 yards, touchback",0.000,0.280
4,10:55,1,10,HOU 20,23,17,Matt Schaub pass incomplete short left intended for Owen Daniels,0.280,-0.270
4,10:48,2,10,HOU 20,23,17,Matt Schaub pass complete short left to Jacoby Jones for 12 yards (tackle by Renaldo Hill),-0.270,1.070
4,10:07,1,10,HOU 32,23,17,Arian Foster left tackle for 2 yards (tackle by Kevin Vickerson),1.070,0.800
4,9:26,2,8,HOU 34,23,17,Matt Schaub pass complete short middle to Arian Foster for 11 yards (tackle by Brian Dawkins),0.800,1.930
4,8:42,1,10,HOU 45,23,17,Arian Foster right guard for 3 yards (tackle by Jamal Williams and Robert Ayers),1.930,1.790
4,8:03,2,7,HOU 48,23,17,Matt Schaub pass incomplete short left intended for Jacoby Jones (defended by Andre' Goodman),1.790,1.090
4,7:59,3,7,HOU 48,23,17,Matt Schaub pass incomplete short right intended for Owen Daniels,1.090,-0.190
4,7:54,4,7,HOU 48,23,17,Matt Turk punts 29 yards,-0.190,-0.540
4,7:42,1,10,DEN 24,23,17,Tim Tebow pass incomplete short right intended for Richard Quinn,0.540,0.000
4,7:35,2,10,DEN 24,23,17,Correll Buckhalter left guard for no gain (tackle by Amobi Okoye),0.000,-0.690
4,6:49,3,10,DEN 24,23,17,Tim Tebow pass complete short right to Correll Buckhalter for 22 yards (tackle by Glover Quin),-0.690,1.990
4,6:08,,,,23,17,Timeout #2 by Houston Texans,0.000,1.990
4,6:07,1,10,DEN 46,23,17,Tim Tebow pass incomplete deep left intended for Jabar Gaffney,1.990,1.450
4,5:59,2,10,DEN 46,23,17,Tim Tebow pass complete short left to Brandon Lloyd for 15 yards (tackle by Zach Diles and Jason Allen),1.450,2.980
4,5:15,1,10,HOU 39,23,17,Tim Tebow pass complete short left to Jabar Gaffney for 8 yards (tackle by Glover Quin),2.980,3.520
4,4:48,2,2,HOU 31,23,17,Correll Buckhalter middle for 4 yards (tackle by Kevin Bentley and Bernard Pollard),3.520,3.780
4,4:08,1,10,HOU 27,23,17,Tim Tebow left end for 11 yards (tackle by Bernard Pollard),3.780,4.510
4,4:00,,,,23,17,Timeout #2 by Denver Broncos,0.000,4.510
4,4:00,1,10,HOU 16,23,17,Tim Tebow middle for 6 yards (tackle by Bernard Pollard),4.510,4.970
4,3:26,2,4,HOU 10,23,17,Tim Tebow pass incomplete short left intended for Eddie Royal,4.970,4.170
4,3:21,3,4,HOU 10,23,17,"Tim Tebow pass incomplete short left intended for Eddie Royal. Penalty on Glover Quin: Defensive Pass Interfere, 9 yards (no play)",4.170,6.970
4,3:15,1,1,HOU 1,23,17,"Penalty on Chris Kuper: False Start, 5 yards (no play)",6.970,5.830
4,3:15,1,6,HOU 6,23,17,Tim Tebow pass incomplete short left intended for Eddie Royal,5.830,4.950
4,3:11,2,6,HOU 6,23,23,"Tim Tebow left end for 6 yards, touchdown",4.950,7.000
4,,,,HOU 2,23,24,Steven Hauschka kicks extra point good,0.000,0.000
4,,,,DEN 30,23,24,"Steven Hauschka kicks off 75 yards, returned by Steve Slaton for 22 yards (tackle by David Veikune)",0.000,-0.060
4,2:57,1,10,HOU 17,23,24,Matt Schaub pass incomplete short middle intended for Owen Daniels (defended by Jamal Williams),-0.060,-0.580
4,2:52,2,10,HOU 17,23,24,Matt Schaub pass complete short right to Joel Dreessen for 13 yards (tackle by Wesley Woodyard),-0.580,0.940
4,2:28,1,10,HOU 30,23,24,Matt Schaub pass complete short middle to Owen Daniels for 15 yards (tackle by Brian Dawkins),0.940,1.930
4,2:05,1,10,HOU 45,23,24,Matt Schaub pass incomplete short right intended for Owen Daniels (defended by Brian Dawkins),1.930,1.380
4,1:59,2,10,HOU 45,23,24,Matt Schaub pass complete short left to Joel Dreessen for 15 yards (tackle by Brian Dawkins),1.380,2.920
4,1:52,1,10,DEN 40,23,24,Matt Schaub pass complete short right to Arian Foster for 1 yard (tackle by Renaldo Hill),2.920,2.510
4,1:19,2,9,DEN 39,23,24,Matt Schaub pass incomplete short middle intended for Owen Daniels is intercepted by Syd'Quan Thompson at DEN-25 and returned for 2 yards,2.510,-0.740
4,1:12,1,10,DEN 27,23,24,Tim Tebow kneels for -1 yards,0.740,0.060
4,1:11,,,,23,24,Timeout #3 by Houston Texans,0.000,0.060
4,1:11,2,11,DEN 26,23,24,Tim Tebow kneels for -1 yards,0.060,-0.760
4,0:33,3,12,DEN 25,23,24,Tim Tebow kneels for -1 yards,-0.760,-1.770
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
