Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
1,5:36,1,10,DEN 18,0,3,"Alex Smith pass complete short left to Anthony Sherman for 2 yards (tackle by Danny Trevathan). Anthony Sherman fumbles (forced by Danny Trevathan), recovered by Quentin Jammer at DEN-16 (tackle by Rodney Hudson)",4.370,0.140
1,5:28,1,10,DEN 16,0,3,Knowshon Moreno right tackle for 2 yards (tackle by Justin Houston),-0.140,-0.350
1,4:53,2,8,DEN 18,0,3,Knowshon Moreno left tackle for 3 yards (tackle by Dontari Poe),-0.350,-0.700
1,4:13,3,5,DEN 21,0,3,Peyton Manning pass complete deep right to Demaryius Thomas for 70 yards (tackle by Quintin Demps),-0.700,5.140
1,3:43,1,9,KAN 9,0,3,Knowshon Moreno left tackle for no gain (tackle by Justin Houston),5.140,4.380
1,3:07,2,9,KAN 9,0,9,"Peyton Manning pass complete short left to Julius Thomas for 9 yards, touchdown",4.380,7.000
1,3:07,,,KAN 2,0,10,Matt Prater kicks extra point good,0.000,0.000
1,3:07,,,DEN 35,0,10,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
1,3:03,1,10,KAN 20,0,10,"Penalty on Kevin Vickerson: Encroachment, 5 yards (no play)",0.280,1.010
1,3:03,1,5,KAN 25,0,10,Jamaal Charles left end for -3 yards (tackle by Shaun Phillips and Danny Trevathan),1.010,0.000
1,2:21,2,8,KAN 22,0,10,"Alex Smith pass incomplete deep right intended for Dwayne Bowe. Penalty on Chris Harris: Defensive Holding, 5 yards (no play)",0.000,0.740
1,2:16,1,10,KAN 27,0,10,Alex Smith pass complete short middle to Sean McGrath for 19 yards (tackle by Danny Trevathan and Wesley Woodyard),0.740,1.990
1,1:32,1,10,KAN 46,0,10,Alex Smith pass complete short right to Anthony Fasano for 5 yards (tackle by Wesley Woodyard and Danny Trevathan),1.990,2.130
1,0:56,2,5,DEN 49,0,10,Jamaal Charles up the middle for 9 yards (tackle by Danny Trevathan),2.130,2.920
1,0:17,1,10,DEN 40,0,10,"Alex Smith for no gain. Alex Smith fumbles, recovered by Alex Smith at DEN-40",2.920,2.370
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,DEN 40,0,10,Alex Smith pass complete deep right to Dwayne Bowe for 26 yards (tackle by Rahim Moore),2.370,4.650
2,14:22,1,10,DEN 14,0,10,Jamaal Charles right tackle for 2 yards (tackle by Von Miller and Kevin Vickerson),4.650,4.330
2,13:41,2,8,DEN 12,0,10,"Alex Smith pass incomplete short right intended for Jamaal Charles. Penalty on Duke Ihenacho: Taunting, 6 yards",4.330,5.830
2,13:36,1,6,DEN 6,0,10,Alex Smith pass incomplete short right intended for Jamaal Charles,5.830,4.950
2,13:33,2,6,DEN 6,0,10,Alex Smith pass incomplete short middle intended for Dwayne Bowe (defended by Kayvon Webster),4.950,4.040
2,13:28,3,6,DEN 6,6,10,"Alex Smith pass complete short right to Dwayne Bowe for 6 yards, touchdown",4.040,7.000
2,13:28,,,DEN 2,7,10,Ryan Succop kicks extra point good,0.000,0.000
2,13:28,,,KAN 35,7,10,"Ryan Succop kicks off 72 yards, returned by Trindon Holliday for 28 yards (tackle by Frank Zombo)",0.000,-0.340
2,13:17,1,10,DEN 21,7,10,Peyton Manning pass complete short middle to Demaryius Thomas for 11 yards (tackle by Marcus Cooper). Penalty on Eric Berry: Defensive Holding (Declined),0.340,1.070
2,13:01,1,10,DEN 32,7,10,Knowshon Moreno right tackle for 1 yard (tackle by Sanders Commings),1.070,0.660
2,12:25,2,9,DEN 33,7,10,Peyton Manning pass complete deep middle to Julius Thomas for 20 yards (tackle by Eric Berry),0.660,2.460
2,11:54,1,10,KAN 47,7,10,Peyton Manning pass incomplete short left intended for Eric Decker (defended by Sean Smith),2.460,1.910
2,11:51,2,10,KAN 47,7,10,Peyton Manning pass complete short right to Demaryius Thomas for 29 yards (tackle by Kendrick Lewis),1.910,4.370
2,11:26,1,10,KAN 18,7,10,Peyton Manning pass complete short right to Montee Ball for -1 yards (tackle by Eric Berry),4.370,3.670
2,10:40,2,11,KAN 19,7,10,"Peyton Manning pass incomplete short left intended for Wes Welker (defended by Marcus Cooper). Penalty on Marcus Cooper: Defensive Holding, 5 yards (no play)",3.670,4.650
2,10:35,1,10,KAN 14,7,10,Knowshon Moreno right guard for 1 yard (tackle by Allen Bailey),4.650,4.160
2,10:07,2,9,KAN 13,7,10,Peyton Manning pass complete short middle to Wes Welker for 7 yards (tackle by Justin Houston),4.160,4.730
2,9:36,3,2,KAN 6,7,10,Knowshon Moreno up the middle for 5 yards (tackle by Kendrick Lewis and Quintin Demps),4.730,6.970
2,9:12,1,1,KAN 1,7,10,Peyton Manning pass incomplete short middle intended for Wes Welker. Penalty on Brandon Flowers: Defensive Pass Interference (no play),6.970,6.970
2,9:09,1,1,KAN 1,7,16,"Montee Ball left guard for 1 yard, touchdown",6.970,7.000
2,9:09,,,KAN 2,7,17,Matt Prater kicks extra point good,0.000,0.000
2,9:09,,,DEN 35,7,17,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
2,9:05,1,10,KAN 20,7,17,"Penalty on Robert Ayers: Encroachment, 5 yards (no play)",0.280,1.010
2,9:05,1,5,KAN 25,7,17,Jamaal Charles right guard for 3 yards (tackle by Mitch Unrein),1.010,0.810
2,8:29,2,2,KAN 28,7,17,Alex Smith pass incomplete short right intended for Dexter McCluster,0.810,0.100
2,8:25,3,2,KAN 28,7,17,"Alex Smith pass incomplete deep right intended for Dwayne Bowe. Penalty on Duke Ihenacho: Defensive Holding, 5 yards (no play)",0.100,1.140
2,8:20,1,10,KAN 33,7,17,Jamaal Charles for 35 yards,1.140,3.450
2,7:43,1,10,DEN 32,7,17,Knile Davis up the middle for 3 yards (tackle by Derek Wolfe),3.450,3.310
2,7:06,2,7,DEN 29,7,17,Alex Smith pass incomplete short right intended for Dwayne Bowe,3.310,2.610
2,7:00,3,7,DEN 29,7,17,Alex Smith pass complete short left to Dwayne Bowe for 9 yards (tackle by Duke Ihenacho),2.610,4.240
2,6:22,1,10,DEN 20,7,17,Knile Davis right end for 7 yards (tackle by Mitch Unrein),4.240,4.830
2,5:42,2,3,DEN 13,7,17,Alex Smith pass complete short left to Knile Davis for 11 yards (tackle by Danny Trevathan),4.830,6.740
2,5:17,1,2,DEN 2,7,17,Jamaal Charles left guard for no gain (tackle by Mike Adams),6.740,5.720
2,4:36,2,2,DEN 2,7,17,Anthony Sherman up the middle for 1 yard (tackle by Terrance Knighton and Shaun Phillips),5.720,5.170
2,3:57,3,1,DEN 1,7,17,Jamaal Charles right guard for no gain (tackle by Steven Johnson),5.170,3.550
2,2:58,4,1,DEN 1,10,17,Ryan Succop 20 yard field goal good,3.550,3.000
2,2:58,,,KAN 35,10,17,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
2,2:55,1,10,DEN 20,10,17,Peyton Manning pass complete short right to Wes Welker for -1 yards (tackle by Brandon Flowers),0.280,-0.460
2,2:16,2,11,DEN 19,10,17,Peyton Manning pass complete short middle to Wes Welker for 15 yards (tackle by Eric Berry),-0.460,1.200
2,2:00,1,10,DEN 34,10,17,Knowshon Moreno up the middle for 4 yards (tackle by Justin Houston),1.200,1.200
2,1:38,2,6,DEN 38,10,17,Peyton Manning pass complete short left to Eric Decker for 8 yards (tackle by Sean Smith),1.200,1.990
2,1:16,1,10,DEN 46,10,17,Peyton Manning pass incomplete deep right intended for Demaryius Thomas,1.990,1.450
2,1:13,2,10,DEN 46,10,17,Peyton Manning pass complete short left to Julius Thomas for 14 yards (tackle by Eric Berry),1.450,2.920
2,1:05,1,10,KAN 40,10,17,Knowshon Moreno up the middle for 5 yards (tackle by Derrick Johnson),2.920,3.050
2,0:46,2,5,KAN 35,10,17,Peyton Manning pass incomplete deep right intended for Demaryius Thomas,3.050,2.340
2,0:42,3,5,KAN 35,10,17,Knowshon Moreno up the middle for 1 yard (tackle by Justin Houston),2.340,2.340
2,0:37,3,5,KAN 35,10,17,Timeout #1 by Kansas City Chiefs,2.340,1.080
2,0:37,4,4,KAN 34,10,17,Matt Prater 52 yard field goal no good,1.080,-1.730
2,0:32,1,10,KAN 42,10,17,Alex Smith pass complete deep middle to Dwayne Bowe for 16 yards (tackle by Chris Harris),1.730,1.730
2,0:23,1,10,KAN 42,10,17,Timeout #2 by Kansas City Chiefs,1.730,2.790
2,0:23,1,10,DEN 42,10,17,Alex Smith sacked by Shaun Phillips for -9 yards,2.790,2.790
2,0:11,1,10,DEN 42,10,17,Timeout #3 by Kansas City Chiefs,2.790,1.030
2,0:11,2,19,KAN 49,10,17,"Alex Smith pass complete short right to Dexter McCluster for -1 yards (tackle by David Bruton). Dexter McCluster fumbles (forced by David Bruton), recovered by Jamaal Charles at KAN-48. Penalty on Wesley Woodyard: Defensive Holding, 5 yards (no play)",1.030,2.520
2,0:00,1,10,DEN 46,10,17,Alex Smith left end for 25 yards (tackle by Shaun Phillips),2.520,0.870
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,10,17,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,DEN 20,10,17,Peyton Manning pass incomplete short right intended for Demaryius Thomas,0.280,-0.270
3,14:55,2,10,DEN 20,10,17,Knowshon Moreno up the middle for 1 yard (tackle by Tyson Jackson),-0.270,-0.820
3,14:14,3,9,DEN 21,10,17,Peyton Manning pass incomplete deep right intended for Julius Thomas,-0.820,-1.960
3,14:09,4,9,DEN 21,10,17,"Britton Colquitt punts 46 yards, returned by Dexter McCluster for 4 yards (tackle by David Bruton)",-1.960,-1.400
3,13:58,1,10,KAN 37,10,17,Alex Smith pass incomplete short right intended for Jamaal Charles (defended by Malik Jackson),1.400,0.860
3,13:51,2,10,KAN 37,10,17,Alex Smith left end for 3 yards (tackle by Shaun Phillips),0.860,0.560
3,13:08,3,7,KAN 40,10,17,Alex Smith pass incomplete deep left intended for Dexter McCluster,0.560,-0.720
3,13:02,4,7,KAN 40,10,17,"Dustin Colquitt punts 60 yards, touchback",-0.720,-0.280
3,12:51,1,10,DEN 20,10,17,Knowshon Moreno up the middle for 9 yards (tackle by Justin Houston),0.280,0.950
3,12:30,2,1,DEN 29,10,17,Knowshon Moreno up the middle for 3 yards (tackle by Derrick Johnson),0.950,1.070
3,12:11,1,10,DEN 32,10,17,Knowshon Moreno right end for 2 yards (tackle by Dontari Poe),1.070,0.800
3,11:51,2,8,DEN 34,10,17,Peyton Manning pass incomplete short middle intended for Wes Welker (defended by Justin Houston),0.800,0.100
3,11:47,3,8,DEN 34,10,17,"Peyton Manning pass complete deep left to Wes Welker for 19 yards. Penalty on Orlando Franklin: Offensive Holding, 10 yards (no play)",0.100,-1.220
3,11:21,3,18,DEN 24,10,17,Peyton Manning pass incomplete short middle intended for Demaryius Thomas (defended by Dontari Poe),-1.220,-1.770
3,11:17,4,18,DEN 24,10,17,"Britton Colquitt punts 48 yards, returned by Dexter McCluster for 7 yards (tackle by Virgil Green)",-1.770,-1.270
3,11:06,1,10,KAN 35,10,17,Jamaal Charles up the middle for no gain (tackle by Danny Trevathan),1.270,0.720
3,10:31,2,10,KAN 35,10,17,Alex Smith pass complete short right to Sean McGrath for 21 yards (tackle by Kayvon Webster),0.720,2.650
3,9:54,1,10,DEN 44,10,17,"Jamaal Charles up the middle for 7 yards (tackle by Mike Adams). Penalty on Donnie Avery: Illegal Block Above the Waist, 10 yards",2.650,2.460
3,9:38,1,13,DEN 47,10,17,Alex Smith pass incomplete short right intended for Anthony Sherman (defended by Shaun Phillips),2.460,1.710
3,9:35,2,13,DEN 47,10,17,Alex Smith sacked by Derek Wolfe for -14 yards,1.710,-0.820
3,8:55,3,27,KAN 39,10,17,Alex Smith pass complete short middle to Dexter McCluster for 6 yards (tackle by Wesley Woodyard),-0.820,-0.390
3,8:15,4,21,KAN 45,10,17,"Dustin Colquitt punts 55 yards, touchback",-0.390,-0.280
3,8:06,1,10,DEN 20,10,17,Peyton Manning pass complete short right to Eric Decker for 9 yards (tackle by Marcus Cooper),0.280,0.950
3,7:48,2,1,DEN 29,10,17,Montee Ball up the middle for 2 yards (tackle by Dontari Poe),0.950,1.000
3,7:22,1,10,DEN 31,10,17,Peyton Manning pass incomplete short middle intended for Montee Ball,1.000,0.460
3,7:18,2,10,DEN 31,10,17,Montee Ball up the middle for 3 yards (tackle by Allen Bailey),0.460,0.170
3,6:45,3,7,DEN 34,10,17,Peyton Manning pass incomplete short right intended for Julius Thomas,0.170,-1.110
3,6:41,4,7,DEN 34,10,17,"Britton Colquitt punts 54 yards, returned by Dexter McCluster for 1 yard (tackle by Andre Caldwell)",-1.110,0.320
3,6:31,1,10,KAN 13,10,17,Alex Smith pass incomplete deep left intended for Donnie Avery (defended by Dominique Rodgers-Cromartie),-0.320,-0.770
3,6:24,2,10,KAN 13,10,17,Jamaal Charles left tackle for 3 yards (tackle by Duke Ihenacho),-0.770,-1.060
3,5:40,3,7,KAN 16,10,17,Alex Smith pass incomplete short right intended for Dwayne Bowe,-1.060,-2.390
3,5:35,4,7,KAN 16,10,17,"Dustin Colquitt punts 53 yards, returned by Trindon Holliday for 4 yards (tackle by Akeem Jordan)",-2.390,-1.270
3,5:24,1,10,DEN 35,10,17,Knowshon Moreno up the middle for 11 yards (tackle by Kendrick Lewis),1.270,1.990
3,4:57,1,10,DEN 46,10,17,Knowshon Moreno right tackle for no gain (tackle by Justin Houston),1.990,1.450
3,4:32,2,10,DEN 46,10,17,Peyton Manning pass complete short left to Wes Welker for 7 yards (tackle by Quintin Demps),1.450,1.690
3,3:54,3,3,KAN 47,10,17,Peyton Manning pass complete short right to Eric Decker for 33 yards (tackle by Quintin Demps),1.690,4.650
3,3:03,1,10,KAN 14,10,17,Peyton Manning pass complete short right to Montee Ball for 6 yards (tackle by Eric Berry),4.650,5.090
3,2:28,2,4,KAN 8,10,23,"Montee Ball right end for 8 yards, touchdown",5.090,7.000
3,2:28,,,KAN 2,10,24,"Matt Prater kicks extra point good. Penalty on KAN: Defensive 12 On-field, 5 yards",0.000,0.000
3,2:28,,,DEN 40,10,24,"Matt Prater kicks off 67 yards, returned by Knile Davis for 23 yards (tackle by Omar Bolden). Penalty on Cyrus Gray: Offensive Holding, 8 yards",0.000,0.380
3,2:16,1,10,KAN 8,10,24,Alex Smith pass complete short right to Dexter McCluster for 6 yards (tackle by Kayvon Webster),-0.380,-0.320
3,1:40,2,4,KAN 14,10,24,Alex Smith right end for 17 yards (tackle by Kayvon Webster),-0.320,1.000
3,1:05,1,10,KAN 31,10,24,Jamaal Charles left tackle for 5 yards (tackle by Shaun Phillips),1.000,1.140
3,0:30,2,5,KAN 36,10,24,Jamaal Charles right end for 9 yards (tackle by Duke Ihenacho),1.140,1.930
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 45,10,24,Jamaal Charles up the middle for 1 yard (tackle by Malik Jackson),1.930,1.520
4,14:21,2,9,KAN 46,10,24,Alex Smith pass complete short left to Dexter McCluster for 10 yards,1.520,2.650
4,13:57,1,10,DEN 44,10,24,Knile Davis right guard for 3 yards (tackle by Shaun Phillips),2.650,2.520
4,13:20,2,7,DEN 41,10,24,"Alex Smith right end for 9 yards (tackle by Wesley Woodyard). Penalty on Sean McGrath: Offensive Holding, 10 yards (no play)",2.520,1.170
4,12:50,2,17,KAN 49,10,24,Alex Smith pass incomplete short left intended for Dexter McCluster (defended by Quentin Jammer),1.170,0.500
4,12:48,3,17,KAN 49,10,24,Alex Smith pass complete short middle to Anthony Fasano for 10 yards (tackle by Chris Harris),0.500,0.530
4,11:58,4,7,DEN 41,10,24,"Dustin Colquitt punts 41 yards, touchback",0.530,-0.280
4,11:48,1,10,DEN 20,10,24,Montee Ball left guard for 2 yards (tackle by Justin Houston),0.280,0.000
4,11:22,2,8,DEN 22,10,24,Peyton Manning pass complete short right to Wes Welker for 20 yards (tackle by Allen Bailey),0.000,1.730
4,10:19,1,10,DEN 42,10,24,Montee Ball right guard for 3 yards (tackle by Derrick Johnson),1.730,1.590
4,9:42,2,7,DEN 45,10,24,Peyton Manning pass complete short middle to Eric Decker for 17 yards (tackle by Marcus Cooper),1.590,3.050
4,9:12,1,10,KAN 38,10,24,Peyton Manning pass incomplete deep right intended for Andre Caldwell,3.050,2.510
4,9:07,2,10,KAN 38,10,24,Peyton Manning pass complete short right to Montee Ball for 11 yards (tackle by Kendrick Lewis),2.510,3.780
4,8:20,1,10,KAN 27,10,24,Montee Ball up the middle for no gain (tackle by Tamba Hali),3.780,3.230
4,7:48,2,10,KAN 27,10,24,Peyton Manning pass incomplete short right intended for Demaryius Thomas,3.230,2.540
4,7:44,3,10,KAN 27,10,24,Peyton Manning pass complete short right to Wes Welker for 9 yards (tackle by Brandon Flowers),2.540,2.540
4,7:10,3,10,KAN 27,10,24,Timeout #1 by Denver Broncos,2.540,2.400
4,7:10,4,1,KAN 18,10,27,Matt Prater 36 yard field goal good,2.400,3.000
4,7:10,,,DEN 35,10,27,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
4,7:06,1,10,KAN 20,10,27,"Penalty on Kayvon Webster: Defensive Delay of Game, 5 yards (no play)",0.280,1.010
4,7:06,1,5,KAN 25,10,27,Alex Smith pass incomplete short left intended for Jamaal Charles (defended by Shaun Phillips),1.010,0.410
4,7:02,2,5,KAN 25,10,27,Alex Smith pass incomplete short right intended for Dwayne Bowe,0.410,-0.300
4,6:57,3,5,KAN 25,10,27,Alex Smith pass complete short middle to Anthony Fasano for 12 yards (tackle by Danny Trevathan and Malik Jackson),-0.300,1.400
4,6:25,1,10,KAN 37,10,27,Alex Smith pass incomplete short left intended for Dwayne Bowe (defended by Quentin Jammer),1.400,0.860
4,6:21,2,10,KAN 37,10,27,"Alex Smith pass complete deep middle to Donnie Avery for 20 yards (tackle by Quentin Jammer). Penalty on Mike Adams: Face Mask (15 Yards), 15 yards",0.860,3.710
4,5:54,1,10,DEN 28,10,27,Alex Smith pass incomplete deep middle intended for Dwayne Bowe,3.710,3.170
4,5:47,2,10,DEN 28,10,27,Alex Smith pass incomplete short right intended for Jamaal Charles,3.170,2.480
4,5:39,3,10,DEN 28,10,27,"Penalty on Robert Ayers: Neutral Zone Infraction, 5 yards (no play)",2.480,3.140
4,5:39,3,5,DEN 23,10,27,Alex Smith pass complete short right to Dexter McCluster for 13 yards (tackle by Mike Adams),3.140,4.910
4,5:02,1,10,DEN 10,16,27,"Alex Smith pass complete short right to Anthony Fasano for 10 yards, touchdown",4.910,7.000
,,,,,,,"KAN challenged the incomplete pass ruling, and the original play was overturned.",,
4,5:02,,,DEN 2,17,27,Ryan Succop kicks extra point good,0.000,0.000
4,5:02,,,KAN 35,17,27,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
4,4:56,1,10,DEN 20,17,27,Knowshon Moreno right tackle for 5 yards (tackle by Allen Bailey),0.280,0.280
4,4:52,1,10,DEN 20,17,27,Timeout #1 by Kansas City Chiefs,0.280,0.410
4,4:52,2,5,DEN 25,17,27,Knowshon Moreno up the middle for 1 yard (tackle by Allen Bailey and Justin Houston),0.410,0.410
4,4:47,2,5,DEN 25,17,27,Timeout #2 by Kansas City Chiefs,0.410,-0.160
4,4:47,3,4,DEN 26,17,27,Peyton Manning pass complete short right to Eric Decker for 4 yards (tackle by Marcus Cooper),-0.160,0.940
,,,,,,,"DEN challenged the first down ruling, and the original play was overturned.",,
4,4:41,1,10,DEN 30,17,27,Knowshon Moreno right guard for 2 yards (tackle by Justin Houston),0.940,0.940
4,4:35,1,10,DEN 30,17,27,Timeout #3 by Kansas City Chiefs,0.940,0.660
4,4:35,2,8,DEN 32,17,27,"Penalty on Zane Beadles: False Start, 5 yards (no play)",0.660,-0.010
4,4:35,2,13,DEN 27,17,27,Peyton Manning pass complete short right to Demaryius Thomas for 5 yards (tackle by Marcus Cooper),-0.010,-0.030
4,3:55,3,8,DEN 32,17,27,Peyton Manning pass incomplete short right intended for Demaryius Thomas,-0.030,-1.240
4,3:51,4,8,DEN 32,17,27,"Britton Colquitt punts 46 yards, returned by Dexter McCluster for 8 yards (tackle by Montee Ball)",-1.240,-0.940
4,3:38,1,10,KAN 30,17,27,Alex Smith pass complete deep right to Dexter McCluster for 18 yards,0.940,2.130
4,3:32,1,10,KAN 48,17,27,Alex Smith up the middle for 7 yards (tackle by Shaun Phillips),2.130,2.530
4,3:06,2,3,DEN 45,17,27,Alex Smith pass incomplete,2.530,1.820
4,3:01,3,3,DEN 45,17,27,Alex Smith pass incomplete short left intended for Dwayne Bowe (defended by Dominique Rodgers-Cromartie),1.820,0.270
4,2:57,4,3,DEN 45,17,27,Alex Smith pass incomplete short right intended for Dwayne Bowe,0.270,-1.990
4,2:50,1,10,DEN 46,17,27,Knowshon Moreno right tackle for 3 yards (tackle by Allen Bailey),1.990,1.860
4,2:09,2,7,DEN 49,17,27,"Penalty on Joel Dreessen: False Start, 5 yards (no play)",1.860,1.180
4,2:09,2,12,DEN 44,17,27,Knowshon Moreno right guard for -1 yards (tackle by Tamba Hali),1.180,0.370
4,2:00,3,13,DEN 43,17,27,Knowshon Moreno left tackle for 3 yards (tackle by Tamba Hali),0.370,0.370
4,1:15,3,13,DEN 43,17,27,Timeout #2 by Denver Broncos,0.370,-0.320
4,1:15,4,10,DEN 46,17,27,"Britton Colquitt punts 41 yards. Penalty on Omar Bolden: Player Out of Bounds on Punt, 6 yards (no play)",-0.320,-0.720
4,1:03,4,16,DEN 40,17,27,"Britton Colquitt punts 40 yards, fair catch by Dexter McCluster",-0.720,-0.280
4,0:55,1,10,KAN 20,17,27,Alex Smith pass complete short left to Jamaal Charles for -1 yards (tackle by Chris Harris),0.280,-0.460
4,0:26,2,11,KAN 19,17,27,"Alex Smith pass incomplete deep right intended for Dexter McCluster (defended by Dominique Rodgers-Cromartie). Penalty on Donald Stephenson: Ineligible Downfield Pass, 5 yards (no play)",-0.460,-1.180
4,0:18,2,16,KAN 14,17,27,Alex Smith pass complete short left to Jamaal Charles for -5 yards (tackle by Shaun Phillips),-1.180,-2.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
