Quarter,Time,Down,ToGo,Location,SDG,KAN,Detail,EPB,EPA
2,3:48,3,7,KAN 20,7,14,Drew Brees pass complete to Eric Parker for 17 yards (tackle by William Bartee),3.200,6.510
2,3:15,1,3,KAN 3,13,14,"LaDainian Tomlinson up the middle for 3 yards, touchdown",6.510,7.000
2,,,,KAN 2,14,14,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,14,14,"Nate Kaeding kicks off 53 yards, returned by Dante Hall for 15 yards (tackle by Matt Wilhelm)",0.000,1.070
2,3:06,1,10,KAN 32,14,14,Trent Green pass complete to Derrick Blaylock for 12 yards (tackle by Quentin Jammer),1.070,1.860
2,2:27,1,10,KAN 44,14,14,Trent Green pass complete to Johnnie Morton for 13 yards,1.860,2.720
2,2:13,1,10,SDG 43,14,14,Trent Green pass incomplete intended for Dante Hall,2.720,2.180
2,2:08,2,10,SDG 43,14,14,Trent Green pass complete to Tony Gonzalez for 9 yards (tackle by Stephen Cooper),2.180,2.680
2,2:00,3,1,SDG 34,14,14,Derrick Blaylock up the middle for no gain (tackle by Donnie Edwards),2.680,1.100
2,1:42,4,1,SDG 34,14,14,"Derrick Blaylock left end for 3 yards (tackle by Stephen Cooper). Penalty on Igor Olshansky: Defensive Offside, 5 yards (no play)",1.100,3.640
2,1:36,1,10,SDG 29,14,14,Trent Green up the middle for 7 yards (tackle by Jamal Williams),3.640,4.050
2,1:08,2,3,SDG 22,14,14,Trent Green pass complete to Tony Gonzalez for 8 yards (tackle by Stephen Cooper),4.050,4.650
2,1:08,,,,14,14,Timeout #1 by Kansas City Chiefs,0.000,4.650
2,1:08,1,10,SDG 14,14,14,Trent Green pass incomplete intended for Eddie Kennison (defended by Sammy Davis),4.650,4.000
2,1:03,,,,14,14,Timeout #2 by San Diego Chargers,0.000,4.000
2,1:03,2,10,SDG 14,14,14,Derrick Blaylock left end for 4 yards (tackle by Jacques Cesaire),4.000,3.820
2,0:54,,,,14,14,Timeout #2 by Kansas City Chiefs,0.000,3.820
2,0:54,3,6,SDG 10,14,14,Trent Green pass incomplete intended for Tony Gonzalez,3.820,2.790
2,0:49,4,6,SDG 10,14,17,Lawrence Tynes 28 yard field goal good,2.790,3.000
2,,,,KAN 30,14,17,"Lawrence Tynes kicks off 65 yards, returned by Tim Dwight for 25 yards (tackle by Fred Jones)",0.000,0.940
2,0:39,1,10,SDG 30,14,17,Drew Brees pass complete to Kassim Osgood for 27 yards (tackle by William Bartee),0.940,2.720
2,0:30,,,,14,17,Timeout #3 by San Diego Chargers,0.000,2.720
2,0:30,1,10,KAN 43,14,17,Drew Brees pass complete to LaDainian Tomlinson for 5 yards,2.720,2.850
2,0:23,2,5,KAN 38,14,17,Drew Brees pass incomplete intended for Antonio Gates (defended by Willie Pile),2.850,2.150
2,0:18,3,5,KAN 38,14,17,Drew Brees pass complete to LaDainian Tomlinson for 4 yards (tackle by Quinton Caver),2.150,1.100
2,0:13,4,1,KAN 34,14,17,Nate Kaeding 52 yard field goal no good,1.100,-1.730
2,0:08,1,10,KAN 42,14,17,Larry Johnson up the middle for 6 yards (tackle by Igor Olshansky),1.730,2.000
Quarter,Time,Down,ToGo,Location,SDG,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,14,17,"Nate Kaeding kicks off 62 yards, returned by Dante Hall for 77 yards. Dante Hall fumbles, recovered by Jerrell Pippens at SDG-5",0.000,0.380
3,14:46,1,10,SDG 5,14,17,LaDainian Tomlinson up the middle for 3 yards (tackle by Kawika Mitchell),-0.380,-0.560
3,14:46,2,7,SDG 8,14,17,Drew Brees pass complete to Antonio Gates for 27 yards (tackle by Shaunard Harts),-0.560,1.270
3,13:15,1,10,SDG 35,14,17,Drew Brees pass incomplete intended for Keenan McCardell,1.270,0.720
3,13:11,2,10,SDG 35,14,17,Drew Brees pass complete to Keenan McCardell for 9 yards (tackle by William Bartee),0.720,1.220
3,12:35,3,1,SDG 44,14,17,Drew Brees up the middle for 1 yard (tackle by Jared Allen),1.220,1.930
3,11:50,1,10,SDG 45,14,17,"Drew Brees pass incomplete intended for Antonio Gates (defended by Willie Pile). Penalty on Eric Warfield: Illegal Use of Hands, 5 yards (no play)",1.930,2.260
3,11:45,1,10,KAN 50,14,17,Drew Brees pass incomplete intended for Keenan McCardell,2.260,1.710
3,11:43,2,10,KAN 50,14,17,Drew Brees pass complete to LaDainian Tomlinson for 5 yards (tackle by Scott Fujita),1.710,1.690
3,11:15,3,5,KAN 45,14,17,Drew Brees pass incomplete intended for Antonio Gates (defended by Dexter McCleon),1.690,0.270
3,11:09,4,5,KAN 45,14,17,"Mike Scifres punts 29 yards, fair catch by Dante Hall",0.270,0.140
3,11:03,1,10,KAN 16,14,17,Trent Green pass complete to Derrick Blaylock for 3 yards (tackle by Donnie Edwards),-0.140,-0.180
3,11:03,2,7,KAN 19,14,17,Trent Green sacked by Randall Godfrey for -8 yards,-0.180,-2.010
3,9:52,3,15,KAN 11,14,17,Trent Green pass incomplete intended for Eddie Kennison (defended by Drayton Florence),-2.010,-2.490
3,9:45,4,15,KAN 11,14,17,"Stephen Cheek punts 38 yards, returned by Eric Parker for -1 yards (tackle by Chris Horn)",-2.490,-2.260
3,9:39,1,10,SDG 50,14,17,Eric Parker left end for 38 yards (tackle by Scott Fujita),2.260,4.780
3,8:51,1,10,KAN 12,14,17,LaDainian Tomlinson up the middle for 6 yards (tackle by Shaunard Harts),4.780,5.210
3,8:07,2,4,KAN 6,14,17,LaDainian Tomlinson left tackle for -1 yards (tackle by Shaunard Harts),5.210,4.160
3,7:31,3,5,KAN 7,14,17,Drew Brees pass incomplete intended for Keenan McCardell,4.160,2.980
3,7:24,4,5,KAN 7,17,17,Nate Kaeding 25 yard field goal good,2.980,3.000
3,,,,SDG 30,17,17,"Nate Kaeding kicks off 56 yards, returned by Dante Hall for 12 yards (tackle by Jamar Fletcher)",0.000,0.670
3,7:18,1,10,KAN 26,17,17,Johnnie Morton left end for 3 yards (tackle by Ben Leber),0.670,0.540
3,6:37,2,7,KAN 29,17,17,Trent Green pass incomplete intended for Derrick Blaylock,0.540,-0.160
3,6:32,3,7,KAN 29,17,17,Trent Green pass complete to Johnnie Morton for 6 yards (tackle by Quentin Jammer),-0.160,-1.040
3,6:32,4,1,KAN 35,17,17,"Penalty on Quinton Caver: False Start, 5 yards (no play)",-1.040,-1.370
3,5:54,4,6,KAN 30,17,17,"Stephen Cheek punts 33 yards, fair catch by Eric Parker. Penalty on Kassim Osgood: Offensive Holding, 10 yards",-1.370,-0.740
3,5:47,1,10,SDG 27,17,17,LaDainian Tomlinson up the middle for -3 yards (tackle by Lional Dalton),0.740,-0.210
3,5:10,2,13,SDG 24,17,17,LaDainian Tomlinson up the middle for 3 yards (tackle by Scott Fujita),-0.210,-0.490
3,4:34,3,10,SDG 27,17,17,Drew Brees pass complete to Eric Parker for 6 yards (tackle by Eric Warfield),-0.490,-1.180
3,3:54,4,4,SDG 33,17,17,"Mike Scifres punts 51 yards, fair catch by Dante Hall",-1.180,0.140
3,3:46,1,10,KAN 16,17,17,Trent Green pass complete to Johnnie Morton for 18 yards (tackle by Drayton Florence),-0.140,1.200
3,3:18,1,10,KAN 34,17,17,Trent Green pass complete to Johnnie Morton for 2 yards (tackle by Drayton Florence),1.200,0.930
3,3:00,2,8,KAN 36,17,17,Trent Green pass complete to Larry Johnson for 7 yards (tackle by Randall Godfrey),0.930,1.160
3,2:19,3,1,KAN 43,17,17,Larry Johnson up the middle for 2 yards (tackle by Donnie Edwards),1.160,1.930
3,1:45,1,10,KAN 45,17,17,Larry Johnson left end for 1 yard (tackle by Donnie Edwards),1.930,1.520
3,1:05,2,9,KAN 46,17,17,Trent Green pass incomplete intended for Tony Gonzalez,1.520,0.830
3,0:58,3,9,KAN 46,17,17,"Trent Green up the middle for 2 yards (tackle by DeQuincy Scott). Penalty on Jamar Fletcher: Illegal Contact (Offsetting), Penalty on Derrick Blaylock: Offensive Holding (Offsetting) (no play)",0.830,0.830
3,0:58,3,9,KAN 46,17,17,Trent Green pass complete to Tony Gonzalez for 23 yards (tackle by Terrence Kiel),0.830,3.510
Quarter,Time,Down,ToGo,Location,SDG,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SDG 31,17,17,Derrick Blaylock up the middle for 9 yards (tackle by Ben Leber),3.510,4.180
4,14:25,2,1,SDG 22,17,23,"Derrick Blaylock up the middle for 22 yards, touchdown",4.180,7.000
4,,,,SDG 2,17,23,Lawrence Tynes kicks extra point no good,0.000,-1.000
4,,,,KAN 30,17,23,"Lawrence Tynes kicks off 57 yards, returned by Tim Dwight for 16 yards (tackle by Willie Pile)",0.000,0.870
4,14:11,1,10,SDG 29,17,23,Drew Brees pass complete to LaDainian Tomlinson for 1 yard (tackle by Scott Fujita),0.870,0.460
4,13:35,2,9,SDG 30,17,23,Drew Brees pass complete to Lorenzo Neal for 7 yards (tackle by Scott Fujita),0.460,0.700
4,13:04,3,2,SDG 37,17,23,Drew Brees pass complete to Antonio Gates for 7 yards (tackle by Willie Pile),0.700,1.860
4,12:14,,,,17,23,Timeout #1 by San Diego Chargers,0.000,1.860
4,12:14,1,10,SDG 44,17,23,"Drew Brees sacked by Lional Dalton for 0 yards. Drew Brees fumbles (forced by Lional Dalton), recovered by Drew Brees at SDG-44. Penalty on Eric Warfield: Illegal Contact, 5 yards (no play)",1.860,2.190
4,11:48,1,10,SDG 49,17,23,Drew Brees pass complete to LaDainian Tomlinson for 10 yards (tackle by Shaunard Harts),2.190,2.850
4,10:48,1,10,KAN 41,17,23,Drew Brees pass complete to Keenan McCardell for 23 yards (tackle by Scott Fujita),2.850,4.370
4,10:20,1,10,KAN 18,23,23,"Drew Brees pass complete to Antonio Gates for 18 yards, touchdown",4.370,7.000
,,,,,,,"KAN challenged the ruling, and the play was upheld.",,
4,,,,KAN 2,24,23,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,24,29,"Nate Kaeding kicks off 66 yards, returned by Dante Hall for 96 yards, touchdown",0.000,7.000
4,,,,,24,31,"Penalty on Tony Gonzalez: False Start, 5 yards (no play)",0.000,1.000
4,,,,,24,31,"Two Point Attempt: Trent Green pass complete to Eddie Kennison, conversion succeeds",1.000,1.000
4,,,,KAN 30,24,31,"Lawrence Tynes kicks off 61 yards, returned by Tim Dwight for 22 yards (tackle by Rich Scanlon)",0.000,1.000
4,9:54,1,10,SDG 31,24,31,"Drew Brees pass incomplete intended for Keenan McCardell. Penalty on Roman Oben: False Start, 5 yards (no play)",1.000,0.670
4,9:54,1,15,SDG 26,24,31,Drew Brees pass complete to LaDainian Tomlinson for 3 yards (tackle by Dexter McCleon),0.670,0.190
4,9:19,2,12,SDG 29,24,31,"Drew Brees pass complete to Antonio Gates for 51 yards (tackle by Scott Fujita). Penalty on Roman Oben: Illegal Formation, 5 yards (no play)",0.190,-0.490
4,9:19,2,17,SDG 24,24,31,"Penalty on Shane Olivea: False Start, 5 yards (no play)",-0.490,-1.220
4,8:34,2,22,SDG 19,24,31,Drew Brees pass complete to Kassim Osgood for 65 yards (tackle by Eric Warfield),-1.220,4.510
4,8:01,1,10,KAN 16,24,31,LaDainian Tomlinson up the middle for 2 yards (tackle by Gary Stills),4.510,4.210
4,7:18,2,8,KAN 14,24,31,Drew Brees pass complete to LaDainian Tomlinson for 8 yards (tackle by William Bartee),4.210,5.830
4,6:44,1,6,KAN 6,24,31,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",5.830,4.770
4,6:28,1,11,KAN 11,30,31,"Drew Brees pass complete to Antonio Gates for 11 yards, touchdown",4.770,7.000
4,,,,KAN 2,31,31,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,31,31,"Nate Kaeding kicks off 63 yards, returned by Dante Hall for 18 yards (tackle by Jesse Chatman)",0.000,0.610
4,6:17,1,10,KAN 25,31,31,Trent Green pass complete to Tony Gonzalez for 4 yards (tackle by Randall Godfrey),0.610,0.600
4,5:39,2,6,KAN 29,31,31,Larry Johnson up the middle for -5 yards (tackle by Ben Leber),0.600,-0.760
4,5:02,3,11,KAN 24,31,31,Trent Green pass incomplete intended for Johnnie Morton is intercepted by Donnie Edwards at KAN-45 and returned for 13 yards (tackle by Chris Bober),-0.760,-3.450
4,4:50,1,10,KAN 32,31,31,LaDainian Tomlinson up the middle for -4 yards (tackle by Ryan Sims),3.450,2.360
4,4:12,2,14,KAN 36,31,31,Drew Brees pass complete to LaDainian Tomlinson for 10 yards (tackle by Quinton Caver),2.360,3.010
4,3:29,3,4,KAN 26,31,31,Drew Brees left end for 9 yards (tackle by Scott Fujita),3.010,4.440
4,3:23,1,10,KAN 17,31,31,LaDainian Tomlinson up the middle for 2 yards (tackle by John Browning and Kawika Mitchell),4.440,4.150
4,2:40,2,8,KAN 15,31,31,LaDainian Tomlinson up the middle for -2 yards (tackle by Jared Allen),4.150,3.070
4,2:33,,,,31,31,Timeout #2 by Kansas City Chiefs,0.000,3.070
4,2:33,3,10,KAN 17,31,31,Drew Brees sacked by William Bartee and Scott Fujita for -7 yards,3.070,1.870
4,2:28,,,,31,31,Timeout #3 by Kansas City Chiefs,0.000,1.870
4,2:28,4,17,KAN 24,34,31,Nate Kaeding 43 yard field goal good,1.870,3.000
4,,,,SDG 30,34,31,"Mike Scifres kicks off 61 yards, returned by Dante Hall for 15 yards (tackle by Stephen Cooper)",0.000,0.540
4,2:15,1,10,KAN 24,34,31,Trent Green pass complete to Derrick Blaylock for 6 yards (tackle by Jamar Fletcher),0.540,0.810
4,2:00,2,4,KAN 30,34,31,Trent Green pass incomplete intended for Tony Gonzalez,0.810,0.100
4,1:55,3,4,KAN 30,34,31,Trent Green pass incomplete intended for Tony Gonzalez (defended by Jerry Wilson),0.100,-1.370
4,1:52,4,4,KAN 30,34,31,Trent Green pass incomplete intended for Eddie Kennison (defended by Quentin Jammer),-1.370,-3.580
4,1:47,1,10,KAN 30,34,31,Drew Brees kneels for -1 yards,3.580,2.900
4,1:07,2,11,KAN 31,34,31,Drew Brees kneels for -1 yards,2.900,2.080
4,0:28,3,12,KAN 32,34,31,Drew Brees kneels for -1 yards,2.080,1.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
