Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Riq Woolen,SEA,0,4,3,75.0%,26,8.7,6.5,0,91.7,5.5,10,16,0,0,0,0.0,0,5,3,37.5%
Bobby Wagner,SEA,0,3,3,100.0%,42,14.0,14.0,0,118.7,4.0,12,30,2,0,0,0.0,0,5,2,28.6%
Julian Love,SEA,1,5,3,60.0%,99,33.0,19.8,1,104.2,18.2,63,36,0,0,0,0.0,0,7,1,12.5%
Michael Jackson,SEA,0,5,2,40.0%,55,27.5,11.0,0,81.2,10.0,17,38,0,0,0,0.0,0,2,1,33.3%
Quandre Diggs,SEA,0,2,2,100.0%,40,20.0,20.0,0,118.7,11.5,23,17,0,0,0,0.0,0,6,1,14.3%
Dre'Mont Jones,SEA,0,1,1,100.0%,3,3.0,3.0,0,79.2,-1.0,-1,4,0,0,0,1.0,1,4,0,0.0%
Jamal Adams,SEA,0,1,1,100.0%,54,54.0,54.0,1,158.3,39.0,39,15,5,0,1,0.0,1,4,2,33.3%
Jordyn Brooks,SEA,0,1,1,100.0%,5,5.0,5.0,0,87.5,5.0,5,0,0,0,0,0.0,0,6,0,0.0%
Derick Hall,SEA,0,1,1,100.0%,11,11.0,11.0,0,112.5,6.0,6,5,0,0,0,0.0,0,0,0,
Artie Burns,SEA,0,1,1,100.0%,8,8.0,8.0,0,100.0,3.0,3,5,0,0,0,0.0,0,1,0,0.0%
Boye Mafe,SEA,0,1,1,100.0%,25,25.0,25.0,0,118.7,-4.0,-4,29,0,0,0,0.0,0,3,0,0.0%
Leonard Williams,SEA,0,0,0,,,,,,,,,,0,0,3,1.0,4,4,0,0.0%
Jarran Reed,SEA,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%
Devon Witherspoon,SEA,0,1,0,0.0%,,,0.0,,39.6,9.0,,,0,0,0,0.0,0,0,0,
Darrell Taylor,SEA,0,1,0,0.0%,,,0.0,,39.6,-3.0,,,0,0,0,0.0,0,1,0,0.0%
Coby Bryant,SEA,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Ambry Thomas,SFO,0,6,5,83.3%,75,15.0,12.5,1,158.3,15.0,58,17,0,0,0,0.0,0,4,1,20.0%
Fred Warner,SFO,1,5,4,80.0%,61,15.3,12.2,1,117.5,3.6,23,38,0,0,0,0.0,0,8,2,20.0%
Isaiah Oliver,SFO,0,3,3,100.0%,12,4.0,4.0,0,83.3,-1.0,-3,15,2,0,0,0.0,0,7,1,12.5%
Dre Greenlaw,SFO,0,5,3,60.0%,33,11.0,6.6,0,79.6,-0.6,-2,35,2,0,0,0.0,0,4,2,33.3%
Randy Gregory,SFO,0,2,2,100.0%,27,13.5,13.5,0,118.7,2.0,4,23,0,1,0,1.0,2,1,1,50.0%
Tashaun Gipson,SFO,0,2,2,100.0%,30,15.0,15.0,0,118.7,8.0,16,14,0,0,0,0.0,0,4,1,20.0%
Ji'Ayir Brown,SFO,1,2,1,50.0%,3,3.0,1.5,0,16.7,20.0,3,0,2,1,0,0.0,1,6,1,14.3%
Deommodore Lenoir,SFO,0,4,1,25.0%,7,7.0,1.8,0,39.6,3.8,-3,10,1,0,0,0.0,0,3,0,0.0%
Charvarius Ward,SFO,0,2,1,50.0%,21,21.0,10.5,0,87.5,29.0,6,15,0,0,0,0.0,0,1,1,50.0%
Nick Bosa,SFO,0,0,0,,,,,,,,,,0,0,0,1.5,2,6,0,0.0%
Javon Kinlaw,SFO,0,0,0,,,,,,,,,,0,0,0,0.5,1,3,0,0.0%
Clelin Ferrell,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%
Kevin Givens,SFO,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,2,50.0%
Demetrius Flannigan-Fowles,SFO,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
