#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,PHI 25,3,1:45,-13,Punt
2,1,8:02,PHI 26,3,2:18,6,Punt
3,1,4:48,PHI 31,3,0:45,4,Punt
4,1,3:05,PHI 30,1,0:11,3,Fumble
5,1,0:31,PHI 25,3,1:23,-2,Punt
6,2,12:08,PHI 25,3,1:40,-10,Punt
7,2,5:32,PHI 10,10,4:35,70,Downs
8,2,0:16,PHI 25,3,0:16,41,Missed FG
9,3,8:10,PHI 14,2,0:53,86,Touchdown
10,3,4:25,PHI 25,3,1:18,1,Punt
11,3,1:36,PHI 19,12,3:04,81,Touchdown
12,4,10:01,PHI 25,4,0:42,5,Downs
13,4,7:12,PHI 25,11,3:24,75,Touchdown
14,4,3:11,PHI 29,4,1:16,71,Touchdown
