#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,WAS 31,3,1:29,4,Punt
2,1,11:20,WAS 4,6,4:14,20,Punt
3,1,3:45,WAS 31,4,1:50,16,Punt
4,1,0:10,WAS 2,10,4:30,30,Punt
5,2,8:58,WAS 31,4,2:12,9,Punt
6,2,5:04,SEA 44,3,0:37,-8,Punt
7,2,3:00,WAS 34,6,1:39,23,Downs
8,2,0:47,WAS 9,4,0:47,17,End of Half
9,3,11:58,WAS 17,5,3:04,16,Punt
10,3,4:30,WAS 16,12,4:37,84,Touchdown
11,4,13:57,SEA 42,3,1:19,42,Touchdown
12,4,12:38,SEA 14,4,1:01,2,Missed FG
13,4,9:42,WAS 9,3,1:39,0,Punt
14,4,6:06,WAS 46,1,0:28,0,Interception
15,4,5:38,WAS 28,9,2:57,41,Downs
16,4,1:52,WAS 25,5,1:25,18,Interception
17,4,0:27,WAS 48,1,0:27,12,End of Game
