Quarter,Time,Down,ToGo,Location,WAS,SEA,Detail,EPB,EPA
1,3:54,1,10,WAS 17,0,6,"Leonard Weaver right tackle for 17 yards, touchdown",4.440,7.000
1,,,,WAS 2,0,7,Josh Brown kicks extra point good,0.000,0.000
1,,,,SEA 30,0,7,"Josh Brown kicks off 63 yards, returned by Rock Cartwright for 24 yards (tackle by Josh Scobey)",0.000,1.000
1,3:40,1,10,WAS 31,0,7,Todd Collins pass complete deep middle to Antwaan Randle El for 19 yards (tackle by Lofa Tatupu),1.000,2.260
1,2:58,1,10,,0,7,Todd Collins pass incomplete short right intended for Chris Cooley,2.260,1.710
1,2:52,,,,0,7,Timeout #1 by Washington Redskins,0.000,1.710
1,2:52,2,10,,0,7,Clinton Portis right guard for -3 yards (tackle by Patrick Kerney and Julian Peterson),1.710,0.630
1,2:12,3,13,WAS 47,0,7,Todd Collins pass incomplete deep right intended for Santana Moss,0.630,-0.260
1,2:07,4,13,WAS 47,0,7,"Derrick Frost punts 32 yards, returned by Nate Burleson for 8 yards (tackle by LaRon Landry)",-0.260,-0.870
1,1:55,1,10,SEA 29,0,7,Matt Hasselbeck pass complete short right to D.J. Hackett for 14 yards (tackle by Shawn Springs),0.870,1.800
1,1:29,1,10,SEA 43,0,7,Matt Hasselbeck pass incomplete deep right intended for D.J. Hackett,1.800,1.250
1,1:24,2,10,SEA 43,0,7,Maurice Morris up the middle for -3 yards (tackle by Marcus Washington),1.250,0.170
1,0:41,3,13,SEA 40,0,7,Matt Hasselbeck pass complete short left to Leonard Weaver for 8 yards (tackle by Fred Smoot),0.170,-0.190
1,0:17,4,5,SEA 48,0,7,Ryan Plackemeier punts 50 yards. Penalty on Matt Sinclair: Running Into the Kicker (Declined),-0.190,0.380
1,0:10,1,10,WAS 2,0,7,"Penalty on Darryl Tapp: Neutral Zone Infraction, 5 yards (no play)",-0.380,-0.190
1,0:10,1,5,WAS 7,0,7,Todd Collins pass incomplete short left intended for Chris Cooley (defended by Lofa Tatupu),-0.190,-0.420
1,0:07,2,5,WAS 7,0,7,Clinton Portis right tackle for 6 yards (tackle by LeRoy Hill and Julian Peterson),-0.420,-0.320
Quarter,Time,Down,ToGo,Location,WAS,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 13,0,7,Todd Collins pass incomplete,-0.320,-0.770
2,14:53,2,10,WAS 13,0,7,Clinton Portis right end for -3 yards (tackle by Julian Peterson),-0.770,-1.770
2,14:12,3,13,WAS 10,0,7,Todd Collins pass complete short middle to Antwaan Randle El for 15 yards (tackle by Deon Grant),-1.770,0.610
2,13:26,1,10,WAS 25,0,7,Todd Collins pass complete short middle to Antwaan Randle El for 7 yards (tackle by Lofa Tatupu),0.610,1.010
2,12:47,2,3,WAS 32,0,7,Clinton Portis up the middle for 7 yards (tackle by LeRoy Hill and Julian Peterson),1.010,1.530
2,12:12,1,10,WAS 39,0,7,Todd Collins pass complete short right to Chris Cooley for -2 yards (tackle by LeRoy Hill),1.530,0.720
2,11:31,2,12,WAS 37,0,7,Todd Collins pass incomplete deep middle intended for Santana Moss,0.720,0.040
2,11:25,3,12,WAS 37,0,7,"Penalty on Todd Collins: Delay of Game, 5 yards (no play)",0.040,-0.630
2,11:25,3,17,WAS 32,0,7,Todd Collins pass complete short right to Clinton Portis for no gain,-0.630,-1.240
2,10:53,4,17,WAS 32,0,7,"Derrick Frost punts 52 yards, returned by Nate Burleson for 19 yards (tackle by Derrick Frost)",-1.240,-1.270
2,10:40,1,10,SEA 35,0,7,Matt Hasselbeck pass complete deep right to Nate Burleson for 25 yards (tackle by LaRon Landry),1.270,2.920
2,10:18,1,10,WAS 40,0,7,Shaun Alexander up the middle for 1 yard (tackle by Andre Carter and Reed Doughty),2.920,2.510
2,9:36,2,9,WAS 39,0,7,Matt Hasselbeck pass complete short right to D.J. Hackett for 7 yards (tackle by Shawn Springs),2.510,2.740
2,9:06,3,2,WAS 32,0,7,Matt Hasselbeck pass incomplete short right intended for Maurice Morris,2.740,1.300
2,9:02,4,2,WAS 32,0,10,Josh Brown 50 yard field goal good,1.300,3.000
2,,,,SEA 30,0,10,"Josh Brown kicks off 60 yards, returned by Rock Cartwright for 21 yards (tackle by Josh Wilson)",0.000,1.000
2,8:53,1,10,WAS 31,0,10,Clinton Portis right tackle for 13 yards (tackle by Marcus Trufant and Brian Russell),1.000,1.860
2,8:19,1,10,WAS 44,0,10,Clinton Portis right tackle for 2 yards (tackle by Lofa Tatupu),1.860,1.590
2,7:39,2,8,WAS 46,0,10,Todd Collins sacked by Julian Peterson for -6 yards,1.590,0.100
2,7:03,3,14,WAS 40,0,10,Todd Collins pass incomplete short left intended for Reche Caldwell (defended by Kelly Jennings),0.100,-0.720
2,6:57,4,14,WAS 40,0,10,"Derrick Frost punts 53 yards, returned by Nate Burleson for 12 yards (tackle by Pierson Prioleau)",-0.720,-0.150
2,6:46,1,10,SEA 19,0,10,"Matt Hasselbeck pass incomplete deep right intended for D.J. Hackett. Penalty on D.J. Hackett: Offensive Pass Interference, 9 yards (no play)",0.150,-0.720
2,6:40,1,19,SEA 10,0,10,Shaun Alexander left end for 4 yards (tackle by London Fletcher),-0.720,-1.110
2,5:54,2,15,SEA 14,0,10,Matt Hasselbeck pass incomplete short left intended for Leonard Weaver,-1.110,-1.920
2,5:49,3,15,SEA 14,0,10,"Matt Hasselbeck sacked by Chris Wilson for -3 yards. Matt Hasselbeck fumbles (forced by Chris Wilson), recovered by Chris Spencer at SEA-12",-1.920,-2.490
2,5:12,4,17,SEA 12,0,10,"Ryan Plackemeier punts 32 yards, fair catch by Antwaan Randle El",-2.490,-2.650
2,5:04,1,10,SEA 44,0,10,Todd Collins pass incomplete short middle intended for Clinton Portis,2.650,2.110
2,4:59,2,10,SEA 44,0,10,Todd Collins pass incomplete deep right intended for Santana Moss (defended by Marcus Trufant),2.110,1.420
2,4:53,3,10,SEA 44,0,10,Todd Collins sacked by LeRoy Hill for -8 yards,1.420,-0.190
2,4:35,4,18,WAS 48,0,10,"Derrick Frost punts 36 yards, fair catch by Nate Burleson",-0.190,0.140
2,4:27,1,10,SEA 16,0,10,Shaun Alexander left guard for 4 yards (tackle by Kedric Golston),-0.140,0.010
2,3:55,2,6,SEA 20,0,10,Shaun Alexander up the middle for no gain (tackle by Kedric Golston),0.010,-0.820
2,3:14,3,6,SEA 20,0,10,Matt Hasselbeck pass incomplete short right intended for Marcus Pollard,-0.820,-2.030
2,3:08,4,6,SEA 20,0,10,"Ryan Plackemeier punts 46 yards, fair catch by Antwaan Randle El",-2.030,-1.200
2,3:00,1,10,WAS 34,0,10,Clinton Portis right tackle for 6 yards (tackle by Jordan Babineaux),1.200,1.470
2,2:37,2,4,WAS 40,0,10,Todd Collins pass complete short right to Santana Moss for 8 yards (tackle by Marcus Trufant),1.470,2.130
2,2:19,1,10,WAS 48,0,10,Todd Collins pass complete short right to Antwaan Randle El for 9 yards (tackle by LeRoy Hill),2.130,2.800
2,2:00,2,1,SEA 43,0,10,Clinton Portis right guard for no gain (tackle by Brandon Mebane and Craig Terrill),2.800,2.080
2,1:33,3,1,SEA 43,0,10,Todd Collins pass incomplete short left intended for Chris Cooley (defended by Deon Grant),2.080,0.400
2,1:29,4,1,SEA 43,0,10,Mike Sellers up the middle for no gain (tackle by Patrick Kerney and Brandon Mebane),0.400,-1.800
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
2,1:21,1,10,SEA 43,0,10,Maurice Morris right end for 6 yards (tackle by LaRon Landry),1.800,2.060
2,1:02,2,4,SEA 49,0,10,Matt Hasselbeck pass incomplete short right intended for Bobby Engram,2.060,1.350
2,0:58,3,4,SEA 49,0,10,Matt Hasselbeck pass incomplete short right intended for Nate Burleson,1.350,-0.130
2,0:54,4,4,SEA 49,0,10,"Ryan Plackemeier punts 42 yards, fair catch by Antwaan Randle El",-0.130,0.380
2,0:47,1,10,WAS 9,0,10,Mike Sellers right guard for 2 yards (tackle by Lofa Tatupu and Howard Green),-0.380,-0.630
2,0:12,2,8,WAS 11,0,10,Ladell Betts right guard for -1 yards (tackle by Deon Grant and Patrick Kerney),-0.630,-1.300
2,0:06,,,,0,10,Timeout #2 by Seattle Seahawks,0.000,-1.300
2,0:06,3,9,WAS 10,0,10,Ladell Betts right guard for 7 yards (tackle by Julian Peterson),-1.300,-2.320
2,0:02,,,,0,10,Timeout #3 by Seattle Seahawks,0.000,-2.320
2,0:02,4,2,WAS 17,0,10,Ladell Betts left tackle for 9 yards (tackle by Julian Peterson),-2.320,0.670
Quarter,Time,Down,ToGo,Location,WAS,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,0,10,"Shaun Suisham kicks off 59 yards, returned by Nate Burleson for 14 yards (tackle by David Macklin)",0.000,0.610
3,14:54,1,10,SEA 25,0,10,Shaun Alexander left guard for 1 yard (tackle by Reed Doughty and Phillip Daniels),0.610,0.200
3,14:14,2,9,SEA 26,0,10,Matt Hasselbeck pass complete short middle to Bobby Engram for 14 yards (tackle by LaRon Landry),0.200,1.600
3,13:32,1,10,SEA 40,0,10,Shaun Alexander left tackle for 3 yards (tackle by Randall Godfrey),1.600,1.460
3,12:54,2,7,SEA 43,0,10,Matt Hasselbeck pass complete short right to Shaun Alexander for no gain,1.460,0.760
3,12:11,3,7,SEA 43,0,10,Matt Hasselbeck pass incomplete short left intended for Bobby Engram (defended by Leigh Torrence),0.760,-0.520
3,12:05,4,7,SEA 43,0,10,"Ryan Plackemeier punts 40 yards, fair catch by Antwaan Randle El",-0.520,0.060
3,11:58,1,10,WAS 17,0,10,Clinton Portis left end for 2 yards (tackle by Julian Peterson),-0.060,-0.250
3,11:21,2,8,WAS 19,0,10,Todd Collins pass complete short middle to Antwaan Randle El for 11 yards (tackle by Deon Grant),-0.250,0.940
3,10:44,1,10,WAS 30,0,10,Clinton Portis up the middle for 1 yard (tackle by LeRoy Hill),0.940,0.530
3,10:01,2,9,WAS 31,0,10,Todd Collins right end for 2 yards,0.530,0.100
3,9:15,3,7,WAS 33,0,10,Todd Collins pass incomplete short right intended for Antwaan Randle El,0.100,-1.180
3,9:09,4,7,WAS 33,0,10,"Derrick Frost punts 52 yards, returned by Nate Burleson for 18 yards (tackle by Derrick Frost)",-1.180,-1.140
3,8:54,1,10,SEA 33,0,10,Matt Hasselbeck pass complete short left to Nate Burleson for 7 yards (tackle by Fred Smoot),1.140,1.540
3,8:23,2,3,SEA 40,0,10,Matt Hasselbeck pass complete short right to Bobby Engram for 6 yards (tackle by Shawn Springs),1.540,1.990
3,7:53,1,10,SEA 46,0,10,Shaun Alexander right guard for no gain (tackle by Cornelius Griffin),1.990,1.450
3,7:13,2,10,SEA 46,0,10,Matt Hasselbeck pass complete deep right to D.J. Hackett for 35 yards (tackle by Shawn Springs),1.450,4.310
3,6:47,1,10,WAS 19,0,10,Matt Hasselbeck pass complete short right to Shaun Alexander for -1 yards (tackle by Shawn Springs),4.310,3.630
3,6:00,2,11,WAS 20,0,10,Shaun Alexander left guard for 4 yards (tackle by Andre Carter),3.630,3.410
3,5:15,3,7,WAS 16,0,10,Matt Hasselbeck left end for 1 yard (tackle by Fred Smoot),3.410,2.470
3,4:35,4,6,WAS 15,0,13,Josh Brown 33 yard field goal good,2.470,3.000
3,,,,SEA 30,0,13,"Josh Brown kicks off 64 yards, returned by Rock Cartwright for 25 yards (tackle by Kevin Bentley). Penalty on Khary Campbell: Low Block, 15 yards",0.000,-0.140
3,4:23,1,10,WAS 16,0,13,Clinton Portis right tackle for 2 yards (tackle by Deon Grant),-0.140,-0.350
3,3:59,2,8,WAS 18,0,13,Todd Collins pass complete deep left to Chris Cooley for 19 yards (tackle by Brian Russell),-0.350,1.400
3,3:41,1,10,WAS 37,0,13,Todd Collins pass complete short right to Clinton Portis for 5 yards (tackle by Jordan Babineaux),1.400,1.530
3,3:15,2,5,WAS 42,0,13,Todd Collins pass complete short right to Antwaan Randle El for 7 yards (tackle by Marcus Trufant),1.530,2.190
3,2:58,1,10,WAS 49,0,13,Clinton Portis left end for no gain (tackle by LeRoy Hill),2.190,1.650
3,2:29,2,10,WAS 49,0,13,Todd Collins pass complete short middle to Chris Cooley for 15 yards (tackle by Lofa Tatupu),1.650,3.180
3,1:52,1,10,SEA 36,0,13,Todd Collins pass complete short right to Antwaan Randle El for 8 yards (tackle by Deon Grant),3.180,3.720
3,1:18,2,2,SEA 28,0,13,Todd Collins pass incomplete short left intended for Reche Caldwell,3.720,3.010
3,1:13,3,2,SEA 28,0,13,Clinton Portis right tackle for 1 yard (tackle by Lofa Tatupu and Deon Grant),3.010,1.820
3,0:44,4,1,SEA 27,0,13,"Todd Collins pass incomplete short right intended for Mike Sellers. Penalty on Brian Russell: Defensive Pass Interference, 16 yards (no play)",1.820,4.840
3,0:38,1,10,SEA 11,0,13,Todd Collins pass complete short right to Mike Sellers for 4 yards (tackle by LeRoy Hill),4.840,4.890
3,0:01,2,6,SEA 7,0,13,Todd Collins pass incomplete short middle intended for Santana Moss (defended by Deon Grant),4.890,3.980
Quarter,Time,Down,ToGo,Location,WAS,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,SEA 7,6,13,"Todd Collins pass complete short middle to Antwaan Randle El for 7 yards, touchdown",3.980,7.000
4,,,,SEA 2,7,13,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,WAS 30,7,13,"Shaun Suisham kicks off 50 yards, returned by Nate Burleson for 5 yards (tackle by Leigh Torrence)",0.000,0.610
4,14:49,1,10,SEA 25,7,13,Matt Hasselbeck pass complete short left to Nate Burleson for 4 yards (tackle by Leigh Torrence),0.610,0.600
4,14:09,2,6,SEA 29,7,13,Matt Hasselbeck pass incomplete short right intended for Bobby Engram is intercepted by LaRon Landry at SEA-44 and returned for 2 yards (tackle by Bobby Engram),0.600,-2.790
4,13:57,1,10,SEA 42,7,13,Clinton Portis up the middle for 9 yards (tackle by Julian Peterson and Lofa Tatupu),2.790,3.460
4,13:25,2,1,SEA 33,7,13,Todd Collins pass complete short right to Santana Moss for 3 yards (tackle by Marcus Trufant),3.460,3.580
4,12:44,1,10,SEA 30,13,13,"Todd Collins pass complete deep left to Santana Moss for 30 yards, touchdown",3.580,7.000
4,,,,SEA 2,14,13,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,WAS 30,14,13,--,0.000,-4.650
4,12:36,1,10,SEA 14,14,13,Todd Collins pass incomplete short left intended for Chris Cooley,4.650,4.000
4,12:30,2,10,SEA 14,14,13,Clinton Portis left end for 2 yards (tackle by Craig Terrill and Patrick Kerney),4.000,3.430
4,11:44,,,,14,13,Timeout #1 by Washington Redskins,0.000,3.430
4,11:44,3,8,SEA 12,14,13,Todd Collins pass incomplete short left intended for Antwaan Randle El,3.430,2.630
4,11:41,4,8,SEA 12,14,13,Shaun Suisham 30 yard field goal no good,2.630,-0.280
4,11:37,1,10,SEA 20,14,13,Matt Hasselbeck pass complete deep middle to Bobby Engram for 19 yards (tackle by Shawn Springs),0.280,1.530
4,11:02,1,10,SEA 39,14,13,Matt Hasselbeck pass complete deep middle to D.J. Hackett for 17 yards (tackle by Leigh Torrence),1.530,2.650
4,10:25,1,10,WAS 44,14,13,Shaun Alexander left tackle for 8 yards (tackle by Reed Doughty),2.650,3.190
4,9:49,2,2,WAS 36,14,13,Matt Hasselbeck pass incomplete deep right intended for Ben Obomanu is intercepted by LaRon Landry at WAS-9,3.190,0.380
4,9:42,1,10,WAS 9,14,13,"Penalty on Chris Samuels: False Start, 4 yards (no play)",-0.380,-0.530
4,9:42,1,14,WAS 5,14,13,Mike Sellers up the middle for 2 yards (tackle by Patrick Kerney and LeRoy Hill),-0.530,-0.930
4,9:02,2,12,WAS 7,14,13,Clinton Portis left guard for 2 yards (tackle by Lofa Tatupu),-0.930,-1.420
4,8:16,3,10,WAS 9,14,13,Todd Collins pass incomplete short right intended for Santana Moss (defended by Marcus Trufant),-1.420,-2.490
4,8:11,4,10,WAS 9,14,13,Derrick Frost punts 33 yards,-2.490,-2.790
4,8:03,1,10,WAS 42,14,13,Matt Hasselbeck pass incomplete short right intended for Marcus Pollard,2.790,2.240
4,7:58,2,10,WAS 42,14,13,Maurice Morris left end for 4 yards (tackle by London Fletcher),2.240,2.080
4,7:18,3,6,WAS 38,14,13,Matt Hasselbeck pass complete short right to Nate Burleson for 15 yards (tackle by Shawn Springs),2.080,4.040
4,6:52,1,10,WAS 23,14,13,Shaun Alexander left guard for 3 yards (tackle by Randall Godfrey),4.040,3.900
4,6:12,2,7,WAS 20,14,19,"Matt Hasselbeck pass complete deep middle to D.J. Hackett for 20 yards, touchdown",3.900,7.000
4,,,,,14,21,"Two Point Attempt: Matt Hasselbeck pass complete to Marcus Pollard, conversion succeeds",1.000,1.000
4,,,,SEA 30,14,21,"Josh Brown kicks off 69 yards, returned by Rock Cartwright for 55 yards (tackle by Josh Brown). Penalty on Mike Sellers: Illegal Block Above the Waist, 10 yards",0.000,1.990
4,5:56,1,10,WAS 46,14,27,"Todd Collins pass incomplete deep right intended for Santana Moss is intercepted by Marcus Trufant at SEA-22 and returned for 78 yards, touchdown",1.990,-7.000
4,,,,WAS 2,14,28,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,14,28,"Josh Brown kicks off 67 yards, returned by Rock Cartwright for 25 yards (tackle by Josh Wilson)",0.000,0.810
4,5:32,1,10,WAS 28,14,28,Todd Collins pass complete short right to Clinton Portis for 13 yards (tackle by LeRoy Hill),0.810,1.660
4,5:02,1,10,WAS 41,14,28,Todd Collins pass complete short left to Chris Cooley for 10 yards (tackle by LeRoy Hill),1.660,2.320
4,4:36,1,10,SEA 49,14,28,Todd Collins sacked by Craig Terrill for -8 yards,2.320,0.700
4,4:18,2,18,WAS 43,14,28,Todd Collins pass complete short right to Clinton Portis for 10 yards (tackle by Jordan Babineaux),0.700,1.360
4,3:48,3,8,SEA 47,14,28,Todd Collins pass complete short right to Santana Moss for 14 yards (tackle by Marcus Trufant),1.360,3.380
4,3:22,1,10,SEA 33,14,28,Todd Collins pass complete short right to Antwaan Randle El for 2 yards (tackle by LeRoy Hill),3.380,3.110
4,2:57,2,8,SEA 31,14,28,Todd Collins pass incomplete deep right intended for Antwaan Randle El (defended by Brian Russell),3.110,2.410
4,2:51,3,8,SEA 31,14,28,Todd Collins pass incomplete short left intended for Reche Caldwell (defended by Kelly Jennings),2.410,1.320
4,2:46,4,8,SEA 31,14,28,Todd Collins pass incomplete short right intended for Santana Moss,1.320,-1.070
4,2:41,1,10,SEA 32,14,28,Shaun Alexander left tackle for 2 yards (tackle by Cornelius Griffin and H.B. Blades),1.070,0.800
4,2:36,,,,14,28,Timeout #2 by Washington Redskins,0.000,0.800
4,2:36,2,8,SEA 34,14,28,Shaun Alexander right tackle for no gain (tackle by Cornelius Griffin and Anthony Montgomery),0.800,0.100
4,2:31,,,,14,28,Timeout #3 by Washington Redskins,0.000,0.100
4,2:31,3,8,SEA 34,14,28,Shaun Alexander right tackle for -3 yards (tackle by H.B. Blades),0.100,-1.310
4,2:00,4,11,SEA 31,14,28,"Ryan Plackemeier punts 44 yards, fair catch by Antwaan Randle El",-1.310,-0.610
4,1:52,1,10,WAS 25,14,28,Todd Collins pass complete short left to Chris Cooley for 4 yards (tackle by Kelly Jennings),0.610,0.600
4,1:32,2,6,WAS 29,14,28,Todd Collins pass complete short left to Reche Caldwell for 7 yards,0.600,1.330
4,1:26,1,10,WAS 36,14,28,"Todd Collins for 4 yards. Todd Collins fumbles, recovered by Todd Collins at WAS-32",1.330,0.790
4,1:06,2,10,WAS 36,14,28,Todd Collins pass complete short middle to Ladell Betts for 7 yards (tackle by LeRoy Hill),0.790,1.030
4,0:44,3,3,WAS 43,14,34,"Todd Collins pass incomplete short middle intended for Antwaan Randle El is intercepted by Jordan Babineaux at SEA-43 and returned for 57 yards, touchdown",1.030,-7.000
4,,,,WAS 2,14,35,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,14,35,"Josh Brown kicks off 35 yards, returned by Mike Sellers for 13 yards (tackle by Brian Russell)",0.000,2.130
4,0:18,1,10,WAS 48,14,35,Todd Collins pass complete short right to Ladell Betts for 12 yards (tackle by Darryl Tapp),2.130,2.920
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
