Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Steelers won the coin toss and deferred, Browns to receive the opening kickoff.",,
1,15:00,,,PIT 35,0,0,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,CLE 25,0,0,Robert Griffin pass incomplete deep right intended for Terrelle Pryor,0.610,0.060
1,14:55,2,10,CLE 25,0,0,"Penalty on Seth Devalve: False Start, 5 yards (no play)",0.060,-0.610
1,14:51,2,15,CLE 20,0,0,Corey Coleman left end for 9 yards (tackle by Mike Mitchell),-0.610,-0.100
1,14:16,3,6,CLE 29,0,0,Robert Griffin pass incomplete short right intended for Corey Coleman (defended by William Gay),-0.100,-1.440
1,14:11,4,6,CLE 29,0,0,"Britton Colquitt punts 51 yards, returned by Eli Rogers for 5 yards (tackle by Ibraheim Campbell)",-1.440,-0.610
1,13:59,1,10,PIT 25,0,0,Landry Jones pass complete short left to Roosevelt Nix for 3 yards (tackle by Jamar Taylor),0.610,0.470
1,13:23,2,7,PIT 28,0,0,DeAngelo Williams right guard for -3 yards (tackle by Demario Davis),0.470,-0.620
1,12:43,3,10,PIT 25,0,0,Landry Jones sacked by Demario Davis for -10 yards,-0.620,-2.440
1,12:14,4,20,PIT 15,0,0,"Jordan Berry punts 40 yards, fair catch by Mario Alford",-2.440,-1.930
1,12:06,1,10,CLE 45,0,0,Robert Griffin pass complete short right to Corey Coleman for 7 yards (tackle by Ross Cockrell),1.930,2.330
1,11:35,2,3,PIT 48,0,0,Robert Griffin pass complete short left to Andrew Hawkins for 1 yard (tackle by William Gay and Artie Burns),2.330,1.750
1,10:54,3,2,PIT 47,0,0,Duke Johnson middle for 4 yards (tackle by Sean Davis),1.750,2.720
1,10:23,1,10,PIT 43,0,0,Isaiah Crowell middle for 6 yards (tackle by Sean Davis),2.720,2.990
1,9:48,2,4,PIT 37,0,0,Robert Griffin pass complete short right to Gary Barnidge for 9 yards (tackle by Ryan Shazier),2.990,3.710
1,9:14,1,10,PIT 28,0,0,Isaiah Crowell left guard for 13 yards (tackle by Mike Mitchell),3.710,4.580
1,8:37,1,10,PIT 15,0,0,Robert Griffin pass complete short left to Terrelle Pryor for 3 yards (tackle by Ryan Shazier),4.580,4.450
1,7:57,2,7,PIT 12,6,0,"Robert Griffin pass complete short right to Seth Devalve for 12 yards, touchdown",4.450,7.000
1,7:48,,,PIT 15,7,0,Cody Parkey kicks extra point good,0.000,0.000
