Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
2,15:00,3,10,NOR 29,0,7,Baker Mayfield pass complete short middle to D.J. Moore for 2 yards (tackle by Pete Werner),2.410,1.670
2,14:22,4,8,NOR 27,0,10,Eddy Pineiro 45 yard field goal good,1.670,3.000
2,14:16,,,CAR 35,0,10,"Eddy Pineiro kicks off 61 yards, returned by Dwayne Washington for 16 yards. Dwayne Washington fumbles. Dwayne Washington fumbles, recovered by Dwayne Washington at NO-9 and returned for 16 yards (tackle by Cory Littleton)",0.000,0.610
2,14:09,1,10,NOR 25,0,10,Jameis Winston pass complete short left to Nick Vannett for 5 yards (tackle by Cory Littleton),0.610,0.740
2,13:37,2,5,NOR 30,0,10,Alvin Kamara left end for 2 yards (tackle by Frankie Luvu),0.740,0.300
2,13:03,3,3,NOR 32,0,10,"Mark Ingram for no gain. Penalty on Erik McCoy: Offensive Holding, 10 yards (accepted) (no play)",0.300,-1.020
2,12:30,3,13,NOR 22,0,10,Jameis Winston pass complete short right to Chris Olave for 4 yards (tackle by Myles Hartsfield),-1.020,-1.630
2,11:52,4,10,NOR 26,0,10,"Blake Gillikin punts 45 yards, fair catch by Shi Smith at CAR-29",-1.630,-0.870
2,11:44,1,10,CAR 29,0,10,Christian McCaffrey up the middle for 5 yards (tackle by Shy Tuttle),0.870,1.000
2,11:22,2,5,CAR 34,0,10,Baker Mayfield pass incomplete short right intended for Christian McCaffrey,1.000,0.300
2,11:18,3,5,CAR 34,0,10,Baker Mayfield sacked by and Carl Granderson for -9 yards and J.T. Gray for -9 yards,0.300,-1.700
2,10:32,4,14,CAR 25,0,10,"Penalty on Sam Franklin: False Start, 5 yards (accepted) (no play)",-1.700,-2.030
2,10:19,4,19,CAR 20,0,10,"Johnny Hekker punts 59 yards, returned by Jarvis Landry for 14 yards (tackle by Ian Thomas and Sam Franklin)",-2.030,-1.270
2,10:05,1,10,NOR 35,0,10,"Jameis Winston pass incomplete intended for Chris Olave. Penalty on Chris Olave: Offensive Offside, 5 yards (accepted) (no play)",1.270,0.940
2,9:58,1,15,NOR 30,0,10,"Penalty on Adam Trautman: False Start, 5 yards (accepted) (no play)",0.940,0.610
2,9:58,1,20,NOR 25,0,10,Jameis Winston pass complete short right to Chris Olave for 12 yards (tackle by C.J. Henderson),0.610,0.990
2,9:28,2,8,NOR 37,0,10,Alvin Kamara right tackle for 1 yard (tackle by Cory Littleton),0.990,0.430
2,8:44,3,7,NOR 38,0,10,Jameis Winston pass incomplete short left intended for Juwan Johnson (defended by Shaq Thompson),0.430,-0.850
2,8:39,4,7,NOR 38,0,10,"Blake Gillikin punts 44 yards, fair catch by Shi Smith at CAR-18",-0.850,-0.040
2,8:32,1,10,CAR 18,0,10,Christian McCaffrey up the middle for 6 yards (tackle by Justin Evans and David Onyemata),0.040,0.410
2,7:52,2,4,CAR 24,0,10,Baker Mayfield pass complete short right to Giovanni Ricci for 15 yards (tackle by Pete Werner),0.410,1.530
2,7:04,1,10,CAR 39,0,10,Chuba Hubbard right guard for 14 yards (tackle by Shy Tuttle),1.530,2.460
2,6:27,1,10,NOR 47,0,10,D.J. Moore left end for 9 yards (tackle by Tyrann Mathieu),2.460,3.130
2,5:49,2,1,NOR 38,0,10,Christian McCaffrey right guard for no gain (tackle by Pete Werner),3.130,2.410
2,5:22,3,1,NOR 38,0,10,Christian McCaffrey up the middle for 2 yards (tackle by Cameron Jordan),2.410,3.180
2,4:41,1,10,NOR 36,0,10,Baker Mayfield pass incomplete short right,3.180,2.640
2,4:36,2,10,NOR 36,0,10,Baker Mayfield pass complete short left to Christian McCaffrey for -1 yards (tackle by Payton Turner and Demario Davis),2.640,1.820
2,3:54,3,11,NOR 37,0,10,Baker Mayfield pass complete short middle to Tommy Tremble for 7 yards (tackle by P.J. Williams),1.820,1.480
2,3:00,,,,,,Timeout #1 by Carolina Panthers,,
2,3:00,4,3,NOR 30,0,13,Eddy Pineiro 48 yard field goal good,1.480,3.000
2,2:56,,,CAR 35,0,13,"Eddy Pineiro kicks off 70 yards, returned by Dwayne Washington for 24 yards (tackle by Stantley Thomas-Oliver)",0.000,0.150
2,2:50,1,10,NOR 19,0,13,Jameis Winston pass incomplete short left intended for Alvin Kamara,0.150,-0.390
2,2:46,2,10,NOR 19,0,13,Alvin Kamara right tackle for 4 yards (tackle by Derrick Brown and Yetur Gross-Matos),-0.390,-0.550
2,2:00,3,6,NOR 23,0,13,Jameis Winston pass complete short left to Michael Thomas for 6 yards (tackle by Myles Hartsfield),-0.550,0.870
2,1:25,1,10,NOR 29,0,13,Jameis Winston pass incomplete deep right intended for Jarvis Landry,0.870,0.330
2,1:27,2,10,NOR 29,0,13,Alvin Kamara left tackle for 4 yards (tackle by Marquis Haynes and Yetur Gross-Matos),0.330,0.170
2,0:52,3,6,NOR 33,0,13,Jameis Winston pass complete deep right to Chris Olave for 49 yards (tackle by C.J. Henderson),0.170,4.370
2,0:46,,,,,,Timeout #1 by New Orleans Saints,,
2,0:46,1,10,CAR 18,0,13,Jameis Winston pass complete short left to Chris Olave for 7 yards (tackle by C.J. Henderson),4.370,5.010
2,0:42,2,3,CAR 11,0,13,Jameis Winston pass incomplete short right intended for Alvin Kamara (defended by Derrick Brown),5.010,4.260
2,0:37,3,3,CAR 11,0,13,Jameis Winston pass incomplete short right intended for Jarvis Landry,4.260,2.800
2,0:33,4,3,CAR 11,0,13,Wil Lutz 30 yard field goal no good blocked by Henry Anderson,2.800,-0.540
2,0:27,1,10,CAR 24,0,13,Baker Mayfield sacked by Cameron Jordan for -10 yards,0.540,-1.470
2,0:18,,,,,,Timeout #2 by Carolina Panthers,,
2,0:18,2,20,CAR 14,0,13,Christian McCaffrey for 4 yards (tackle by Cameron Jordan and Demario Davis),-1.470,-1.640
Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,0,13,"Eddy Pineiro kicks off 65 yards, returned by Dwayne Washington for 16 yards (tackle by Chuba Hubbard). Penalty on Daniel Sorensen: Offensive Holding, 8 yards (accepted) CAR challenged the runner was down by contact ruling, and the play was upheld.",0.000,-0.380
3,14:54,1,10,NOR 8,0,13,Alvin Kamara left guard for 6 yards (tackle by Frankie Luvu),-0.380,-0.390
3,14:19,2,5,NOR 14,0,13,Alvin Kamara left tackle for 8 yards (tackle by Jeremy Chinn and Xavier Woods),-0.390,0.410
3,13:41,1,10,NOR 22,0,13,Jameis Winston pass complete short left to Jarvis Landry for 13 yards (tackle by Xavier Woods),0.410,1.270
3,13:03,1,10,NOR 35,0,13,Mark Ingram up the middle for 7 yards (tackle by Jaycee Horn and Jeremy Chinn),1.270,1.670
3,12:29,2,3,NOR 42,0,13,Alvin Kamara left guard for 4 yards (tackle by Marquis Haynes),1.670,1.990
3,11:54,1,10,NOR 46,0,13,Jameis Winston pass complete short right to Michael Thomas for 7 yards (tackle by C.J. Henderson),1.990,2.400
3,11:18,2,3,CAR 47,0,13,Alvin Kamara right tackle for 2 yards (tackle by Henry Anderson),2.400,1.880
3,10:32,3,2,CAR 45,0,13,Jameis Winston pass complete short left to Chris Olave for 6 yards (tackle by Jeremy Chinn),1.880,2.980
3,10:04,1,10,CAR 39,0,13,Mark Ingram left end for -2 yards (tackle by Henry Anderson and Daviyon Nixon),2.980,2.170
3,9:26,2,12,CAR 41,0,13,Jameis Winston pass complete deep right to Tre'Quan Smith for 23 yards (tackle by Jeremy Chinn),2.170,4.370
3,8:47,1,10,CAR 18,0,13,Alvin Kamara up the middle for -1 yards (tackle by Matthew Ioannidis),4.370,3.670
3,8:06,2,11,CAR 19,0,13,Jameis Winston pass incomplete deep right intended for Alvin Kamara,3.670,2.970
3,7:58,3,11,CAR 19,0,13,Jameis Winston sacked by Jeremy Chinn for -11 yards,2.970,1.410
3,7:16,4,22,CAR 30,0,13,Wil Lutz 48 yard field goal no good,1.410,-1.470
3,7:16,1,10,CAR 38,0,13,Christian McCaffrey left end for 18 yards (tackle by P.J. Williams),1.470,2.650
3,6:41,1,10,NOR 44,0,13,D.J. Moore for 4 yards (tackle by Bradley Roby and P.J. Williams),2.650,2.650
3,5:58,2,6,NOR 40,0,13,Baker Mayfield pass incomplete short middle intended for D.J. Moore (defended by Bradley Roby),2.650,1.950
3,5:53,3,6,NOR 40,0,13,Christian McCaffrey up the middle for 2 yards (tackle by J.T. Gray and Carl Granderson),1.950,0.720
3,5:13,4,4,NOR 38,0,13,Baker Mayfield pass incomplete short middle intended for Giovanni Ricci (defended by Demario Davis),0.720,-1.470
3,5:06,1,10,NOR 38,0,13,Alvin Kamara left guard for 6 yards (tackle by Jaycee Horn),1.470,1.730
3,4:22,2,4,NOR 44,0,13,Jameis Winston pass incomplete deep right intended for Tre'Quan Smith,1.730,1.020
3,4:23,3,4,NOR 44,0,13,"Jameis Winston aborted snap, recovered by Jameis Winston at NO-42 and returned for -2 yards Jameis Winston for no gain. Penalty on Chris Olave: Illegal Shift, 5 yards (declined)",1.020,-0.460
3,4:06,4,4,NOR 44,0,13,"Blake Gillikin punts 49 yards, returned by Shi Smith for 10 yards (tackle by Zach Wood and Zack Baun)",-0.460,-0.150
3,3:49,1,10,CAR 19,0,13,Baker Mayfield pass complete short right to Christian McCaffrey for 8 yards (tackle by Demario Davis and Tanoh Kpassagnon),0.150,0.750
3,3:13,2,2,CAR 27,0,13,Christian McCaffrey left tackle for no gain (tackle by Kaden Elliss),0.750,-0.030
3,2:34,3,2,CAR 27,0,13,Baker Mayfield pass complete deep left to Shi Smith for 24 yards (tackle by Bradley Roby),-0.030,2.320
3,2:02,1,10,NOR 49,0,13,Baker Mayfield pass incomplete short right intended for Robbie Anderson,2.320,1.780
3,1:56,2,10,NOR 49,0,13,Christian McCaffrey right tackle for 5 yards (tackle by Paulson Adebo),1.780,1.750
3,1:15,3,5,NOR 44,0,13,Baker Mayfield pass incomplete deep left intended for Robbie Anderson,1.750,0.330
3,1:09,4,5,NOR 44,0,13,Johnny Hekker punts 33 yards downed by Giovanni Ricci,0.330,0.370
3,0:59,1,10,NOR 11,0,13,Jameis Winston pass incomplete short right intended for Chris Olave (defended by Jaycee Horn),-0.370,-0.780
3,0:56,2,10,NOR 11,0,13,Alvin Kamara right guard for -1 yards (tackle by Marquan McCall),-0.780,-1.540
3,0:19,3,11,NOR 10,0,13,Jameis Winston pass complete short left to Chris Olave for 12 yards (tackle by Donte Jackson),-1.540,0.410
Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 22,0,13,Jameis Winston pass complete short right to Chris Olave for 8 yards (tackle by Keith Taylor),0.410,0.950
4,14:29,2,2,NOR 30,0,13,Jameis Winston pass complete short right to Michael Thomas for 16 yards (tackle by Myles Hartsfield),0.950,1.990
4,14:06,1,10,NOR 46,0,13,Jameis Winston pass complete short right to Adam Trautman for 9 yards,1.990,2.670
4,13:53,2,1,CAR 45,0,13,Jameis Winston pass complete short left to Tre'Quan Smith for 11 yards (tackle by C.J. Henderson),2.670,3.310
4,13:15,1,10,CAR 34,0,13,Jameis Winston pass complete short middle to Alvin Kamara for 6 yards (tackle by Frankie Luvu),3.310,3.580
4,12:53,2,4,CAR 28,0,13,Jameis Winston pass complete short right to Tre'Quan Smith for 23 yards (tackle by Shaq Thompson),3.580,6.060
4,12:35,1,5,CAR 5,6,13,"Mark Ingram up the middle for 5 yards, touchdown",6.060,7.000
4,12:31,,,CAR 15,7,13,Wil Lutz kicks extra point good,0.000,0.000
4,12:31,,,NOR 35,7,13,"Wil Lutz kicks off 68 yards, returned by Laviska Shenault for 36 yards (tackle by Daniel Sorensen)",0.000,1.140
4,12:25,1,10,CAR 33,7,13,Baker Mayfield pass incomplete short right intended for D.J. Moore,1.140,0.590
4,12:19,2,10,CAR 33,7,19,"Baker Mayfield pass complete short left to Laviska Shenault for 67 yards, touchdown",0.590,7.000
4,12:06,,,NOR 2,7,19,"Two Point Attempt: Christian McCaffrey rushes, conversion fails.",1.000,-1.000
4,12:06,,,CAR 35,7,19,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
4,12:06,1,10,NOR 25,7,19,Jameis Winston pass complete short right to Chris Olave for 11 yards,0.610,1.330
4,11:30,1,10,NOR 36,7,19,Jameis Winston pass incomplete short left intended for Alvin Kamara (defended by Jeremy Chinn),1.330,0.790
4,11:25,2,10,NOR 36,7,19,Jameis Winston pass (defended by Jaycee Horn) intended for Chris Olave is intercepted by Derrick Brown at NO-35 and returned for no gain (tackle by Erik McCoy),0.790,-3.250
4,11:19,1,10,NOR 35,7,19,Baker Mayfield pass complete short right to Ian Thomas for 4 yards (tackle by Pete Werner),3.250,3.240
4,10:36,2,6,NOR 31,7,19,Christian McCaffrey up the middle for 2 yards (tackle by Kentavius Street),3.240,2.810
4,9:57,3,4,NOR 29,7,19,Christian McCaffrey left end for 9 yards (tackle by Shy Tuttle),2.810,4.240
4,9:14,1,10,NOR 20,7,19,Baker Mayfield pass incomplete deep left intended for Christian McCaffrey (defended by P.J. Williams),4.240,3.690
4,9:07,2,10,NOR 20,7,19,Chuba Hubbard up the middle for 4 yards (tackle by David Onyemata),3.690,3.520
4,8:28,3,6,NOR 16,7,19,Baker Mayfield pass incomplete short left intended for D.J. Moore,3.520,2.400
4,8:23,4,6,NOR 16,7,22,Eddy Pineiro 34 yard field goal good,2.400,3.000
4,8:19,,,CAR 35,7,22,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
4,8:19,1,10,NOR 25,7,22,Jameis Winston pass incomplete short right intended for Alvin Kamara,0.610,0.060
4,8:14,2,10,NOR 25,7,22,"Jameis Winston pass complete to Chris Olave for no gain. Penalty on Erik McCoy: Offensive Holding, 10 yards (accepted) (no play)",0.060,-1.430
4,7:49,2,20,NOR 15,7,22,Jameis Winston pass complete short middle to Alvin Kamara for 6 yards (tackle by Shaq Thompson),-1.430,-1.150
4,7:01,3,14,NOR 21,7,22,Jameis Winston pass incomplete short right,-1.150,-1.960
4,7:02,4,14,NOR 21,7,22,"Blake Gillikin punts 55 yards, returned by Shi Smith for no gain (tackle by Daniel Sorensen). Penalty on Keith Taylor: Offensive Holding, 10 yards (accepted) . Penalty on Keith Taylor: Offensive Holding, 10 yards (declined)",-1.960,0.280
4,6:50,1,10,CAR 14,7,22,Christian McCaffrey up the middle for 1 yard (tackle by Pete Werner and Tanoh Kpassagnon),-0.280,-0.640
4,6:07,2,9,CAR 15,7,22,Christian McCaffrey left guard for 5 yards (tackle by Pete Werner),-0.640,-0.680
4,5:21,3,4,CAR 20,7,22,"Christian McCaffrey for no gain (tackle by P.J. Williams). Penalty on Ikem Ekwonu: Offensive Holding, 10 yards (accepted) (no play)",-0.680,-1.890
4,4:50,3,14,CAR 10,7,22,Baker Mayfield pass complete short middle to Laviska Shenault for 23 yards (tackle by Tyrann Mathieu and P.J. Williams),-1.890,1.140
4,4:32,,,,,,Timeout #1 by New Orleans Saints,,
4,4:32,1,10,CAR 33,7,22,Christian McCaffrey up the middle for 2 yards (tackle by Shy Tuttle and Cameron Jordan),1.140,0.860
4,4:28,,,,,,Timeout #2 by New Orleans Saints,,
4,4:28,2,8,CAR 35,7,22,Christian McCaffrey left guard for 5 yards (tackle by Shy Tuttle),0.860,0.830
4,4:22,,,,,,Timeout #3 by New Orleans Saints,,
4,4:22,3,3,CAR 40,7,22,Christian McCaffrey up the middle for 1 yard (tackle by Shy Tuttle and P.J. Williams),0.830,-0.650
4,3:37,4,2,CAR 41,7,22,Johnny Hekker punts 49 yards downed by Stantley Thomas-Oliver,-0.650,0.380
4,3:28,1,10,NOR 10,7,22,Jameis Winston pass complete deep left to Chris Olave for 38 yards (tackle by Jeremy Chinn),-0.380,2.130
4,2:55,1,10,NOR 48,7,22,Jameis Winston pass complete deep right to Tre'Quan Smith for 48 yards (tackle by Jeremy Chinn),2.130,6.280
4,2:29,1,4,CAR 4,13,22,"Jameis Winston pass complete short right to Marquez Callaway for 4 yards, touchdown",6.280,7.000
4,2:22,,,CAR 15,14,22,Wil Lutz kicks extra point good,0.000,0.000
4,2:22,,,,,,Timeout #2 by Carolina Panthers,,
4,2:22,,,NOR 35,14,22,"Wil Lutz kicks onside 19 yards, returned by D.J. Moore for no gain",0.000,1.990
4,2:21,1,10,CAR 46,14,22,Christian McCaffrey for 1 yard (tackle by Pete Werner and Shy Tuttle),1.990,1.590
4,2:00,2,9,CAR 47,14,22,Christian McCaffrey right tackle for 4 yards (tackle by David Onyemata),1.590,1.420
4,1:15,3,5,NOR 49,14,22,Christian McCaffrey right guard for 4 yards (tackle by Marcus Davenport),1.420,0.270
4,0:27,,,,,,Timeout #3 by Carolina Panthers,,
4,0:27,4,1,NOR 45,14,22,Johnny Hekker punts 44 yards downed by Stantley Thomas-Oliver,0.270,0.380
4,0:17,1,10,NOR 1,14,22,Jameis Winston pass intended for Chris Olave is intercepted by Jaycee Horn at 50 and returned for no gain (tackle by Chris Olave),-0.380,-2.260
4,0:08,1,10,NOR 50,14,22,Baker Mayfield kneels for -1 yards,2.260,1.580
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
