Quarter,Time,Tm,Detail,NOR,CAR
1.0,5:32,Panthers,Marquis Haynes 44 yard fumble return (Eddy Pineiro kick),0,7
2.0,14:16,Panthers,Eddy Pineiro 45 yard field goal,0,10
,2:56,Panthers,Eddy Pineiro 48 yard field goal,0,13
4.0,12:31,Saints,Mark Ingram 5 yard rush (Wil Lutz kick),7,13
,12:06,Panthers,Laviska Shenault Jr. 67 yard pass from Baker Mayfield (run failed),7,19
,8:19,Panthers,Eddy Pineiro 34 yard field goal,7,22
,2:22,Saints,Marquez Callaway 4 yard pass from Jameis Winston (Wil Lutz kick),14,22
