#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,ATL 25,7,4:09,75,Touchdown
2,1,8:51,ATL 42,9,5:33,43,Field Goal
3,2,14:48,ATL 35,3,1:41,2,Punt
4,2,13:07,JAX 5,1,0:04,5,Touchdown
5,2,11:19,ATL 14,7,3:15,22,Punt
6,2,5:44,ATL 28,9,3:55,72,Touchdown
7,2,0:46,JAX 19,4,0:46,6,Field Goal
8,3,11:45,ATL 21,8,5:07,79,Touchdown
9,3,4:37,JAX 49,3,2:25,7,Blocked Punt
10,3,2:12,ATL 23,3,1:34,4,Punt
11,4,14:48,ATL 31,3,2:13,9,Punt
12,4,10:03,ATL 35,11,6:50,50,Downs
13,4,0:59,ATL 20,2,0:59,-2,End of Game
