Quarter,Time,Down,ToGo,Location,TAM,PHI,Detail,EPB,EPA
1,7:57,1,10,PHI 34,0,7,Josh Johnson pass complete short right to Antonio Bryant for 7 yards (tackle by Sheldon Brown and Quintin Mikell),3.310,3.720
1,7:25,2,3,PHI 27,0,7,Derrick Ward right end for -1 yards (tackle by Chris Gocong),3.720,2.870
1,6:45,3,4,PHI 28,0,7,Derrick Ward middle for 2 yards (tackle by Omar Gaither),2.870,1.860
1,5:58,4,2,PHI 26,0,7,Josh Johnson pass incomplete short left intended for Michael Clayton (defended by Sheldon Brown),1.860,-0.670
1,5:53,1,10,PHI 26,0,7,Brian Westbrook for 3 yards (tackle by Sabby Piscitelli),0.670,0.540
1,5:30,2,7,PHI 29,0,7,Brian Westbrook right end for no gain (tackle by Tim Crowder),0.540,-0.160
1,4:51,3,7,PHI 29,0,7,Donovan McNabb pass complete short middle to Jason Avant for 12 yards (tackle by Geno Hayes),-0.160,1.660
1,4:06,1,10,PHI 41,0,7,Brian Westbrook left end for 5 yards (tackle by Barrett Ruud),1.660,1.800
1,3:29,2,5,PHI 46,0,7,Donovan McNabb pass complete short right to Brian Westbrook for -3 yards (tackle by Barrett Ruud),1.800,0.700
1,2:48,3,8,PHI 43,0,7,"Donovan McNabb pass complete deep right to DeSean Jackson for 16 yards. Penalty on DeSean Jackson: Offensive Pass Interfere, 10 yards (no play)",0.700,-0.630
1,2:19,3,18,PHI 33,0,7,Donovan McNabb pass incomplete deep right intended for DeSean Jackson (defended by Aqib Talib),-0.630,-1.180
1,2:14,4,18,PHI 33,0,7,"Saverio Rocca punts 56 yards, returned by Clifton Smith for 9 yards (tackle by Akeem Jordan)",-1.180,-0.280
1,2:03,1,10,TAM 20,0,7,Josh Johnson pass complete short right to Sammie Stroughter for 9 yards (tackle by Joselio Hanson),0.280,0.950
1,1:30,2,1,TAM 29,0,7,Cadillac Williams left end for 2 yards (tackle by Jeremiah Trotter),0.950,1.000
1,0:57,1,10,TAM 31,0,7,"Penalty on B.J. Askew: False Start, 5 yards (no play)",1.000,0.670
1,0:34,1,15,TAM 26,0,7,Josh Johnson sacked by Chris Gocong for -8 yards,0.670,-1.400
Quarter,Time,Down,ToGo,Location,TAM,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,23,TAM 18,0,7,Josh Johnson pass complete short left to Cadillac Williams for -2 yards (tackle by Brodrick Bunkley),-1.400,-2.690
2,14:13,,,,0,7,Timeout #1 by Tampa Bay Buccaneers,0.000,-2.690
2,14:13,3,25,TAM 16,0,7,"Josh Johnson sacked by Trent Cole for -8 yards. Penalty on Victor Harris: Unnecessary Roughness, 15 yards (no play)",-2.690,1.000
2,13:44,1,10,TAM 31,0,7,Cadillac Williams left end for 3 yards (tackle by Ellis Hobbs),1.000,0.870
2,13:15,2,7,TAM 34,0,7,Josh Johnson pass incomplete short left intended for Antonio Bryant,0.870,0.170
2,13:12,3,7,TAM 34,0,7,Josh Johnson pass complete short right to Kellen Winslow for 8 yards (tackle by Asante Samuel),0.170,1.730
2,12:45,1,10,TAM 42,0,7,Josh Johnson pass complete short right to John Gilmore for 9 yards (tackle by Jeremiah Trotter),1.730,2.400
2,12:18,2,1,PHI 49,0,7,Derrick Ward left guard for -1 yards (tackle by Brodrick Bunkley),2.400,1.550
2,11:34,3,2,,0,7,Josh Johnson right end for 8 yards (tackle by Akeem Jordan),1.550,2.790
2,10:50,1,10,PHI 42,0,7,Josh Johnson right end for 2 yards (tackle by Trent Cole),2.790,2.510
2,10:11,2,8,PHI 40,0,7,Josh Johnson pass complete short left to Michael Clayton for 3 yards (tackle by Quintin Mikell and Ellis Hobbs),2.510,2.210
2,9:41,3,5,PHI 37,0,7,"Josh Johnson pass incomplete. Penalty on Trent Cole: Defensive Offside, 5 yards (no play)",2.210,3.450
2,9:37,1,10,PHI 32,0,7,Josh Johnson pass complete short left to Jerramy Stevens for 1 yard (tackle by Ellis Hobbs),3.450,3.040
2,8:53,2,9,PHI 31,0,7,Josh Johnson pass complete short right to Antonio Bryant for 6 yards (tackle by Akeem Jordan),3.040,3.140
2,8:12,3,3,PHI 25,0,7,Cadillac Williams middle for 2 yards (tackle by Darren Howard),3.140,2.080
2,7:36,4,1,PHI 23,0,7,"Josh Johnson for no gain. Josh Johnson fumbles, recovered by Josh Johnson at PHI-24",2.080,-0.540
,,,,,,,"TAM challenged the fumble ruling, and the original play was overturned.",,
2,7:22,1,10,PHI 24,0,7,Donovan McNabb pass incomplete intended for LeSean McCoy (defended by Gaines Adams),0.540,0.000
2,7:17,2,10,PHI 24,0,7,Donovan McNabb pass complete deep left to Brent Celek for 38 yards (tackle by Will Allen),0.000,3.050
2,6:29,1,10,TAM 38,0,7,Leonard Weaver middle for 1 yard (tackle by Roy Miller),3.050,2.640
2,5:51,2,9,TAM 37,0,7,DeSean Jackson for no gain (tackle by Will Allen),2.640,1.950
2,5:24,3,9,TAM 37,0,7,Donovan McNabb pass complete short middle to Jeremy Maclin for 17 yards (tackle by Tanard Jackson),1.950,4.240
2,4:48,1,10,TAM 20,0,13,"Donovan McNabb pass complete short left to Leonard Weaver for 20 yards, touchdown",4.240,7.000
2,,,,TAM 2,0,13,"David Akers kicks extra point good. Penalty on Stacy Andrews: False Start, 5 yards (no play)",0.000,0.000
2,,,,TAM 2,0,14,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,0,14,"David Akers kicks off 70 yards, touchback",0.000,0.280
2,4:40,1,10,TAM 20,0,14,Josh Johnson pass complete deep left to Antonio Bryant for 31 yards (tackle by Sheldon Brown and Jeremiah Trotter),0.280,2.320
2,3:55,1,10,PHI 49,0,14,Derrick Ward middle for 5 yards (tackle by Victor Harris),2.320,2.460
2,3:15,2,5,PHI 44,0,14,Josh Johnson pass complete deep left to Kellen Winslow for 24 yards (tackle by Victor Harris),2.460,4.240
2,2:27,1,10,PHI 20,0,14,Josh Johnson pass complete short middle to Antonio Bryant for 11 yards (tackle by Joselio Hanson),4.240,5.140
2,2:00,1,9,PHI 9,6,14,"Josh Johnson pass complete short middle to Kellen Winslow for 9 yards, touchdown",5.140,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,,,,PHI 2,7,14,Shane Andrus kicks extra point good,0.000,0.000
2,,,,TAM 30,7,14,"Shane Andrus kicks off 45 yards, returned by Leonard Weaver for 18 yards (tackle by Elbert Mack)",0.000,1.800
2,1:50,1,10,PHI 43,7,14,Donovan McNabb for 17 yards,1.800,2.920
2,1:40,1,10,TAM 40,7,20,"Donovan McNabb pass complete deep middle to Jeremy Maclin for 40 yards, touchdown",2.920,7.000
2,,,,TAM 2,7,21,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,7,21,"David Akers kicks off 70 yards, returned by Clifton Smith for 34 yards (tackle by Joselio Hanson). Penalty on Matt McCoy: Offensive Holding, 10 yards",0.000,0.540
2,1:26,1,10,TAM 24,7,21,Josh Johnson pass incomplete deep right intended for Kellen Winslow,0.540,0.000
2,1:17,2,10,TAM 24,7,21,Josh Johnson sacked by Trent Cole for -5 yards,0.000,-1.430
2,1:12,,,,7,21,Timeout #1 by Philadelphia Eagles,0.000,-1.430
2,1:10,3,15,TAM 19,7,21,"Derrick Ward right end for 28 yards (tackle by Asante Samuel). Penalty on Asante Samuel: Face Mask (15 Yards), 15 yards",-1.430,3.050
2,1:00,1,10,PHI 38,7,21,Josh Johnson pass complete short right to Kellen Winslow for 15 yards (tackle by Trent Cole and Darren Howard),3.050,4.040
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:27,1,10,PHI 23,7,21,Josh Johnson pass incomplete short left intended for Jerramy Stevens (defended by Tracy White),4.040,3.500
2,0:24,2,10,PHI 23,7,21,Josh Johnson pass incomplete deep left intended for Michael Clayton,3.500,2.810
2,0:19,3,10,PHI 23,7,21,Josh Johnson pass complete short middle to Donald Penn for 15 yards (tackle by Trent Cole),2.810,5.370
2,0:10,,,,7,21,Timeout #2 by Tampa Bay Buccaneers,0.000,5.370
2,0:10,1,8,PHI 8,7,21,Josh Johnson pass incomplete short left intended for Antonio Bryant,5.370,4.570
2,0:06,2,8,PHI 8,7,21,Josh Johnson pass incomplete short right intended for Sammie Stroughter is intercepted by Asante Samuel and returned for 31 yards,4.570,0.000
Quarter,Time,Down,ToGo,Location,TAM,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,7,21,"Shane Andrus kicks off 67 yards, returned by Ellis Hobbs for 21 yards (tackle by Maurice Stovall)",0.000,0.540
3,14:53,1,10,PHI 24,7,21,Donovan McNabb pass incomplete deep right intended for Brent Celek,0.540,0.000
3,14:48,2,10,PHI 24,7,21,Brian Westbrook right end for 1 yard (tackle by Jimmy Wilkerson),0.000,-0.560
3,14:03,3,9,PHI 25,7,21,Donovan McNabb pass incomplete short right intended for Jeremy Maclin (defended by Jimmy Wilkerson),-0.560,-1.700
3,13:57,4,9,PHI 25,7,21,Saverio Rocca punts 46 yards,-1.700,-0.870
3,13:51,1,10,TAM 29,7,21,Cadillac Williams middle for 1 yard (tackle by Victor Harris),0.870,0.460
3,13:17,2,9,TAM 30,7,21,"Josh Johnson pass complete short right to Cadillac Williams for -2 yards (tackle by Victor Harris and Quintin Mikell). Penalty on Jerramy Stevens: Offensive Holding, 10 yards (no play)",0.460,-0.890
3,12:53,2,19,TAM 20,7,21,Josh Johnson pass complete short left to Cadillac Williams for 12 yards (tackle by Trent Cole),-0.890,0.040
3,12:06,3,7,TAM 32,7,21,Josh Johnson pass complete short left to Kellen Winslow for 5 yards (tackle by Quintin Mikell),0.040,-0.910
3,11:33,4,2,TAM 37,7,21,Dirk Johnson punts 31 yards,-0.910,-1.070
3,11:27,1,10,PHI 32,7,21,"Donovan McNabb sacked by Jimmy Wilkerson for 0 yards. Donovan McNabb fumbles (forced by Jimmy Wilkerson), recovered by Winston Justice at PHI-23",1.070,-0.690
3,10:53,2,19,PHI 23,7,21,LeSean McCoy middle for 2 yards (tackle by Jimmy Wilkerson),-0.690,-1.090
3,10:15,3,17,PHI 25,7,21,Donovan McNabb pass complete short left to LeSean McCoy for 5 yards (tackle by Tanard Jackson),-1.090,-1.370
3,9:29,4,12,PHI 30,7,21,"Saverio Rocca punts 45 yards, returned by Clifton Smith for 7 yards (tackle by Akeem Jordan)",-1.370,-1.070
3,9:17,1,10,TAM 32,7,21,Josh Johnson pass incomplete short right intended for Kellen Winslow,1.070,0.530
3,9:12,2,10,TAM 32,7,21,Josh Johnson pass incomplete short left intended for Michael Clayton (defended by Sheldon Brown),0.530,-0.160
3,9:09,3,10,TAM 32,7,21,Josh Johnson pass incomplete short right intended for Sammie Stroughter is intercepted by Asante Samuel at TAM-42 and returned for 15 yards,-0.160,-3.780
3,8:56,1,10,TAM 27,7,21,Donovan McNabb pass complete deep left to Brian Westbrook for 20 yards (tackle by Barrett Ruud),3.780,5.600
3,8:10,1,7,TAM 7,7,27,"Brian Westbrook right end for 7 yards, touchdown",5.600,7.000
3,,,,TAM 2,7,28,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,7,28,"David Akers kicks off 70 yards, touchback",0.000,0.280
3,8:06,1,10,TAM 20,7,28,Derrick Ward middle for 4 yards (tackle by Trent Cole),0.280,0.270
3,7:23,2,6,TAM 24,7,28,"Josh Johnson pass incomplete deep right intended for Kellen Winslow. Penalty on Chris Gocong: Defensive Pass Interfere, 24 yards (no play)",0.270,2.130
3,7:18,1,10,TAM 48,7,28,Josh Johnson pass complete short right to Kellen Winslow for 8 yards (tackle by Victor Abiamiri),2.130,2.660
3,6:49,2,2,PHI 44,7,28,"Josh Johnson right end for no gain (tackle by Sheldon Brown). Penalty on Michael Clayton: Illegal Shift (Offsetting), Penalty on Sheldon Brown: Defensive Holding (Offsetting) (no play)",2.660,2.660
3,6:10,2,2,PHI 44,7,28,Josh Johnson pass incomplete short left intended for Michael Clayton,2.660,1.950
3,6:06,3,2,PHI 44,7,28,Josh Johnson pass complete short left to Sammie Stroughter for 4 yards (tackle by Sheldon Brown),1.950,2.920
3,5:23,1,10,PHI 40,7,28,Josh Johnson pass incomplete short left intended for Antonio Bryant,2.920,2.370
3,5:18,2,10,PHI 40,7,28,Josh Johnson pass incomplete short middle intended for Sammie Stroughter (defended by Omar Gaither),2.370,1.680
3,5:15,3,10,PHI 40,7,28,"Josh Johnson pass complete deep right to Michael Clayton for 16 yards (tackle by Asante Samuel). Penalty on Victor Abiamiri: Roughing the Passer, 12 yards",1.680,4.780
3,4:45,1,10,PHI 12,7,28,Josh Johnson pass incomplete short left intended for Michael Clayton,4.780,4.100
3,4:40,2,10,PHI 12,7,28,Josh Johnson pass incomplete short right intended for Michael Clayton (defended by Akeem Jordan),4.100,3.120
3,4:36,3,10,PHI 12,7,28,Josh Johnson pass incomplete short left intended for Michael Clayton is intercepted by Sheldon Brown at PHI-9,3.120,0.380
3,4:31,1,10,PHI 9,7,28,Donovan McNabb pass complete short middle to Brent Celek for 6 yards (tackle by Barrett Ruud),-0.380,-0.280
3,3:51,2,4,PHI 15,7,28,Donovan McNabb pass complete short right to Jeremy Maclin for 13 yards (tackle by Aqib Talib),-0.280,0.810
3,3:11,1,10,PHI 28,7,28,Donovan McNabb pass complete short left to LeSean McCoy for 10 yards (tackle by Barrett Ruud),0.810,1.470
3,2:27,1,10,PHI 38,7,28,LeSean McCoy middle for 9 yards (tackle by Tanard Jackson),1.470,2.140
3,1:59,2,1,PHI 47,7,28,Leonard Weaver middle for 3 yards (tackle by Jimmy Wilkerson),2.140,2.260
3,1:20,1,10,,7,28,Donovan McNabb sacked by Jimmy Wilkerson for -7 yards,2.260,0.770
3,0:43,2,17,PHI 43,7,28,Donovan McNabb pass complete short middle to Brent Celek for 9 yards (tackle by Quincy Black),0.770,1.290
Quarter,Time,Down,ToGo,Location,TAM,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,TAM 48,7,28,Donovan McNabb pass complete deep left to Jeremy Maclin for 16 yards (tackle by Ronde Barber),1.290,3.450
4,14:21,1,10,TAM 32,7,28,LeSean McCoy middle for 2 yards (tackle by Barrett Ruud),3.450,3.170
4,13:36,2,8,TAM 30,7,28,Donovan McNabb pass complete short middle to Jeremy Maclin for 5 yards (tackle by Aqib Talib),3.170,3.140
4,12:57,3,3,TAM 25,7,28,LeSean McCoy left end for -2 yards (tackle by Stylez G. White and Ronde Barber),3.140,1.720
4,12:12,4,5,TAM 27,7,31,David Akers 44 yard field goal good,1.720,3.000
4,,,,PHI 30,7,31,"David Akers kicks off 64 yards, returned by Clifton Smith for 20 yards (tackle by Chris Gocong)",0.000,0.670
4,12:02,1,10,TAM 26,7,31,Josh Johnson pass incomplete short middle intended for John Gilmore,0.670,0.130
4,11:57,2,10,TAM 26,7,31,Cadillac Williams left end for 8 yards (tackle by Darren Howard),0.130,0.500
4,11:11,3,2,TAM 34,7,31,Josh Johnson left end for 29 yards (tackle by Victor Harris). Penalty on Darren Howard: Defensive Offside (Declined),0.500,3.120
4,10:38,1,10,PHI 37,7,31,Josh Johnson pass complete short middle to Kellen Winslow for 14 yards (tackle by Joselio Hanson),3.120,4.040
4,9:55,1,10,PHI 23,7,31,Josh Johnson pass incomplete short right intended for Michael Clayton,4.040,3.500
4,9:51,2,10,PHI 23,7,31,Josh Johnson pass complete short right to Michael Clayton for 6 yards (tackle by Joselio Hanson),3.500,3.660
4,9:02,3,4,PHI 17,7,31,Josh Johnson pass complete short right to Kellen Winslow for 10 yards (tackle by Juqua Parker),3.660,5.600
4,8:13,1,7,PHI 7,7,31,Josh Johnson pass incomplete short left intended for Sammie Stroughter,5.600,4.760
4,8:07,2,7,PHI 7,7,31,Josh Johnson pass complete short middle to Cadillac Williams for -2 yards (tackle by Omar Gaither),4.760,3.360
4,7:26,3,9,PHI 9,7,31,Josh Johnson pass incomplete short left intended for Antonio Bryant (defended by Chris Gocong),3.360,2.830
4,7:22,4,9,PHI 9,13,31,"Josh Johnson pass complete short middle to Kellen Winslow for 9 yards, touchdown",2.830,7.000
4,,,,PHI 2,14,31,Shane Andrus kicks extra point good,0.000,0.000
4,,,,TAM 30,14,31,Shane Andrus kicks onside 10 yards (onside kick successful),0.000,1.600
4,7:13,1,10,TAM 40,14,31,"Josh Johnson sacked by Victor Abiamiri for -9 yards. Josh Johnson fumbles (forced by Victor Abiamiri), recovered by Josh Johnson at TAM-31",1.600,-0.160
4,6:35,2,19,TAM 31,14,31,Josh Johnson left end for 1 yard (tackle by Trent Cole),-0.160,-0.690
4,5:55,3,18,TAM 32,14,31,Josh Johnson pass incomplete short left intended for Kellen Winslow (defended by Akeem Jordan),-0.690,-1.240
4,5:50,4,18,TAM 32,14,31,"Dirk Johnson punts 39 yards, fair catch by DeSean Jackson",-1.240,-0.870
4,5:46,1,10,PHI 29,14,31,Michael Vick pass complete short left to DeSean Jackson for 1 yard (tackle by Barrett Ruud),0.870,0.460
4,5:16,2,9,PHI 30,14,31,Michael Vick pass incomplete short left intended for DeSean Jackson,0.460,-0.230
4,5:12,3,9,PHI 30,14,31,Michael Vick right end for 11 yards (tackle by Aqib Talib),-0.230,1.660
4,4:23,,,,14,31,Timeout #1 by Philadelphia Eagles,0.000,1.660
4,4:23,1,10,PHI 41,14,31,Brian Westbrook left end for 2 yards (tackle by Ronde Barber),1.660,1.390
4,3:44,,,,14,31,Timeout #2 by Philadelphia Eagles,0.000,1.390
4,3:44,2,8,PHI 43,14,31,LeSean McCoy middle for 2 yards (tackle by Geno Hayes),1.390,0.960
4,3:03,3,6,PHI 45,14,31,"Michael Vick pass incomplete deep middle intended for Brent Celek. Penalty on Sabby Piscitelli: Defensive Holding, 5 yards (no play)",0.960,2.260
4,2:58,1,10,,14,31,LeSean McCoy left tackle for 1 yard (tackle by Ryan Sims),2.260,1.850
4,2:14,2,9,TAM 49,14,31,Michael Vick middle for 1 yard (tackle by Barrett Ruud),1.850,1.290
4,2:00,3,8,TAM 48,14,31,Michael Vick pass incomplete deep left intended for Jeremy Maclin,1.290,0.070
4,1:49,4,8,TAM 48,14,31,Saverio Rocca punts 47 yards,0.070,0.380
4,1:42,1,10,TAM 1,14,31,B.J. Askew middle for no gain (tackle by Chris Gocong),-0.380,-0.780
4,1:03,2,10,TAM 1,14,33,"Cadillac Williams for -1 yards, safety",-0.780,-2.000
4,,,,TAM 20,14,33,"Dirk Johnson kicks off 30 yards, returned by DeSean Jackson for no gain",0.000,2.260
4,0:57,1,10,,14,33,Michael Vick kneels for -1 yards,2.260,1.580
4,0:22,2,11,PHI 49,14,33,Michael Vick kneels for -1 yards,1.580,0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
