Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss and deferred, Buccaneers to receive the opening kickoff.",,
1,15:00,,,ATL 35,0,0,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,TAM 25,0,0,Peyton Barber right guard for 1 yard (tackle by Jordan Richards),0.610,0.200
1,14:30,2,9,TAM 26,0,0,Jameis Winston pass complete short middle to Chris Godwin for 10 yards (tackle by Robert Alford),0.200,1.330
1,14:02,1,10,TAM 36,0,0,Jameis Winston pass complete short right to Antony Auclair for 5 yards (tackle by Duke Riley),1.330,1.470
1,13:30,2,5,TAM 41,0,0,Peyton Barber right tackle for 28 yards (tackle by Damontae Kazee),1.470,3.510
1,13:02,1,10,ATL 31,0,0,Jameis Winston pass complete short middle to Chris Godwin for 14 yards (tackle by Desmond Trufant),3.510,4.440
1,12:30,1,10,ATL 17,0,0,Peyton Barber right guard for 2 yards (tackle by Jordan Richards and Terrell McClain),4.440,4.150
1,11:47,2,8,ATL 15,0,0,Jameis Winston pass incomplete short left intended for DeSean Jackson (defended by Robert Alford),4.150,3.340
1,11:43,3,8,ATL 15,6,0,"Jameis Winston pass complete short left to Cameron Brate for 15 yards, touchdown. Penalty on Vic Beasley: Defensive Offside (Declined)",3.340,7.000
1,11:36,,,ATL 15,6,0,Chandler Catanzaro kicks extra point no good wide left,0.000,-1.000
1,11:36,,,TAM 35,6,0,"Chandler Catanzaro kicks off 65 yards, touchback.",0.000,0.610
1,11:36,1,10,ATL 25,6,0,Tevin Coleman right end for 6 yards (tackle by Vinny Curry),0.610,0.870
1,10:54,2,4,ATL 31,6,0,Matt Ryan pass complete short right to Austin Hooper for 4 yards (tackle by Brent Grimes),0.870,1.270
1,10:14,1,10,ATL 35,6,0,Matt Ryan pass complete short middle to Calvin Ridley for 15 yards (tackle by Kwon Alexander),1.270,2.260
1,9:50,1,10,ATL 50,6,0,"Penalty on ATL: Offensive Too Many Men on Field, 5 yards (no play)",2.260,1.930
1,9:28,1,15,ATL 45,6,0,Matt Ryan pass complete short left to Julio Jones for 10 yards (tackle by Kwon Alexander),1.930,2.390
1,8:48,2,5,TAM 45,6,0,"Matt Ryan pass complete short left to Calvin Ridley for 10 yards (tackle by Ryan Smith). Calvin Ridley fumbles, ball out of bounds at TB-35 (forced by Ryan Smith)",2.390,3.250
1,8:29,1,10,TAM 35,6,6,"Matt Ryan pass complete short left to Mohamed Sanu for 35 yards, touchdown",3.250,7.000
1,8:22,,,TAM 15,6,7,Matt Bryant kicks extra point good,0.000,0.000
1,8:22,,,ATL 35,6,7,"Matthew Bosher kicks off 60 yards, returned by Jacquizz Rodgers for no gain (tackle by Russell Gage)",0.000,0.150
1,8:15,1,10,TAM 19,6,7,Peyton Barber right end for 4 yards (tackle by Foyesade Oluokun and De'Vondre Campbell),0.150,0.210
1,7:35,2,6,TAM 23,6,7,Jameis Winston pass complete short middle to Peyton Barber for 9 yards (tackle by Foyesade Oluokun),0.210,1.070
1,6:59,1,10,TAM 32,6,7,Jameis Winston pass complete deep middle to Mike Evans for 19 yards (tackle by Kemal Ishmael),1.070,2.320
1,6:20,1,10,ATL 49,6,7,Peyton Barber right tackle for -2 yards (tackle by Michael Bennett),2.320,1.510
1,5:37,2,12,TAM 49,6,7,Jameis Winston pass incomplete deep right intended for Chris Godwin,1.510,0.830
1,5:33,3,12,TAM 49,6,7,Jameis Winston sacked by Brooks Reed for no gain,0.830,-0.130
1,4:53,4,12,TAM 49,6,7,"Bryan Anger punts 37 yards, muffed catch by Justin Hardy, recovered by Justin Hardy at ATL-14, returned by Justin Hardy for no gain (tackle by Justin Watson). Penalty on Justin Bethel: Running Into the Kicker (Declined)",-0.130,0.280
1,4:42,1,10,ATL 14,6,7,Matt Ryan pass complete deep left to Calvin Ridley for 22 yards (tackle by Ryan Smith),-0.280,1.330
1,4:03,1,10,ATL 36,6,7,Matt Ryan pass complete short left to Julio Jones for no gain (tackle by Ryan Smith and Jordan Whitehead),1.330,0.790
1,3:29,2,10,ATL 36,6,7,Matt Ryan pass complete short left to Austin Hooper for no gain (tackle by Kwon Alexander),0.790,0.100
1,2:42,3,10,ATL 36,6,7,Matt Ryan pass complete short middle to Austin Hooper for 14 yards (tackle by Kwon Alexander),0.100,2.260
1,2:00,1,10,ATL 50,6,7,Matt Ryan pass complete short right to Julio Jones for 9 yards (tackle by Brent Grimes),2.260,2.930
1,1:34,2,1,TAM 41,6,7,Ito Smith right tackle for 1 yard (tackle by Kwon Alexander),2.930,2.920
1,0:55,1,10,TAM 40,6,7,Ito Smith right end for -5 yards (tackle by M.J. Stewart),2.920,1.700
1,0:11,2,15,TAM 45,6,7,Matt Ryan pass complete short middle to Julio Jones for 6 yards (tackle by Brent Grimes),1.700,1.820
Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,TAM 39,6,7,Matt Ryan pass complete short right to Julio Jones for 10 yards (tackle by Jordan Whitehead and Kwon Alexander),1.820,3.640
2,14:15,1,10,TAM 29,6,7,Matt Ryan pass incomplete deep right intended for Justin Hardy,3.640,3.100
2,14:10,2,10,TAM 29,6,7,Tevin Coleman right end for 11 yards (tackle by Justin Evans),3.100,4.370
2,13:23,1,10,TAM 18,6,7,Matt Ryan pass incomplete deep right intended for Tevin Coleman,4.370,3.800
2,13:18,2,10,TAM 18,6,7,Ito Smith left guard for -1 yards (tackle by Justin Evans),3.800,2.970
2,12:34,3,11,TAM 19,6,7,"Matt Ryan pass incomplete short left intended for Ito Smith. Penalty on William Gholston: Illegal Use of Hands, 5 yards (no play)",2.970,4.650
2,12:27,1,10,TAM 14,6,13,"Ito Smith left guard for 14 yards, touchdown",4.650,7.000
2,12:19,,,TAM 15,6,14,Matt Bryant kicks extra point good,0.000,0.000
2,12:19,,,ATL 35,6,14,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
2,12:19,1,10,TAM 25,6,14,Jameis Winston pass complete short right to Chris Godwin for 2 yards (tackle by Robert Alford),0.610,0.330
2,11:49,2,8,TAM 27,6,14,Peyton Barber right end for 1 yard (tackle by Jordan Richards and Foyesade Oluokun),0.330,-0.230
2,11:00,3,7,TAM 28,6,14,Jameis Winston pass incomplete short right intended for Mike Evans,-0.230,-1.500
2,10:54,4,7,TAM 28,6,14,"Bryan Anger punts 44 yards, returned by Justin Hardy for 14 yards (tackle by Adarius Taylor)",-1.500,-1.730
2,10:43,1,10,ATL 42,6,14,Ito Smith left end for 5 yards (tackle by Jason Pierre-Paul),1.730,1.860
2,10:07,2,5,ATL 47,6,14,Ito Smith left end for 2 yards (tackle by Beau Allen),1.860,1.420
2,9:28,3,3,ATL 49,6,14,Matt Ryan pass complete short right to Mohamed Sanu for 11 yards (tackle by M.J. Stewart),1.420,2.920
2,8:56,1,10,TAM 40,6,14,Matt Ryan pass incomplete deep left intended for Julio Jones,2.920,2.370
2,8:50,2,10,TAM 40,6,14,Matt Ryan pass complete short right to Austin Hooper for 3 yards (tackle by Justin Evans),2.370,2.080
2,8:06,3,7,TAM 37,6,14,Matt Ryan pass complete deep right to Julio Jones for 28 yards (tackle by Brent Grimes),2.080,5.140
2,7:38,1,9,TAM 9,6,20,"Matt Ryan pass complete short left to Austin Hooper for 9 yards, touchdown",5.140,7.000
2,7:30,,,TAM 15,6,21,Matt Bryant kicks extra point good,0.000,0.000
2,7:30,,,ATL 35,6,21,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
2,7:29,1,10,TAM 25,6,21,Jameis Winston pass complete short right to DeSean Jackson for 19 yards (tackle by Duke Riley),0.610,1.860
2,6:58,1,10,TAM 44,6,21,Peyton Barber left guard for 7 yards (tackle by Deadrin Senat and De'Vondre Campbell),1.860,2.260
2,6:25,2,3,ATL 49,6,21,"Jameis Winston aborted snap, recovered by Jameis Winston at TB-45 Jameis Winston pass incomplete deep right intended for Chris Godwin",2.260,1.550
2,6:25,3,3,ATL 49,6,21,Jameis Winston right end for 4 yards (tackle by Terrell McClain),1.550,2.590
2,5:47,1,10,ATL 45,6,21,"Jameis Winston pass incomplete deep left intended for Mike Evans. Penalty on Mike Evans: Illegal Motion, 5 yards (no play)",2.590,2.260
2,5:40,1,15,TAM 50,6,21,Ronald Jones left end for 3 yards (tackle by Terrell McClain),2.260,1.770
2,5:02,2,12,ATL 47,6,21,Jameis Winston pass deep left intended for DeSean Jackson is intercepted by Damontae Kazee at ATL-5 and returned for -4 yards,1.770,0.380
2,4:57,1,10,ATL 1,6,21,Matt Ryan pass complete short left to Justin Hardy for 7 yards (tackle by Ryan Smith),-0.380,-0.270
