#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:15,TAM 15,6,2:31,18,Punt
2,1,8:42,TAM 20,3,2:01,9,Punt
3,1,5:01,CHI 12,1,0:07,0,Interception
4,1,4:49,TAM 40,5,4:25,11,Punt
5,2,12:56,TAM 35,3,1:28,7,Punt
6,2,7:49,TAM 20,3,0:25,0,Punt
7,2,2:37,TAM 7,10,2:37,77,Field Goal
8,3,15:00,TAM 20,3,1:06,-2,Punt
9,3,10:32,TAM 20,1,0:15,0,Interception
10,3,9:17,TAM 20,6,2:53,-2,Punt
11,3,3:45,TAM 31,3,1:26,4,Punt
12,3,1:01,TAM 41,5,2:10,45,Interception
13,4,13:39,CHI 21,4,1:21,21,Touchdown
14,4,9:51,CHI 48,6,2:34,48,Touchdown
15,4,1:55,TAM 28,6,1:29,33,Interception
