Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Jourdan Lewis,DAL,0,5,4,80.0%,40,10.0,8.0,0,100.0,3.6,15,25,0,0,0,0.0,0,5,0,0.0%
DaRon Bland,DAL,1,5,3,60.0%,24,8.0,4.8,0,32.5,7.8,19,5,0,0,0,0.0,0,5,0,0.0%
Juanyeh Thomas,DAL,0,4,3,75.0%,16,5.3,4.0,1,120.8,5.8,11,5,0,0,0,0.0,0,4,0,0.0%
Markquese Bell,DAL,0,2,2,100.0%,8,4.0,4.0,0,83.3,1.0,2,6,3,0,0,0.0,0,10,0,0.0%
Malik Hooker,DAL,0,3,2,66.7%,10,5.0,3.3,0,71.5,-1.0,-2,12,0,0,0,0.0,0,5,0,0.0%
Stephon Gilmore,DAL,0,4,2,50.0%,11,5.5,2.8,0,56.2,13.3,0,11,0,0,0,0.0,0,2,0,0.0%
DeMarcus Lawrence,DAL,0,1,1,100.0%,4,4.0,4.0,0,83.3,-2.0,-2,6,0,0,0,1.0,1,3,0,0.0%
Jayron Kearse,DAL,0,1,1,100.0%,20,20.0,20.0,0,118.7,20.0,20,0,3,0,0,0.5,1,7,0,0.0%
Damone Clark,DAL,0,3,1,33.3%,5,5.0,1.7,0,42.4,4.3,-3,8,6,0,0,0.0,0,6,0,0.0%
Micah Parsons,DAL,0,0,0,,,,,,,,,,0,0,0,2.5,3,6,0,0.0%
Sam Williams,DAL,0,0,0,,,,,,,,,,1,0,1,1.0,2,1,0,0.0%
Dorance Armstrong Jr.,DAL,0,0,0,,,,,,,,,,0,0,1,0.5,2,3,0,0.0%
Mazi Smith,DAL,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Chauncey Golston,DAL,0,0,0,,,,,,,,,,0,0,0,0.5,1,1,0,0.0%
Rashaan Evans,DAL,0,1,0,0.0%,,,0.0,,39.6,7.0,,,1,0,0,0.0,0,0,0,
Donovan Wilson,DAL,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,1,25.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Frankie Luvu,CAR,0,9,6,66.7%,24,4.0,2.7,0,70.1,-0.1,0,24,5,1,0,0.0,1,8,2,20.0%
Donte Jackson,CAR,0,7,5,71.4%,62,12.4,8.9,1,138.1,12.0,48,14,0,0,0,0.0,0,5,0,0.0%
Troy Hill,CAR,0,8,5,62.5%,20,4.0,2.5,1,106.2,5.5,1,19,2,0,0,0.0,0,8,0,0.0%
Dicaprio Bootle,CAR,0,5,4,80.0%,32,8.0,6.4,0,93.3,12.0,24,8,0,0,0,0.0,0,4,1,20.0%
Vonn Bell,CAR,0,5,3,60.0%,43,14.3,8.6,0,87.9,16.6,36,7,0,0,0,0.0,0,7,0,0.0%
Brian Burns,CAR,0,2,2,100.0%,10,5.0,5.0,0,87.5,-1.0,-2,12,0,0,3,0.0,3,3,0,0.0%
Xavier Woods,CAR,0,2,2,100.0%,16,8.0,8.0,0,100.0,2.0,4,12,1,0,0,0.0,0,5,0,0.0%
Kamu Grugier-Hill,CAR,0,2,1,50.0%,5,5.0,2.5,0,56.2,8.0,5,0,0,0,0,0.0,0,4,0,0.0%
Derrick Brown,CAR,0,0,0,,,,,,,,,,0,0,1,0.0,1,6,0,0.0%
Deion Jones,CAR,0,1,0,0.0%,,,0.0,,39.6,0.0,,,6,0,0,0.0,0,1,0,0.0%
Eku Leota,CAR,0,1,0,0.0%,,,0.0,,39.6,0.0,,,0,0,0,0.0,0,1,0,0.0%
D'Shawn Jamison,CAR,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
