Quarter,Time,Down,ToGo,Location,SDG,KAN,Detail,EPB,EPA
2,8:31,1,10,KAN 43,17,0,Larry Johnson left end for 2 yards (tackle by Shawne Merriman),1.800,1.520
2,7:51,2,8,KAN 45,17,0,Matt Cassel pass incomplete short right intended for Dwayne Bowe,1.520,0.830
2,7:46,3,8,KAN 45,17,0,Matt Cassel sacked by Steve Gregory for -5 yards,0.830,-0.720
2,7:13,4,13,KAN 40,17,0,"Dustin Colquitt punts 41 yards, fair catch by Darren Sproles",-0.720,-0.150
2,7:05,1,10,SDG 19,17,0,LaDainian Tomlinson middle for 3 yards (tackle by Corey Mays),0.150,0.070
2,6:25,2,7,SDG 22,17,0,"Philip Rivers pass complete short right to Darren Sproles for 6 yards (tackle by Mike Richardson). Penalty on Jeromey Clary: Offensive Holding, 10 yards (no play)",0.070,-1.290
2,6:02,2,17,SDG 12,17,0,Darren Sproles left end for 8 yards (tackle by Jon McGraw),-1.290,-0.940
2,5:20,3,9,SDG 20,17,0,Philip Rivers pass complete deep right to Vincent Jackson for 51 yards (tackle by Mike Richardson),-0.940,3.640
2,4:37,1,10,KAN 29,17,0,Philip Rivers pass complete short right to LaDainian Tomlinson for 1 yard (tackle by Demorrio Williams),3.640,3.240
2,3:55,2,9,KAN 28,17,0,Darren Sproles middle for 3 yards (tackle by Tamba Hali),3.240,2.940
2,3:15,3,6,KAN 25,17,0,Philip Rivers pass incomplete short left intended for Chris Chambers,2.940,1.830
2,3:11,4,6,KAN 25,17,0,Nate Kaeding 43 yard field goal no good,1.830,-1.140
2,3:07,1,10,KAN 33,17,0,Larry Johnson middle for 4 yards (tackle by Ogemdi Nwagbuo),1.140,1.130
2,2:28,2,6,KAN 37,17,0,Matt Cassel pass incomplete short left intended for Bobby Wade,1.130,0.430
2,2:25,3,6,KAN 37,17,0,Matt Cassel middle for 6 yards (tackle by Tim Dobbins),0.430,1.800
2,2:07,1,10,KAN 43,17,0,Matt Cassel pass complete short right to Bobby Wade for 9 yards (tackle by Quentin Jammer),1.800,2.470
2,2:00,2,1,SDG 48,17,0,Jamaal Charles middle for 15 yards (tackle by Eric Weddle),2.470,3.380
2,1:51,,,,17,0,Timeout #1 by Kansas City Chiefs,0.000,3.380
2,1:51,1,10,SDG 33,17,0,Matt Cassel pass complete short left to Lance Long for 7 yards (tackle by Steve Gregory),3.380,3.780
2,1:28,2,3,SDG 26,17,0,Matt Cassel pass incomplete deep right intended for Lance Long,3.780,3.070
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
2,1:19,3,3,SDG 26,17,0,Matt Cassel pass complete short middle to Jamaal Charles for 1 yard (tackle by Shaun Phillips),3.070,1.930
2,1:11,,,,17,0,Timeout #2 by Kansas City Chiefs,0.000,1.930
2,1:11,4,2,SDG 25,17,0,Ryan Succop 43 yard field goal no good,1.930,-1.200
2,1:07,1,10,SDG 34,17,0,Philip Rivers pass complete short right to Darren Sproles for -1 yards (tackle by Derrick Johnson),1.200,0.520
2,0:38,2,11,SDG 33,17,0,Darren Sproles for 21 yards,0.520,2.520
2,0:30,1,10,KAN 46,17,0,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson,2.520,1.980
2,0:25,2,10,KAN 46,17,0,Philip Rivers left end for 7 yards (tackle by Derrick Johnson),1.980,2.210
2,0:18,3,3,KAN 39,17,0,Philip Rivers pass complete short right to Vincent Jackson for 18 yards (tackle by Jovan Belcher and Mike Brown),2.210,4.170
2,0:11,,,,17,0,Timeout #2 by San Diego Chargers,0.000,4.170
2,0:11,1,10,KAN 21,17,0,Philip Rivers pass incomplete deep right intended for Vincent Jackson,4.170,3.630
2,0:06,2,10,KAN 21,20,0,Nate Kaeding 39 yard field goal good,3.630,3.000
2,,,,SDG 30,20,0,Nate Kaeding kicks off 36 yards,0.000,0.940
Quarter,Time,Down,ToGo,Location,SDG,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,20,0,"Nate Kaeding kicks off 44 yards, returned by Mike Cox for 9 yards (tackle by Brandon Siler)",0.000,1.270
3,14:56,1,10,KAN 35,20,0,Larry Johnson middle for 2 yards (tackle by Tim Dobbins),1.270,0.990
3,14:29,2,8,KAN 37,20,0,Matt Cassel pass complete short middle to Lance Long for 5 yards (tackle by Tim Dobbins),0.990,0.960
3,13:55,3,3,KAN 42,20,0,Matt Cassel pass complete deep right to Bobby Wade for 24 yards (tackle by Quentin Jammer),0.960,3.310
3,13:15,1,10,SDG 34,20,0,"Penalty on Barry Richardson: False Start, 5 yards (no play)",3.310,2.980
3,12:47,1,15,SDG 39,20,0,Matt Cassel middle for 9 yards (tackle by Shawne Merriman),2.980,3.310
3,12:10,2,6,SDG 30,20,0,Matt Cassel pass complete short right to Dwayne Bowe for 4 yards (tackle by Steve Gregory),3.310,3.140
3,11:32,3,2,SDG 26,20,0,Larry Johnson middle for 1 yard (tackle by Tim Dobbins),3.140,1.950
3,10:53,4,1,SDG 25,20,0,"Matt Cassel pass incomplete short left intended for Dwayne Bowe. Penalty on Quentin Jammer: Defensive Pass Interfere, 9 yards (no play)",1.950,4.510
3,10:48,1,10,SDG 16,20,0,Matt Cassel pass incomplete short left intended for Jamaal Charles (defended by Eric Weddle),4.510,3.900
3,10:45,2,10,SDG 16,20,0,Matt Cassel pass incomplete short middle intended for Dwayne Bowe,3.900,3.080
3,10:41,3,10,SDG 16,20,0,"Matt Cassel pass incomplete short left intended for Jamaal Charles. Penalty on Shawne Merriman: Defensive Offside, 5 yards (no play)",3.080,3.940
3,10:37,3,5,SDG 11,20,0,Larry Johnson middle for 4 yards (tackle by Shaun Phillips),3.940,3.010
3,9:54,4,1,SDG 7,20,6,"Matt Cassel pass complete short left to Dwayne Bowe for 7 yards, touchdown",3.010,7.000
3,,,,SDG 2,20,7,Ryan Succop kicks extra point good,0.000,0.000
3,,,,KAN 30,20,7,"Ryan Succop kicks off 70 yards, returned by Darren Sproles for 16 yards (tackle by Jamaal Charles)",0.000,-0.140
3,9:42,1,10,SDG 16,20,7,Philip Rivers pass complete short left to LaDainian Tomlinson for 1 yard (tackle by Corey Mays),-0.140,-0.510
3,9:08,2,9,SDG 17,20,7,LaDainian Tomlinson left end for -4 yards (tackle by Jon McGraw),-0.510,-1.750
3,8:23,3,13,SDG 13,20,7,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",-1.750,-2.360
3,8:20,3,18,SDG 8,20,7,Philip Rivers pass incomplete deep left intended for Chris Chambers,-2.360,-2.490
3,8:15,4,18,SDG 8,20,7,"Mike Scifres punts 57 yards, fair catch by Bobby Wade",-2.490,-1.270
3,8:07,1,10,KAN 35,20,7,Matt Cassel pass incomplete deep right intended for Jamaal Charles,1.270,0.720
3,8:01,2,10,KAN 35,20,7,Matt Cassel pass incomplete deep right intended for Bobby Wade,0.720,0.040
3,7:56,3,10,KAN 35,20,7,Matt Cassel left end for 3 yards (tackle by Steve Gregory),0.040,-0.850
3,7:23,4,7,KAN 38,20,7,"Dustin Colquitt punts 44 yards, returned by Darren Sproles for 18 yards (tackle by Jamaal Charles)",-0.850,-1.330
3,7:11,1,10,SDG 36,20,7,LaDainian Tomlinson middle for 3 yards (tackle by Jon McGraw),1.330,1.200
3,6:36,2,7,SDG 39,20,7,Philip Rivers pass complete short left to Antonio Gates for 3 yards (tackle by Demorrio Williams),1.200,0.890
3,5:56,3,4,SDG 42,26,7,"Philip Rivers pass complete short right to Darren Sproles for 58 yards, touchdown",0.890,7.000
3,,,,KAN 2,27,7,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,27,7,"Nate Kaeding kicks off 63 yards, returned by Jamaal Charles for 15 yards (tackle by Brandon Siler)",0.000,0.410
3,5:39,1,10,KAN 22,27,7,Larry Johnson middle for 9 yards (tackle by Tim Dobbins),0.410,1.080
3,5:08,2,1,KAN 31,27,7,Jamaal Charles left tackle for 5 yards (tackle by Tim Dobbins),1.080,1.330
3,4:39,1,10,KAN 36,27,7,"Matt Cassel pass complete short right to Dwayne Bowe for 4 yards (tackle by Steve Gregory). Penalty on Wade Smith: Ineligible Downfield Pas, 5 yards (no play)",1.330,1.000
3,4:13,1,15,KAN 31,27,7,Matt Cassel pass complete deep right to Bobby Wade for 20 yards,1.000,2.320
3,3:56,1,10,SDG 49,27,7,Matt Cassel pass incomplete short middle intended for Sean Ryan is intercepted by Tim Dobbins at SDG-36 and returned for 13 yards,2.320,-2.190
3,3:47,1,10,SDG 49,27,7,LaDainian Tomlinson middle for 3 yards (tackle by Mike Brown),2.190,2.050
3,3:04,2,7,KAN 48,27,7,Philip Rivers pass incomplete deep right intended for Vincent Jackson,2.050,1.360
3,2:58,3,7,KAN 48,27,7,Philip Rivers pass incomplete short left intended for Chris Chambers,1.360,0.070
3,2:53,4,7,KAN 48,27,7,"Mike Scifres punts 36 yards, fair catch by Bobby Wade",0.070,0.350
3,2:47,1,10,KAN 12,27,7,Matt Cassel pass incomplete short middle intended for Bobby Wade,-0.350,-0.780
3,2:42,2,10,KAN 12,27,7,Matt Cassel pass incomplete deep right intended for Mark Bradley is intercepted by Paul Oliver at KAN-36 and returned for 34 yards,-0.780,-6.740
3,2:31,1,2,KAN 2,27,7,"LaDainian Tomlinson left tackle for 2 yards. Penalty on Brandyn Dombrowski: Illegal Substitution, 5 yards (no play)",6.740,5.600
3,2:22,1,7,KAN 7,27,7,LaDainian Tomlinson middle for 5 yards (tackle by Corey Mays),5.600,5.720
3,1:50,2,2,KAN 2,27,7,LaDainian Tomlinson middle for 1 yard (tackle by Ron Edwards),5.720,5.170
3,1:23,3,1,KAN 1,27,7,LaDainian Tomlinson left tackle for no gain (tackle by Corey Mays),5.170,3.550
3,0:44,4,1,KAN 1,27,7,LaDainian Tomlinson left tackle for no gain (tackle by Demorrio Williams),3.550,0.380
3,0:37,1,10,KAN 1,27,7,Matt Cassel left guard for 6 yards,-0.380,-0.340
3,0:07,2,4,KAN 7,27,7,Jamaal Charles right end for 11 yards (tackle by Paul Oliver),-0.340,0.040
Quarter,Time,Down,ToGo,Location,SDG,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 18,27,7,Matt Cassel sacked by Shaun Phillips for -6 yards,0.040,-1.220
4,14:35,2,16,KAN 12,27,7,Matt Cassel pass incomplete short right intended for Bobby Wade,-1.220,-2.120
4,14:32,3,16,KAN 12,27,7,"Matt Cassel pass incomplete short left intended for Mark Bradley is intercepted by Steve Gregory at KAN-25 and returned for 13 yards. Penalty on Tim Dobbins: Illegal Block Above the , 10 yards",-2.120,-4.370
4,14:13,1,10,KAN 18,27,7,LaDainian Tomlinson middle for -4 yards (tackle by Tamba Hali),4.370,3.290
4,13:41,2,14,KAN 22,27,7,Philip Rivers pass complete deep left to Antonio Gates for 18 yards (tackle by Brandon Flowers),3.290,6.280
4,13:02,1,4,KAN 4,27,7,LaDainian Tomlinson middle for 1 yard (tackle by Glenn Dorsey),6.280,5.530
4,12:24,2,3,KAN 3,27,7,Philip Rivers pass complete short right to Mike Tolbert for 2 yards (tackle by Mike Vrabel),5.530,5.170
4,11:45,3,1,KAN 1,27,7,Philip Rivers pass incomplete short right intended for Antonio Gates,5.170,3.550
4,11:40,4,1,KAN 1,30,7,Nate Kaeding 19 yard field goal good,3.550,3.000
4,,,,SDG 30,30,7,"Nate Kaeding kicks off 53 yards, returned by Jamaal Charles for 23 yards (tackle by Antoine Cason)",0.000,1.600
4,11:30,1,10,KAN 40,30,7,Larry Johnson right end for 4 yards (tackle by Shaun Phillips),1.600,1.590
4,11:02,2,6,KAN 44,30,7,Matt Cassel sacked by Shaun Phillips for -1 yards,1.590,0.760
4,10:35,3,7,KAN 43,30,7,"Larry Johnson middle for 10 yards (tackle by Eric Weddle). Penalty on Brian Waters: Offensive Holding, 10 yards (no play)",0.760,-0.560
4,10:35,3,17,KAN 33,30,7,"Penalty on Matt Cassel: Delay of Game, 5 yards (no play)",-0.560,-1.220
4,9:53,3,22,KAN 28,30,7,Jamaal Charles middle for 2 yards (tackle by Shawne Merriman),-1.220,-1.370
4,9:21,4,20,KAN 30,36,7,"Dustin Colquitt punts no gain, touchdown",-1.370,-7.000
4,,,,KAN 2,37,7,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,37,7,"Nate Kaeding kicks off 63 yards, returned by Jamaal Charles for 45 yards (tackle by Nate Kaeding)",0.000,2.390
4,9:03,1,10,SDG 48,37,7,Larry Johnson middle for 3 yards (tackle by Shaun Phillips),2.390,2.250
4,8:30,2,7,SDG 45,37,7,Larry Johnson right end for -1 yards (tackle by Brandon Siler),2.250,1.420
4,7:53,3,8,SDG 46,37,7,Matt Cassel pass complete short middle to Larry Johnson for 7 yards (tackle by Luis Castillo),1.420,0.660
4,7:12,4,1,SDG 39,37,7,Larry Johnson left end for -1 yards (tackle by Shawne Merriman),0.660,-1.600
4,7:06,1,10,SDG 40,37,7,Jacob Hester left tackle for 1 yard (tackle by Ron Edwards),1.600,1.190
4,6:26,2,9,SDG 41,37,7,Jacob Hester middle for 7 yards (tackle by Demorrio Williams),1.190,1.420
4,5:40,3,2,SDG 48,37,7,Jacob Hester middle for no gain (tackle by DaJuan Morgan),1.420,-0.190
4,5:00,4,2,SDG 48,37,7,"Mike Scifres punts 40 yards, fair catch by Bobby Wade",-0.190,0.350
4,4:52,1,10,KAN 12,37,7,Dantrell Savage left tackle for 1 yard (tackle by Eric Weddle),-0.350,-0.700
4,4:22,2,9,KAN 13,37,7,Dantrell Savage middle for 8 yards (tackle by Brandon Siler),-0.700,-0.370
4,3:41,3,1,KAN 21,37,7,Dantrell Savage middle for 2 yards (tackle by Brandon Siler),-0.370,0.480
4,3:10,1,10,KAN 23,37,7,Dantrell Savage middle for 2 yards (tackle by Tim Dobbins),0.480,0.200
4,2:37,2,8,KAN 25,37,7,Dantrell Savage right tackle for 2 yards (tackle by Tim Dobbins),0.200,-0.230
4,2:00,3,6,KAN 27,37,7,Matt Gutierrez pass complete short right to Terrance Copper for 3 yards (tackle by Quentin Jammer),-0.230,-1.370
4,1:54,4,3,KAN 30,37,7,"Dustin Colquitt punts 53 yards, fair catch by Darren Sproles",-1.370,0.060
4,1:45,1,10,SDG 17,37,7,Billy Volek kneels for -1 yards,-0.060,-0.730
4,1:03,2,11,SDG 16,37,7,Billy Volek kneels for -1 yards,-0.730,-1.570
4,0:27,3,12,SDG 15,37,7,Billy Volek kneels for -1 yards,-1.570,-2.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
