Quarter,Time,Down,ToGo,Location,CLE,NYJ,Detail,EPB,EPA
1,3:53,1,10,NYJ 48,3,0,Geno Smith pass incomplete short right intended for Santonio Holmes,2.130,1.580
1,3:43,2,10,NYJ 48,3,0,Saalim Hakim left end for -11 yards (tackle by Barkevious Mingo),1.580,-0.560
1,3:05,3,21,NYJ 37,3,0,Geno Smith pass complete short right to Jeremy Kerley for 11 yards (tackle by D'Qwell Jackson and Joe Haden),-0.560,-0.190
1,2:22,4,10,NYJ 48,3,0,"Ryan Quigley punts 37 yards, returned by Jordan Poyer for 10 yards (tackle by Alex Green)",-0.190,-0.610
1,2:10,1,10,CLE 25,3,0,Edwin Baker left end for 6 yards (tackle by Sheldon Richardson),0.610,0.870
1,1:25,2,4,CLE 31,3,0,Jason Campbell pass complete short right to Brian Tyms for 6 yards (tackle by Antonio Cromartie),0.870,1.400
1,0:42,1,10,CLE 37,3,0,Jason Campbell pass complete deep left to Josh Gordon for 24 yards (tackle by Dee Milliner),1.400,2.980
1,0:42,1,10,NYJ 39,3,0,"Penalty on Kenrick Ellis: Defensive Offside, 5 yards (no play)",2.980,3.710
1,0:02,1,5,NYJ 34,3,0,Jason Campbell pass incomplete short right intended for Josh Gordon,3.710,3.120
Quarter,Time,Down,ToGo,Location,CLE,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,NYJ 34,3,0,Edwin Baker right tackle for 2 yards (tackle by Calvin Pace),3.120,2.680
2,14:20,3,3,NYJ 32,3,0,Jason Campbell pass complete short middle to Josh Cooper for 8 yards (tackle by Sheldon Richardson),2.680,2.680
2,13:41,3,3,NYJ 32,3,0,Timeout #1 by Cleveland Browns,2.680,3.970
2,13:41,1,10,NYJ 24,3,0,Jason Campbell pass incomplete short middle intended for Josh Gordon,3.970,3.430
2,13:36,2,10,NYJ 24,3,0,Jason Campbell pass incomplete short left intended for MarQueis Gray,3.430,2.740
2,13:31,3,10,NYJ 24,3,0,Jason Campbell up the middle for 14 yards (tackle by Antonio Allen),2.740,4.910
2,12:53,1,10,NYJ 10,3,0,Edwin Baker left tackle for 3 yards (tackle by Demario Davis),4.910,4.760
2,12:53,2,7,NYJ 7,3,0,"Penalty on Demario Davis: Defensive Offside, 3 yards (no play)",4.760,5.340
2,11:48,2,4,NYJ 4,3,0,Jason Campbell pass incomplete short right intended for Josh Gordon (defended by Dee Milliner),5.340,4.490
2,11:44,3,4,NYJ 4,3,0,"Jason Campbell pass incomplete short middle intended for Edwin Baker. Penalty on Sheldon Richardson: Roughing the Passer, 2 yards (no play)",4.490,6.740
2,11:39,1,2,NYJ 2,3,0,Edwin Baker right guard for 1 yard (tackle by Sheldon Richardson and Leger Douzable),6.740,5.910
2,10:56,2,1,NYJ 1,3,0,Jason Campbell pass incomplete short right intended for Gary Barnidge,5.910,5.910
2,10:50,2,1,NYJ 1,3,0,Timeout #2 by Cleveland Browns,5.910,5.170
2,10:50,3,1,NYJ 1,3,0,Jason Campbell pass incomplete short left intended for Josh Gordon,5.170,3.550
2,10:46,4,1,NYJ 1,3,0,Jason Campbell pass incomplete short left intended for Josh Gordon,3.550,0.380
2,10:41,1,10,NYJ 2,3,0,Chris Ivory right tackle for 1 yard (tackle by Ahtyba Rubin and Ishmaa'ily Kitchen),-0.380,-0.710
2,10:04,2,9,NYJ 3,3,0,Geno Smith pass incomplete deep left intended for Jeremy Kerley,-0.710,-1.300
2,9:58,3,9,NYJ 3,3,0,Geno Smith pass complete short left to Santonio Holmes for 12 yards (tackle by Leon McFadden),-1.300,-0.220
2,9:22,1,10,NYJ 15,3,0,Geno Smith pass incomplete short right intended for Kellen Winslow,-0.220,-0.710
2,9:18,2,10,NYJ 15,3,0,Chris Ivory left tackle for 4 yards (tackle by Armonty Bryant and D'Qwell Jackson),-0.710,-0.880
2,8:41,3,6,NYJ 19,3,0,Geno Smith pass incomplete short right intended for Jeremy Kerley,-0.880,-2.140
2,8:37,4,6,NYJ 19,3,0,"Ryan Quigley punts 51 yards, returned by Jordan Poyer for 29 yards (tackle by Josh Bush)",-2.140,-2.850
2,8:25,1,10,NYJ 41,3,0,Josh Gordon left end for 22 yards (tackle by David Harris),2.850,4.310
2,7:55,1,10,NYJ 19,3,0,Jason Campbell pass complete short left to Edwin Baker for 7 yards (tackle by Muhammad Wilkerson),4.310,4.920
2,7:21,2,3,NYJ 12,3,0,Edwin Baker left guard for 7 yards (tackle by Sheldon Richardson and Dawan Landry),4.920,6.060
2,6:51,1,5,NYJ 5,9,0,"Edwin Baker left guard for 5 yards, touchdown",6.060,7.000
2,6:51,,,NYJ 2,10,0,Billy Cundiff kicks extra point good,0.000,0.000
2,6:51,,,CLE 35,10,0,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
2,6:47,1,10,NYJ 20,10,0,"Chris Ivory up the middle for 10 yards (tackle by T.J. Ward and Jordan Poyer). Penalty on Brian Winters: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,6:27,1,20,NYJ 10,10,0,Geno Smith pass complete short middle to Kellen Winslow for 8 yards (tackle by T.J. Ward),-0.760,-0.630
2,5:54,2,12,NYJ 18,10,0,Geno Smith pass incomplete short right intended for Bilal Powell,-0.630,-1.330
2,5:48,3,12,NYJ 18,10,0,Geno Smith pass complete deep middle to Jeremy Kerley for 22 yards (tackle by Jordan Poyer),-1.330,1.600
2,5:06,1,10,NYJ 40,10,0,Geno Smith pass incomplete short right intended for Jeremy Kerley,1.600,1.050
2,5:03,2,10,NYJ 40,10,0,Chris Ivory left guard for 7 yards (tackle by D'Qwell Jackson),1.050,1.290
2,4:26,3,3,NYJ 47,10,0,Geno Smith pass complete short middle to Jeff Cumberland for 12 yards (tackle by T.J. Ward),1.290,2.850
2,3:53,1,10,CLE 41,10,0,Chris Ivory right tackle for 21 yards (tackle by Tashaun Gipson),2.850,2.850
2,3:24,1,10,CLE 41,10,0,Timeout #3 by Cleveland Browns,2.850,4.240
2,3:24,1,10,CLE 20,10,0,Geno Smith pass incomplete deep middle intended for Santonio Holmes (defended by Joe Haden),4.240,3.690
2,3:18,2,10,CLE 20,10,0,Bilal Powell up the middle for 7 yards (tackle by D'Qwell Jackson),3.690,4.100
2,2:49,3,3,CLE 13,10,0,Geno Smith pass complete short middle to Jeremy Kerley for 5 yards (tackle by Jordan Poyer),4.100,5.370
2,2:21,1,8,CLE 8,10,0,Chris Ivory up the middle for no gain (tackle by Ahtyba Rubin and Jabaal Sheard),5.370,4.570
2,2:00,2,8,CLE 8,10,0,Geno Smith left end for 2 yards (tackle by Tashaun Gipson),4.570,4.040
2,1:22,3,6,CLE 6,10,6,"Geno Smith pass complete short middle to David Nelson for 6 yards, touchdown",4.040,7.000
2,1:22,,,CLE 2,10,7,Nick Folk kicks extra point good,0.000,0.000
2,1:22,,,NYJ 35,10,7,"Nick Folk kicks off 60 yards, returned by Fozzy Whittaker for 19 yards (tackle by Nick Bellore)",0.000,-0.540
2,1:13,1,10,CLE 24,10,7,Chris Ogbonnaya up the middle for 8 yards (tackle by Sheldon Richardson),0.540,1.080
2,0:55,2,2,CLE 32,10,7,Jason Campbell pass incomplete deep right intended for Josh Gordon (defended by Dee Milliner),1.080,0.370
2,0:48,3,2,CLE 32,10,7,Jason Campbell pass incomplete deep left intended for MarQueis Gray,0.370,-1.240
2,0:44,4,2,CLE 32,10,7,Spencer Lanning punts 50 yards,-1.240,-0.040
2,0:34,1,10,NYJ 18,10,7,Bilal Powell up the middle for 39 yards (tackle by Buster Skrine),0.040,0.040
2,0:24,1,10,NYJ 18,10,7,Timeout #1 by New York Jets,0.040,2.720
2,0:24,1,10,CLE 43,10,7,Geno Smith for 8 yards,2.720,3.260
2,0:17,2,2,CLE 35,10,7,"Geno Smith left end for 7 yards. Penalty on Tashaun Gipson: Unnecessary Roughness, 14 yards",3.260,4.650
2,0:11,1,10,CLE 14,10,7,Geno Smith pass complete short right to Kellen Winslow for 11 yards (tackle by Craig Robertson and D'Qwell Jackson),4.650,6.510
2,0:00,1,3,CLE 3,10,10,Nick Folk 21 yard field goal good,6.510,3.000
Quarter,Time,Down,ToGo,Location,CLE,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,10,10,"Billy Cundiff kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,NYJ 20,10,10,Jeremy Kerley left end for 8 yards (tackle by Buster Skrine),0.280,0.810
3,14:31,2,2,NYJ 28,10,10,Chris Ivory right tackle for 1 yard (tackle by Craig Robertson),0.810,0.230
3,13:59,3,1,NYJ 29,10,10,Geno Smith right tackle for no gain (tackle by Paul Kruger),0.230,-1.440
3,13:17,4,1,NYJ 29,10,10,"Ryan Quigley punts 50 yards, fair catch by Jordan Poyer",-1.440,-0.340
3,13:10,1,10,CLE 21,10,10,Edwin Baker left tackle for 9 yards (tackle by Antonio Allen),0.340,1.020
3,12:42,2,1,CLE 30,10,10,Edwin Baker right tackle for 2 yards (tackle by Muhammad Wilkerson and Garrett McIntyre),1.020,1.070
3,12:05,1,10,CLE 32,10,10,Jason Campbell pass complete short left to Josh Cooper for 2 yards (tackle by Dee Milliner),1.070,0.800
3,11:29,2,8,CLE 34,10,10,Jason Campbell pass incomplete short left intended for Josh Gordon (defended by Dee Milliner),0.800,0.100
3,11:23,3,8,CLE 34,10,10,Jason Campbell pass complete deep left to Josh Gordon for 23 yards (tackle by Dee Milliner),0.100,2.720
3,10:58,1,10,NYJ 43,10,10,Edwin Baker up the middle for 6 yards (tackle by David Harris and Leger Douzable),2.720,2.990
3,10:30,2,4,NYJ 37,10,10,Edwin Baker left end for 7 yards (tackle by Dee Milliner and Dawan Landry),2.990,3.580
3,9:59,1,10,NYJ 30,10,10,Edwin Baker right guard for 1 yard (tackle by Antonio Allen and Leger Douzable),3.580,3.170
3,9:22,2,9,NYJ 29,10,10,Jason Campbell pass incomplete short right intended for Greg Little is intercepted by Dee Milliner at NYJ-20 and returned for 19 yards (tackle by MarQueis Gray),3.170,-1.530
3,9:10,1,10,NYJ 39,10,10,Geno Smith pass complete short middle to Bilal Powell for 3 yards (tackle by D'Qwell Jackson),1.530,1.390
3,8:35,2,7,NYJ 42,10,10,Chris Ivory up the middle for 28 yards (tackle by Joe Haden),1.390,3.580
3,8:01,1,10,CLE 30,10,10,Chris Ivory right tackle for -1 yards (tackle by Craig Robertson),3.580,2.900
3,7:26,2,11,CLE 31,10,10,Geno Smith pass incomplete deep right intended for Jeremy Kerley,2.900,2.900
3,7:18,2,11,CLE 31,10,10,Timeout #1 by New York Jets,2.900,2.210
3,7:17,3,11,CLE 31,10,10,Geno Smith pass incomplete deep right intended for David Nelson (defended by Joe Haden),2.210,1.320
3,7:13,4,11,CLE 31,10,10,Nick Folk 49 yard field goal no good,1.320,-1.530
3,7:09,1,10,CLE 39,10,10,Jason Campbell sacked by Leger Douzable and Quinton Coples for -3 yards,1.530,0.580
3,6:29,2,13,CLE 36,10,10,Jason Campbell sacked by Muhammad Wilkerson and Leger Douzable for -5 yards,0.580,-0.760
3,5:58,3,18,CLE 31,10,10,Jason Campbell pass incomplete short left intended for Josh Gordon (defended by Dee Milliner),-0.760,-1.310
3,5:53,4,18,CLE 31,10,10,Spencer Lanning punts 50 yards,-1.310,-0.150
3,5:42,1,10,NYJ 19,10,10,Geno Smith pass complete short right to Bilal Powell for 9 yards (tackle by Buster Skrine),0.150,0.880
3,5:12,2,1,NYJ 28,10,10,Bilal Powell right tackle for 2 yards (tackle by John Hughes and Phil Taylor),0.880,0.940
3,4:38,1,10,NYJ 30,10,10,Geno Smith pass incomplete short right intended for Santonio Holmes (defended by D'Qwell Jackson),0.940,0.390
3,4:32,2,10,NYJ 30,10,10,Geno Smith pass complete short middle to Jeremy Kerley for 15 yards (tackle by Buster Skrine),0.390,1.930
3,3:56,1,10,NYJ 45,10,10,Geno Smith pass incomplete short left intended for Kellen Winslow (defended by Barkevious Mingo),1.930,1.380
3,3:52,2,10,NYJ 45,10,10,Geno Smith pass complete short left to Jeff Cumberland for 18 yards (tackle by Tashaun Gipson),1.380,3.120
3,3:16,1,10,CLE 37,10,10,Chris Ivory right end for 2 yards (tackle by Paul Kruger),3.120,2.840
3,2:43,2,8,CLE 35,10,10,Geno Smith pass complete short right to Bilal Powell for -5 yards (tackle by T.J. Ward),2.840,1.490
3,2:04,3,13,CLE 40,10,10,Geno Smith pass complete short left to Jeremy Kerley for 17 yards (tackle by Tashaun Gipson),1.490,4.040
3,1:31,1,10,CLE 23,10,10,Bilal Powell right tackle for 1 yard (tackle by Ahtyba Rubin),4.040,3.630
3,0:53,2,9,CLE 22,10,10,Geno Smith pass complete short left to Santonio Holmes for 8 yards (tackle by Leon McFadden),3.630,4.280
3,0:12,3,1,CLE 14,10,10,Chris Ivory right tackle for 5 yards (tackle by Craig Robertson),4.280,5.140
Quarter,Time,Down,ToGo,Location,CLE,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,9,CLE 9,10,10,Chris Ivory right tackle for 4 yards (tackle by D'Qwell Jackson),5.140,5.150
4,14:18,2,5,CLE 5,10,16,"Geno Smith pass complete short left to David Nelson for 5 yards, touchdown",5.150,7.000
4,14:18,,,CLE 2,10,17,Nick Folk kicks extra point good,0.000,0.000
4,14:18,,,NYJ 35,10,17,"Nick Folk kicks off 68 yards, returned by Fozzy Whittaker for 50 yards (tackle by Saalim Hakim)",0.000,-2.060
4,14:06,1,10,CLE 47,10,17,Jason Campbell pass complete short left to Gary Barnidge for 16 yards (tackle by Demario Davis),2.060,3.120
4,13:40,1,10,NYJ 37,10,17,Edwin Baker right tackle for 6 yards (tackle by Garrett McIntyre and David Harris),3.120,3.380
4,13:09,2,4,NYJ 31,10,17,Jason Campbell pass complete short right to Josh Gordon for 12 yards (tackle by Demario Davis and Dawan Landry),3.380,4.310
4,12:36,1,10,NYJ 19,10,17,Jason Campbell pass complete short right to Edwin Baker for 5 yards (tackle by Dee Milliner),4.310,4.530
4,12:05,2,5,NYJ 14,10,17,Jason Campbell pass complete short left to Josh Gordon for 8 yards (tackle by Dee Milliner),4.530,4.530
4,11:29,2,5,NYJ 14,10,17,Timeout #2 by New York Jets,4.530,5.830
4,11:29,1,6,NYJ 6,10,17,Edwin Baker right guard for 4 yards (tackle by Demario Davis),5.830,5.720
4,10:53,2,2,NYJ 2,10,17,"Edwin Baker up the middle for 2 yards. Penalty on Gary Barnidge: False Start, 5 yards (no play)",5.720,4.760
4,10:30,2,7,NYJ 7,10,17,Jason Campbell pass incomplete short left intended for Josh Gordon,4.760,3.810
4,10:25,3,7,NYJ 7,10,17,Jason Campbell pass complete short left to Chris Ogbonnaya for 4 yards (tackle by David Harris),3.810,3.040
4,9:42,4,3,NYJ 3,13,17,Billy Cundiff 21 yard field goal good,3.040,3.000
4,9:42,,,CLE 35,13,17,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
4,9:40,1,10,NYJ 20,13,17,Geno Smith pass incomplete short left intended for Jeremy Kerley (defended by John Hughes),0.280,-0.270
4,9:37,2,10,NYJ 20,13,17,Bilal Powell left end for no gain (tackle by D'Qwell Jackson),-0.270,-0.960
4,8:57,3,10,NYJ 20,13,17,Geno Smith pass complete short middle to David Nelson for 15 yards (tackle by Jordan Poyer),-0.960,1.270
4,8:57,1,10,NYJ 35,13,17,"Penalty on CLE: Defensive 12 On-field, 5 yards (no play)",1.270,2.000
4,8:15,1,5,NYJ 40,13,17,Chris Ivory left tackle for 4 yards (tackle by John Hughes),2.000,1.940
4,7:40,2,1,NYJ 44,13,17,Bilal Powell up the middle for no gain (tackle by John Hughes and D'Qwell Jackson),1.940,1.220
4,7:03,3,1,NYJ 44,13,17,Bilal Powell up the middle for 5 yards (tackle by D'Qwell Jackson and Tashaun Gipson),1.220,2.190
4,6:26,1,10,NYJ 49,13,17,Chris Ivory right tackle for 4 yards (tackle by Tashaun Gipson),2.190,2.190
4,5:49,2,6,CLE 47,13,17,Geno Smith pass incomplete short left intended for Santonio Holmes,2.190,1.490
4,5:44,3,6,CLE 47,13,17,Geno Smith pass complete short left to David Nelson for 7 yards (tackle by Leon McFadden),1.490,2.920
4,5:04,1,10,CLE 40,13,17,Chris Ivory up the middle for 8 yards (tackle by Paul Kruger),2.920,2.920
4,4:22,1,10,CLE 40,13,17,Timeout #3 by New York Jets,2.920,3.450
4,4:22,2,2,CLE 32,13,17,Chris Ivory right guard for 7 yards (tackle by D'Qwell Jackson and Ahtyba Rubin),3.450,3.910
4,3:41,1,10,CLE 25,13,17,Chris Ivory right tackle for 2 yards (tackle by Craig Robertson),3.910,3.910
4,3:35,1,10,CLE 25,13,17,Timeout #1 by Cleveland Browns,3.910,3.630
4,3:34,2,8,CLE 23,13,17,Geno Smith left end for 6 yards (tackle by Jabaal Sheard),3.630,3.630
4,3:26,2,8,CLE 23,13,17,Timeout #2 by Cleveland Browns,3.630,3.850
4,3:26,3,2,CLE 17,13,23,"Geno Smith up the middle for 17 yards, touchdown",3.850,7.000
4,3:26,,,CLE 2,13,24,Nick Folk kicks extra point good,0.000,0.000
4,3:26,,,NYJ 35,13,24,"Nick Folk kicks off 66 yards, returned by Fozzy Whittaker for 23 yards (tackle by Nick Bellore)",0.000,-0.410
4,3:14,1,10,CLE 22,13,24,Jason Campbell pass incomplete deep left intended for Gary Barnidge (defended by Antonio Allen),0.410,-0.130
4,3:05,2,10,CLE 22,13,24,Jason Campbell pass complete deep right to Josh Gordon for 24 yards (tackle by Antonio Allen),-0.130,1.990
4,2:39,1,10,CLE 46,13,24,Jason Campbell pass incomplete short right intended for MarQueis Gray,1.990,1.450
4,2:31,2,10,CLE 46,13,24,Jason Campbell pass complete short left to Gary Barnidge for 7 yards (tackle by Demario Davis),1.450,1.690
4,2:05,3,3,NYJ 47,13,24,Jason Campbell pass complete short right to Brian Tyms for 6 yards (tackle by Dee Milliner),1.690,2.850
4,2:00,1,10,NYJ 41,13,24,Jason Campbell pass incomplete short left intended for Josh Cooper,2.850,2.310
4,1:54,2,10,NYJ 41,13,24,Jason Campbell pass incomplete short right intended for MarQueis Gray is intercepted by Ed Reed at NYJ-27 and returned for 25 yards,2.310,-2.390
4,1:46,1,10,CLE 48,13,24,Geno Smith kneels for no gain,2.390,1.850
4,1:01,2,10,CLE 48,13,24,Geno Smith kneels for no gain,1.850,1.160
4,0:33,3,10,CLE 48,13,24,Geno Smith kneels for -1 yards,1.160,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
