Quarter,Time,Down,ToGo,Location,OAK,NYJ,Detail,EPB,EPA
1,1:06,1,10,OAK 34,0,3,Marques Tuiasosopo pass complete to Randal Williams for 2 yards (tackle by Erik Coleman and Jonathan Vilma),1.200,0.930
1,0:22,2,8,OAK 36,0,3,Marques Tuiasosopo pass complete to LaMont Jordan for 9 yards (tackle by Victor Hobson),0.930,1.930
Quarter,Time,Down,ToGo,Location,OAK,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,OAK 45,0,3,Marques Tuiasosopo pass complete to Jerry Porter for 8 yards (tackle by Justin Miller),1.930,2.460
2,14:29,2,2,NYJ 47,0,3,"Penalty on Barry Sims: False Start, 5 yards (no play)",2.460,1.790
2,14:13,2,7,OAK 48,0,3,LaMont Jordan left guard for no gain (tackle by Jonathan Vilma),1.790,1.090
2,13:35,3,7,OAK 48,0,3,Marques Tuiasosopo pass incomplete intended for LaMont Jordan (defended by Jonathan Vilma),1.090,-0.190
2,13:29,4,7,OAK 48,0,3,"Shane Lechler punts 43 yards, fair catch by Justin McCareins",-0.190,0.380
2,13:20,1,10,NYJ 9,0,3,Brooks Bollinger pass incomplete intended for Doug Jolley,-0.380,-0.780
2,13:15,2,10,NYJ 9,0,3,Cedric Houston left end for 2 yards (tackle by Renaldo Hill and Derrick Burgess),-0.780,-1.190
2,12:38,3,8,NYJ 11,0,3,Brooks Bollinger right end for 9 yards (tackle by Fabian Washington),-1.190,0.280
2,12:07,1,10,NYJ 20,0,3,Cedric Houston up the middle for 7 yards (tackle by Jarrod Cooper and Derrick Burgess),0.280,0.680
2,11:35,2,3,NYJ 27,0,3,Cedric Houston up the middle for 1 yard (tackle by Danny Clark),0.680,0.100
2,11:01,3,2,NYJ 28,0,3,Cedric Houston right tackle for 9 yards (tackle by Stanford Routt),0.100,1.400
2,10:22,1,10,NYJ 37,0,3,Brooks Bollinger pass incomplete intended for Laveranues Coles,1.400,0.860
2,10:16,2,10,NYJ 37,0,3,"Penalty on Scott Gragg: False Start, 5 yards (no play)",0.860,0.180
2,10:16,2,15,NYJ 32,0,3,B.J. Askew right tackle for 6 yards (tackle by Ted Washington and Bobby Hamilton),0.180,0.300
2,9:32,3,9,NYJ 38,0,3,Brooks Bollinger pass incomplete intended for Doug Jolley,0.300,-0.850
2,9:25,4,9,NYJ 38,0,3,"Ben Graham punts 40 yards, fair catch by Chris Carr",-0.850,-0.410
2,9:16,1,10,OAK 22,0,3,Marques Tuiasosopo pass incomplete intended for Randy Moss,0.410,-0.130
2,9:10,2,10,OAK 22,0,3,"Penalty on Marques Tuiasosopo: Delay of Game, 5 yards (no play)",-0.130,-0.940
2,9:10,2,15,OAK 17,0,3,"Marques Tuiasosopo pass incomplete intended for Randy Moss is intercepted by Ty Law at OAK-42 and returned for 15 yards. Ty Law fumbles, recovered by Mark Brown at OAK-27",-0.940,-3.780
2,8:53,1,10,OAK 27,0,3,Brooks Bollinger pass incomplete intended for Justin McCareins,3.780,3.230
2,8:48,2,10,OAK 27,0,3,Cedric Houston left tackle for no gain (tackle by Terdell Sands),3.230,2.540
2,8:07,3,10,OAK 27,0,3,Brooks Bollinger pass complete to Jerricho Cotchery for 9 yards (tackle by Kirk Morrison and Jarrod Cooper),2.540,2.400
2,7:24,4,1,OAK 18,0,3,Cedric Houston left tackle for 2 yards (tackle by Danny Clark),2.400,4.510
2,6:47,1,10,OAK 16,0,3,"Brooks Bollinger pass incomplete intended for Laveranues Coles. Penalty on Fabian Washington: Defensive Pass Interfere, 13 yards (no play)",4.510,6.510
2,6:41,1,3,OAK 3,0,3,Cedric Houston right guard for 1 yard (tackle by Bobby Hamilton and Kirk Morrison),6.510,5.720
2,6:00,2,2,OAK 2,0,3,Cedric Houston right guard for no gain (tackle by Danny Clark and Ted Washington),5.720,4.950
2,5:23,3,2,OAK 2,0,3,Brooks Bollinger pass incomplete intended for Justin McCareins (defended by Stuart Schweigert),4.950,3.250
2,5:17,4,2,OAK 2,0,6,Mike Nugent 20 yard field goal good,3.250,3.000
2,,,,NYJ 30,0,6,"Mike Nugent kicks off 55 yards, returned by Chris Carr for 14 yards (tackle by Oliver Celestin). Penalty on Omar Easy: Offensive Holding, 10 yards",0.000,0.150
2,5:04,1,10,OAK 19,0,6,LaMont Jordan left end for 3 yards (tackle by Erik Coleman and Mark Brown),0.150,0.070
2,4:24,2,7,OAK 22,0,6,"Penalty on Courtney Anderson: False Start, 5 yards (no play)",0.070,-0.720
2,4:08,2,12,OAK 17,0,6,LaMont Jordan up the middle for 2 yards (tackle by Jonathan Vilma and Mark Brown),-0.720,-1.070
2,3:25,3,10,OAK 19,0,6,Marques Tuiasosopo pass complete to Doug Gabriel for 14 yards (tackle by Justin Miller),-1.070,1.140
2,2:38,1,10,OAK 33,0,6,Alvis Whitted left end for 27 yards (tackle by Erik Coleman),1.140,2.920
2,2:07,1,10,NYJ 40,0,6,LaMont Jordan left tackle for 4 yards (tackle by Oliver Celestin),2.920,2.910
2,2:00,2,6,NYJ 36,0,6,Marques Tuiasosopo pass incomplete intended for Randy Moss,2.910,2.210
2,1:53,3,6,NYJ 36,0,6,"Marques Tuiasosopo pass incomplete intended for Doug Gabriel. Penalty on David Barrett: Defensive Pass Interfere, 10 yards (no play)",2.210,3.840
2,1:49,1,10,NYJ 26,0,6,Marques Tuiasosopo pass incomplete intended for Alvis Whitted,3.840,3.300
2,1:42,2,10,NYJ 26,0,6,LaMont Jordan left tackle for 2 yards (tackle by James Reed and Jonathan Vilma),3.300,2.870
2,0:59,3,8,NYJ 24,0,6,Marques Tuiasosopo pass incomplete intended for LaMont Jordan,2.870,1.870
2,0:53,4,8,NYJ 24,3,6,Sebastian Janikowski 42 yard field goal good,1.870,3.000
2,,,,OAK 30,3,6,"Sebastian Janikowski kicks off 63 yards, returned by Justin Miller for 40 yards (tackle by Stuart Schweigert)",0.000,2.060
2,0:40,1,10,NYJ 47,3,6,Brooks Bollinger pass complete to Laveranues Coles for 7 yards (tackle by Renaldo Hill),2.060,2.460
2,0:24,,,,3,6,Timeout #1 by New York Jets,0.000,2.460
2,0:24,2,3,OAK 46,3,6,Brooks Bollinger pass incomplete intended for Laveranues Coles,2.460,1.750
2,0:18,3,3,OAK 46,3,6,Brooks Bollinger pass incomplete intended for Laveranues Coles,1.750,0.200
2,0:12,4,3,OAK 46,3,6,Ben Graham punts 45 yards,0.200,1.990
Quarter,Time,Down,ToGo,Location,OAK,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,3,6,"Mike Nugent kicks off 53 yards, returned by Chris Carr for 22 yards (tackle by Erik Coleman)",0.000,1.530
3,14:53,1,10,OAK 39,3,6,Marques Tuiasosopo pass complete to Randy Moss for 10 yards (tackle by Ty Law),1.530,2.190
3,14:14,1,10,OAK 49,3,6,LaMont Jordan up the middle for 2 yards (tackle by John Abraham and Jonathan Vilma),2.190,1.920
3,13:38,2,8,NYJ 49,3,6,LaMont Jordan up the middle for 4 yards (tackle by John Abraham and Mark Brown),1.920,1.750
3,13:00,3,4,NYJ 45,3,6,"Marques Tuiasosopo pass incomplete intended for Randy Moss. Penalty on Derrick Strait: Defensive Pass Interfere, 34 yards, Penalty on Lance Legree: Roughing the Passer (Declined) (no play)",1.750,4.840
3,12:53,1,10,NYJ 11,3,6,Marques Tuiasosopo pass incomplete intended for Randy Moss,4.840,4.140
3,12:47,2,10,NYJ 11,3,6,LaMont Jordan right tackle for no gain (tackle by Dewayne Robertson),4.140,3.130
3,12:06,3,10,NYJ 11,3,6,Marques Tuiasosopo pass incomplete intended for Courtney Anderson (defended by Kerry Rhodes),3.130,2.700
3,12:01,4,10,NYJ 11,3,6,Sebastian Janikowski 29 yard field goal no good,2.700,-0.280
3,11:56,1,10,NYJ 20,3,6,Brooks Bollinger pass complete to Jerald Sowell for 1 yard (tackle by Renaldo Hill),0.280,-0.130
3,11:14,2,9,NYJ 21,3,6,Brooks Bollinger pass incomplete intended for Laveranues Coles,-0.130,-0.820
3,11:07,3,9,NYJ 21,3,6,Brooks Bollinger right end for 10 yards (tackle by Fabian Washington),-0.820,1.000
3,10:37,1,10,NYJ 31,3,6,Cedric Houston up the middle for 5 yards (tackle by Tommy Kelly),1.000,1.140
3,10:03,2,5,NYJ 36,3,6,Cedric Houston right tackle for 3 yards (tackle by Ted Washington and Tim Johnson),1.140,0.830
3,9:23,3,2,NYJ 39,3,6,"Brooks Bollinger pass incomplete intended for Justin McCareins. Penalty on Derrick Burgess: Defensive Offside, 5 yards (no play)",0.830,1.860
3,9:19,1,10,NYJ 44,3,6,Brooks Bollinger pass complete to Justin McCareins for 16 yards (tackle by Stuart Schweigert),1.860,2.920
3,8:55,1,10,OAK 40,3,6,Cedric Houston left end for 7 yards (tackle by Stuart Schweigert),2.920,3.320
3,8:24,2,3,OAK 33,3,6,Brooks Bollinger pass complete to Doug Jolley for 12 yards (tackle by Kirk Morrison),3.320,4.170
3,7:53,1,10,OAK 21,3,6,Brooks Bollinger pass incomplete intended for Jerald Sowell,4.170,3.630
3,7:49,2,10,OAK 21,3,6,Cedric Houston right end for 1 yard (tackle by Derrick Burgess and Danny Clark),3.630,3.070
3,7:08,3,9,OAK 20,3,6,Brooks Bollinger pass complete to Doug Jolley for 3 yards (tackle by Fabian Washington),3.070,2.340
3,6:31,4,6,OAK 17,3,9,Mike Nugent 35 yard field goal good,2.340,3.000
3,,,,NYJ 30,3,9,Mike Nugent kicks off 63 yards,0.000,1.600
3,6:25,1,10,OAK 40,3,9,"Marques Tuiasosopo sacked by John Abraham for -8 yards. Marques Tuiasosopo fumbles (forced by John Abraham), recovered by John Abraham at OAK-26 (tackle by Zack Crockett)",1.600,-3.840
3,6:15,1,10,OAK 26,3,9,Cedric Houston for no gain (tackle by Derrick Burgess),3.840,3.300
3,5:30,2,10,OAK 26,3,9,Brooks Bollinger for 15 yards (tackle by Danny Clark),3.300,4.840
3,5:06,1,10,OAK 11,3,9,Brooks Bollinger pass incomplete intended for Doug Jolley (defended by Jarrod Cooper),4.840,4.140
3,4:58,,,,3,9,Timeout #1 by New York Jets,0.000,4.140
3,4:58,2,10,OAK 11,3,9,"Cedric Houston right tackle for no gain (tackle by Grant Irons and Ted Washington). Penalty on Kirk Morrison: Defensive Offside, 5 yards (no play)",4.140,5.080
3,4:40,2,5,OAK 6,3,9,Cedric Houston right end for 3 yards (tackle by Stuart Schweigert and Tommy Kelly),5.080,4.890
3,3:37,3,2,OAK 3,3,9,Cedric Houston left guard for no gain (tackle by Kirk Morrison),4.890,3.050
3,3:00,4,2,OAK 3,3,12,Mike Nugent 21 yard field goal good,3.050,3.000
3,,,,NYJ 30,3,12,"Mike Nugent kicks off 63 yards, returned by Chris Carr for 27 yards (tackle by Kerry Rhodes)",0.000,1.200
3,2:47,1,10,OAK 34,3,12,"Marques Tuiasosopo sacked by John Abraham for -7 yards. Marques Tuiasosopo fumbles (forced by John Abraham), recovered by James Reed at OAK-29 (tackle by Marques Tuiasosopo)",1.200,-3.640
3,2:41,1,10,OAK 29,3,12,Brooks Bollinger left end for 8 yards (tackle by Fabian Washington),3.640,4.180
3,2:02,2,2,OAK 21,3,12,Cedric Houston right guard for 4 yards (tackle by Ted Washington and Jarrod Cooper),4.180,4.440
3,1:28,1,10,OAK 17,3,12,Cedric Houston right guard for no gain (tackle by Danny Clark),4.440,3.850
3,0:54,2,10,OAK 17,3,12,Brooks Bollinger pass complete to Jerald Sowell for 10 yards (tackle by Jarrod Cooper),3.850,5.600
3,0:25,1,7,OAK 7,3,12,Cedric Houston up the middle for 3 yards (tackle by Bobby Hamilton and Stuart Schweigert),5.600,5.340
Quarter,Time,Down,ToGo,Location,OAK,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,OAK 4,3,18,"Brooks Bollinger pass complete to Justin McCareins for 4 yards, touchdown",5.340,7.000
,,,,,,,"OAK challenged the ruling, and the play was upheld.",,
4,,,,OAK 2,3,19,Mike Nugent kicks extra point good,0.000,0.000
4,,,,NYJ 30,3,19,"Mike Nugent kicks off 62 yards, returned by Chris Carr for 31 yards (tackle by Rashad Washington)",0.000,1.530
4,14:47,1,10,OAK 39,3,19,LaMont Jordan left guard for 7 yards (tackle by John Abraham and Erik Coleman),1.530,1.930
4,14:12,2,3,OAK 46,3,19,LaMont Jordan right guard for 10 yards (tackle by Jonathan Vilma),1.930,2.650
4,13:36,1,10,NYJ 44,3,19,"Penalty on Randy Moss: False Start, 5 yards (no play)",2.650,2.320
4,13:13,1,15,NYJ 49,3,19,Marques Tuiasosopo pass complete to Randy Moss for 8 yards,2.320,2.520
4,12:46,2,7,NYJ 41,3,19,Marques Tuiasosopo pass complete to Jerry Porter for 2 yards (tackle by Oliver Celestin and Ty Law),2.520,2.080
4,12:03,3,5,NYJ 39,3,19,Marques Tuiasosopo pass incomplete intended for LaMont Jordan (defended by Bryan Thomas),2.080,0.660
4,11:56,4,5,NYJ 39,3,19,Marques Tuiasosopo pass complete to Jerry Porter for 6 yards (tackle by Derrick Strait),0.660,3.380
4,11:13,1,10,NYJ 33,3,19,"LaMont Jordan left guard for 8 yards. Penalty on Ron Stone: Offensive Holding, 10 yards (no play)",3.380,2.720
4,10:51,1,20,NYJ 43,3,19,Marques Tuiasosopo right guard for 9 yards (tackle by Kerry Rhodes),2.720,2.700
4,10:05,2,11,NYJ 34,3,19,Marques Tuiasosopo pass incomplete intended for LaMont Jordan,2.700,2.010
4,9:59,3,11,NYJ 34,3,19,Marques Tuiasosopo pass complete to Courtney Anderson for 14 yards (tackle by Erik Coleman),2.010,4.240
4,9:25,1,10,NYJ 20,9,19,"Marques Tuiasosopo pass complete to Jerry Porter for 20 yards (tackle by Jonathan Vilma). Jerry Porter fumbles (forced by Jonathan Vilma), recovered by Jerry Porter at NYJ-0, touchdown",4.240,7.000
,,,,,,,"NYJ challenged the ruling, and the play was upheld.",,
4,,,,NYJ 2,10,19,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,10,19,"Sebastian Janikowski kicks off 47 yards, muffed catch by Cedric Houston, recovered by Cedric Houston and returned for no gain",,
4,9:12,1,10,NYJ 23,10,19,Cedric Houston left end for -2 yards (tackle by Tommy Kelly and Kirk Morrison),0.480,-0.340
4,8:33,2,12,NYJ 21,10,19,Cedric Houston left tackle for 4 yards (tackle by Danny Clark and Grant Irons),-0.340,-0.490
4,7:51,3,8,NYJ 25,10,19,Brooks Bollinger sacked by Derrick Burgess for -6 yards,-0.490,-2.140
4,7:39,4,14,NYJ 19,10,19,Ben Graham punts 37 yards,-2.140,-1.860
4,7:23,1,10,OAK 44,10,19,Marques Tuiasosopo sacked by James Reed for -8 yards,1.860,0.240
4,6:55,2,18,OAK 36,10,19,Marques Tuiasosopo sacked by Mark Brown for -1 yards,0.240,-0.560
4,6:13,3,19,OAK 35,10,19,Marques Tuiasosopo sacked by Bryan Thomas and Lance Legree for -9 yards. Penalty on Robert Gallery: Offensive Holding (Declined),-0.560,-1.630
4,6:13,4,28,OAK 26,10,19,Shane Lechler punts 24 yards,-1.630,-2.260
4,5:45,1,10,NYJ 50,10,19,B.J. Askew left tackle for 4 yards (tackle by Danny Clark),2.260,2.250
4,5:04,2,6,OAK 46,10,19,B.J. Askew left end for 14 yards (tackle by Stuart Schweigert),2.250,3.450
4,4:56,1,10,OAK 32,10,19,B.J. Askew left tackle for 5 yards (tackle by Danny Clark),3.450,3.580
4,4:14,2,5,OAK 27,10,19,B.J. Askew left tackle for 8 yards (tackle by Tim Johnson),3.580,4.310
4,4:07,,,,10,19,Timeout #2 by Oakland Raiders,0.000,4.310
4,4:07,1,10,OAK 19,10,19,B.J. Askew left tackle for no gain (tackle by Kirk Morrison and Jarrod Cooper),4.310,3.750
4,3:58,,,,10,19,Timeout #3 by Oakland Raiders,0.000,3.750
4,3:58,2,10,OAK 19,10,19,B.J. Askew left tackle for 4 yards (tackle by Tommy Kelly and Danny Clark),3.750,3.580
4,3:17,3,6,OAK 15,10,19,B.J. Askew left guard for 9 yards (tackle by Stuart Schweigert and Jarrod Cooper),3.580,5.830
4,2:32,1,6,OAK 6,10,19,B.J. Askew left guard for 4 yards (tackle by Kirk Morrison and Bobby Hamilton),5.830,5.720
4,2:00,2,2,OAK 2,10,25,"Cedric Houston right guard for 2 yards, touchdown",5.720,7.000
4,,,,OAK 2,10,26,Mike Nugent kicks extra point good,0.000,0.000
4,,,,NYJ 30,10,26,"Mike Nugent kicks off 56 yards, returned by Chris Carr for 18 yards (tackle by B.J. Askew)",0.000,1.070
4,1:51,1,10,OAK 32,10,26,Marques Tuiasosopo pass complete to LaMont Jordan for 8 yards (tackle by Oliver Celestin and Jonathan Vilma),1.070,1.610
4,1:30,2,2,OAK 40,10,26,Marques Tuiasosopo pass complete to LaMont Jordan for 8 yards (tackle by Jonathan Vilma),1.610,2.130
4,1:08,1,10,OAK 48,10,26,Marques Tuiasosopo pass complete to Doug Gabriel for 10 yards (tackle by Ty Law),2.130,2.790
4,0:59,1,10,NYJ 42,10,26,Marques Tuiasosopo up the middle for 10 yards (tackle by Jonathan Vilma),2.790,3.450
4,0:46,1,10,NYJ 32,10,26,Marques Tuiasosopo sacked by Lance Legree for -7 yards,3.450,1.960
4,0:17,2,17,NYJ 39,10,26,"Marques Tuiasosopo pass complete to Alvis Whitted for 16 yards (tackle by David Barrett and Oliver Celestin). Penalty on Jake Grove: Offensive Holding, 10 yards (no play)",1.960,0.610
4,0:09,2,27,NYJ 49,10,26,Marques Tuiasosopo pass incomplete intended for Alvis Whitted is intercepted by David Barrett at NYJ-1,0.610,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
