Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
1,2:51,1,10,SDG 12,0,0,LaDainian Tomlinson left tackle for 8 yards (tackle by Shaun Ellis and Jonathan Vilma),-0.350,0.290
1,2:17,2,2,SDG 20,0,0,LaDainian Tomlinson up the middle for 5 yards (tackle by Jason Ferguson),0.290,0.610
1,1:31,1,10,SDG 25,0,0,Drew Brees pass complete to Eric Parker for 9 yards (tackle by Erik Coleman),0.610,1.280
1,0:52,2,1,SDG 34,0,0,Lorenzo Neal up the middle for 3 yards (tackle by Shaun Ellis),1.280,1.400
1,0:20,1,10,SDG 37,0,0,"LaDainian Tomlinson right end for no gain (tackle by Donnie Abraham). Penalty on Shane Olivea: Offensive Holding, 10 yards (no play)",1.400,0.740
Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,20,SDG 27,0,0,LaDainian Tomlinson up the middle for 6 yards (tackle by Eric Barton),0.740,0.320
2,14:19,2,14,SDG 33,0,0,Drew Brees pass complete to Justin Peelle for 9 yards (tackle by Mark Brown),0.320,0.830
2,13:33,3,5,SDG 42,0,0,LaDainian Tomlinson up the middle for 6 yards (tackle by Jonathan Vilma and Erik Coleman),0.830,2.130
2,13:02,1,10,SDG 48,0,0,"Penalty on Roman Oben: False Start, 5 yards (no play)",2.130,1.800
2,12:49,1,15,SDG 43,0,0,LaDainian Tomlinson left tackle for 3 yards (tackle by Jason Ferguson and Alan Harper),1.800,1.310
2,12:14,2,12,SDG 46,0,0,Drew Brees pass complete to Eric Parker for 12 yards (tackle by Erik Coleman),1.310,2.790
2,11:33,1,10,NYJ 42,0,0,Drew Brees pass complete to Justin Peelle for 5 yards (tackle by Donnie Abraham),2.790,2.920
2,10:46,2,5,NYJ 37,0,0,LaDainian Tomlinson left tackle for 6 yards (tackle by Erik Coleman),2.920,3.510
2,10:06,1,10,NYJ 31,0,0,LaDainian Tomlinson up the middle for 5 yards (tackle by Victor Hobson),3.510,3.640
2,9:32,2,5,NYJ 26,0,6,"Drew Brees pass complete to Keenan McCardell for 26 yards, touchdown",3.640,7.000
,,,,,,,"SDG challenged the ruling, and the original play was overturned.",,
2,,,,NYJ 2,0,7,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,0,7,"Nate Kaeding kicks off 58 yards, returned by Jerricho Cotchery for 20 yards (tackle by Stephen Cooper)",0.000,1.070
2,9:19,1,10,NYJ 32,0,7,Curtis Martin right end for no gain (tackle by Ben Leber),1.070,0.530
2,8:37,2,10,NYJ 32,0,7,Chad Pennington pass complete to Santana Moss for 19 yards (tackle by Clinton Hart),0.530,2.320
2,7:52,1,10,SDG 49,0,7,Chad Pennington pass incomplete intended for Justin McCareins,2.320,1.780
2,7:46,2,10,SDG 49,0,7,Curtis Martin up the middle for 1 yard (tackle by Jacques Cesaire),1.780,1.220
2,7:07,3,9,SDG 48,0,7,Chad Pennington sacked by Steve Foley and Shaun Phillips for -9 yards,1.220,-0.520
2,6:46,4,18,NYJ 43,0,7,"Toby Gowin punts 47 yards, returned by Eric Parker for 14 yards (tackle by Darrell McClover). Penalty on Shaun Phillips: Offensive Holding, 10 yards",-0.520,0.280
2,6:36,1,10,SDG 14,0,7,Drew Brees sacked by Jonathan Vilma for -5 yards,-0.280,-1.150
2,6:07,2,15,SDG 9,0,7,LaDainian Tomlinson up the middle for 3 yards (tackle by Derrick Strait),-1.150,-1.650
2,5:27,3,12,SDG 12,0,7,Drew Brees pass incomplete intended for Eric Parker,-1.650,-2.490
2,5:21,4,12,SDG 12,0,7,"Mike Scifres punts 40 yards, fair catch by Santana Moss. Penalty on SDG: Unsportsmanlike Conduct, 15 yards",-2.490,-3.120
2,5:13,1,10,SDG 37,0,7,"Penalty on Kareem McKenzie: False Start, 5 yards (no play)",3.120,2.790
2,5:13,1,15,SDG 42,0,7,Curtis Martin up the middle for 6 yards (tackle by DeQuincy Scott and Donnie Edwards),2.790,2.710
2,4:37,2,9,SDG 36,0,7,Chad Pennington pass incomplete,2.710,2.010
2,4:30,3,9,SDG 36,0,7,Chad Pennington pass complete to Justin McCareins for 21 yards (tackle by Drayton Florence),2.010,4.580
2,3:44,1,10,SDG 15,0,7,Chad Pennington pass complete to Curtis Martin for 2 yards (tackle by Donnie Edwards),4.580,4.280
2,3:00,2,8,SDG 13,6,7,"Chad Pennington pass complete to Anthony Becht for 13 yards, touchdown",4.280,7.000
2,,,,SDG 2,7,7,Doug Brien kicks extra point good,0.000,0.000
2,,,,NYJ 30,7,7,"Toby Gowin kicks off 67 yards, returned by Tim Dwight for 25 yards (tackle by Erik Coleman)",0.000,0.810
2,2:47,1,10,SDG 28,7,7,Drew Brees pass incomplete intended for Keenan McCardell,0.810,0.260
2,2:43,2,10,SDG 28,7,7,Drew Brees pass complete to Keenan McCardell for 9 yards (tackle by David Barrett),0.260,0.760
2,2:08,3,1,SDG 37,7,7,LaDainian Tomlinson up the middle for 2 yards (tackle by Jonathan Vilma and Victor Hobson),0.760,1.530
2,2:00,1,10,SDG 39,7,7,"Drew Brees up the middle for 3 yards (tackle by Dewayne Robertson). Penalty on Mike Goff: Offensive Holding, 10 yards",1.530,1.070
2,1:53,1,17,SDG 32,7,7,Drew Brees pass complete to Eric Parker for 16 yards (tackle by Erik Coleman). Penalty on David Barrett: Illegal Use of Hands (Declined),1.070,2.200
2,1:45,2,1,SDG 48,7,7,Drew Brees pass complete to Antonio Gates for 15 yards (tackle by Eric Barton),2.200,3.120
2,1:42,,,,7,7,Timeout #1 by San Diego Chargers,0.000,3.120
2,1:42,1,10,NYJ 37,7,7,Drew Brees pass incomplete intended for LaDainian Tomlinson,3.120,2.570
2,1:38,2,10,NYJ 37,7,7,Drew Brees pass incomplete intended for Keenan McCardell is intercepted by Reggie Tongue at NYJ-22 and returned for 22 yards (tackle by Drew Brees),2.570,-1.860
2,1:26,1,10,NYJ 44,7,7,Curtis Martin up the middle for 8 yards (tackle by Quentin Jammer),1.860,2.400
2,1:19,2,2,SDG 48,7,7,Chad Pennington pass incomplete intended for Anthony Becht,2.400,1.690
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,1:18,3,2,SDG 48,7,7,Curtis Martin right guard for 1 yard (tackle by Jamal Williams),1.690,0.130
2,0:41,4,1,SDG 47,7,7,"Toby Gowin punts 45 yards. Penalty on Jerricho Cotchery: Illegal Touch Kick, 6 yards (no play)",0.130,-0.260
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:27,4,7,NYJ 47,7,7,"Toby Gowin punts 44 yards, fair catch by Eric Parker",-0.260,0.380
2,0:22,1,10,SDG 9,7,7,LaDainian Tomlinson up the middle for no gain (tackle by Shaun Ellis and Dewayne Robertson),-0.380,-0.780
2,0:17,,,,7,7,Timeout #1 by New York Jets,0.000,-0.780
2,0:16,2,10,SDG 9,7,7,LaDainian Tomlinson up the middle for 2 yards (tackle by Dewayne Robertson),-0.780,-1.190
2,0:12,,,,7,7,Timeout #2 by New York Jets,0.000,-1.190
2,0:12,3,8,SDG 11,7,7,LaDainian Tomlinson up the middle for 9 yards (tackle by Reggie Tongue),-1.190,0.280
Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,7,7,"Toby Gowin kicks off 46 yards, muffed catch by Jesse Chatman, recovered by Tim Dwight and returned for no gain",,
3,15:00,1,10,SDG 26,7,7,Eric Parker right end for no gain (tackle by Shaun Ellis),0.670,0.130
3,14:16,2,10,SDG 26,7,7,"Drew Brees pass complete to Antonio Gates for no gain. Penalty on Shane Olivea: Offensive Holding, 10 yards (no play)",0.130,-1.370
3,13:54,2,20,SDG 16,7,7,Drew Brees pass complete to LaDainian Tomlinson for 7 yards (tackle by Jonathan Vilma),-1.370,-0.960
3,13:17,3,13,SDG 23,7,7,Drew Brees pass complete to LaDainian Tomlinson for 10 yards (tackle by Jon McGraw),-0.960,-1.180
3,13:10,4,3,SDG 33,7,7,"Mike Scifres punts 42 yards, fair catch by Santana Moss",-1.180,-0.610
3,13:00,1,10,NYJ 25,7,7,Chad Pennington pass complete to Justin McCareins for 11 yards (tackle by Donnie Edwards),0.610,1.330
3,12:28,1,10,NYJ 36,7,7,Curtis Martin up the middle for 4 yards (tackle by Donnie Edwards and Ben Leber),1.330,1.330
3,11:51,2,6,NYJ 40,7,7,Curtis Martin right guard for 3 yards (tackle by Donnie Edwards and Randall Godfrey),1.330,1.030
3,11:12,3,3,NYJ 43,7,7,Chad Pennington pass complete to Justin McCareins for 10 yards (tackle by Drayton Florence),1.030,2.460
3,10:36,1,10,SDG 47,13,7,"Chad Pennington pass complete to Santana Moss for 47 yards, touchdown",2.460,7.000
3,,,,SDG 2,14,7,Doug Brien kicks extra point good,0.000,0.000
3,,,,NYJ 30,14,7,"Toby Gowin kicks off 64 yards, returned by Tim Dwight for 15 yards (tackle by Oliver Celestin)",0.000,0.340
3,10:24,1,10,SDG 21,14,7,Drew Brees pass complete to LaDainian Tomlinson for -6 yards (tackle by Eric Barton),0.340,-1.140
3,9:38,2,16,SDG 15,14,7,Drew Brees pass complete to Keenan McCardell for 4 yards (tackle by Derrick Strait),-1.140,-1.220
3,8:57,3,12,SDG 19,14,7,Drew Brees pass complete to Keenan McCardell for 11 yards (tackle by Jonathan Vilma),-1.220,-1.370
3,8:28,4,1,SDG 30,14,7,"Penalty on Dewayne Robertson: Encroachment, 6 yards (no play)",-1.370,1.330
3,8:19,1,10,SDG 36,14,7,LaDainian Tomlinson up the middle for -3 yards (tackle by Dewayne Robertson),1.330,0.390
3,7:37,2,13,SDG 33,14,7,Drew Brees pass complete to Eric Parker for 10 yards,0.390,1.030
3,7:07,3,3,SDG 43,14,7,Drew Brees pass incomplete intended for Antonio Gates,1.030,-0.520
3,7:02,4,3,SDG 43,14,7,Mike Scifres punts 23 yards,-0.520,-1.200
3,6:54,1,10,NYJ 34,14,7,Chad Pennington pass complete to Chris Baker for 4 yards (tackle by Donnie Edwards),1.200,1.200
3,6:21,2,6,NYJ 38,14,7,"Curtis Martin up the middle for 3 yards (tackle by Donnie Edwards). Penalty on Jamal Williams: Defensive Holding, 5 yards",1.200,1.990
3,5:58,1,10,NYJ 46,14,7,"Chad Pennington left end for no gain (tackle by Ben Leber). Penalty on Brandon Moore: Offensive Holding, 10 yards (no play)",1.990,1.330
3,5:26,1,20,NYJ 36,14,7,Chad Pennington pass complete to Curtis Martin for 10 yards (tackle by Donnie Edwards),1.330,1.450
3,4:43,2,10,NYJ 46,14,7,Chad Pennington pass complete to Curtis Martin for 23 yards (tackle by Steve Foley),1.450,3.510
3,3:56,1,10,SDG 31,14,7,"LaMont Jordan right end for no gain (tackle by Quentin Jammer and Ben Leber). Penalty on Kareem McKenzie: Offensive Holding, 10 yards (no play)",3.510,2.850
3,3:34,1,20,SDG 41,14,7,LaMont Jordan right tackle for 7 yards (tackle by Clinton Hart and DeQuincy Scott),2.850,2.560
3,2:53,2,13,SDG 34,14,7,LaMont Jordan up the middle for 2 yards (tackle by Donnie Edwards),2.560,2.150
3,2:09,3,11,SDG 32,14,7,Chad Pennington pass complete to Justin McCareins for 8 yards (tackle by Quentin Jammer),2.150,1.970
3,1:29,4,3,SDG 24,17,7,Doug Brien 42 yard field goal good,1.970,3.000
3,,,,NYJ 30,17,7,"Toby Gowin kicks off 64 yards, returned by Tim Dwight for 23 yards (tackle by Jason Glenn)",0.000,0.870
3,1:18,1,10,SDG 29,17,7,LaDainian Tomlinson right tackle for 1 yard (tackle by Bryan Thomas and James Reed),0.870,0.460
3,0:42,2,9,SDG 30,17,7,Drew Brees pass complete to Eric Parker for 8 yards (tackle by Erik Coleman),0.460,0.830
Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,SDG 38,17,7,Drew Brees up the middle for 2 yards (tackle by Dewayne Robertson),0.830,1.600
4,14:18,1,10,SDG 40,17,7,Drew Brees pass incomplete intended for Antonio Gates,1.600,1.050
4,14:11,2,10,SDG 40,17,7,Drew Brees pass complete to Eric Parker for 14 yards (tackle by Eric Barton),1.050,2.520
4,13:28,1,10,NYJ 46,17,7,Drew Brees pass complete to Eric Parker for 12 yards (tackle by David Barrett),2.520,3.310
4,12:49,1,10,NYJ 34,17,7,Drew Brees pass complete to LaDainian Tomlinson for 9 yards (tackle by Derrick Strait),3.310,3.990
4,12:21,2,1,NYJ 25,17,7,LaDainian Tomlinson up the middle for 2 yards (tackle by Shaun Ellis and Jonathan Vilma),3.990,4.040
4,11:37,1,10,NYJ 23,17,7,Drew Brees pass incomplete intended for Eric Parker,4.040,3.500
4,11:31,2,10,NYJ 23,17,7,Drew Brees pass incomplete intended for Justin Peelle,3.500,2.810
4,11:27,3,10,NYJ 23,17,7,Drew Brees pass complete to LaDainian Tomlinson for 6 yards (tackle by Eric Barton),2.810,2.390
4,10:48,4,4,NYJ 17,17,10,Nate Kaeding 35 yard field goal good,2.390,3.000
4,,,,SDG 30,17,10,"Nate Kaeding kicks off 67 yards, returned by Jerricho Cotchery for 25 yards (tackle by Shaun Phillips)",0.000,0.810
4,10:38,1,10,NYJ 28,17,10,Curtis Martin left end for 4 yards (tackle by Ben Leber),0.810,0.800
4,9:58,2,6,NYJ 32,17,10,Chad Pennington pass complete to LaMont Jordan for 1 yard (tackle by Ben Leber),0.800,0.230
4,9:16,3,5,NYJ 33,17,10,Chad Pennington pass complete to Jonathan Carter for 7 yards (tackle by Jamar Fletcher). Penalty on Jamar Fletcher: Defensive Holding (Declined),0.230,1.600
4,9:00,1,10,NYJ 40,17,10,Chad Pennington pass complete to LaMont Jordan for 13 yards,1.600,2.460
4,8:28,1,10,SDG 47,17,10,Curtis Martin left tackle for 1 yard (tackle by Randall Godfrey and Donnie Edwards),2.460,2.050
4,7:47,2,9,SDG 46,17,10,Chad Pennington up the middle for 6 yards (tackle by Randall Godfrey),2.050,2.150
4,7:02,3,3,SDG 40,17,10,Chad Pennington pass incomplete intended for Curtis Martin,2.150,0.590
4,6:59,4,3,SDG 40,17,10,"Toby Gowin punts 32 yards. Penalty on SDG: Defensive 12 On-field, 5 yards (no play)",0.590,3.250
4,6:47,1,10,SDG 35,17,10,Curtis Martin up the middle for 4 yards (tackle by Randall Godfrey),3.250,3.240
4,6:07,2,6,SDG 31,17,10,"Penalty on Anthony Becht: False Start, 6 yards (no play)",3.240,2.430
4,5:40,2,12,SDG 37,17,10,Curtis Martin up the middle for 4 yards (tackle by Randall Godfrey),2.430,2.280
4,4:59,3,8,SDG 33,17,10,Chad Pennington pass incomplete intended for Justin McCareins (defended by Drayton Florence),2.280,1.150
4,4:59,,,,17,10,Timeout #1 by New York Jets,0.000,1.150
4,4:55,4,8,SDG 33,17,10,"Toby Gowin punts 33 yards, touchback",1.150,-0.280
4,4:46,1,10,SDG 20,17,10,"Drew Brees sacked by Jason Ferguson for -6 yards. Drew Brees fumbles (forced by Jason Ferguson), recovered by Drew Brees at SDG-14",0.280,-1.180
4,4:16,2,16,SDG 14,17,10,Drew Brees pass complete to Antonio Gates for 21 yards (tackle by Reggie Tongue),-1.180,1.270
4,3:36,1,10,SDG 35,17,10,Drew Brees pass incomplete intended for LaDainian Tomlinson (defended by Shaun Ellis),1.270,0.720
4,3:22,2,10,SDG 35,17,10,Drew Brees pass complete to Antonio Gates for 44 yards (tackle by Erik Coleman),0.720,4.170
4,2:41,,,,17,10,Timeout #1 by San Diego Chargers,0.000,4.170
4,2:41,1,10,NYJ 21,17,10,Drew Brees pass complete to LaDainian Tomlinson for no gain,4.170,3.630
4,2:35,2,10,NYJ 21,17,10,LaDainian Tomlinson up the middle for 12 yards (tackle by Donnie Abraham and Erik Coleman),3.630,5.140
4,2:00,1,9,NYJ 9,17,10,LaDainian Tomlinson up the middle for 1 yard (tackle by Dewayne Robertson and Jonathan Vilma),5.140,4.570
4,1:22,2,8,NYJ 8,17,10,Drew Brees up the middle for 7 yards (tackle by Erik Coleman),4.570,5.170
4,1:11,,,,17,10,Timeout #2 by San Diego Chargers,0.000,5.170
4,1:11,3,1,NYJ 1,17,10,LaDainian Tomlinson left tackle for -1 yards (tackle by Eric Barton and Bryan Thomas),5.170,3.250
4,0:24,,,,17,10,Timeout #3 by San Diego Chargers,0.000,3.250
4,0:24,4,2,NYJ 2,17,10,"Drew Brees pass incomplete intended for Antonio Gates (defended by Donnie Abraham). Penalty on Eric Barton: Roughing the Passer, 1 yards (no play)",3.250,6.970
4,0:16,,,,17,10,Timeout #2 by New York Jets,0.000,6.970
4,0:16,1,1,NYJ 1,17,16,"Drew Brees pass complete to Antonio Gates for 1 yard, touchdown",6.970,7.000
4,,,,NYJ 2,17,17,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,17,17,"Nate Kaeding kicks off 74 yards, touchback",0.000,0.280
4,0:11,1,10,NYJ 20,17,17,Chad Pennington kneels for -1 yards,0.280,-0.940
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
,,,,,,,"Chargers won the coin toss, Chargers to receive the overtime kickoff.",,
OT,15:00,1,10,NYJ 30,17,17,"Toby Gowin kicks off 64 yards, returned by Tim Dwight for 20 yards (tackle by Kenyatta Wright)",0.940,0.670
OT,14:55,1,10,SDG 26,17,17,Drew Brees pass complete to LaDainian Tomlinson for 9 yards (tackle by Jason Ferguson),0.670,1.350
OT,14:14,2,1,SDG 35,17,17,Drew Brees pass incomplete,1.350,0.630
OT,14:08,3,1,SDG 35,17,17,LaDainian Tomlinson up the middle for no gain (tackle by Derrick Strait),0.630,-1.040
OT,13:34,3,1,SDG 35,17,17,Timeout #1 by San Diego Chargers,0.630,-1.040
OT,13:34,4,1,SDG 35,17,17,Mike Scifres punts 39 yards,-1.040,-0.670
OT,13:21,1,10,NYJ 26,17,17,Chad Pennington pass incomplete intended for Justin McCareins (defended by Jerry Wilson),0.670,0.130
OT,13:16,2,10,NYJ 26,17,17,Chad Pennington sacked by Steve Foley for 0 yards,0.130,-0.560
OT,12:33,3,10,NYJ 26,17,17,Chad Pennington pass incomplete intended for Justin McCareins,-0.560,-1.630
OT,12:27,4,10,NYJ 26,17,17,"Toby Gowin punts 41 yards, returned by Eric Parker for -3 yards (tackle by Jason Glenn)",-1.630,-0.940
OT,12:17,1,10,SDG 30,17,17,Drew Brees pass incomplete intended for LaDainian Tomlinson,0.940,0.390
OT,12:13,2,10,SDG 30,17,17,Drew Brees pass complete to Antonio Gates for 5 yards (tackle by Jonathan Vilma),0.390,0.370
OT,11:27,3,5,SDG 35,17,17,Drew Brees pass complete to Eric Parker for 8 yards (tackle by David Barrett),0.370,1.800
OT,10:47,1,10,SDG 43,17,17,LaDainian Tomlinson up the middle for 1 yard (tackle by Jonathan Vilma),1.800,1.390
OT,10:08,2,9,SDG 44,17,17,Drew Brees pass complete to LaDainian Tomlinson for 8 yards (tackle by Eric Barton),1.390,1.750
OT,9:24,3,1,NYJ 48,17,17,Drew Brees up the middle for 3 yards (tackle by Bryan Thomas),1.750,2.590
OT,8:44,1,10,NYJ 45,17,17,LaDainian Tomlinson right tackle for 2 yards (tackle by Derrick Strait and Eric Barton),2.590,2.310
OT,8:01,2,8,NYJ 43,17,17,Drew Brees pass complete to LaDainian Tomlinson for 10 yards (tackle by Jonathan Vilma and Eric Barton),2.310,3.380
OT,7:22,1,10,NYJ 33,17,17,LaDainian Tomlinson left end for 9 yards (tackle by David Barrett),3.380,4.050
OT,7:01,1,10,NYJ 33,17,17,Timeout #1 by New York Jets,3.380,4.050
OT,7:01,2,1,NYJ 24,17,17,Drew Brees up the middle for 2 yards (tackle by Bryan Thomas),4.050,4.110
OT,6:26,1,10,NYJ 22,17,17,LaDainian Tomlinson right tackle for -1 yards (tackle by Shaun Ellis),4.110,3.430
OT,5:43,2,11,NYJ 23,17,17,LaDainian Tomlinson up the middle for no gain (tackle by Jason Ferguson and Jonathan Vilma),3.430,2.740
OT,4:59,3,11,NYJ 23,17,17,LaDainian Tomlinson right end for 1 yard (tackle by Reggie Tongue),2.740,1.990
OT,4:23,3,11,NYJ 23,17,17,Timeout #2 by New York Jets,2.740,1.990
OT,4:23,4,10,NYJ 22,17,17,Nate Kaeding 40 yard field goal no good,1.990,-0.940
OT,4:19,1,10,NYJ 30,17,17,Curtis Martin up the middle for 4 yards (tackle by Randall Godfrey and Donnie Edwards),0.940,0.930
OT,3:43,2,6,NYJ 34,17,17,Chad Pennington pass complete to Santana Moss for 18 yards (tackle by Clinton Hart),0.930,2.390
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
OT,3:09,1,10,SDG 48,17,17,Curtis Martin right tackle for 3 yards (tackle by Randall Godfrey and Adrian Dingle),2.390,2.250
OT,2:30,2,7,SDG 45,17,17,Chad Pennington pass complete to Justin McCareins for 11 yards (tackle by Drayton Florence),2.250,3.310
OT,1:54,1,10,SDG 34,17,17,LaMont Jordan left end for 19 yards (tackle by Donnie Edwards),3.310,4.580
OT,1:26,1,10,SDG 15,17,17,LaMont Jordan right tackle for 3 yards (tackle by Quentin Jammer),4.580,4.450
OT,0:50,2,7,SDG 12,17,17,LaMont Jordan up the middle for 2 yards (tackle by Jamal Williams),4.450,4.000
OT,0:08,2,7,SDG 12,17,17,Timeout #2 by San Diego Chargers,4.450,4.000
OT,0:08,3,5,SDG 10,20,17,Doug Brien 28 yard field goal good,4.000,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
