Quarter,Time,Tm,Detail,DEN,OAK
2.0,14:54,Broncos,Rod Smith 27 yard pass from Jake Plummer (Jason Elam kick),7,0
,8:12,Broncos,Jason Elam 22 yard field goal,10,0
,0:00,Broncos,Jason Elam 38 yard field goal,13,0
3.0,7:21,Broncos,Mike Anderson 1 yard rush (Jason Elam kick),20,0
,0:59,Broncos,Jason Elam 25 yard field goal,23,0
4.0,14:16,Raiders,Randy Moss 29 yard pass from Kerry Collins (Sebastian Janikowski kick),23,7
,12:03,Raiders,Sebastian Janikowski 40 yard field goal,23,10
,7:02,Broncos,Darrent Williams 80 yard interception return (Jeb Putzier pass from Jake Plummer),31,10
,1:59,Raiders,Doug Gabriel 14 yard pass from Kerry Collins (Sebastian Janikowski kick),31,17
