Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,OAK 30,0,0,"Sebastian Janikowski kicks off 76 yards, touchback",0.000,0.280
1,15:00,1,10,DEN 20,0,0,Marques Anderson left tackle for 23 yards (tackle by Stuart Schweigert),0.280,1.800
1,14:38,1,10,DEN 43,0,0,Marques Anderson right guard for 1 yard (tackle by Ted Washington),1.800,1.390
1,14:00,2,9,DEN 44,0,0,Marques Anderson middle for 6 yards (tackle by Kirk Morrison),1.390,1.490
1,13:22,3,3,,0,0,Tatum Bell middle for -2 yards (tackle by Renaldo Hill),1.490,-0.190
1,12:44,4,5,DEN 48,0,0,"Todd Sauerbrun punts 52 yards, touchback",-0.190,-0.280
1,12:36,1,10,OAK 20,0,0,Kerry Collins pass complete to Zack Crockett for 7 yards (tackle by Michael Myers and Al Wilson),0.280,0.680
1,11:59,2,3,OAK 27,0,0,Kerry Collins pass complete to Jerry Porter for 11 yards (tackle by Champ Bailey),0.680,1.470
1,11:14,1,10,OAK 38,0,0,Kerry Collins pass incomplete intended for Jerry Porter,1.470,0.920
1,11:08,2,10,OAK 38,0,0,Kerry Collins pass incomplete intended for Randal Williams,0.920,0.230
1,11:04,3,10,OAK 38,0,0,"Kerry Collins pass incomplete intended for LaMont Jordan. Penalty on Gerard Warren: Defensive Offside, 5 yards (no play)",0.230,0.890
1,11:00,3,5,OAK 43,0,0,Kerry Collins pass incomplete intended for Jerry Porter,0.890,-0.520
1,10:52,4,5,OAK 43,0,0,"Shane Lechler punts 46 yards, fair catch by Darrent Williams",-0.520,0.370
1,10:47,1,10,DEN 11,0,0,Tatum Bell left tackle for 1 yard (tackle by Warren Sapp),-0.370,-0.710
1,10:12,2,9,DEN 12,0,0,Jake Plummer pass complete to Tatum Bell for 13 yards (tackle by Nnamdi Asomugha),-0.710,0.610
1,9:43,1,10,DEN 25,0,0,Tatum Bell middle for 2 yards (tackle by Kirk Morrison),0.610,0.330
1,9:04,2,8,DEN 27,0,0,Tatum Bell left tackle for no gain (tackle by Warren Sapp),0.330,-0.360
1,8:24,3,8,DEN 27,0,0,Jake Plummer pass complete to Rod Smith for 1 yard (tackle by Denard Walker),-0.360,-1.500
1,7:46,4,7,DEN 28,0,0,"Todd Sauerbrun punts 37 yards, returned by Chris Carr for no gain",-1.500,-1.270
1,7:34,1,10,OAK 35,0,0,Kerry Collins pass incomplete intended for Randy Moss,1.270,0.720
1,7:27,2,10,OAK 35,0,0,Kerry Collins pass complete to Alvis Whitted for 12 yards (tackle by Champ Bailey and Domonique Foxworth),0.720,2.060
1,6:55,1,10,OAK 47,0,0,LaMont Jordan right end for 2 yards (tackle by Trevor Pryce and D.J. Williams),2.060,1.790
1,6:16,2,8,OAK 49,0,0,LaMont Jordan left end for 7 yards (tackle by Domonique Foxworth),1.790,2.020
1,5:56,3,1,DEN 44,0,0,Zack Crockett middle for 2 yards (tackle by D.J. Williams),2.020,2.790
1,5:28,1,10,DEN 42,0,0,Kerry Collins pass incomplete intended for Jerry Porter is intercepted by Champ Bailey at DEN-25 and returned for 18 yards,2.790,-1.800
1,5:19,1,10,DEN 43,0,0,Marques Anderson right tackle for 3 yards (tackle by Ed Jasper),1.800,1.660
1,4:40,2,7,DEN 46,0,0,Jake Plummer pass complete to Rod Smith for 5 yards (tackle by Fabian Washington),1.660,1.620
1,4:01,3,2,OAK 49,0,0,Jake Plummer pass incomplete intended for Rod Smith (defended by Ed Jasper),1.620,0.000
1,3:53,4,2,OAK 49,0,0,Todd Sauerbrun punts 42 yards,0.000,0.380
1,3:45,1,10,OAK 7,0,0,LaMont Jordan middle for 2 yards (tackle by Gerard Warren),-0.380,-0.630
1,3:11,2,8,OAK 9,0,0,Kerry Collins pass complete to LaMont Jordan for 6 yards (tackle by Demetrin Veal),-0.630,-0.480
1,2:30,3,2,OAK 15,0,0,"Penalty on Courtney Anderson: False Start, 5 yards (no play)",-0.480,-1.070
1,2:08,3,7,OAK 10,0,0,Kerry Collins pass complete to Doug Gabriel for 12 yards (tackle by Domonique Foxworth),-1.070,0.410
1,1:41,1,10,OAK 22,0,0,LaMont Jordan left tackle for 4 yards (tackle by Trevor Pryce),0.410,0.410
1,0:59,2,6,OAK 26,0,0,Kerry Collins pass incomplete intended for Jerry Porter,0.410,-0.290
1,0:54,3,6,OAK 26,0,0,Kerry Collins pass incomplete intended for Jerry Porter,-0.290,-1.630
1,0:49,4,6,OAK 26,0,0,"Shane Lechler punts 56 yards, returned by Darrent Williams for 52 yards (tackle by Tim Johnson)",-1.630,-3.580
1,0:33,1,10,OAK 30,0,0,Tatum Bell right end for 3 yards (tackle by Derrick Burgess),3.580,3.440
Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,OAK 27,6,0,"Jake Plummer pass complete to Rod Smith for 27 yards, touchdown",3.440,7.000
2,15:00,,,OAK 2,7,0,Jason Elam kicks extra point good,0.000,0.000
2,15:00,,,DEN 30,7,0,"Todd Sauerbrun kicks off 67 yards, returned by Chris Carr for 19 yards (tackle by Sam Brandon)",0.000,0.410
2,14:48,1,10,OAK 22,7,0,"LaMont Jordan middle for 2 yards (tackle by Ian Gold). Penalty on Demetrin Veal: Defensive Holding, 5 yards",0.410,0.870
2,14:42,1,10,OAK 29,7,0,Zack Crockett middle for 6 yards (tackle by Demetrin Veal),0.870,1.140
2,14:04,2,4,OAK 35,7,0,Kerry Collins sacked by Michael Myers for -10 yards,1.140,-0.890
2,13:30,3,14,OAK 25,7,0,Kerry Collins pass incomplete intended for Doug Gabriel (defended by Al Wilson),-0.890,-1.700
2,13:24,4,14,OAK 25,7,0,"Shane Lechler punts 34 yards, out of bounds",-1.700,-1.660
2,13:16,1,10,DEN 41,7,0,Marques Anderson left tackle for 3 yards (tackle by Tommy Kelly),1.660,1.530
2,12:36,2,7,DEN 44,7,0,Jake Plummer pass incomplete intended for Rod Smith,1.530,0.830
2,12:28,2,7,DEN 44,7,0,Timeout #1 by Denver Broncos,1.530,0.830
2,12:28,3,7,DEN 44,7,0,Jake Plummer pass complete to Ashley Lelie for 37 yards (tackle by Fabian Washington),0.830,4.310
2,11:51,1,10,OAK 19,7,0,Marques Anderson right end for 4 yards (tackle by Jarrod Cooper),4.310,4.350
2,11:08,2,6,OAK 15,7,0,Marques Anderson right end for 3 yards (tackle by Warren Sapp),4.350,4.190
2,10:23,3,3,OAK 12,7,0,Tatum Bell middle for 6 yards (tackle by Danny Clark),4.190,5.830
2,9:46,1,6,OAK 6,7,0,Tatum Bell left guard for no gain (tackle by Danny Clark),5.830,4.950
2,9:06,2,6,OAK 6,7,0,Jake Plummer pass complete to Tatum Bell for 2 yards (tackle by Derrick Burgess and Warren Sapp),4.950,4.490
2,8:22,3,4,OAK 4,7,0,Jake Plummer pass incomplete intended for Rod Smith,4.490,3.030
2,8:16,4,4,OAK 4,10,0,Jason Elam 22 yard field goal good,3.030,3.000
2,8:16,,,DEN 30,10,0,"Todd Sauerbrun kicks off 67 yards, returned by Chris Carr for 33 yards (tackle by Roc Alexander)",0.000,1.330
2,8:05,1,10,OAK 36,10,0,LaMont Jordan left tackle for 10 yards (tackle by John Lynch),1.330,1.990
2,7:27,1,10,OAK 46,10,0,Zack Crockett middle for 4 yards (tackle by Al Wilson),1.990,1.990
2,6:51,2,6,,10,0,LaMont Jordan right tackle for 11 yards (tackle by Nick Ferguson),1.990,2.980
2,6:13,1,10,DEN 39,10,0,LaMont Jordan right end for 7 yards (tackle by Champ Bailey),2.980,3.390
2,5:38,2,3,DEN 32,10,0,LaMont Jordan left end for no gain (tackle by Nick Ferguson),3.390,2.680
2,4:55,3,3,DEN 32,10,0,Kerry Collins pass complete to Jerry Porter for 8 yards (tackle by Darrent Williams and Champ Bailey),2.680,3.970
2,4:16,1,10,DEN 24,10,0,LaMont Jordan right end for -2 yards (tackle by Michael Myers),3.970,3.160
2,3:32,2,12,DEN 26,10,0,Kerry Collins pass complete to Randy Moss for 7 yards (tackle by Darrent Williams and Nick Ferguson),3.160,3.410
2,2:49,2,12,DEN 26,10,0,Timeout #1 by Oakland Raiders,3.160,3.410
2,2:49,3,5,DEN 19,10,0,Kerry Collins sacked by Ebenezer Ekuban for -8 yards,3.410,1.670
2,2:33,3,5,DEN 19,10,0,Timeout #2 by Denver Broncos,3.410,1.670
2,2:32,4,13,DEN 27,10,0,Sebastian Janikowski 45 yard field goal no good,1.670,-1.330
2,2:27,1,10,DEN 36,10,0,Jake Plummer pass complete to Tatum Bell for no gain,1.330,0.790
2,2:05,2,10,DEN 36,10,0,Tatum Bell middle for 9 yards (tackle by Renaldo Hill),0.790,1.290
2,1:59,3,1,DEN 45,10,0,"Jake Plummer middle for 2 yards (tackle by Derrick Burgess). Penalty on Grant Irons: Defensive Offside, 5 yards (no play)",1.290,2.260
2,1:55,1,10,,10,0,Jake Plummer pass complete to Jeb Putzier for 11 yards (tackle by Renaldo Hill and Jarrod Cooper),2.260,2.980
2,1:34,1,10,OAK 39,10,0,"Jake Plummer sacked by Warren Sapp for -9 yards. Penalty on Tommy Kelly: Defensive Offside, 5 yards (no play)",2.980,3.710
2,1:29,1,5,OAK 34,10,0,Jake Plummer pass complete to Rod Smith for 10 yards (tackle by Renaldo Hill),3.710,3.970
2,1:11,1,10,OAK 24,10,0,"Jake Plummer pass incomplete intended for Rod Smith. Penalty on Rod Smith: Offensive Pass Interference, 10 yards (no play)",3.970,3.310
2,1:06,1,20,OAK 34,10,0,Jake Plummer pass complete to Ashley Lelie for -2 yards (tackle by Nnamdi Asomugha),3.310,1.810
2,0:41,2,22,OAK 36,10,0,Jake Plummer right end for 9 yards (tackle by Kirk Morrison),1.810,2.350
2,0:32,2,22,OAK 36,10,0,Timeout #3 by Denver Broncos,1.810,2.350
2,0:32,3,13,OAK 27,10,0,Tatum Bell right end for 8 yards (tackle by Stuart Schweigert),2.350,2.240
2,0:02,4,5,OAK 19,13,0,Jason Elam 38 yard field goal good,2.240,3.000
Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
