Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
2,2:43,1,10,MIA 21,3,10,Jay Ajayi left tackle for 4 yards (tackle by Austin Johnson),0.340,0.340
2,2:00,2,6,MIA 25,3,10,Jay Ajayi right guard for 1 yard (tackle by DaQuan Jones),0.340,0.000
2,1:56,,,,,,Timeout #1 by Tennessee Titans,0.000,0.230
2,1:56,3,5,MIA 26,3,10,Jay Cutler pass incomplete short left intended for Jarvis Landry (defended by Da'Norris Searcy),-0.230,-1.630
2,1:50,4,5,MIA 26,3,10,"Matt Haack punts 43 yards, out of bounds",-1.630,-1.000
2,1:40,1,10,TEN 31,3,10,Matt Cassel pass incomplete short left intended for Eric Decker (defended by Xavien Howard),1.000,0.460
2,1:07,2,10,TEN 31,3,10,Matt Cassel pass complete short right to Delanie Walker for 11 yards (tackle by Kiko Alonso and Nate Allen),0.460,1.730
2,0:54,1,10,TEN 42,3,10,Matt Cassel pass complete short right to Rishard Matthews for 6 yards (tackle by Lawrence Timmons),1.730,2.000
2,0:48,2,4,TEN 48,3,10,Matt Cassel pass incomplete deep right intended for Rishard Matthews (defended by Cordrea Tankersley),2.000,1.290
2,0:40,3,4,TEN 48,3,10,Matt Cassel pass complete short left to Jonnu Smith for 3 yards (tackle by Kiko Alonso),1.290,0.000
2,0:32,,,,,,Timeout #2 by Tennessee Titans,0.000,0.000
2,0:32,,,,,,Timeout #2 by Miami Dolphins,0.000,0.000
2,0:32,4,1,MIA 49,3,10,"Penalty on Matt Cassel: Delay of Game, 5 yards (no play)",0.000,-0.320
2,0:32,4,6,TEN 46,3,10,"Brett Kern punts 41 yards, returned by Jakeem Grant for 1 yard (tackle by Tye Smith)",-0.320,0.280
2,0:23,1,10,MIA 14,3,10,Jay Cutler kneels for -1 yards,-0.280,-0.850
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,3,10,"Ryan Succop kicks off 64 yards, returned by Jakeem Grant for 19 yards (tackle by David Fluellen)",0.000,-0.280
3,14:55,1,10,MIA 20,3,10,Jay Ajayi right end for -2 yards (tackle by Jurrell Casey),0.280,-0.630
3,13:58,2,12,MIA 18,3,10,"Penalty on Ja'Wuan James: False Start, 5 yards (no play)",-0.630,-1.280
3,13:29,2,17,MIA 13,3,10,Jay Ajayi right guard for no gain (tackle by Avery Williamson and Erik Walden),-1.280,-2.190
3,12:52,3,17,MIA 13,3,10,Jay Cutler pass complete short left to Jakeem Grant for -1 yards (tackle by Logan Ryan),-2.190,-2.490
3,12:13,4,18,MIA 12,3,10,"Matt Haack punts 57 yards, fair catch by Adoree' Jackson",-2.490,-1.000
3,11:59,1,10,TEN 31,3,10,Matt Cassel pass complete short middle to Eric Decker for 14 yards (tackle by Reshad Jones),1.000,1.930
3,11:22,1,10,TEN 45,3,10,DeMarco Murray middle for no gain (tackle by Kiko Alonso),1.930,1.380
3,10:43,2,10,TEN 45,3,10,Matt Cassel pass incomplete short left intended for Taywan Taylor,1.380,0.700
3,10:35,3,10,TEN 45,3,10,Matt Cassel pass complete short right to Rishard Matthews for 17 yards (tackle by Nate Allen),0.700,3.050
3,9:52,1,10,MIA 38,3,10,Matt Cassel pass complete short left to Eric Decker for 7 yards (tackle by Xavien Howard),3.050,3.450
3,9:14,2,3,MIA 31,3,10,Matt Cassel pass complete short left to Eric Decker for 7 yards (tackle by Xavien Howard),3.450,3.970
3,8:48,1,10,MIA 24,3,10,DeMarco Murray right end for 13 yards (tackle by Vincent Taylor),3.970,4.840
3,8:10,1,10,MIA 11,3,10,"DeMarco Murray left end for 9 yards (tackle by Rey Maualuga and Vincent Taylor). Penalty on Rey Maualuga: Illegal Use of Hands, 1 yards",4.840,6.970
3,8:00,1,1,MIA 1,3,10,"Penalty on Phillip Supernaw: False Start, 5 yards (no play)",6.970,5.830
3,7:37,1,6,MIA 6,3,10,"Penalty on Phillip Supernaw: False Start, 5 yards (no play)",5.830,4.770
3,7:31,1,11,MIA 11,9,10,"Matt Cassel pass complete short left to Phillip Supernaw for 11 yards, touchdown",4.770,7.000
3,7:17,,,MIA 15,10,10,Ryan Succop kicks extra point good,0.000,0.000
3,7:17,,,TEN 35,10,10,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,7:17,1,10,MIA 25,10,10,Jay Cutler pass complete short right to Jarvis Landry for 13 yards (tackle by Da'Norris Searcy),0.610,1.470
3,6:43,1,10,MIA 38,10,10,Jay Cutler pass incomplete short right intended for MarQueis Gray,1.470,0.920
3,6:33,2,10,MIA 38,10,10,Jay Cutler for 9 yards (tackle by Logan Ryan),0.920,0.000
3,6:00,,,,,,Timeout #1 by Miami Dolphins,0.000,-1.420
3,6:00,3,1,MIA 47,10,10,Jay Cutler pass incomplete deep right intended for Julius Thomas,1.420,-0.260
3,5:54,4,1,MIA 47,10,10,"Penalty on Matt Haack: Delay of Game, 5 yards (no play)",-0.260,-0.590
3,5:54,4,6,MIA 42,10,10,Matt Haack punts 49 yards,-0.590,0.380
3,5:42,1,10,TEN 9,10,10,DeMarco Murray left end for 1 yard (tackle by William Hayes),-0.380,-0.710
3,5:02,2,9,TEN 10,10,10,DeMarco Murray middle for no gain (tackle by William Hayes),-0.710,-1.300
3,4:26,3,9,TEN 10,10,10,Matt Cassel sacked by Cameron Wake and Reshad Jones for -9 yards,-1.300,-2.490
3,3:42,4,18,TEN 1,10,10,"Brett Kern punts 71 yards, returned by Jarvis Landry for 13 yards (tackle by Daren Bates)",-2.490,-1.660
3,3:23,1,10,MIA 41,10,10,Jay Cutler pass incomplete short right intended for Jarvis Landry,1.660,1.120
3,3:18,2,10,MIA 41,10,10,Jay Ajayi middle for 9 yards (tackle by Avery Williamson),1.120,1.620
3,2:44,3,1,,10,10,Jay Ajayi right guard for 3 yards (tackle by Jurrell Casey),1.620,2.460
3,2:16,1,10,TEN 47,10,10,Jay Cutler pass incomplete short left intended for Jarvis Landry,2.460,1.910
3,1:56,2,10,TEN 47,10,10,Jay Cutler pass incomplete short right intended for Julius Thomas (defended by Wesley Woodyard),1.910,1.220
3,1:52,3,10,TEN 47,10,10,Jay Cutler pass incomplete short left intended for Kenny Stills,1.220,0.130
3,1:46,4,10,TEN 47,10,10,Matt Haack punts 40 yards,0.130,0.380
3,1:36,1,10,TEN 7,10,10,Derrick Henry middle for 2 yards (tackle by Rey Maualuga),-0.380,-0.630
3,0:57,2,8,TEN 9,10,10,Matt Cassel pass incomplete short left intended for Delanie Walker,-0.630,-1.190
3,0:46,3,8,TEN 9,10,10,Matt Cassel pass incomplete short right intended for Rishard Matthews (defended by Lawrence Timmons),-1.190,-2.490
3,0:40,4,8,TEN 9,10,10,"Brett Kern punts 63 yards, returned by Jakeem Grant for 14 yards (tackle by Eric Weems)",-2.490,-1.730
3,0:29,1,10,MIA 42,10,10,Jay Ajayi left tackle for 11 yards (tackle by Avery Williamson and Da'Norris Searcy),1.730,2.460
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 47,10,10,Jay Ajayi right guard for 8 yards (tackle by Avery Williamson),2.460,2.990
4,14:26,2,2,TEN 39,10,10,Jay Ajayi middle for 2 yards (tackle by Da'Norris Searcy and Wesley Woodyard),2.990,3.120
4,14:03,1,10,TEN 37,10,10,Jay Cutler pass complete short middle to Jarvis Landry for 17 yards (tackle by Kevin Byard),3.120,4.240
4,13:19,1,10,TEN 20,10,10,Jay Ajayi middle for 2 yards (tackle by Avery Williamson),4.240,3.960
4,12:50,2,8,TEN 18,10,10,Jay Ajayi right tackle for -2 yards (tackle by Logan Ryan and Derrick Morgan),3.960,3.010
4,12:01,3,10,TEN 20,10,10,Jay Cutler pass complete short middle to Julius Thomas for 15 yards (tackle by Curtis Riley),3.010,6.060
4,11:18,1,5,TEN 5,10,10,Jay Ajayi right guard for -1 yards (tackle by Kevin Byard),6.060,4.950
4,10:42,2,6,TEN 6,10,10,Jay Cutler pass incomplete short right intended for Julius Thomas,4.950,4.040
4,10:38,3,6,TEN 6,10,16,"Jay Cutler pass complete short left to Jarvis Landry for 6 yards, touchdown",4.040,7.000
4,10:33,,,TEN 15,10,16,Cody Parkey kicks extra point no good,0.000,-1.000
4,10:33,,,MIA 35,10,16,"Cody Parkey kicks off 57 yards, returned by Eric Weems for 18 yards (tackle by Mike Hull). Penalty on Jonnu Smith: Offensive Holding, 10 yards",0.000,0.140
4,10:27,1,10,TEN 16,10,16,Matt Cassel pass incomplete short left intended for Jalston Fowler,-0.140,-0.660
4,10:18,2,10,TEN 16,10,16,Matt Cassel pass complete short right to Jonnu Smith for 1 yard (tackle by Lawrence Timmons),-0.660,-1.200
4,9:42,3,9,TEN 17,10,16,Matt Cassel pass incomplete deep middle intended for Eric Decker,-1.200,-2.320
4,9:27,4,9,TEN 17,10,16,"Brett Kern punts 64 yards, returned by Jarvis Landry for 10 yards (tackle by Tye Smith)",-2.320,-0.870
4,9:15,1,10,MIA 29,10,16,Jay Ajayi left end for 2 yards (tackle by Brian Orakpo),0.870,0.600
4,8:31,2,8,MIA 31,10,16,Jay Cutler pass complete short left to Jarvis Landry for 8 yards (tackle by Avery Williamson),0.600,1.530
4,8:00,1,10,MIA 39,10,16,Jay Cutler pass complete short left to Kenny Stills for 13 yards (tackle by Da'Norris Searcy),1.530,2.390
4,7:08,1,10,TEN 48,10,16,Jay Cutler pass incomplete deep left intended for Jarvis Landry,2.390,1.850
4,7:00,2,10,TEN 48,10,16,Jay Ajayi left guard for -1 yards (tackle by DaQuan Jones and Erik Walden),1.850,1.030
4,6:23,3,11,TEN 49,10,16,Jay Cutler sacked by Jurrell Casey for -14 yards,1.030,-0.910
4,5:51,4,25,MIA 37,10,16,"Matt Haack punts 50 yards, returned by Adoree' Jackson for 2 yards (tackle by Kenyan Drake). Penalty on Eric Weems: Running Into the Kicker (Declined)",-0.910,0.220
4,5:15,1,10,TEN 15,10,16,Matt Cassel pass complete short left to Rishard Matthews for 11 yards (tackle by Nate Allen and Rey Maualuga),-0.220,0.670
4,4:46,1,10,TEN 26,10,16,DeMarco Murray right end for 12 yards (tackle by Reshad Jones),0.670,1.470
4,4:29,1,10,TEN 38,10,16,Matt Cassel pass incomplete deep left intended for Rishard Matthews,1.470,0.920
4,4:22,2,10,TEN 38,10,16,Derrick Henry right end for 1 yard (tackle by Lawrence Timmons),0.920,0.370
4,3:42,3,9,TEN 39,10,16,Matt Cassel sacked by Charles Harris for -8 yards,0.370,-1.310
4,3:00,4,17,TEN 31,10,16,"Brett Kern punts 47 yards, out of bounds",-1.310,-0.410
4,2:51,1,10,MIA 22,10,16,Jay Ajayi right guard for 3 yards (tackle by Brian Orakpo),0.410,0.000
4,2:43,,,,,,Timeout #1 by Tennessee Titans,0.000,-0.270
4,2:43,2,7,MIA 25,10,16,Jay Ajayi left end for no gain (tackle by Brian Orakpo),0.270,0.000
4,2:39,,,,,,Timeout #2 by Tennessee Titans,0.000,0.430
4,2:39,3,7,MIA 25,10,16,Jay Ajayi right guard for 8 yards (tackle by Wesley Woodyard),-0.430,0.000
4,2:06,,,,,,Timeout #3 by Tennessee Titans,0.000,-1.140
4,2:06,1,10,MIA 33,10,16,Jay Ajayi right guard for 5 yards (tackle by Derrick Morgan),1.140,1.270
4,2:00,2,5,MIA 38,10,16,Jay Ajayi middle for 2 yards (tackle by DaQuan Jones and Jurrell Casey),1.270,0.830
4,1:16,3,3,MIA 40,10,16,Jay Ajayi left tackle for 1 yard (tackle by DaQuan Jones),0.830,0.000
4,0:29,,,,,,Timeout #2 by Miami Dolphins,0.000,0.650
4,0:29,4,2,MIA 41,10,16,"Matt Haack punts 45 yards, out of bounds. Penalty on Eric Weems: Offensive Holding, 7 yards",-0.650,0.380
4,0:19,1,10,TEN 7,10,16,Matt Cassel pass complete short left to DeMarco Murray for 7 yards,-0.380,-0.250
4,0:13,2,3,TEN 14,10,16,Matt Cassel pass complete short middle to Delanie Walker for 12 yards (tackle by Lawrence Timmons),-0.250,0.670
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
