Quarter,Time,Down,ToGo,Location,CLE,TEN,Detail,EPB,EPA
1,5:28,1,10,TEN 12,3,0,Kareem Hunt right tackle for 4 yards (tackle by Harold Landry),4.780,4.830
1,4:44,2,6,TEN 8,3,0,Baker Mayfield pass incomplete short left intended for Jarvis Landry (defended by Kenny Vaccaro),4.830,3.930
1,4:39,3,6,TEN 8,3,0,Baker Mayfield pass complete short right to Rashard Higgins for 7 yards (tackle by Breon Borders),3.930,6.970
1,4:03,1,1,TEN 1,3,0,Kareem Hunt up the middle for -1 yards (tackle by Rashaan Evans and Kevin Byard),6.970,5.720
1,3:25,2,2,TEN 2,9,0,"Baker Mayfield pass complete short middle to Jarvis Landry for 2 yards, touchdown",5.720,7.000
1,3:19,,,TEN 15,9,0,"Penalty on Kendall Lamm: False Start, 5 yards (no play)",1.000,0.000
1,3:19,,,TEN 20,10,0,Cody Parkey kicks extra point good,0.000,0.000
1,3:19,,,CLE 35,10,0,"Cody Parkey kicks off 56 yards, returned by Cameron Batson for 14 yards (tackle by Elijah Lee)",0.000,0.480
1,3:15,1,10,TEN 23,10,0,"Derrick Henry right guard for -2 yards (tackle by Sheldon Richardson). Derrick Henry fumbles (forced by Sheldon Richardson), recovered by Karl Joseph at TEN-21",0.480,-4.170
1,3:09,1,10,TEN 21,10,0,Baker Mayfield pass complete short left to Rashard Higgins for 8 yards (tackle by Malcolm Butler),4.170,4.950
1,2:36,2,2,TEN 13,10,0,Nick Chubb right guard for -1 yards (tackle by Breon Borders),4.950,4.020
1,1:53,3,3,TEN 14,10,0,Baker Mayfield pass complete short left to Jarvis Landry for 7 yards (tackle by Desmond King),4.020,5.600
1,1:24,1,7,TEN 7,10,0,Nick Chubb left end for -1 yards (tackle by Jack Crawford),5.600,4.570
1,0:40,2,8,TEN 8,10,0,Baker Mayfield pass complete short right to Jarvis Landry for 6 yards (tackle by Breon Borders and Desmond King),4.570,4.950
1,0:12,3,2,TEN 2,10,0,"Penalty on Teair Tart: Encroachment, 1 yard (no play)",4.950,5.170
Quarter,Time,Down,ToGo,Location,CLE,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,TEN 1,16,0,"Baker Mayfield pass complete short left to Kendall Lamm for 1 yard, touchdown",5.170,7.000
2,14:56,,,TEN 15,17,0,Cody Parkey kicks extra point good,0.000,0.000
2,14:56,,,CLE 35,17,0,"Cody Parkey kicks off 58 yards, returned by Cameron Batson for 19 yards (tackle by Tae Davis)",0.000,0.670
2,14:52,1,10,TEN 26,17,0,Ryan Tannehill pass complete short middle to A.J. Brown for 12 yards (tackle by Kevin Johnson and Andrew Sendejo),0.670,1.470
2,14:20,1,10,TEN 38,17,0,Derrick Henry right end for 5 yards (tackle by Karl Joseph),1.470,1.600
2,13:54,2,5,TEN 43,17,0,Ryan Tannehill pass complete deep middle to A.J. Brown for 40 yards (tackle by Terrance Mitchell),1.600,4.440
2,13:22,1,10,CLE 17,17,6,"Ryan Tannehill pass complete deep right to Corey Davis for 17 yards, touchdown",4.440,7.000
2,13:14,,,CLE 15,17,7,Stephen Gostkowski kicks extra point good,0.000,0.000
2,13:14,,,TEN 35,17,7,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
2,13:14,1,10,CLE 25,23,7,"Baker Mayfield pass complete deep right to Donovan Peoples-Jones for 75 yards, touchdown",0.610,7.000
2,13:04,,,TEN 15,24,7,Cody Parkey kicks extra point good,0.000,0.000
2,13:04,,,CLE 35,24,7,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
2,13:04,1,10,TEN 25,24,7,Ryan Tannehill pass complete short middle to Cameron Batson for 1 yard (tackle by Mack Wilson),0.610,0.200
2,12:26,2,9,TEN 26,24,7,Derrick Henry left tackle for no gain (tackle by Mack Wilson and Larry Ogunjobi),0.200,-0.490
2,11:39,3,9,TEN 26,24,7,Ryan Tannehill pass incomplete short right intended for Adam Humphries (defended by M.J. Stewart),-0.490,-1.630
2,11:35,4,9,TEN 26,24,7,"Brett Kern punts 54 yards, returned by Donovan Peoples-Jones for no gain (tackle by Nick Dzubnar and William Compton). Penalty on Elijah Lee: Offensive Holding, 10 yards",-1.630,0.380
2,11:24,1,10,CLE 10,24,7,Kareem Hunt right tackle for no gain (tackle by Jeffery Simmons),-0.380,-0.780
2,10:42,2,10,CLE 10,24,7,Baker Mayfield pass complete short right to Kareem Hunt for 11 yards (tackle by Kevin Byard and Rashaan Evans),-0.780,0.340
2,9:57,1,10,CLE 21,24,7,Baker Mayfield pass incomplete deep right intended for Rashard Higgins (defended by Breon Borders),0.340,-0.200
2,9:52,2,10,CLE 21,24,7,Baker Mayfield pass incomplete short right intended for Rashard Higgins,-0.200,-0.890
2,9:46,3,10,CLE 21,24,7,"Baker Mayfield pass complete deep right to Rashard Higgins for 21 yards (tackle by Kevin Byard). Penalty on Jeffery Simmons: Unnecessary Roughness, 15 yards",-0.890,2.720
2,9:16,1,10,TEN 43,24,7,Baker Mayfield pass complete short left to David Njoku for 5 yards (tackle by Amani Hooker),2.720,2.850
2,8:25,2,5,TEN 38,24,7,Kareem Hunt left tackle for 2 yards (tackle by Rashaan Evans),2.850,2.410
2,7:40,3,3,TEN 36,24,7,Baker Mayfield left end for 3 yards (tackle by Jeffery Simmons),2.410,3.380
2,6:52,1,10,TEN 33,24,7,Baker Mayfield pass complete short left to Jarvis Landry for 12 yards (tackle by William Compton). Penalty on Rashaan Evans: Defensive Holding (Declined),3.380,4.170
2,6:34,1,10,TEN 21,24,7,Nick Chubb left guard for 4 yards (tackle by Jeffery Simmons),4.170,4.200
2,5:51,2,6,TEN 17,30,7,"Baker Mayfield pass complete deep right to Rashard Higgins for 17 yards, touchdown",4.200,7.000
2,5:46,,,TEN 15,31,7,Cody Parkey kicks extra point good,0.000,0.000
2,5:46,,,CLE 35,31,7,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
2,5:46,1,10,TEN 25,31,7,Ryan Tannehill pass complete short right to Corey Davis for 3 yards (tackle by Mack Wilson),0.610,0.470
2,5:19,2,7,TEN 28,31,7,Ryan Tannehill pass incomplete deep left intended for A.J. Brown,0.470,-0.230
2,5:12,3,7,TEN 28,31,7,Ryan Tannehill sacked by Malcolm Smith for -4 yards,-0.230,-1.770
2,4:31,4,11,TEN 24,31,7,"Brett Kern punts 42 yards, returned by Donovan Peoples-Jones for 1 yard (tackle by Khari Blasingame)",-1.770,-1.270
2,4:17,1,10,CLE 35,31,7,Baker Mayfield pass complete short left to Donovan Peoples-Jones for 17 yards (tackle by Malcolm Butler),1.270,2.390
2,3:40,1,10,TEN 48,31,7,Nick Chubb right guard for 3 yards (tackle by Rashaan Evans),2.390,2.250
2,3:05,2,7,TEN 45,31,7,Baker Mayfield pass complete short left to Jarvis Landry for 13 yards (tackle by Desmond King),2.250,3.450
2,2:29,1,10,TEN 32,31,7,"Nick Chubb up the middle for 4 yards (tackle by Desmond King and David Long). Penalty on Rashaan Evans: Unnecessary Roughness, 14 yards",3.450,4.650
2,2:00,1,10,TEN 14,31,7,Nick Chubb right guard for 4 yards (tackle by Kenny Vaccaro and Breon Borders),4.650,4.710
2,1:19,2,6,TEN 10,31,7,Baker Mayfield pass complete short left to Jarvis Landry for 8 yards (tackle by Breon Borders),4.710,6.740
2,1:13,,,,,,Timeout #1 by Cleveland Browns,,
2,1:13,1,2,TEN 2,31,7,Baker Mayfield pass incomplete short right,6.740,5.720
2,1:06,2,2,TEN 2,31,7,Nick Chubb left end for 1 yard (tackle by Malcolm Butler and Desmond King),5.720,5.170
2,0:58,,,,,,Timeout #2 by Tennessee Titans,,
2,0:58,3,1,TEN 1,37,7,"Nick Chubb up the middle for 1 yard, touchdown",5.170,7.000
2,0:55,,,TEN 15,38,7,Cody Parkey kicks extra point good,0.000,0.000
2,0:55,,,CLE 35,38,7,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
2,0:55,1,10,TEN 25,38,7,Ryan Tannehill pass incomplete deep right,0.610,0.060
2,0:47,2,10,TEN 25,38,7,Ryan Tannehill pass complete short right to Corey Davis for 13 yards (tackle by Kevin Johnson),0.060,1.470
2,0:24,1,10,TEN 38,38,7,Ryan Tannehill pass incomplete short left intended for Adam Humphries,1.470,0.920
2,0:17,2,10,TEN 38,38,7,Ryan Tannehill pass complete short middle to Anthony Firkser for 14 yards (tackle by Malcolm Smith and B.J. Goodson),0.920,2.390
2,0:10,,,,,,Timeout #3 by Tennessee Titans,,
2,0:10,1,10,CLE 48,38,7,"Ryan Tannehill pass complete short middle to A.J. Brown for 19 yards (tackle by Malcolm Smith). A.J. Brown fumbles (forced by Malcolm Smith), recovered by Kevin Johnson at CLE-21",2.390,0.000
Quarter,Time,Down,ToGo,Location,CLE,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,38,7,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TEN 25,38,7,Derrick Henry right tackle for 10 yards (tackle by Andrew Sendejo),0.610,1.270
3,14:39,1,10,TEN 35,38,7,Ryan Tannehill pass complete deep left to Corey Davis for 43 yards (tackle by Andrew Sendejo),1.270,4.110
3,13:56,1,10,CLE 22,38,13,"Ryan Tannehill pass complete deep middle to MyCole Pruitt for 22 yards, touchdown",4.110,7.000
3,13:52,,,CLE 2,38,13,"Penalty on Larry Ogunjobi: Encroachment, 1 yard (no play)",1.000,1.000
3,13:52,,,CLE 1,38,13,"Two Point Attempt: Derrick Henry rushes, conversion fails.",1.000,-1.000
3,13:52,,,TEN 35,38,13,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
3,13:52,1,10,CLE 25,38,13,"Nick Chubb left end for 5 yards (tackle by Harold Landry). Penalty on Jedrick Wills: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,13:26,1,20,CLE 15,38,13,Nick Chubb up the middle for 2 yards (tackle by Malcolm Butler and DaQuan Jones),-0.410,-1.150
3,12:43,2,18,CLE 17,38,13,Baker Mayfield up the middle for 1 yard (tackle by Harold Landry),-1.150,-1.720
3,12:04,3,17,CLE 18,38,13,Kareem Hunt right guard for 4 yards (tackle by David Long and Jeffery Simmons),-1.720,-1.900
3,11:27,4,13,CLE 22,38,13,Jamie Gillan punts 39 yards out of bounds,-1.900,-1.530
3,11:18,1,10,TEN 39,38,13,Derrick Henry left tackle for 3 yards (tackle by Sione Takitaki and Sheldon Richardson),1.530,1.390
3,10:55,2,7,TEN 42,38,13,Ryan Tannehill pass complete deep left to Corey Davis for 18 yards (tackle by Karl Joseph),1.390,2.920
3,10:30,1,10,CLE 40,38,13,Derrick Henry left end for -1 yards (tackle by Mack Wilson),2.920,2.240
3,10:01,2,11,CLE 41,38,13,Ryan Tannehill pass complete short right to Corey Davis for 22 yards (tackle by Karl Joseph),2.240,4.310
3,9:23,1,10,CLE 19,38,13,Ryan Tannehill pass incomplete short right,4.310,3.750
3,9:15,2,10,CLE 19,38,19,"Ryan Tannehill pass complete short left to A.J. Brown for 16 yards (tackle by Terrance Mitchell). A.J. Brown fumbles (forced by Terrance Mitchell), recovered by MyCole Pruitt at CLE-3 and returned for 3 yards",3.750,7.000
3,9:08,,,CLE 2,38,21,"Two Point Attempt: Ryan Tannehill rushes, conversion succeeds.",1.000,1.000
3,9:08,,,TEN 35,38,21,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
3,9:08,1,10,CLE 25,38,21,Baker Mayfield pass complete short left to Austin Hooper for 8 yards (tackle by Desmond King),0.610,1.140
3,8:32,2,2,CLE 33,38,21,"Baker Mayfield pass incomplete short right. Penalty on Baker Mayfield: Intentional Grounding, 10 yards",1.140,-0.890
3,8:29,3,12,CLE 23,38,21,Baker Mayfield pass complete short right to Austin Hooper for 16 yards (tackle by Kenny Vaccaro),-0.890,1.530
3,7:47,1,10,CLE 39,38,21,Nick Chubb up the middle for 29 yards (tackle by Kenny Vaccaro),1.530,3.450
3,7:06,1,10,TEN 32,38,21,Kareem Hunt left end for no gain (tackle by Malcolm Butler),3.450,2.900
3,6:21,2,10,TEN 32,38,21,Baker Mayfield pass complete short left to Rashard Higgins for 7 yards (tackle by Malcolm Butler),2.900,3.140
3,5:40,3,3,TEN 25,38,21,Baker Mayfield pass incomplete short left intended for Jarvis Landry,3.140,1.900
3,5:33,4,3,TEN 25,41,21,Cody Parkey 43 yard field goal good,1.900,3.000
3,5:29,,,CLE 35,41,21,"Cody Parkey kicks off 64 yards, returned by Cameron Batson for 23 yards (tackle by Sione Takitaki)",0.000,0.540
3,5:24,1,10,TEN 24,41,21,"Ryan Tannehill pass deep right is intercepted by Andrew Sendejo at TEN-49 and returned for 22 yards. Penalty on Kevin Johnson: Unnecessary Roughness, 15 yards (no play)",0.540,1.530
3,5:13,1,10,TEN 39,41,21,Derrick Henry right tackle for 9 yards (tackle by Jacob Phillips and Andrew Sendejo),1.530,2.200
3,4:40,2,1,TEN 48,41,21,Derrick Henry right guard for 3 yards (tackle by Jacob Phillips and Mack Wilson),2.200,2.320
3,4:17,1,10,CLE 49,41,21,Ryan Tannehill pass complete short left to Derrick Henry for 9 yards (tackle by Sione Takitaki),2.320,3.000
3,3:44,2,1,CLE 40,41,21,Ryan Tannehill pass incomplete short right intended for MyCole Pruitt,3.000,2.280
3,3:36,3,1,CLE 40,41,21,Derrick Henry right end for 9 yards (tackle by Terrance Mitchell),2.280,3.510
3,2:49,1,10,CLE 31,41,21,Derrick Henry up the middle for 5 yards (tackle by Myles Garrett),3.510,3.640
3,2:36,2,5,CLE 26,41,21,Ryan Tannehill pass incomplete deep left,3.640,2.940
3,2:30,3,5,CLE 26,41,21,Ryan Tannehill sacked by Larry Ogunjobi for -7 yards,2.940,1.150
3,1:45,4,12,CLE 33,41,21,"Ryan Tannehill pass incomplete short left intended for Adam Humphries. Penalty on M.J. Stewart: Defensive Holding, 5 yards (no play)",1.150,3.710
3,1:39,1,10,CLE 28,41,21,"Cameron Batson aborted snap, recovered by Cameron Batson at CLE-33 and returned for -5 yards",3.710,2.490
3,1:08,2,15,CLE 33,41,21,Ryan Tannehill pass incomplete short right intended for Corey Davis (defended by Kevin Johnson),2.490,1.820
3,1:03,3,15,CLE 33,41,21,Ryan Tannehill pass complete short middle to Corey Davis for 11 yards (tackle by Malcolm Smith and M.J. Stewart),1.820,2.070
3,0:34,,,,,,Timeout #1 by Cleveland Browns,,
3,0:34,4,4,CLE 22,41,21,Ryan Tannehill pass complete short left to Cameron Batson for 5 yards,2.070,4.440
3,0:25,1,10,CLE 17,41,21,Ryan Tannehill pass short right intended for Adam Humphries is intercepted by M.J. Stewart at CLE-9 and returned for 21 yards,4.440,-0.940
3,0:15,1,10,CLE 30,41,21,Nick Chubb left tackle for 2 yards (tackle by Tuzar Skipper),0.940,0.660
Quarter,Time,Down,ToGo,Location,CLE,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,CLE 32,41,21,Nick Chubb right guard for 1 yard (tackle by Tuzar Skipper and Jeffery Simmons),0.660,0.100
4,14:15,3,7,CLE 33,41,21,Baker Mayfield pass incomplete short left intended for Rashard Higgins (defended by Breon Borders),0.100,-1.180
4,14:09,4,7,CLE 33,41,21,"Jamie Gillan punts 37 yards, fair catch by Kalif Raymond at TEN-30",-1.180,-0.940
4,14:02,1,10,TEN 30,41,21,Derrick Henry left guard for 7 yards (tackle by Andrew Sendejo),0.940,1.340
4,13:40,2,3,TEN 37,41,21,Ryan Tannehill pass incomplete deep right intended for A.J. Brown,1.340,0.630
4,13:35,3,3,TEN 37,41,21,Ryan Tannehill sacked by Myles Garrett for -9 yards,0.630,-1.500
4,12:58,4,12,TEN 28,41,21,"Brett Kern punts 42 yards, returned by Donovan Peoples-Jones for no gain (tackle by Tye Smith). Penalty on Robert Jackson: Illegal Block Above the Waist, 10 yards. Penalty on Elijah Lee: Offensive Holding, 10 yards",-1.500,-0.280
4,12:48,1,10,CLE 20,41,21,"Kareem Hunt right end for 1 yard (tackle by Matt Dickerson and Rashaan Evans). Penalty on Austin Hooper: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,12:26,1,20,CLE 10,41,21,Kareem Hunt left tackle for 2 yards (tackle by Kenny Vaccaro),-0.760,-1.360
4,11:41,2,18,CLE 12,41,21,Kareem Hunt up the middle for 8 yards (tackle by Derick Roberson and Rashaan Evans),-1.360,-0.960
4,10:55,3,10,CLE 20,41,21,Baker Mayfield pass complete short left to Kareem Hunt for 13 yards (tackle by Kevin Byard),-0.960,1.140
4,10:05,1,10,CLE 33,41,21,Kareem Hunt right tackle for 5 yards (tackle by Jack Crawford),1.140,1.270
4,9:22,2,5,CLE 38,41,21,Nick Chubb right guard for 2 yards (tackle by Tuzar Skipper),1.270,0.830
4,8:38,3,3,CLE 40,41,21,Nick Chubb left end for 4 yards (tackle by Malcolm Butler),0.830,1.860
4,8:01,1,10,CLE 44,41,21,Kareem Hunt right tackle for no gain (tackle by Jack Crawford),1.860,1.320
4,7:20,2,10,CLE 44,41,21,Kareem Hunt right tackle for no gain (tackle by Tuzar Skipper and David Long),1.320,0.630
4,6:34,,,,,,Timeout #2 by Cleveland Browns,,
4,6:34,3,10,CLE 44,41,21,Baker Mayfield pass complete short middle to Kareem Hunt for no gain (tackle by Kenny Vaccaro and Amani Hooker),0.630,-0.460
4,5:50,4,10,CLE 44,41,21,"Jamie Gillan punts 47 yards, fair catch by Kalif Raymond at TEN-9",-0.460,0.380
4,5:43,1,10,TEN 9,41,21,Ryan Tannehill pass incomplete deep right intended for A.J. Brown,-0.380,-0.780
4,5:37,2,10,TEN 9,41,21,Ryan Tannehill pass complete short right to Corey Davis for 5 yards (tackle by Kevin Johnson),-0.780,-0.840
4,5:08,3,5,TEN 14,41,21,Ryan Tannehill pass complete short middle to Anthony Firkser for 6 yards (tackle by B.J. Goodson),-0.840,0.280
4,4:48,1,10,TEN 20,41,21,Ryan Tannehill pass complete short middle to Jeremy McNichols for 4 yards (tackle by B.J. Goodson),0.280,0.270
4,4:31,2,6,TEN 24,41,21,Ryan Tannehill pass complete short middle to Anthony Firkser for 14 yards (tackle by Sheldrick Redwine),0.270,1.470
4,4:08,1,10,TEN 38,41,21,Ryan Tannehill pass complete short middle to Anthony Firkser for 6 yards (tackle by Malcolm Smith),1.470,1.730
4,3:47,2,4,TEN 44,41,21,Ryan Tannehill pass complete short middle to Anthony Firkser for 11 yards (tackle by B.J. Goodson),1.730,2.590
4,3:20,1,10,CLE 45,41,21,Ryan Tannehill pass complete short middle to Jeremy McNichols for 8 yards (tackle by Andrew Sendejo and B.J. Goodson),2.590,3.120
4,2:58,2,2,CLE 37,41,21,Ryan Tannehill pass incomplete deep right intended for Geoff Swaim (defended by Tae Davis),3.120,2.410
4,2:53,3,2,CLE 37,41,21,Jeremy McNichols up the middle for 1 yard (tackle by Jordan Elliott),2.410,0.890
4,2:26,4,1,CLE 36,41,21,"Ryan Tannehill pass complete short right to Corey Davis for 10 yards (tackle by Sheldrick Redwine). Penalty on David Quessenberry: Illegal Use of Hands, 10 yards (no play)",0.890,0.200
4,2:20,4,11,CLE 46,41,21,Ryan Tannehill pass complete deep right to Corey Davis for 18 yards (tackle by Andrew Sendejo),0.200,3.710
4,2:01,1,10,CLE 28,41,21,Ryan Tannehill pass complete short middle to Jeremy McNichols for 3 yards (tackle by M.J. Stewart),3.710,3.570
4,1:56,2,7,CLE 25,41,21,Ryan Tannehill pass complete short right to Corey Davis for 14 yards (tackle by M.J. Stewart),3.570,4.840
4,1:31,1,10,CLE 11,41,21,Ryan Tannehill pass complete short left to Adam Humphries for 9 yards,4.840,5.850
4,1:29,2,1,CLE 2,41,21,"Ryan Tannehill pass incomplete short middle intended for Corey Davis (defended by Kevin Johnson). Penalty on Larry Ogunjobi: Defensive Offside, 1 yard (no play)",5.850,6.970
4,1:26,1,1,CLE 1,41,27,"Jeremy McNichols left tackle for 1 yard, touchdown",6.970,7.000
4,1:23,,,CLE 15,41,28,Stephen Gostkowski kicks extra point good,0.000,0.000
4,1:23,,,TEN 35,41,28,"Stephen Gostkowski kicks onside 10 yards, returned by Malcolm Smith for no gain",0.000,2.590
4,1:21,1,10,TEN 45,41,28,Kareem Hunt right guard for 5 yards (tackle by Jack Crawford),2.590,2.720
4,1:16,,,,,,Timeout #1 by Tennessee Titans,,
4,1:16,2,5,TEN 40,41,28,Kareem Hunt right tackle for 3 yards (tackle by Matt Dickerson and DaQuan Jones),2.720,2.410
4,1:11,,,,,,Timeout #2 by Tennessee Titans,,
4,1:11,3,2,TEN 37,41,28,Kareem Hunt left guard for 1 yard (tackle by Jack Crawford and Rashaan Evans),2.410,0.890
4,0:58,,,,,,Timeout #3 by Tennessee Titans,,
4,0:57,4,1,TEN 36,41,28,"Baker Mayfield up the middle for 2 yards (tackle by Jack Crawford). Baker Mayfield fumbles (forced by Jack Crawford), recovered by Kenny Vaccaro at TEN-34 and returned for 53 yards (tackle by Kareem Hunt)",0.890,-4.710
4,0:48,1,10,CLE 13,41,28,Ryan Tannehill pass incomplete short left intended for Anthony Firkser,4.710,4.050
4,0:43,2,10,CLE 13,41,28,Ryan Tannehill pass incomplete short left intended for Anthony Firkser,4.050,3.120
4,0:38,3,10,CLE 13,41,28,Ryan Tannehill pass incomplete short right intended for Jeremy McNichols,3.120,2.570
4,0:33,4,10,CLE 13,41,28,"Penalty on Myles Garrett: Defensive Offside, 5 yards (no play)",2.570,2.970
4,0:33,4,5,CLE 8,41,34,"Ryan Tannehill pass complete short left to Cameron Batson for 8 yards, touchdown",2.970,7.000
4,0:28,,,CLE 15,41,35,Stephen Gostkowski kicks extra point good,0.000,0.000
4,0:28,,,TEN 35,41,35,"Stephen Gostkowski kicks onside 8 yards, returned by Andy Janovich for no gain",0.000,2.720
4,0:27,1,10,TEN 43,41,35,Baker Mayfield kneels for -1 yards,2.720,2.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
