Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA
1,7:12,2,11,NOR 11,0,7,Aaron Rodgers pass complete short right to Donald Driver for 8 yards (tackle by Jabari Greer),4.020,4.720
1,6:29,,,,0,7,Timeout #1 by Green Bay Packers,0.000,4.720
1,6:29,3,3,NOR 3,0,13,"Aaron Rodgers pass complete short right to Jordy Nelson for 3 yards, touchdown",4.720,7.000
1,6:29,,,NOR 2,0,14,Mason Crosby kicks extra point good,0.000,0.000
1,6:24,,,GNB 35,0,14,"Mason Crosby kicks off 72 yards, touchback",0.000,0.280
1,6:24,1,10,NOR 20,0,14,Drew Brees pass incomplete short right intended for Robert Meachem,0.280,-0.270
1,6:20,2,10,NOR 20,0,14,Mark Ingram left end for 4 yards (tackle by Morgan Burnett and Sam Shields),-0.270,-0.430
1,5:38,3,6,NOR 24,0,14,Drew Brees pass complete short middle to Darren Sproles for 36 yards (tackle by Morgan Burnett and A.J. Hawk),-0.430,2.920
1,4:58,1,10,GNB 40,0,14,Drew Brees pass complete short right to Pierre Thomas for 8 yards (tackle by Desmond Bishop),2.920,3.450
1,4:16,2,2,GNB 32,0,14,Pierre Thomas up the middle for 1 yard (tackle by Ryan Pickett),3.450,2.870
1,3:37,3,1,GNB 31,6,14,"Drew Brees pass complete deep middle to Robert Meachem for 31 yards, touchdown",2.870,7.000
1,3:37,,,GNB 2,7,14,John Kasay kicks extra point good,0.000,0.000
1,3:31,,,NOR 35,7,14,"Thomas Morstead kicks off 73 yards, touchback. Penalty on Jo-Lonn Dunbar: Offside on Free Kick, 5 yards (no play)",0.000,0.000
1,3:31,,,NOR 30,7,14,"Thomas Morstead kicks off 79 yards, touchback",0.000,0.280
1,3:31,1,10,GNB 20,7,14,Aaron Rodgers right end for 2 yards (tackle by Jabari Greer),0.280,0.000
1,2:50,2,8,GNB 22,7,14,Aaron Rodgers pass complete deep right to Jermichael Finley for 20 yards (tackle by Roman Harper),0.000,1.730
1,2:13,1,10,GNB 42,7,14,"Penalty on T.J. Lang: False Start, 5 yards (no play)",1.730,1.400
1,2:03,1,15,GNB 37,7,14,Aaron Rodgers pass complete short left to Randall Cobb for 3 yards (tackle by Roman Harper),1.400,0.920
1,1:39,2,12,GNB 40,7,14,Aaron Rodgers pass complete short middle to Greg Jennings for 10 yards (tackle by Patrick Robinson),0.920,1.550
1,1:02,3,2,,7,14,Aaron Rodgers pass complete short middle to Jermichael Finley for 18 yards (tackle by Roman Harper and Malcolm Jenkins),1.550,3.450
1,0:19,1,10,NOR 32,7,20,"Aaron Rodgers pass complete short middle to Randall Cobb for 32 yards, touchdown",3.450,7.000
1,0:19,,,NOR 2,7,21,Mason Crosby kicks extra point good,0.000,0.000
1,0:11,,,GNB 35,7,21,"Mason Crosby kicks off 67 yards, returned by Darren Sproles for 19 yards (tackle by D.J. Smith)",0.000,-0.060
1,0:06,1,10,NOR 17,7,21,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Tramon Williams),-0.060,-0.580
1,0:01,2,10,NOR 17,7,21,Pierre Thomas right tackle for 21 yards (tackle by Desmond Bishop and Morgan Burnett),-0.580,1.470
Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 38,7,21,Pierre Thomas up the middle for 2 yards (tackle by B.J. Raji and Morgan Burnett),1.470,1.190
2,14:21,2,8,NOR 40,7,21,Drew Brees pass complete deep middle to Jimmy Graham for 19 yards (tackle by Morgan Burnett),1.190,2.850
2,13:43,1,10,GNB 41,7,21,Drew Brees pass complete short right to Darren Sproles for 2 yards (tackle by A.J. Hawk and Nick Collins),2.850,2.580
2,13:07,2,8,GNB 39,7,21,"Drew Brees pass incomplete deep left intended for Robert Meachem (defended by Sam Shields). Penalty on Marques Colston: Illegal Shift, 5 yards (no play)",2.580,1.900
2,13:01,2,13,GNB 44,7,21,Drew Brees pass complete short left to Marques Colston for -1 yards (tackle by Tramon Williams),1.900,1.090
2,12:20,3,14,GNB 45,7,21,Drew Brees pass complete short left to Devery Henderson for 16 yards (tackle by Erik Walden),1.090,3.640
2,11:47,1,10,GNB 29,7,21,Mark Ingram left end for 4 yards (tackle by Erik Walden),3.640,3.640
2,11:21,2,6,GNB 25,7,21,Drew Brees pass complete short right to Robert Meachem for 5 yards (tackle by Sam Shields),3.640,3.600
2,10:57,,,,7,21,Timeout #1 by New Orleans Saints,0.000,3.600
2,10:57,3,1,GNB 20,7,21,Mark Ingram up the middle for 2 yards (tackle by Ryan Pickett and Clay Matthews),3.600,4.370
2,10:21,1,10,GNB 18,7,21,Drew Brees pass complete short right to Darren Sproles for 6 yards (tackle by Tramon Williams and Nick Collins),4.370,4.810
2,9:57,2,4,GNB 12,7,21,Drew Brees pass incomplete short right intended for Darren Sproles,4.810,4.030
2,9:52,3,4,GNB 12,7,21,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Charles Woodson),4.030,2.710
2,9:44,4,4,GNB 12,10,21,John Kasay 30 yard field goal good,2.710,3.000
2,9:44,,,NOR 35,10,21,"Thomas Morstead kicks off 74 yards, touchback",0.000,0.280
2,9:44,1,10,GNB 20,10,21,Aaron Rodgers pass incomplete deep middle intended for Donald Driver (defended by Malcolm Jenkins),0.280,-0.270
2,9:39,2,10,GNB 20,10,21,James Starks up the middle for no gain (tackle by Turk McBride and Roman Harper),-0.270,-0.960
2,9:00,3,10,GNB 20,10,21,Aaron Rodgers pass incomplete short right intended for Jordy Nelson (defended by Jabari Greer),-0.960,-2.030
2,8:55,4,10,GNB 20,16,21,"Tim Masthay punts 52 yards, returned by Darren Sproles for 72 yards, touchdown",-2.030,-7.000
2,,,,GNB 2,17,21,John Kasay kicks extra point good,0.000,0.000
2,8:37,,,NOR 35,17,21,"Thomas Morstead kicks off 74 yards, touchback",0.000,0.280
2,8:37,1,10,GNB 20,17,21,Ryan Grant left end for 3 yards (tackle by Aubrayo Franklin),0.280,0.140
2,7:58,2,7,GNB 23,17,21,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,0.140,-0.560
2,7:52,3,7,GNB 23,17,21,Aaron Rodgers pass complete short middle to Greg Jennings for 13 yards (tackle by Patrick Robinson),-0.560,1.330
2,7:14,1,10,GNB 36,17,21,Aaron Rodgers pass complete short right to Donald Driver for 8 yards (tackle by Jeff Charleston),1.330,1.870
2,6:34,2,2,GNB 44,17,21,Aaron Rodgers pass incomplete deep right intended for Jermichael Finley,1.870,1.160
2,6:26,3,2,GNB 44,17,21,James Starks left tackle for 5 yards (tackle by Jonathan Vilma and Mitch King),1.160,2.190
2,5:44,1,10,GNB 49,17,21,James Starks right end for 10 yards (tackle by Roman Harper),2.190,2.850
2,4:58,1,10,NOR 41,17,21,Aaron Rodgers up the middle for -1 yards (tackle by Junior Galette),2.850,2.170
2,4:33,2,11,NOR 42,17,21,Aaron Rodgers pass complete short left to Greg Jennings for 14 yards (tackle by Tracy Porter and Junior Galette),2.170,3.710
2,4:00,1,10,NOR 28,17,21,"Penalty on Junior Galette: Neutral Zone Infraction, 5 yards (no play)",3.710,4.440
2,3:38,1,5,NOR 23,17,21,Ryan Grant left end for 4 yards (tackle by Jeff Charleston),4.440,4.420
2,2:52,2,1,NOR 19,17,21,James Starks left end for -2 yards (tackle by Scott Shanle),4.420,3.400
2,2:47,,,,17,21,Timeout #2 by New Orleans Saints,0.000,3.400
2,2:47,3,3,NOR 21,17,21,Aaron Rodgers pass complete short right to Tom Crabtree for 4 yards (tackle by Scott Shanle),3.400,4.440
2,2:08,1,10,NOR 17,17,21,Aaron Rodgers pass incomplete short right intended for Greg Jennings,4.440,3.850
2,2:05,2,10,NOR 17,17,27,"James Starks left end for 17 yards, touchdown",3.850,7.000
2,2:05,,,NOR 2,17,28,Mason Crosby kicks extra point good,0.000,0.000
2,1:59,,,GNB 35,17,28,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
2,1:59,1,10,NOR 20,17,28,Drew Brees pass incomplete deep left intended for Devery Henderson (defended by Sam Shields),0.280,-0.270
2,1:53,2,10,NOR 20,17,28,Drew Brees pass complete short middle to Devery Henderson for 15 yards (tackle by Nick Collins),-0.270,1.270
2,1:30,1,10,NOR 35,17,28,Drew Brees pass complete short right to Marques Colston for 8 yards (tackle by Charles Woodson),1.270,1.800
2,1:08,2,2,NOR 43,17,28,Drew Brees sacked by Jarius Wynn for 0 yards,1.800,1.090
2,0:59,,,,17,28,Timeout #3 by New Orleans Saints,0.000,1.090
2,0:59,3,2,NOR 43,17,28,Drew Brees pass complete short right to Darren Sproles for 16 yards (tackle by Morgan Burnett),1.090,2.850
2,0:53,1,10,GNB 41,17,28,Drew Brees pass incomplete short right intended for Darren Sproles,2.850,2.310
2,0:46,2,10,GNB 41,17,28,Drew Brees pass incomplete deep middle intended for Jimmy Graham (defended by Erik Walden),2.310,1.620
2,0:42,3,10,GNB 41,17,28,Drew Brees pass complete short left to Darren Sproles for -4 yards (tackle by Jarius Wynn and Desmond Bishop). Penalty on Jahri Evans: Offensive Holding (Declined),1.620,0.270
2,0:38,4,14,GNB 45,17,28,"Thomas Morstead punts 45 yards, touchback",0.270,-0.280
2,0:30,1,10,GNB 20,17,28,Aaron Rodgers kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,17,28,"Mason Crosby kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,NOR 20,17,28,Mark Ingram up the middle for 1 yard (tackle by B.J. Raji and Ryan Pickett),0.280,-0.130
3,14:25,2,9,NOR 21,17,28,Mark Ingram left end for 9 yards (tackle by Desmond Bishop),-0.130,0.940
3,13:47,1,10,NOR 30,17,28,Drew Brees pass incomplete deep left intended for David Thomas,0.940,0.390
3,13:42,2,10,NOR 30,17,28,Mark Ingram left guard for 9 yards (tackle by Desmond Bishop),0.390,0.890
3,13:17,3,1,NOR 39,17,28,Mark Ingram left guard for 2 yards (tackle by Desmond Bishop),0.890,1.660
3,12:35,1,10,NOR 41,17,28,"Drew Brees pass complete short right to Devery Henderson for 9 yards (tackle by Sam Shields). Devery Henderson fumbles (forced by Sam Shields), ball out of bounds at 50",1.660,2.340
3,12:18,2,1,,17,28,Mark Ingram up the middle for 5 yards (tackle by Desmond Bishop and Morgan Burnett),2.340,2.590
3,11:42,1,10,GNB 45,17,28,Drew Brees pass complete short middle to Pierre Thomas for 5 yards (tackle by Desmond Bishop and Morgan Burnett),2.590,2.720
3,11:06,2,5,GNB 40,17,28,Drew Brees pass complete short left to Robert Meachem for 10 yards (tackle by Sam Shields),2.720,3.580
3,10:32,1,10,GNB 30,17,28,Drew Brees pass complete short middle to Pierre Thomas for 15 yards (tackle by Morgan Burnett),3.580,4.580
3,9:54,1,10,GNB 15,17,28,Mark Ingram left guard for 3 yards (tackle by Desmond Bishop),4.580,4.450
3,9:18,2,7,GNB 12,17,28,Drew Brees pass incomplete short left intended for Jimmy Graham,4.450,3.580
3,9:14,3,7,GNB 12,17,28,"Drew Brees pass incomplete short left intended for Darren Sproles (defended by B.J. Raji). Penalty on Clay Matthews: Defensive Offside, 5 yards (no play)",3.580,4.680
3,9:11,3,2,GNB 7,17,28,Drew Brees sacked by Erik Walden for -13 yards,4.680,2.120
3,8:45,4,15,GNB 20,20,28,John Kasay 38 yard field goal good,2.120,3.000
3,8:40,,,NOR 35,20,34,"Thomas Morstead kicks off 73 yards, returned by Randall Cobb for 108 yards, touchdown",0.000,7.000
3,8:40,,,NOR 2,20,35,Mason Crosby kicks extra point good,0.000,0.000
3,8:26,,,GNB 35,20,35,"Mason Crosby kicks off 68 yards, returned by Darren Sproles for 57 yards (tackle by Sam Shields)",0.000,2.520
3,8:19,1,10,GNB 46,20,35,Mark Ingram right end for -2 yards (tackle by Clay Matthews and Ryan Pickett),2.520,1.710
3,7:36,2,12,GNB 48,20,35,Drew Brees pass complete deep middle to Marques Colston for 19 yards (tackle by Desmond Bishop),1.710,3.640
3,7:00,1,10,GNB 29,26,35,"Drew Brees pass complete deep left to Devery Henderson for 29 yards, touchdown",3.640,7.000
3,7:00,,,GNB 2,27,35,John Kasay kicks extra point good,0.000,0.000
3,6:54,,,NOR 35,27,35,"Thomas Morstead kicks off 72 yards, touchback",0.000,0.280
3,6:54,1,10,GNB 20,27,35,Aaron Rodgers pass complete short middle to John Kuhn for 7 yards (tackle by Scott Shanle),0.280,0.680
3,6:17,2,3,GNB 27,27,35,Aaron Rodgers pass incomplete deep right intended for Donald Driver,0.680,-0.030
3,6:12,3,3,GNB 27,27,35,Aaron Rodgers pass incomplete short right intended for Donald Driver,-0.030,-1.570
3,6:07,4,3,GNB 27,27,35,"Tim Masthay punts 42 yards, returned by Darren Sproles for 20 yards (tackle by D.J. Smith)",-1.570,-2.320
3,5:57,1,10,GNB 49,27,35,Drew Brees pass complete short right to Devery Henderson for 13 yards (tackle by Morgan Burnett),2.320,3.180
3,5:22,1,10,GNB 36,27,35,"Pierre Thomas left end for 5 yards (tackle by Desmond Bishop). Penalty on Charles Woodson: Unnecessary Roughness, 15 yards",3.180,4.510
3,4:51,1,10,GNB 16,27,35,Darren Sproles left end for 7 yards (tackle by Sam Shields),4.510,5.160
3,4:23,2,3,GNB 9,27,35,Pierre Thomas up the middle for 2 yards (tackle by A.J. Hawk and Desmond Bishop),5.160,4.850
3,3:40,,,,27,35,Timeout #1 by New Orleans Saints,0.000,4.850
3,3:40,3,1,GNB 7,27,35,Mark Ingram left guard for no gain (tackle by Jarius Wynn and Howard Green),4.850,3.010
3,3:10,4,1,GNB 7,27,35,Drew Brees pass incomplete short left intended for Pierre Thomas,3.010,0.380
3,3:02,1,10,GNB 7,27,35,James Starks right tackle for 4 yards (tackle by Cameron Jordan),-0.380,-0.490
3,2:26,2,6,GNB 11,27,35,Aaron Rodgers pass complete deep right to Greg Jennings for 22 yards (tackle by Jabari Greer). Penalty on Jabari Greer: Defensive Pass Interference (Declined),-0.490,1.140
3,2:01,1,10,GNB 33,27,35,Aaron Rodgers pass complete short left to Greg Jennings for 14 yards (tackle by Patrick Robinson),1.140,2.060
3,1:22,1,10,GNB 47,27,35,Aaron Rodgers pass complete short right to Jordy Nelson for 9 yards (tackle by Malcolm Jenkins),2.060,2.730
3,0:47,2,1,NOR 44,27,35,James Starks right tackle for 2 yards (tackle by Jonathan Vilma and Cameron Jordan),2.730,2.790
3,0:07,1,10,NOR 42,27,35,Ryan Grant right tackle for 2 yards (tackle by Jonathan Vilma and Scott Shanle),2.790,2.510
Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,NOR 40,27,35,Aaron Rodgers pass complete short left to Jordy Nelson for 17 yards (tackle by Patrick Robinson),2.510,4.040
4,14:31,1,10,NOR 23,27,35,Aaron Rodgers pass complete short left to Donald Driver for 9 yards (tackle by Jonathan Vilma),4.040,4.950
4,13:50,,,,27,35,Timeout #2 by New Orleans Saints,0.000,4.950
4,13:50,2,1,NOR 14,27,35,John Kuhn left guard for 4 yards (tackle by Jonathan Vilma),4.950,4.910
4,13:12,1,10,NOR 10,27,35,James Starks left guard for 3 yards (tackle by Jonathan Vilma and Tracy Porter),4.910,4.760
4,12:35,2,7,NOR 7,27,35,Aaron Rodgers pass complete short right to Jordy Nelson for 6 yards (tackle by Jabari Greer and Tracy Porter),4.760,5.170
4,11:52,3,1,NOR 1,27,41,"John Kuhn up the middle for 1 yard, touchdown",5.170,7.000
4,11:52,,,NOR 2,27,42,Mason Crosby kicks extra point good,0.000,0.000
4,11:50,,,GNB 35,27,42,"Mason Crosby kicks off 46 yards, returned by Jed Collins for 7 yards (tackle by Nick Collins)",0.000,0.670
4,11:47,1,10,NOR 26,27,42,Drew Brees pass incomplete short middle intended for Robert Meachem (defended by Sam Shields),0.670,0.130
4,11:44,2,10,NOR 26,27,42,Drew Brees pass complete short right to Robert Meachem for 6 yards (tackle by Tramon Williams),0.130,0.230
4,11:02,3,4,NOR 32,27,42,Drew Brees sacked by Jarrett Bush and A.J. Hawk for -10 yards,0.230,-1.900
4,10:41,4,14,NOR 22,27,42,"Thomas Morstead punts 53 yards, returned by Randall Cobb for 31 yards (tackle by Scott Shanle). Penalty on John Kuhn: Illegal Block Above the Waist, 10 yards",-1.900,-0.280
4,10:27,1,10,GNB 20,27,42,James Starks left tackle for 9 yards (tackle by Roman Harper),0.280,0.950
4,9:42,,,,27,42,Timeout #1 by Green Bay Packers,0.000,0.950
4,9:42,2,1,GNB 29,27,42,James Starks up the middle for 3 yards (tackle by Roman Harper),0.950,1.070
4,9:01,1,10,GNB 32,27,42,Ryan Grant right end for 8 yards (tackle by Jabari Greer),1.070,1.610
4,8:27,2,2,GNB 40,27,42,Ryan Grant right guard for 3 yards (tackle by Will Herring),1.610,1.800
4,7:45,1,10,GNB 43,27,42,Ryan Grant right end for 1 yard (tackle by Sedrick Ellis),1.800,1.390
4,7:01,2,9,GNB 44,27,42,Aaron Rodgers sacked by Roman Harper and Junior Galette for -8 yards,1.390,-0.360
4,6:25,3,17,GNB 36,27,42,Aaron Rodgers pass complete short right to James Jones for 1 yard (tackle by Jabari Greer),-0.360,-0.910
4,5:43,4,16,GNB 37,27,42,"Tim Masthay punts 39 yards, out of bounds",-0.910,-0.540
4,5:35,1,10,NOR 24,27,42,Drew Brees pass incomplete short middle intended for Jimmy Graham,0.540,0.000
4,5:32,2,10,NOR 24,27,42,Drew Brees pass complete deep left to Devery Henderson for 18 yards (tackle by Nick Collins),0.000,1.730
4,5:05,1,10,NOR 42,27,42,Drew Brees pass complete deep middle to Jimmy Graham for 21 yards (tackle by Morgan Burnett and Erik Walden),1.730,3.120
4,4:42,1,10,GNB 37,27,42,Drew Brees right end for 3 yards (tackle by Clay Matthews),3.120,2.980
4,4:14,2,7,GNB 34,27,42,Drew Brees pass incomplete short right intended for Robert Meachem,2.980,2.280
4,4:10,3,7,GNB 34,27,42,Drew Brees pass complete short right to Pierre Thomas for 9 yards (tackle by Nick Collins),2.280,3.910
4,3:41,1,10,GNB 25,27,42,Drew Brees pass incomplete deep left intended for Devery Henderson (defended by Jarrett Bush),3.910,3.360
4,3:35,2,10,GNB 25,27,42,Drew Brees pass incomplete deep right intended for Marques Colston,3.360,2.680
4,3:29,3,10,GNB 25,27,42,Drew Brees pass complete deep middle to Marques Colston for 20 yards (tackle by Charles Woodson),2.680,6.060
4,2:58,1,5,GNB 5,27,42,Darren Sproles right tackle for no gain (tackle by Jarius Wynn),6.060,5.150
4,2:24,2,5,GNB 5,27,42,Drew Brees pass incomplete short middle intended for Devery Henderson (defended by B.J. Raji),5.150,4.260
4,2:20,3,5,GNB 5,33,42,"Drew Brees pass complete short right to Jimmy Graham for 5 yards, touchdown",4.260,7.000
4,2:20,,,GNB 2,34,42,John Kasay kicks extra point good,0.000,0.000
4,2:15,,,NOR 35,34,42,"John Kasay kicks onside 8 yards, recovered by Donald Driver",0.000,2.720
4,2:14,1,10,NOR 43,34,42,James Starks right tackle for 2 yards (tackle by Scott Shanle and Shaun Rogers),2.720,2.450
4,2:08,,,,34,42,Timeout #3 by New Orleans Saints,0.000,2.450
4,2:08,2,8,NOR 41,34,42,James Starks right end for 4 yards (tackle by Will Herring and Jeff Charleston),2.450,2.280
4,2:00,3,4,NOR 37,34,42,Aaron Rodgers pass complete short right to John Kuhn for no gain,2.280,0.790
4,1:16,,,,34,42,Timeout #2 by Green Bay Packers,0.000,0.790
4,1:16,4,4,NOR 37,34,42,"Tim Masthay punts 37 yards, touchback",0.790,-0.280
4,1:08,1,10,NOR 20,34,42,Drew Brees pass complete short left to Darren Sproles for 10 yards (tackle by Sam Shields),0.280,0.940
4,1:02,1,10,NOR 30,34,42,Drew Brees pass complete short left to Jimmy Graham for 11 yards (tackle by Jarrett Bush),0.940,1.660
4,0:55,1,10,NOR 41,34,42,Drew Brees pass complete deep middle to Robert Meachem for 18 yards (tackle by Nick Collins),1.660,2.850
4,0:37,1,10,GNB 41,34,42,Drew Brees pass complete deep middle to Marques Colston for 23 yards (tackle by Morgan Burnett),2.850,4.370
4,0:18,1,10,GNB 18,34,42,Drew Brees pass complete short middle to Darren Sproles for 9 yards (tackle by Jarrett Bush),4.370,5.420
4,0:03,2,1,GNB 9,34,42,Drew Brees spiked the ball,5.420,4.740
4,0:03,3,1,GNB 9,34,42,"Drew Brees pass incomplete short middle intended for Darren Sproles (defended by A.J. Hawk). Penalty on A.J. Hawk: Defensive Pass Interference, 8 yards (no play)",4.740,6.970
4,0:00,1,1,GNB 1,34,42,Mark Ingram right guard for no gain (tackle by Clay Matthews and Morgan Burnett),6.970,5.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
