Quarter,Time,Down,ToGo,Location,WAS,CLE,Detail,EPB,EPA
1,9:55,4,6,,0,0,"Reggie Hodges punts 40 yards, returned by Richard Crawford for 13 yards (tackle by Josh Cribbs)",-0.060,-0.480
1,9:45,1,10,WAS 23,0,0,Kirk Cousins pass incomplete intended for Pierre Garcon (defended by Joe Haden),0.480,-0.070
1,9:41,2,10,WAS 23,0,0,Alfred Morris right tackle for no gain (tackle by Phil Taylor and D'Qwell Jackson),-0.070,-0.760
1,9:02,3,10,WAS 23,0,0,Kirk Cousins pass incomplete deep left intended for Pierre Garcon is intercepted by T.J. Ward at WAS-43 and returned for 37 yards (tackle by Kirk Cousins),-0.760,-5.830
1,8:50,1,6,WAS 6,0,6,"Trent Richardson left guard for 6 yards, touchdown",5.830,7.000
1,8:50,,,WAS 2,0,7,Phil Dawson kicks extra point good,0.000,0.000
1,8:41,,,CLE 35,0,7,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
1,8:41,1,10,WAS 20,0,7,Alfred Morris right tackle for no gain (tackle by James-Michael Johnson and Ahtyba Rubin),0.280,-0.270
1,8:03,2,10,WAS 20,0,7,Kirk Cousins pass complete short right to Alfred Morris for 4 yards (tackle by D'Qwell Jackson),-0.270,-0.430
1,7:25,3,6,WAS 24,0,7,Kirk Cousins sacked by Jabaal Sheard for -9 yards,-0.430,-2.440
1,7:07,4,15,WAS 15,0,7,Saverio Rocca punts 57 yards (tackle by Bryan Kehl),-2.440,-1.470
1,6:58,1,10,CLE 38,0,7,"Penalty on Joe Thomas: False Start, 5 yards (no play)",1.470,1.140
1,6:58,1,15,CLE 33,0,7,Brandon Weeden pass complete short right to Jordan Cameron for 2 yards (tackle by Perry Riley),1.140,0.520
1,6:18,2,13,CLE 35,0,7,Montario Hardesty right tackle for 2 yards (tackle by DeAngelo Hall and Perry Riley),0.520,0.100
1,5:38,3,11,CLE 37,0,7,Brandon Weeden pass complete short right to Greg Little for 5 yards (tackle by DeAngelo Hall),0.100,-0.590
1,5:07,4,6,CLE 42,0,7,"Reggie Hodges punts 58 yards, touchback",-0.590,-0.280
1,4:59,1,10,WAS 20,0,7,Alfred Morris left tackle for 2 yards (tackle by Phil Taylor),0.280,0.000
1,4:17,2,8,WAS 22,0,7,Kirk Cousins pass incomplete deep right intended for Pierre Garcon,0.000,-0.690
1,4:10,3,8,WAS 22,0,7,Kirk Cousins pass incomplete intended for Evan Royster,-0.690,-1.900
1,4:06,4,8,WAS 22,0,7,"Saverio Rocca punts 53 yards, fair catch by Josh Cribbs",-1.900,-0.610
1,3:59,1,10,CLE 25,0,7,Trent Richardson left tackle for 1 yard (tackle by Madieu Williams and Rob Jackson),0.610,0.200
1,3:21,2,9,CLE 26,0,7,Brandon Weeden pass complete short right to Trent Richardson for -6 yards (tackle by London Fletcher),0.200,-1.290
1,2:38,3,15,CLE 20,0,7,Brandon Weeden pass incomplete deep left intended for Mohamed Massaquoi,-1.290,-2.030
1,2:33,4,15,CLE 20,0,7,"Reggie Hodges punts 34 yards, out of bounds",-2.030,-1.990
1,2:26,1,10,WAS 46,6,7,"Kirk Cousins pass complete deep right to Leonard Hankerson for 54 yards, touchdown",1.990,7.000
1,2:26,,,CLE 2,7,7,Kai Forbath kicks extra point good,0.000,0.000
1,2:16,,,WAS 35,7,7,"Kai Forbath kicks off 67 yards, returned by Josh Cribbs for 25 yards (tackle by Lorenzo Alexander)",0.000,0.480
1,2:11,1,10,CLE 23,7,7,Brandon Weeden pass incomplete short left intended for Josh Gordon (defended by Rob Jackson),0.480,-0.070
1,2:09,2,10,CLE 23,7,7,Brandon Weeden pass complete short left to Trent Richardson for 1 yard (tackle by Rob Jackson),-0.070,-0.630
1,1:26,3,9,CLE 24,7,7,Brandon Weeden pass complete short right to Josh Gordon for 10 yards (tackle by Josh Wilson). Penalty on Jarvis Jenkins: Illegal Use of Hands (Declined),-0.630,1.200
1,0:59,1,10,CLE 34,7,7,Trent Richardson right tackle for 1 yard (tackle by Ryan Kerrigan),1.200,0.790
1,0:21,2,9,CLE 35,7,7,Brandon Weeden pass incomplete short right intended for Ben Watson,0.790,0.100
1,0:16,3,9,CLE 35,7,7,Brandon Weeden pass complete short left to Alex Smith for 7 yards (tackle by DeAngelo Hall),0.100,-0.590
Quarter,Time,Down,ToGo,Location,WAS,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,2,CLE 42,7,7,"Reggie Hodges punts 37 yards, fair catch by Richard Crawford",-0.590,-0.340
2,14:53,1,10,WAS 21,7,7,Kirk Cousins pass complete short right to Pierre Garcon for 4 yards (tackle by Joe Haden),0.340,0.340
2,14:18,2,6,WAS 25,7,7,Kirk Cousins pass complete short left to Darrel Young for 8 yards (tackle by Kaluka Maiava),0.340,1.140
2,13:49,1,10,WAS 33,7,7,Alfred Morris left end for 4 yards (tackle by James-Michael Johnson),1.140,1.130
2,13:17,2,6,WAS 37,7,7,Kirk Cousins pass complete short middle to Pierre Garcon for 16 yards (tackle by Sheldon Brown),1.130,2.460
2,12:35,1,10,CLE 47,7,7,Alfred Morris left guard for -1 yards (tackle by T.J. Ward),2.460,1.780
2,11:57,2,11,CLE 48,7,7,Kirk Cousins pass complete short right to Logan Paulsen for 3 yards (tackle by T.J. Ward),1.780,1.490
2,11:17,3,8,CLE 45,7,7,Kirk Cousins pass complete short left to Pierre Garcon for 7 yards (tackle by Sheldon Brown),1.490,0.000
2,10:26,,,,7,7,Timeout #1 by Washington Redskins,0.000,0.720
2,10:26,4,1,CLE 38,7,7,"Penalty on Kory Lichtensteiger: False Start, 5 yards (no play)",0.720,0.400
2,10:26,4,6,CLE 43,7,7,"Saverio Rocca punts 21 yards, fair catch by Josh Cribbs",0.400,-0.410
2,10:19,1,10,CLE 22,7,7,Brandon Weeden pass incomplete short left intended for Josh Gordon,0.410,-0.130
2,10:15,2,10,CLE 22,7,7,Brandon Weeden pass incomplete short middle intended for Greg Little (defended by Doug Worthington),-0.130,-0.820
2,10:11,3,10,CLE 22,7,7,Brandon Weeden pass complete short left to Mohamed Massaquoi for 9 yards (tackle by Josh Wilson),-0.820,-1.310
2,9:34,4,1,CLE 31,7,7,"Reggie Hodges punts 51 yards, returned by Richard Crawford for 5 yards (tackle by Johnson Bademosi)",-1.310,-0.480
2,9:22,1,10,WAS 23,7,7,Kirk Cousins pass complete short left to Josh Morgan for 6 yards (tackle by Sheldon Brown and Ishmaa'ily Kitchen),0.480,0.740
2,8:38,2,4,WAS 29,7,7,Kirk Cousins right end for 17 yards (tackle by Joe Haden),0.740,1.990
2,8:02,1,10,WAS 46,7,7,Alfred Morris right tackle for 1 yard (tackle by Craig Robertson and Billy Winn),1.990,1.590
2,7:23,2,9,WAS 47,7,7,Kirk Cousins pass incomplete deep left intended for Pierre Garcon,1.590,0.890
,,,,,,,"WAS challenged the pass completion ruling, and the play was upheld.",,
2,7:11,3,9,WAS 47,7,7,Kirk Cousins pass complete short right to Evan Royster for 25 yards (tackle by T.J. Ward),0.890,3.710
2,6:33,1,10,CLE 28,7,7,Kirk Cousins pass incomplete short middle intended for Santana Moss,3.710,3.170
2,6:31,2,10,CLE 28,7,7,Alfred Morris left guard for 2 yards (tackle by Billy Winn and Frostee Rucker),3.170,2.740
2,5:53,3,8,CLE 26,7,7,Kirk Cousins pass incomplete short right intended for Leonard Hankerson,2.740,1.740
2,5:50,4,8,CLE 26,10,7,Kai Forbath 44 yard field goal good,1.740,3.000
2,5:46,,,WAS 35,10,7,"Kai Forbath kicks off 71 yards, returned by Josh Cribbs for 31 yards (tackle by Niles Paul)",0.000,0.610
2,5:41,1,10,CLE 25,10,7,"Brandon Weeden pass incomplete short left intended for Mohamed Massaquoi (defended by Josh Wilson). Penalty on Perry Riley: Defensive Offside, 5 yards (no play)",0.610,1.340
2,5:38,1,5,CLE 30,10,7,Trent Richardson right guard for -1 yards (tackle by Barry Cofield and Rob Jackson),1.340,0.600
2,4:59,2,6,CLE 29,10,7,Brandon Weeden pass complete short right to Alex Smith for 1 yard (tackle by Ryan Kerrigan),0.600,0.040
2,4:15,3,5,CLE 30,10,7,Brandon Weeden pass complete short right to Josh Gordon for 5 yards (tackle by Lorenzo Alexander),0.040,1.270
2,3:42,1,10,CLE 35,10,7,Brandon Weeden pass complete short right to Josh Gordon for 12 yards (tackle by DeAngelo Hall),1.270,2.060
2,3:18,1,10,CLE 47,10,7,Brandon Weeden pass complete deep left to Greg Little for 30 yards (tackle by Josh Wilson),2.060,4.040
2,2:42,1,10,WAS 23,10,7,Josh Cribbs right end for 16 yards (tackle by Perry Riley),4.040,5.600
2,2:00,1,7,WAS 7,10,7,Brandon Weeden pass complete short right to Jordan Cameron for 4 yards (tackle by DeAngelo Hall),5.600,5.530
2,1:20,2,3,WAS 3,10,7,Trent Richardson right guard for 2 yards (tackle by London Fletcher and Madieu Williams),5.530,0.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
2,1:14,,,,10,7,Timeout #3 by Washington Redskins,0.000,5.170
2,1:14,3,1,WAS 1,10,13,"Trent Richardson left tackle for 1 yard, touchdown",5.170,7.000
2,1:14,,,WAS 2,10,14,Phil Dawson kicks extra point good,0.000,0.000
2,1:11,,,CLE 35,10,14,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
2,1:11,1,10,WAS 20,10,14,Kirk Cousins pass complete short middle to Santana Moss for 9 yards (tackle by Craig Robertson),0.280,0.950
2,0:51,2,1,WAS 29,10,14,Kirk Cousins pass complete to Josh Morgan for 10 yards (tackle by Sheldon Brown),0.950,1.530
2,0:33,1,10,WAS 39,10,14,"Kirk Cousins sacked by Juqua Parker for -12 yards. Kirk Cousins fumbles (forced by Juqua Parker), recovered by Kirk Cousins at WAS-27",1.530,0.000
2,0:08,,,,10,14,Timeout #1 by Cleveland Browns,0.000,-0.630
2,0:08,2,22,WAS 27,10,14,Evan Royster left tackle for -1 yards (tackle by Billy Winn and Craig Robertson),-0.630,-1.420
Quarter,Time,Down,ToGo,Location,WAS,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,10,14,"Kai Forbath kicks off 59 yards, returned by Josh Cribbs for 20 yards (tackle by Jordan Pugh)",0.000,0.670
3,14:56,1,10,CLE 26,10,14,Trent Richardson left guard for 1 yard (tackle by Reed Doughty),0.670,0.270
3,14:21,2,9,CLE 27,10,14,Brandon Weeden pass incomplete short middle intended for Greg Little is intercepted by Rob Jackson at CLE-32 and returned for 17 yards (tackle by Shawn Lauvao),0.270,-4.580
3,14:12,1,10,CLE 15,10,14,Kirk Cousins pass complete short left to Josh Morgan for 12 yards (tackle by T.J. Ward),4.580,6.510
3,13:27,1,3,CLE 3,10,14,Kirk Cousins pass incomplete short right intended for Pierre Garcon (defended by Joe Haden),6.510,5.530
3,13:20,2,3,CLE 3,16,14,"Alfred Morris left guard for 3 yards, touchdown",5.530,7.000
3,13:20,,,CLE 2,17,14,Kai Forbath kicks extra point good,0.000,0.000
3,13:14,,,WAS 35,17,14,"Kai Forbath kicks off 64 yards, returned by Josh Cribbs for 26 yards (tackle by Bryan Kehl)",0.000,0.740
3,13:08,1,10,CLE 27,17,14,Brandon Weeden pass complete short right to Greg Little for 7 yards (tackle by Ryan Kerrigan),0.740,1.140
3,13:08,2,3,CLE 34,17,14,"Penalty on Mitchell Schwartz: False Start, 5 yards (no play)",1.140,0.470
3,12:13,2,8,CLE 29,17,14,Trent Richardson left guard for -1 yards (tackle by Reed Doughty),0.470,-0.360
3,11:36,3,9,CLE 28,17,14,Brandon Weeden pass incomplete short right intended for Trent Richardson (defended by Ryan Kerrigan),-0.360,-1.500
3,11:32,4,9,CLE 28,17,14,"Reggie Hodges punts 32 yards, out of bounds",-1.500,-1.600
3,11:24,1,10,WAS 40,17,14,Kirk Cousins pass complete short middle to Santana Moss for 17 yards (tackle by Dimitri Patterson),1.600,2.720
3,10:51,1,10,CLE 43,17,14,Alfred Morris right end for 6 yards (tackle by D'Qwell Jackson),2.720,2.990
3,10:24,2,4,CLE 37,17,14,Kirk Cousins pass complete short right to Santana Moss for 20 yards (tackle by Craig Robertson),2.990,4.440
3,9:40,1,10,CLE 17,17,14,Alfred Morris left tackle for 11 yards (tackle by Kaluka Maiava),4.440,5.830
3,9:02,1,6,CLE 6,17,14,Alfred Morris left tackle for 2 yards (tackle by Phil Taylor),5.830,5.340
3,8:25,2,4,CLE 4,17,14,Kirk Cousins pass complete short middle to Alfred Morris for 2 yards (tackle by Jabaal Sheard),5.340,4.950
3,7:45,3,2,CLE 2,23,14,"Kirk Cousins pass complete short right to Leonard Hankerson for 2 yards, touchdown",4.950,7.000
3,7:45,,,CLE 2,24,14,Kai Forbath kicks extra point good,0.000,0.000
3,7:40,,,WAS 35,24,14,"Kai Forbath kicks off 65 yards, returned by Josh Cribbs for 32 yards (tackle by Niles Paul)",0.000,1.070
3,7:35,1,10,CLE 32,24,14,Brandon Weeden pass complete short left to Greg Little for 20 yards (tackle by Madieu Williams and Reed Doughty),1.070,2.390
3,7:02,1,10,WAS 48,24,14,Brandon Weeden pass complete short right to Ben Watson for 4 yards (tackle by London Fletcher and DeAngelo Hall),2.390,2.390
3,6:27,2,6,WAS 44,24,14,Montario Hardesty left tackle for 3 yards (tackle by Chris Baker),2.390,2.080
3,5:52,3,3,WAS 41,24,14,Brandon Weeden pass incomplete short right intended for Josh Gordon,2.080,0.000
3,5:48,,,,24,14,Timeout #1 by Washington Redskins,0.000,0.530
3,5:48,4,3,WAS 41,24,14,Brandon Weeden pass incomplete short left intended for Ben Watson,0.530,-1.660
3,5:40,1,10,WAS 41,24,14,"Kirk Cousins pass complete deep middle to Pierre Garcon for 17 yards (tackle by Joe Haden). Penalty on Pierre Garcon: Taunting, 15 yards",1.660,1.800
3,5:19,1,10,WAS 43,24,14,Alfred Morris left end for 4 yards (tackle by Phil Taylor),1.800,1.790
3,4:38,2,6,WAS 47,24,14,Alfred Morris left end for 3 yards (tackle by James-Michael Johnson),1.790,1.490
3,4:01,3,3,,24,14,"Kirk Cousins pass incomplete short left intended for Pierre Garcon. Penalty on Sheldon Brown: Illegal Contact, 5 yards (no play)",1.490,2.590
3,3:57,1,10,CLE 45,24,14,Alfred Morris right tackle for 1 yard (tackle by T.J. Ward),2.590,2.180
3,3:14,2,9,CLE 44,24,14,"Kirk Cousins pass incomplete short left intended for Logan Paulsen. Penalty on Kirk Cousins: Intentional Grounding, 10 yards",2.180,0.170
3,3:05,3,19,WAS 46,24,14,Kirk Cousins pass complete short left to Evan Royster for 5 yards (tackle by Dimitri Patterson),0.170,0.000
3,2:26,4,14,CLE 49,24,14,"Saverio Rocca punts 32 yards, fair catch by Josh Cribbs",0.000,0.060
3,2:21,1,10,CLE 17,24,14,Brandon Weeden pass complete short middle to Greg Little for 12 yards (tackle by Josh Wilson),-0.060,0.870
3,1:44,1,10,CLE 29,24,14,Brandon Weeden pass complete short left to Jordan Cameron for 28 yards (tackle by Reed Doughty),0.870,2.720
3,1:10,1,10,WAS 43,24,14,Brandon Weeden pass incomplete deep left intended for Greg Little is intercepted by London Fletcher at WAS-25 and returned for 8 yards (tackle by Greg Little),2.720,-1.140
3,1:01,1,10,WAS 33,24,14,Alfred Morris right guard for 4 yards (tackle by John Hughes and D'Qwell Jackson),1.140,1.130
3,0:19,2,6,WAS 37,24,14,Kirk Cousins pass incomplete short right intended for Pierre Garcon,1.130,0.430
3,0:13,3,6,WAS 37,24,14,Kirk Cousins pass complete short right to Logan Paulsen for 19 yards (tackle by Craig Robertson),0.430,2.650
Quarter,Time,Down,ToGo,Location,WAS,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CLE 44,24,14,Kirk Cousins pass complete short middle to Pierre Garcon for 15 yards (tackle by D'Qwell Jackson),2.650,3.640
4,14:26,1,10,CLE 29,24,14,Alfred Morris right guard for 5 yards (tackle by James-Michael Johnson and D'Qwell Jackson),3.640,3.780
4,13:47,2,5,CLE 24,24,14,Alfred Morris right guard for 3 yards (tackle by D'Qwell Jackson),3.780,3.470
4,13:03,3,2,CLE 21,24,14,Kirk Cousins pass complete short left to Pierre Garcon for 6 yards (tackle by Sheldon Brown),3.470,4.580
4,12:28,1,10,CLE 15,24,14,Kirk Cousins left end for 6 yards (tackle by Usama Young),4.580,5.030
4,11:55,2,4,CLE 9,24,14,Alfred Morris left tackle for 5 yards (tackle by Sheldon Brown),5.030,6.280
4,11:23,1,4,CLE 4,30,14,"Evan Royster left tackle for 4 yards, touchdown",6.280,7.000
4,11:23,,,CLE 2,31,14,Kai Forbath kicks extra point good,0.000,0.000
4,11:19,,,WAS 35,31,14,"Kai Forbath kicks off 66 yards, returned by Josh Cribbs for 29 yards (tackle by Lorenzo Alexander)",0.000,0.810
4,11:14,1,10,CLE 28,31,14,Brandon Weeden pass complete short middle to Mohamed Massaquoi for 7 yards (tackle by Rob Jackson),0.810,1.210
4,10:52,2,3,CLE 35,31,14,"Brandon Weeden sacked by Rob Jackson for -4 yards. Brandon Weeden fumbles (forced by Rob Jackson), recovered by Brandon Weeden at CLE-31",1.210,-0.030
4,10:11,3,7,CLE 31,31,20,"Brandon Weeden pass complete deep middle to Travis Benjamin for 69 yards, touchdown",-0.030,7.000
4,10:11,,,WAS 2,31,21,Phil Dawson kicks extra point good,0.000,0.000
4,10:11,,,CLE 35,31,21,"Phil Dawson kicks off 63 yards, returned by Evan Royster for 22 yards (tackle by Josh Cribbs)",0.000,0.540
4,10:05,1,10,WAS 24,31,21,Kirk Cousins pass complete short middle to Josh Morgan for 32 yards (tackle by Tashaun Gipson),0.540,2.650
4,9:23,1,10,CLE 44,31,21,Alfred Morris right end for 4 yards (tackle by Usama Young),2.650,2.650
4,8:50,2,6,CLE 40,31,21,Alfred Morris left tackle for 2 yards (tackle by Billy Winn),2.650,2.210
4,8:07,3,4,CLE 38,31,21,Kirk Cousins pass complete short left to Logan Paulsen for 10 yards (tackle by Usama Young),2.210,3.710
4,7:38,1,10,CLE 28,31,21,Alfred Morris left tackle for 3 yards (tackle by John Hughes and Craig Robertson),3.710,3.570
4,6:54,2,7,CLE 25,31,21,"Penalty on Chris Chester: False Start, 5 yards (no play)",3.570,2.900
4,6:31,2,12,CLE 30,31,21,Kirk Cousins pass complete short middle to Santana Moss for 4 yards (tackle by D'Qwell Jackson),2.900,2.740
4,5:50,3,8,CLE 26,31,21,"Kirk Cousins pass complete short right to Santana Moss for 7 yards (tackle by Jabaal Sheard). Santana Moss fumbles (forced by Jabaal Sheard), recovered by Pierre Garcon at CLE-8",2.740,5.370
4,5:05,1,8,CLE 8,37,21,"Alfred Morris left guard for 8 yards, touchdown",5.370,7.000
4,5:05,,,CLE 2,38,21,Kai Forbath kicks extra point good,0.000,0.000
4,5:00,,,WAS 35,38,21,"Kai Forbath kicks off 62 yards, returned by Josh Cribbs for 28 yards (tackle by Domonique Johnson)",0.000,1.000
4,4:54,1,10,CLE 31,38,21,Brandon Weeden pass incomplete short left intended for Josh Gordon,1.000,0.460
4,4:50,2,10,CLE 31,38,21,Brandon Weeden pass complete short right to Trent Richardson for 9 yards (tackle by Josh Wilson and Perry Riley),0.460,0.960
4,4:18,3,1,CLE 40,38,21,Brandon Weeden sacked by Barry Cofield for -7 yards,0.960,-1.180
4,3:41,4,8,CLE 33,38,21,Brandon Weeden pass incomplete short right intended for Greg Little,-1.180,-3.380
4,3:34,1,10,CLE 33,38,21,Alfred Morris left guard for 3 yards (tackle by Billy Winn),3.380,0.000
4,3:21,,,,38,21,Timeout #1 by Cleveland Browns,0.000,3.240
4,3:21,2,7,CLE 30,38,21,Alfred Morris right tackle for 1 yard (tackle by Tashaun Gipson),3.240,0.000
4,3:15,,,,38,21,Timeout #2 by Cleveland Browns,0.000,2.680
4,3:15,3,6,CLE 29,38,21,Kirk Cousins pass complete short left to Logan Paulsen for 15 yards (tackle by Kaluka Maiava),2.680,0.000
4,3:03,,,,38,21,Timeout #3 by Cleveland Browns,0.000,4.650
4,3:03,1,10,CLE 14,38,21,Darrel Young left guard for 2 yards (tackle by Kaluka Maiava and John Hughes),4.650,4.330
4,2:18,2,8,CLE 12,38,21,Alfred Morris left guard for 1 yard (tackle by John Hughes and Juqua Parker),4.330,3.620
4,2:00,3,7,CLE 11,38,21,Darrel Young right guard for 6 yards (tackle by D'Qwell Jackson),3.620,3.030
4,1:20,4,1,CLE 5,38,21,Darrel Young left guard for 2 yards (tackle by Tashaun Gipson),3.030,6.510
4,1:20,1,3,CLE 3,38,21,Kirk Cousins kneels for -1 yards,6.510,5.340
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
