Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
3,15:00,,,MIN 35,10,10,"Blair Walsh kicks off 73 yards, returned by Marc Mariani for 25 yards (tackle by Antone Exum)",0.000,0.060
3,14:54,1,10,CHI 17,10,10,Matt Forte right tackle for 5 yards (tackle by Anthony Barr),-0.060,0.210
3,14:09,2,5,CHI 22,10,10,Jay Cutler pass complete short right to Alshon Jeffery for 7 yards (tackle by Terence Newman),0.210,0.870
3,13:27,1,10,CHI 29,10,10,Matt Forte left guard for 1 yard (tackle by Everson Griffen),0.870,0.460
3,12:45,2,9,CHI 30,10,10,Jay Cutler pass complete short left to Matt Forte for 3 yards (tackle by Xavier Rhodes),0.460,0.170
3,11:58,3,6,CHI 33,10,10,Jay Cutler pass complete short right to Marquess Wilson for 14 yards (tackle by Andrew Sendejo),0.170,2.060
3,11:18,1,10,CHI 47,10,10,Jay Cutler pass complete short right to Matt Forte for 17 yards (tackle by Eric Kendricks and Harrison Smith),2.060,3.180
3,10:38,1,10,MIN 36,10,10,Jeremy Langford right guard for 9 yards (tackle by Captain Munnerlyn),3.180,3.850
3,10:04,2,1,MIN 27,10,10,Jeremy Langford right guard for 4 yards (tackle by Harrison Smith and Linval Joseph),3.850,4.040
3,9:22,1,10,MIN 23,10,10,Jay Cutler pass incomplete short left intended for Marc Mariani,4.040,3.500
3,9:18,2,10,MIN 23,10,10,Jay Cutler pass complete short right to Matt Forte for 8 yards (tackle by Harrison Smith),3.500,3.500
3,8:37,2,10,MIN 23,10,10,Timeout #1 by Chicago Bears,3.500,4.050
3,8:37,3,2,MIN 15,10,10,Jay Cutler pass incomplete short right intended for Alshon Jeffery (defended by Terence Newman),4.050,2.570
3,8:33,4,2,MIN 15,10,13,Robbie Gould 33 yard field goal good,2.570,3.000
3,8:33,,,CHI 35,10,13,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
3,8:28,1,10,MIN 20,10,13,Adrian Peterson left guard for 3 yards (tackle by Jarvis Jenkins),0.280,0.140
3,7:50,2,7,MIN 23,10,13,Teddy Bridgewater pass incomplete short right intended for Stefon Diggs (defended by Tracy Porter),0.140,-0.560
3,7:47,3,7,MIN 23,10,13,Teddy Bridgewater pass complete short right to Stefon Diggs for 12 yards (tackle by Tracy Porter),-0.560,1.270
3,7:07,1,10,MIN 35,10,13,"Teddy Bridgewater left end for 2 yards. Penalty on Sam Acho: Unnecessary Roughness, 15 yards",1.270,2.390
3,6:47,1,10,CHI 48,10,13,"Adrian Peterson right end for 7 yards (tackle by Antrel Rolle). Penalty on MyCole Pruitt: Offensive Holding, 10 yards (no play)",2.390,1.730
3,6:16,1,20,MIN 42,10,13,Teddy Bridgewater pass complete short right to Stefon Diggs for 15 yards,1.730,2.520
3,5:45,2,5,CHI 43,10,13,Teddy Bridgewater pass incomplete intended for Stefon Diggs (defended by Will Sutton),2.520,1.820
3,5:40,3,5,CHI 43,10,13,Teddy Bridgewater pass incomplete deep right intended for Mike Wallace,1.820,1.820
3,5:34,3,5,CHI 43,10,13,Timeout #2 by Chicago Bears,1.820,0.400
3,5:34,4,5,CHI 43,10,13,"Jeff Locke punts 31 yards, fair catch by Marc Mariani",0.400,0.350
3,5:25,1,10,CHI 12,10,13,Jeremy Langford right tackle for 4 yards (tackle by Captain Munnerlyn),-0.350,-0.370
3,4:51,2,6,CHI 16,10,13,Jay Cutler pass complete short right to Alshon Jeffery for 15 yards (tackle by Terence Newman and Andrew Sendejo),-0.370,1.000
3,4:09,1,10,CHI 31,10,13,Jay Cutler pass incomplete deep right intended for Alshon Jeffery,1.000,0.460
3,4:04,2,10,CHI 31,10,13,Jeremy Langford right tackle for 4 yards (tackle by Anthony Barr and Terence Newman),0.460,0.300
3,3:16,3,6,CHI 35,10,13,Jay Cutler pass complete deep right to Alshon Jeffery for 28 yards (tackle by Terence Newman),0.300,3.120
3,2:49,1,10,MIN 37,10,13,Jay Cutler pass incomplete deep right intended for Alshon Jeffery,3.120,2.570
3,2:43,2,10,MIN 37,10,13,Jeremy Langford right guard for 4 yards (tackle by Eric Kendricks),2.570,2.410
3,2:00,3,6,MIN 33,10,13,Jay Cutler pass incomplete short right intended for Martellus Bennett,2.410,1.160
3,1:57,4,6,MIN 33,10,13,Robbie Gould 51 yard field goal no good,1.160,-1.660
3,1:52,1,10,MIN 41,10,13,Teddy Bridgewater pass complete short left to Adrian Peterson for 5 yards (tackle by Sam Acho),1.660,1.800
3,1:18,2,5,MIN 46,10,13,Adrian Peterson left tackle for 5 yards (tackle by LaRoy Reynolds),1.800,2.320
3,0:59,1,10,CHI 49,10,13,Adrian Peterson left guard for 7 yards (tackle by Antrel Rolle),2.320,2.730
3,0:22,2,3,CHI 42,10,13,Adrian Peterson left tackle for no gain (tackle by Adrian Amos),2.730,2.020
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,CHI 42,10,13,Teddy Bridgewater pass complete short right to Jarius Wright for 8 yards (tackle by Bryce Callahan),2.020,3.310
4,14:29,1,10,CHI 34,10,13,Adrian Peterson left guard for 4 yards (tackle by Jarvis Jenkins),3.310,3.310
4,13:46,2,6,CHI 30,10,13,Teddy Bridgewater pass incomplete short right intended for MyCole Pruitt,3.310,2.610
4,13:39,3,6,CHI 30,10,13,Teddy Bridgewater pass incomplete short left intended for Jarius Wright,2.610,1.430
4,13:34,4,6,CHI 30,13,13,Blair Walsh 48 yard field goal good,1.430,3.000
4,13:34,,,MIN 35,13,13,"Blair Walsh kicks off 65 yards, returned by Marc Mariani for 26 yards (tackle by Scott Crichton)",0.000,-0.670
4,13:23,1,10,CHI 26,13,13,Jeremy Langford right guard for 6 yards (tackle by Everson Griffen),0.670,0.940
4,12:38,2,4,CHI 32,13,13,Jeremy Langford left tackle for 5 yards (tackle by Harrison Smith),0.940,1.400
4,12:01,1,10,CHI 37,13,13,Jeremy Langford left tackle for -1 yards (tackle by Linval Joseph),1.400,0.720
4,11:14,2,11,CHI 36,13,13,Jeremy Langford right guard for 3 yards (tackle by Captain Munnerlyn),0.720,0.430
4,10:25,3,8,CHI 39,13,13,Jay Cutler pass complete deep middle to Marc Mariani for 19 yards (tackle by Captain Munnerlyn),0.430,2.790
4,9:43,1,10,MIN 42,13,13,Jeremy Langford left tackle for 2 yards (tackle by Linval Joseph),2.790,2.510
4,8:57,2,8,MIN 40,13,13,Jay Cutler pass incomplete deep right intended for Marquess Wilson,2.510,1.820
4,8:51,3,8,MIN 40,13,13,Jay Cutler pass complete short left to Alshon Jeffery for 7 yards (tackle by Xavier Rhodes),1.820,1.210
4,8:03,4,1,MIN 33,13,13,Jay Cutler pass complete short left to Alshon Jeffery for 5 yards (tackle by Xavier Rhodes),1.210,3.710
4,7:31,1,10,MIN 28,13,13,Jeremy Langford right guard for 4 yards (tackle by Eric Kendricks),3.710,3.710
4,6:57,2,6,MIN 24,13,13,Jay Cutler right end for 7 yards (tackle by Terence Newman),3.710,4.440
4,6:26,1,10,MIN 17,13,13,Jay Cutler pass complete short right to Alshon Jeffery for 11 yards (tackle by Terence Newman),4.440,5.830
4,5:46,1,6,MIN 6,13,13,Jeremy Langford right tackle for 2 yards (tackle by Harrison Smith),5.830,5.340
4,5:00,2,4,MIN 4,13,19,"Jay Cutler right end for 4 yards, touchdown",5.340,7.000
4,5:00,,,MIN 4,13,20,Robbie Gould kicks extra point good,0.000,0.000
4,5:00,,,CHI 35,13,20,"Robbie Gould kicks off 66 yards, returned by Cordarrelle Patterson for 17 yards (tackle by Josh Bellamy)",0.000,0.140
4,4:49,1,10,MIN 16,13,20,Teddy Bridgewater sacked by Pernell McPhee for -7 yards,-0.140,-1.290
4,4:14,2,17,MIN 9,13,20,Teddy Bridgewater left end for 19 yards,-1.290,0.810
4,3:34,1,10,MIN 28,13,20,Teddy Bridgewater pass complete short right to Adrian Peterson for 1 yard (tackle by Bryce Callahan),0.810,0.400
4,2:54,2,9,MIN 29,13,20,Teddy Bridgewater pass complete short left to Stefon Diggs for 20 yards (tackle by Adrian Amos),0.400,2.190
4,2:26,1,10,MIN 49,13,20,"Teddy Bridgewater pass incomplete deep middle intended for Mike Wallace. Penalty on Sherrick McManis: Defensive Holding, 5 yards (no play)",2.190,2.520
4,2:17,1,10,CHI 46,13,20,Teddy Bridgewater pass incomplete short left intended for Stefon Diggs,2.520,1.980
4,2:12,2,10,CHI 46,13,20,Teddy Bridgewater pass complete short right to MyCole Pruitt for 6 yards (tackle by Antrel Rolle),1.980,2.080
4,2:00,3,4,CHI 40,19,20,"Teddy Bridgewater pass complete short left to Stefon Diggs for 40 yards, touchdown",2.080,7.000
4,2:00,,,CHI 40,20,20,Blair Walsh kicks extra point good,0.000,0.000
4,2:00,,,MIN 35,20,20,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
4,1:49,1,10,CHI 20,20,20,Jay Cutler pass complete short left to Martellus Bennett for 5 yards (tackle by Andrew Sendejo),0.280,0.410
4,1:23,2,5,CHI 25,20,20,Jay Cutler pass incomplete deep left intended for Marquess Wilson,0.410,-0.300
4,1:17,3,5,CHI 25,20,20,Jay Cutler pass incomplete short right intended for Jeremy Langford,-0.300,-1.700
4,1:10,4,5,CHI 25,20,20,"Pat O'Donnell punts 53 yards, returned by Marcus Sherels for 12 yards (tackle by LaRoy Reynolds)",-1.700,-1.200
4,1:00,1,10,MIN 34,20,20,Teddy Bridgewater pass complete short left to Stefon Diggs for 4 yards (tackle by Jarvis Jenkins),1.200,1.200
4,0:36,2,6,MIN 38,20,20,Teddy Bridgewater pass complete deep right to Charles Johnson for 35 yards (tackle by Tracy Porter),1.200,1.200
4,0:27,2,6,MIN 38,20,20,Timeout #1 by Minnesota Vikings,1.200,3.780
4,0:27,1,10,CHI 27,20,20,Adrian Peterson right guard for 9 yards (tackle by Kyle Fuller),3.780,3.780
4,0:04,1,10,CHI 27,20,20,Timeout #2 by Minnesota Vikings,3.780,3.780
4,0:04,1,10,CHI 27,20,20,Timeout #3 by Chicago Bears,3.780,4.530
4,0:04,2,1,CHI 18,23,20,Blair Walsh 36 yard field goal good,4.530,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
