Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chris Carson,SEA,16,91,0,2,25,1.6,66,4.1,4,4.0
Russell Wilson,SEA,5,9,0,2,9,1.8,0,0.0,0,
D'Wayne Eskridge,SEA,2,22,0,1,12,6.0,10,5.0,1,2.0
Rashaad Penny,SEA,2,8,0,,6,3.0,2,1.0,0,
DeeJay Dallas,SEA,1,5,0,1,2,2.0,3,3.0,0,
Freddie Swain,SEA,1,5,0,,3,3.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jonathan Taylor,IND,17,56,0,6,25,1.5,31,1.8,3,5.7
Nyheim Hines,IND,9,34,0,2,21,2.3,13,1.4,2,4.5
Carson Wentz,IND,4,23,0,0,23,5.8,0,0.0,0,
