Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
2,15:00,1,10,MIN 38,7,7,Aaron Rodgers pass incomplete deep right intended for Jimmy Graham,3.050,2.510
2,14:54,2,10,MIN 38,7,7,Aaron Rodgers pass complete short left to Jimmy Graham for 8 yards (tackle by Eric Kendricks),2.510,2.870
2,14:06,3,2,MIN 30,7,7,"Aaron Rodgers pass incomplete deep right intended for Randall Cobb. Penalty on Mackensie Alexander: Defensive Holding, 5 yards (no play)",2.870,3.910
2,14:01,1,10,MIN 25,7,7,Jamaal Williams up the middle for 3 yards (tackle by Stephen Weatherly),3.910,3.770
2,13:23,2,7,MIN 22,7,7,Aaron Rodgers pass complete short left to Davante Adams for 13 yards (tackle by Xavier Rhodes),3.770,5.140
2,12:34,1,9,MIN 9,7,13,"Aaron Rodgers pass complete short left to Davante Adams for 9 yards, touchdown",5.140,7.000
2,12:28,,,MIN 15,7,14,Mason Crosby kicks extra point good,0.000,0.000
2,12:28,,,GNB 35,7,14,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
2,12:28,1,10,MIN 25,7,14,Kirk Cousins pass complete short middle to Kyle Rudolph for 12 yards (tackle by Antonio Morrison and Kentrell Brice),0.610,1.400
2,11:48,1,10,MIN 37,7,14,"Latavius Murray up the middle for no gain (tackle by Kenny Clark). Penalty on Riley Reiff: Illegal Formation, 5 yards (no play)",1.400,1.070
2,11:21,1,15,MIN 32,7,14,Kirk Cousins pass complete short middle to David Morgan for 6 yards (tackle by Blake Martinez and Antonio Morrison),1.070,0.990
2,10:44,2,9,MIN 38,7,14,Latavius Murray left guard for 4 yards (tackle by Korey Toomer and Kenny Clark),0.990,0.830
2,10:04,3,5,MIN 42,7,14,Kirk Cousins pass incomplete deep right intended for Stefon Diggs,0.830,-0.590
2,9:59,4,5,MIN 42,7,14,"Matt Wile punts 58 yards, touchback.",-0.590,-0.280
2,9:51,1,10,GNB 20,7,14,Jamaal Williams left end for no gain (tackle by Danielle Hunter and Eric Kendricks),0.280,-0.270
2,9:12,2,10,GNB 20,7,14,Aaron Rodgers pass incomplete deep left intended for Davante Adams,-0.270,-0.960
2,9:08,3,10,GNB 20,7,14,"Penalty on Justin McCray: False Start, 5 yards (no play)",-0.960,-1.860
2,9:08,3,15,GNB 15,7,14,Aaron Rodgers pass complete short right to Jimmy Graham for 3 yards (tackle by Mackensie Alexander),-1.860,-2.240
2,8:29,4,12,GNB 18,7,14,"JK Scott punts 63 yards, fair catch by Marcus Sherels at MIN-19",-2.240,-0.150
2,8:21,1,10,MIN 19,7,14,Dalvin Cook up the middle for no gain (tackle by Dean Lowry),0.150,-0.390
2,7:39,2,10,MIN 19,7,14,Kirk Cousins pass complete short middle to Dalvin Cook for 24 yards (tackle by Korey Toomer),-0.390,1.800
2,6:53,1,10,MIN 43,7,14,Kirk Cousins pass incomplete deep middle intended for Stefon Diggs,1.800,1.250
2,6:47,2,10,MIN 43,7,14,Kirk Cousins pass incomplete short left intended for Dalvin Cook,1.250,0.560
2,6:44,3,10,MIN 43,7,14,Kirk Cousins pass incomplete short middle intended for Stefon Diggs (defended by Blake Martinez),0.560,-0.520
2,6:38,4,10,MIN 43,7,14,"Matt Wile punts 48 yards, fair catch by Randall Cobb at GB-9",-0.520,0.380
2,6:30,1,10,GNB 9,7,14,Aaron Rodgers pass incomplete deep left intended for Jimmy Graham (defended by Ben Gedeon),-0.380,-0.780
2,6:23,2,10,GNB 9,7,14,Ty Montgomery left tackle for no gain (tackle by Stephen Weatherly),-0.780,-1.420
2,5:38,3,10,GNB 9,7,14,"Aaron Rodgers pass complete deep left to Davante Adams for 24 yards (tackle by Xavier Rhodes). Penalty on Davante Adams: Offensive Pass Interference, 4 yards (no play)",-1.420,-1.890
2,5:09,3,14,GNB 5,7,14,Aaron Rodgers pass complete short left to Randall Cobb for 3 yards (tackle by Mackensie Alexander),-1.890,-2.490
2,4:37,4,11,GNB 8,7,14,"JK Scott punts 59 yards, returned by Marcus Sherels for 13 yards (tackle by Korey Toomer)",-2.490,-1.990
2,4:25,1,10,MIN 46,7,14,"Dalvin Cook left tackle for no gain (tackle by Antonio Morrison). Penalty on Riley Reiff: Offensive Holding, 10 yards (no play)",1.990,1.330
2,4:01,1,20,MIN 36,7,14,Kirk Cousins pass complete short left to Stefon Diggs for 5 yards (tackle by Tramon Williams),1.330,0.780
2,3:22,2,15,MIN 41,7,14,Kirk Cousins pass complete short left to Adam Thielen for 8 yards (tackle by Tramon Williams),0.780,1.160
2,2:35,3,7,MIN 49,7,14,Kirk Cousins pass complete deep left to Adam Thielen for 16 yards (tackle by Ha Ha Clinton-Dix),1.160,3.250
2,2:00,1,10,GNB 35,7,14,Kirk Cousins pass incomplete short left intended for Adam Thielen,3.250,2.700
2,1:56,2,10,GNB 35,7,14,Dalvin Cook left end for 4 yards (tackle by Dean Lowry),2.700,2.540
2,1:48,,,,,,Timeout #2 by Green Bay Packers,,
2,1:48,3,6,GNB 31,7,14,Kirk Cousins pass complete short right to Adam Thielen for 1 yard (tackle by Clay Matthews),2.540,1.450
2,1:42,,,,,,Timeout #3 by Green Bay Packers,,
2,1:42,4,5,GNB 30,7,14,Daniel Carlson 48 yard field goal no good,1.450,-1.470
2,1:37,1,10,GNB 38,7,14,"Aaron Rodgers pass incomplete deep left intended for Jimmy Graham. Penalty on Everson Griffen: Defensive Offside (Declined) . Penalty on Eric Kendricks: Roughing the Passer, 15 yards (no play)",1.470,2.460
2,1:32,1,10,MIN 47,7,14,Aaron Rodgers pass complete short right to Ty Montgomery for 9 yards (tackle by Eric Kendricks and Anthony Barr),2.460,3.130
2,1:02,2,1,MIN 38,7,14,Ty Montgomery left end for 6 yards (tackle by Mackensie Alexander and Eric Kendricks),3.130,3.450
2,0:29,1,10,MIN 32,7,14,Aaron Rodgers pass complete short left to Davante Adams for 8 yards (tackle by Xavier Rhodes),3.450,3.980
2,0:08,2,2,MIN 24,7,14,Aaron Rodgers pass complete short left to Davante Adams for 5 yards (tackle by Xavier Rhodes),3.980,4.310
2,0:02,1,10,MIN 19,7,17,Mason Crosby 37 yard field goal good,4.310,3.000
Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,7,17,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIN 25,7,17,Kirk Cousins pass complete short right to Stefon Diggs for 9 yards (tackle by Davon House),0.610,1.280
3,14:35,2,1,MIN 34,7,17,Dalvin Cook up the middle for 5 yards (tackle by Nick Perry and Davon House),1.280,1.530
3,13:56,1,10,MIN 39,7,17,Stefon Diggs right end for 1 yard (tackle by Kentrell Brice),1.530,1.120
3,13:13,2,9,MIN 40,7,17,Kirk Cousins pass complete short middle to Adam Thielen for 5 yards (tackle by Blake Martinez and Clay Matthews),1.120,1.090
3,12:30,3,4,MIN 45,7,17,Kirk Cousins sacked by Kenny Clark for -7 yards,1.090,-0.850
3,11:47,4,11,MIN 38,7,17,"Matt Wile punts 52 yards, muffed catch by Randall Cobb, recovered by Randall Cobb at GB-11, returned by Randall Cobb for no gain (tackle by Eric Wilson)",-0.850,0.370
3,11:36,1,10,GNB 11,7,17,Aaron Rodgers pass complete short right to Randall Cobb for 4 yards (tackle by Andrew Sendejo),-0.370,-0.430
3,10:48,2,6,GNB 15,7,17,Jamaal Williams up the middle for 3 yards (tackle by Andrew Sendejo),-0.430,-0.600
3,10:04,3,3,GNB 18,7,17,Aaron Rodgers pass complete deep left to Jimmy Graham for 34 yards (tackle by Andrew Sendejo),-0.600,2.390
3,9:25,1,10,MIN 48,7,17,Aaron Rodgers sacked by Danielle Hunter for -8 yards,2.390,0.770
3,8:45,2,18,GNB 44,7,17,Aaron Rodgers pass complete short right to Geronimo Allison for 7 yards (tackle by Trae Waynes),0.770,1.030
3,8:04,3,11,MIN 49,7,17,"Aaron Rodgers pass complete deep middle to Davante Adams for 16 yards (tackle by Xavier Rhodes). Penalty on Andrew Sendejo: Unnecessary Roughness, 15 yards",1.030,4.370
3,7:30,,,,,,Timeout #1 by Green Bay Packers,,
3,7:30,1,10,MIN 18,7,17,Aaron Rodgers pass complete short left to Geronimo Allison for 6 yards (tackle by Xavier Rhodes),4.370,4.810
3,6:51,2,4,MIN 12,7,17,Aaron Rodgers pass incomplete short left intended for Marcedes Lewis,4.810,4.030
3,6:47,3,4,MIN 12,7,17,"Aaron Rodgers pass complete short left to Jimmy Graham for 12 yards. Penalty on Lane Taylor: Offensive Holding, 10 yards (no play)",4.030,2.610
3,6:43,3,14,MIN 22,7,17,Aaron Rodgers pass incomplete deep right intended for Randall Cobb,2.610,1.990
3,6:36,4,14,MIN 22,7,20,Mason Crosby 40 yard field goal good,1.990,3.000
3,6:32,,,GNB 35,7,20,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,6:32,1,10,MIN 25,7,20,Kirk Cousins left end for 1 yard (tackle by Clay Matthews),0.610,0.200
3,5:56,2,9,MIN 26,7,20,Kirk Cousins pass complete short left to Dalvin Cook for 4 yards (tackle by Blake Martinez),0.200,0.040
3,5:11,3,5,MIN 30,7,20,Kirk Cousins pass incomplete short middle intended for Laquon Treadwell,0.040,-1.370
3,5:04,4,5,MIN 30,7,20,"Matt Wile punts 46 yards, returned by Randall Cobb for no gain (tackle by Jayron Kearse)",-1.370,-0.540
3,4:54,1,10,GNB 24,7,20,Aaron Rodgers pass incomplete short right intended for Randall Cobb,0.540,0.000
3,4:51,2,10,GNB 24,7,20,Aaron Rodgers sacked by David Parry for -6 yards,0.000,-1.640
3,4:07,3,16,GNB 18,7,20,Aaron Rodgers pass complete short right to Jimmy Graham for 7 yards (tackle by Trae Waynes),-1.640,-1.700
3,3:32,4,9,GNB 25,7,20,JK Scott punts 46 yards downed by Antonio Morrison,-1.700,-0.870
3,3:19,1,10,MIN 29,7,20,Dalvin Cook right end for 5 yards (tackle by Jermaine Whitehead),0.870,1.000
3,2:49,2,5,MIN 34,7,20,Kirk Cousins pass complete short right to Adam Thielen for 4 yards (tackle by Jermaine Whitehead),1.000,0.830
3,2:08,3,1,MIN 38,7,20,C.J. Ham up the middle for 5 yards (tackle by Blake Martinez and Antonio Morrison),0.830,1.800
3,1:40,1,10,MIN 43,7,20,Kirk Cousins pass complete deep right to Adam Thielen for 20 yards (tackle by Jaire Alexander),1.800,3.120
3,1:07,1,10,GNB 37,7,20,Kirk Cousins pass incomplete short right intended for Stefon Diggs,3.120,2.570
3,0:59,2,10,GNB 37,7,20,Kirk Cousins pass complete short middle to Laquon Treadwell for 9 yards (tackle by Jaire Alexander),2.570,3.070
3,0:21,3,1,GNB 28,7,20,Kirk Cousins pass complete short right to Kyle Rudolph for 23 yards (tackle by Ha Ha Clinton-Dix),3.070,6.060
Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,5,GNB 5,7,20,Dalvin Cook up the middle for 2 yards (tackle by Kenny Clark),6.060,5.530
4,14:21,2,3,GNB 3,13,20,"Kirk Cousins pass complete short left to Stefon Diggs for 3 yards, touchdown",5.530,7.000
4,14:17,,,GNB 15,14,20,Daniel Carlson kicks extra point good,0.000,0.000
4,14:17,,,MIN 35,14,20,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,14:17,1,10,GNB 25,14,20,Jamaal Williams left tackle for 2 yards (tackle by Jaleel Johnson),0.610,0.330
4,13:32,2,8,GNB 27,14,20,Aaron Rodgers pass complete short middle to Randall Cobb for 9 yards (tackle by Mike Hughes),0.330,1.330
4,12:54,1,10,GNB 36,14,20,Aaron Rodgers pass deep right is intercepted by Harrison Smith at MIN-29 and returned for 11 yards. Penalty on Randall Cobb: Illegal Motion (Offsetting) (no play),1.330,1.330
4,12:37,1,10,GNB 36,14,20,Aaron Rodgers pass complete short right to Geronimo Allison for 22 yards (tackle by Andrew Sendejo and Eric Kendricks),1.330,2.790
4,11:47,1,10,MIN 42,14,20,Aaron Rodgers pass complete short right to Jamaal Williams for 7 yards (tackle by Eric Kendricks),2.790,3.190
4,11:12,2,3,MIN 35,14,20,Jamaal Williams up the middle for 5 yards (tackle by Danielle Hunter and Harrison Smith),3.190,3.580
4,10:26,1,10,MIN 30,14,20,"Aaron Rodgers pass incomplete deep middle intended for Jimmy Graham. Penalty on Sheldon Richardson: Defensive Offside, 5 yards (no play)",3.580,4.310
4,10:21,1,5,MIN 25,14,20,Jamaal Williams up the middle for 5 yards (tackle by Danielle Hunter),4.310,4.240
4,9:41,1,10,MIN 20,14,20,Aaron Rodgers left end for 4 yards (tackle by Anthony Barr),4.240,4.280
4,9:03,2,6,MIN 16,14,20,Aaron Rodgers pass complete short left to Lance Kendricks for 4 yards (tackle by Harrison Smith),4.280,4.340
4,8:16,,,,,,Timeout #2 by Green Bay Packers,,
4,8:16,3,2,MIN 12,14,20,Jamaal Williams right guard for -1 yards (tackle by Linval Joseph and Eric Kendricks),4.340,2.670
4,7:38,4,3,MIN 13,14,23,Mason Crosby 31 yard field goal good,2.670,3.000
4,7:35,,,GNB 35,14,23,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,7:35,1,10,MIN 25,14,23,Kirk Cousins pass incomplete short middle intended for Kyle Rudolph (defended by Kenny Clark),0.610,0.060
4,7:29,2,10,MIN 25,20,23,"Kirk Cousins pass complete deep middle to Stefon Diggs for 75 yards, touchdown",0.060,7.000
4,7:18,,,GNB 15,21,23,Daniel Carlson kicks extra point good,0.000,0.000
4,7:18,,,MIN 35,21,23,"Daniel Carlson kicks off 42 yards, returned by Lucas Patrick for no gain (tackle by Holton Hill and Eric Wilson)",0.000,1.000
4,7:15,1,10,GNB 31,21,23,Aaron Rodgers pass complete short right to Jimmy Graham for 16 yards (tackle by Andrew Sendejo),1.000,2.060
4,6:32,1,10,GNB 47,21,23,"Jamaal Williams right end for 2 yards (tackle by Linval Joseph). Penalty on David Bakhtiari: Offensive Holding, 10 yards",2.060,1.530
4,6:07,1,18,GNB 39,21,23,Aaron Rodgers pass complete short right to Geronimo Allison for 8 yards (tackle by Trae Waynes),1.530,1.520
4,5:29,2,10,GNB 47,21,23,"Aaron Rodgers pass incomplete short right intended for Ty Montgomery. Penalty on Danielle Hunter: Defensive Holding, 5 yards (no play)",1.520,2.390
4,5:26,1,10,MIN 48,21,23,Aaron Rodgers pass complete short left to Davante Adams for 4 yards (tackle by Mackensie Alexander),2.390,2.390
4,4:44,2,6,MIN 44,21,23,Ty Montgomery left guard for 3 yards (tackle by Mackensie Alexander and Eric Kendricks),2.390,2.080
4,3:58,,,,,,Timeout #3 by Green Bay Packers,,
4,3:58,3,3,MIN 41,21,23,"Penalty on Bryan Bulaga: False Start, 5 yards (no play)",2.080,1.420
4,3:58,3,8,MIN 46,21,23,Aaron Rodgers pass complete short middle to Geronimo Allison for 12 yards (tackle by Andrew Sendejo),1.420,3.310
4,3:13,1,10,MIN 34,21,23,Jamaal Williams right end for 4 yards (tackle by Anthony Barr and David Parry),3.310,3.310
4,2:27,2,6,MIN 30,21,23,Jamaal Williams left guard for no gain (tackle by Harrison Smith),3.310,2.610
4,2:24,,,,,,Timeout #1 by Minnesota Vikings,,
4,2:23,3,6,MIN 30,21,23,Aaron Rodgers pass incomplete short left intended for Jamaal Williams,2.610,1.430
4,2:17,4,6,MIN 30,21,26,Mason Crosby 48 yard field goal good,1.430,3.000
4,2:13,,,GNB 35,21,26,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,2:13,1,10,MIN 25,21,26,Kirk Cousins pass short middle intended for Laquon Treadwell is intercepted by Ha Ha Clinton-Dix at MIN-37 and returned for 24 yards,0.610,-4.710
4,2:04,1,10,MIN 13,21,26,Jamaal Williams up the middle for no gain (tackle by Linval Joseph and Sheldon Richardson),4.710,4.050
4,2:00,2,10,MIN 13,21,26,Aaron Rodgers pass incomplete short right intended for Davante Adams (defended by Eric Kendricks),4.050,3.120
4,1:54,3,10,MIN 13,21,26,"Penalty on GNB: Delay of Game, 5 yards (no play)",3.120,2.790
4,1:54,3,15,MIN 18,21,26,Aaron Rodgers pass incomplete deep left intended for Davante Adams,2.790,2.250
4,1:49,4,15,MIN 18,21,29,Mason Crosby 36 yard field goal good. Penalty on Jaleel Johnson: Illegal Formation (Declined),2.250,3.000
4,1:45,,,GNB 35,21,29,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,1:45,1,10,MIN 25,21,29,"Kirk Cousins pass deep right is intercepted by Jaire Alexander at GB-28 and returned for 54 yards. Penalty on Clay Matthews: Roughing the Passer, 15 yards (no play)",0.610,1.600
4,1:37,1,10,MIN 40,21,29,Kirk Cousins pass incomplete short left intended for Dalvin Cook (defended by Jermaine Whitehead),1.600,1.050
4,1:32,2,10,MIN 40,21,29,Kirk Cousins pass complete short right to Adam Thielen for 12 yards (tackle by Jaire Alexander),1.050,2.390
4,1:26,1,10,GNB 48,21,29,Kirk Cousins right end for 4 yards (tackle by Jermaine Whitehead),2.390,2.390
4,1:19,2,6,GNB 44,21,29,Kirk Cousins pass complete short middle to Kyle Rudolph for 10 yards (tackle by Jaire Alexander),2.390,3.310
4,0:50,1,10,GNB 34,21,29,Kirk Cousins pass incomplete short right intended for Stacy Coley,3.310,2.770
4,0:46,2,10,GNB 34,21,29,Kirk Cousins pass complete short left to Kyle Rudolph for 6 yards (tackle by Blake Martinez),2.770,2.870
4,0:42,3,4,GNB 28,21,29,Kirk Cousins pass complete short middle to Adam Thielen for 6 yards (tackle by Tramon Williams),2.870,4.110
4,0:37,,,,,,Timeout #2 by Minnesota Vikings,,
4,0:36,1,10,GNB 22,27,29,"Kirk Cousins pass complete deep right to Adam Thielen for 22 yards, touchdown, touchdown",4.110,7.000
4,0:31,,,GNB 2,29,29,"Two Point Attempt: Kirk Cousins pass complete to Stefon Diggs, conversion succeeds",0.000,1.000
4,0:31,,,MIN 35,29,29,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,0:31,1,10,GNB 25,29,29,Jamaal Williams up the middle for 11 yards (tackle by Anthony Barr and Andrew Sendejo),0.610,1.330
4,0:17,1,10,GNB 36,29,29,Aaron Rodgers spiked the ball,1.330,0.790
4,0:16,2,10,GNB 36,29,29,Aaron Rodgers pass complete deep right to Jimmy Graham for 27 yards (tackle by Mackensie Alexander),0.790,3.120
4,0:07,1,10,MIN 37,29,29,Aaron Rodgers pass complete short left to Davante Adams for 3 yards (tackle by Xavier Rhodes),3.120,2.980
4,0:04,,,,,,Timeout #3 by Minnesota Vikings,,
4,0:03,2,7,MIN 34,29,29,Mason Crosby 52 yard field goal no good,2.980,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
,,,,,,,"Vikings won the coin toss, Vikings to receive the overtime kickoff.",,
OT,10:00,,,GNB 35,29,29,"Mason Crosby kicks off 63 yards, returned by Holton Hill for no gain (tackle by Jaire Alexander)",0.000,0.940
OT,9:54,1,10,MIN 30,29,29,Kirk Cousins pass complete short right to Kyle Rudolph for 11 yards (tackle by Josh Jackson),0.940,1.660
OT,9:24,1,10,MIN 41,29,29,Dalvin Cook left tackle for 3 yards (tackle by Nick Perry),1.660,1.530
OT,9:01,2,7,MIN 44,29,29,Kirk Cousins pass complete short left to Dalvin Cook for 24 yards (tackle by Blake Martinez),1.530,3.450
OT,8:13,1,10,GNB 32,29,29,Dalvin Cook up the middle for 1 yard (tackle by Kentrell Brice),3.450,3.040
OT,7:44,2,9,GNB 31,29,29,Kirk Cousins pass incomplete short left intended for Laquon Treadwell,3.040,2.340
OT,7:40,3,9,GNB 31,29,29,Kirk Cousins pass incomplete short middle intended for Laquon Treadwell,2.340,1.320
OT,7:36,,,,,,Timeout #1 by Green Bay Packers,,
OT,7:36,4,9,GNB 31,29,29,Daniel Carlson 49 yard field goal no good,1.320,-1.530
OT,7:32,1,10,GNB 39,29,29,Aaron Rodgers pass complete short right to Davante Adams for 6 yards (tackle by Xavier Rhodes),1.530,1.800
OT,6:48,2,4,GNB 45,29,29,Jamaal Williams left end for 9 yards (tackle by Everson Griffen),1.800,2.520
OT,6:04,1,10,MIN 46,29,29,Aaron Rodgers pass complete short right to Geronimo Allison for 9 yards (tackle by Trae Waynes),2.520,3.190
OT,5:17,2,1,MIN 37,29,29,"Aaron Rodgers up the middle for -3 yards. Aaron Rodgers fumbles, recovered by Aaron Rodgers at MIN-40",3.190,2.080
OT,4:34,3,4,MIN 40,29,29,Aaron Rodgers sacked by Mackensie Alexander for -7 yards,2.080,0.130
OT,3:57,4,11,MIN 47,29,29,"JK Scott punts 47 yards, touchback.",0.130,-0.280
OT,3:48,1,10,MIN 20,29,29,Kirk Cousins pass complete short left to Stefon Diggs for 12 yards (tackle by Tramon Williams),0.280,1.070
OT,3:11,1,10,MIN 32,29,29,Kirk Cousins pass complete deep left to Adam Thielen for 25 yards (tackle by Kentrell Brice),1.070,2.720
OT,2:26,1,10,GNB 43,29,29,Kirk Cousins pass complete short right to Kyle Rudolph for 8 yards (tackle by Kentrell Brice),2.720,3.260
OT,2:21,2,2,GNB 35,29,29,Kirk Cousins pass complete short right to Stefon Diggs for -1 yards (tackle by Jaire Alexander),3.260,2.410
OT,2:00,3,3,GNB 36,29,29,Kirk Cousins pass complete short left to Stefon Diggs for 6 yards (tackle by Blake Martinez),2.410,3.580
OT,1:17,1,10,GNB 30,29,29,Latavius Murray left guard for 9 yards (tackle by Ha Ha Clinton-Dix),3.580,4.250
OT,0:32,2,1,GNB 21,29,29,Latavius Murray right guard for 4 yards (tackle by Josh Jackson),4.250,4.440
OT,0:32,,,,,,Timeout #1 by Minnesota Vikings,,
OT,0:04,,,,,,Timeout #2 by Green Bay Packers,,
OT,0:04,1,10,GNB 17,29,29,Daniel Carlson 35 yard field goal no good,4.440,0.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
