Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Tremaine Edmunds,BUF,0,6,6,100.0%,43,7.2,7.2,1,136.1,2.3,14,29,4,0,1,0.0,1,4,0,0.0%
Matt Milano,BUF,0,4,4,100.0%,47,11.8,11.8,1,155.2,6.5,26,21,3,0,1,0.0,1,8,3,27.3%
Tre'Davious White,BUF,0,6,4,66.7%,29,7.3,4.8,0,77.8,18.2,30,-1,0,0,0,0.0,0,4,1,20.0%
Levi Wallace,BUF,0,5,3,60.0%,21,7.0,4.2,0,69.6,8.6,16,5,0,0,0,0.0,0,4,0,0.0%
Micah Hyde,BUF,1,8,3,37.5%,35,11.7,4.4,2,51.6,18.3,35,0,0,0,0,0.0,0,4,0,0.0%
Rafael Bush,BUF,0,1,1,100.0%,9,9.0,9.0,0,104.2,8.0,8,1,1,0,0,1.0,1,3,0,0.0%
Jordan Poyer,BUF,0,2,1,50.0%,13,13.0,6.5,1,110.4,18.0,13,0,5,0,1,0.0,1,5,0,0.0%
Taron Johnson,BUF,0,1,1,100.0%,11,11.0,11.0,0,112.5,6.0,6,5,0,0,0,0.0,0,2,1,33.3%
Trent Murphy,BUF,0,0,0,,,,,,,,,,0,0,1,1.0,2,2,0,0.0%
Kyle Williams,BUF,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Jerry Hughes,BUF,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Lorenzo Alexander,BUF,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%
Shaq Lawson,BUF,0,2,0,0.0%,,,0.0,,39.6,12.5,,,0,0,0,0.0,0,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Bobby McCain,MIA,0,5,4,80.0%,58,14.5,11.6,1,154.6,12.0,48,10,2,0,0,1.0,1,4,1,20.0%
Minkah Fitzpatrick,MIA,0,5,4,80.0%,25,6.3,5.0,0,87.5,13.4,25,0,0,0,0,0.0,0,5,0,0.0%
Kiko Alonso,MIA,0,3,3,100.0%,44,14.7,14.7,0,118.7,5.7,17,27,5,0,0,0.0,0,11,1,8.3%
Raekwon McMillan,MIA,0,3,3,100.0%,66,22.0,22.0,1,158.3,11.3,34,32,1,0,0,0.0,0,8,0,0.0%
Xavien Howard,MIA,2,8,2,25.0%,39,19.5,4.9,0,7.8,25.5,29,10,0,0,0,0.0,0,4,1,20.0%
Jerome Baker,MIA,0,2,2,100.0%,15,7.5,7.5,0,97.9,-1.5,-3,18,4,0,0,0.0,0,1,0,0.0%
Reshad Jones,MIA,0,2,1,50.0%,22,22.0,11.0,0,89.6,23.5,22,0,1,0,0,0.0,0,7,0,0.0%
Akeem Spence,MIA,0,0,0,,,,,,,,,,0,1,3,0.0,4,0,1,100.0%
Evander Hood,MIA,0,0,0,,,,,,,,,,0,3,0,0.0,3,1,0,0.0%
Cameron Wake,MIA,0,0,0,,,,,,,,,,0,3,0,0.0,3,2,1,33.3%
Robert Quinn,MIA,0,0,0,,,,,,,,,,0,1,0,1.0,2,2,0,0.0%
Charles Harris,MIA,0,0,0,,,,,,,,,,0,1,1,0.0,2,1,0,0.0%
Andre Branch,MIA,0,0,0,,,,,,,,,,0,2,0,0.0,2,2,0,0.0%
Davon Godchaux,MIA,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,1,33.3%
Sylvester Williams,MIA,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,1,50.0%
T.J. McDonald,MIA,0,0,0,,,,,,,,,,1,0,0,0.0,0,4,1,20.0%
