Quarter,Time,Tm,Detail,BUF,MIA
1.0,9:42,Dolphins,DeVante Parker 18 yard pass from Ryan Tannehill (Jason Sanders kick),0,7
2.0,11:44,Bills,Zay Jones 15 yard pass from Josh Allen (Stephen Hauschka kick failed),6,7
,0:40,Dolphins,Kenyan Drake 3 yard pass from Ryan Tannehill (Jason Sanders kick),6,14
3.0,9:02,Bills,Stephen Hauschka 32 yard field goal,9,14
4.0,12:00,Bills,Zay Jones 25 yard pass from Josh Allen (Zay Jones pass from Josh Allen),17,14
,8:42,Dolphins,Kenny Stills 13 yard pass from Ryan Tannehill (Jason Sanders kick),17,21
