Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bills won the coin toss and deferred, Dolphins to receive the opening kickoff.",,
1,15:00,,,BUF 35,0,0,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,MIA 25,0,0,Frank Gore up the middle for 3 yards (tackle by Kyle Williams),0.610,0.470
1,14:29,2,7,MIA 28,0,0,Ryan Tannehill pass complete short right to DeVante Parker for 9 yards (tackle by TreDavious White),0.470,1.400
1,13:47,1,10,MIA 37,0,0,Frank Gore right tackle for -1 yards (tackle by Matt Milano and Shaq Lawson),1.400,0.720
1,13:10,2,11,MIA 36,0,0,Ryan Tannehill pass complete short left to Kenny Stills for 11 yards (tackle by Taron Johnson),0.720,2.060
1,12:33,1,10,MIA 47,0,0,Ryan Tannehill pass complete short left to Brice Butler for 5 yards (tackle by Levi Wallace),2.060,2.190
1,11:55,2,5,BUF 48,0,0,"Ryan Tannehill pass incomplete short right intended for Kenny Stills. Penalty on Rafael Bush: Roughing the Passer, 15 yards (no play)",2.190,3.380
1,11:49,1,10,BUF 33,0,0,Kenyan Drake up the middle for 4 yards (tackle by Levi Wallace and Jordan Poyer),3.380,3.380
1,11:09,2,6,BUF 29,0,0,Brandon Bolden left guard for 10 yards (tackle by Levi Wallace and Tremaine Edmunds),3.380,4.310
1,10:31,1,10,BUF 19,0,0,Frank Gore up the middle for 1 yard (tackle by Jordan Phillips and Eddie Yarbrough),4.310,3.880
1,9:53,2,9,BUF 18,0,0,Ryan Tannehill pass incomplete short right intended for Isaiah Ford,3.880,3.140
1,9:49,3,9,BUF 18,0,6,"Ryan Tannehill pass complete deep middle to DeVante Parker for 18 yards, touchdown, touchdown",3.140,7.000
1,9:42,,,BUF 15,0,7,Jason Sanders kicks extra point good,0.000,0.000
1,9:42,,,MIA 35,0,7,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,9:42,1,10,BUF 25,0,7,LeSean McCoy right end for 5 yards (tackle by Raekwon McMillan and Xavien Howard),0.610,0.740
1,9:08,2,5,BUF 30,0,7,LeSean McCoy left end for 4 yards (tackle by Davon Godchaux),0.740,0.560
1,8:31,3,1,BUF 34,0,7,Josh Allen up the middle for 2 yards (tackle by Raekwon McMillan),0.560,1.330
1,7:56,1,10,BUF 36,0,7,Josh Allen pass incomplete deep right,1.330,0.790
1,7:56,2,10,BUF 36,0,7,Chris Ivory up the middle for 4 yards (tackle by Kiko Alonso),0.790,0.630
1,7:03,3,6,BUF 40,0,7,Josh Allen pass incomplete deep left intended for Robert Foster,0.630,-0.720
1,6:57,4,6,BUF 40,0,7,"Matt Darr punts 53 yards, returned by Kenny Stills for 6 yards (tackle by Siran Neal)",-0.720,0.320
1,6:46,1,10,MIA 13,0,7,Ryan Tannehill right tackle for -3 yards (tackle by Matt Milano),-0.320,-1.000
1,6:03,2,13,MIA 10,0,7,"Penalty on Kyle Williams: Neutral Zone Infraction, 5 yards (no play)",-1.000,-0.570
1,5:39,2,8,MIA 15,0,7,Ryan Tannehill sacked by Rafael Bush for -8 yards,-0.570,-2.120
1,4:57,3,16,MIA 7,0,7,Ryan Tannehill sacked by Trent Murphy for -6 yards,-2.120,-2.490
1,4:09,4,22,MIA 1,0,7,Matt Haack punts 50 yards downed by Walt Aikens,-2.490,-2.190
1,3:58,1,10,BUF 49,0,7,Josh Allen pass complete short left to LeSean McCoy for -6 yards (tackle by Andre Branch),2.190,0.840
1,3:15,2,16,BUF 43,0,7,Josh Allen pass incomplete deep right intended for Kelvin Benjamin (defended by Minkah Fitzpatrick). Penalty on Jeremiah Sirles: Offensive Holding (Declined),0.840,0.170
1,3:08,3,16,BUF 43,0,7,Josh Allen pass incomplete deep left intended for Zay Jones,0.170,-0.520
1,2:59,4,16,BUF 43,0,7,"Matt Darr punts 47 yards, muffed catch by Kenny Stills, recovered by Kenny Stills at MIA-13, returned by Kenny Stills for no gain (tackle by Lafayette Pitts)",-0.520,0.320
1,2:49,1,10,MIA 13,0,7,Frank Gore right guard for 6 yards (tackle by TreDavious White),-0.320,0.030
1,2:09,2,4,MIA 19,0,7,Ryan Tannehill pass incomplete short left intended for DeVante Parker (defended by Jordan Phillips),0.030,-0.710
1,2:05,3,4,MIA 19,0,7,Ryan Tannehill pass incomplete deep right intended for Kenyan Drake (defended by Jordan Poyer),-0.710,-2.140
1,1:59,4,4,MIA 19,0,7,Matt Haack punts 36 yards downed by Cornell Armstrong,-2.140,-1.930
1,1:49,1,10,BUF 45,0,7,LeSean McCoy left guard for -2 yards (tackle by Robert Quinn),1.930,1.110
1,1:15,2,12,BUF 43,0,7,Josh Allen right end for 9 yards (tackle by Kiko Alonso),1.110,1.620
1,0:29,3,3,MIA 48,0,7,LeSean McCoy left tackle for 7 yards (tackle by Xavien Howard),1.620,2.850
Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 41,0,7,LeSean McCoy left end for 12 yards (tackle by Reshad Jones and Minkah Fitzpatrick),2.850,3.640
2,14:16,1,10,MIA 29,0,7,Josh Allen left end for 11 yards (tackle by Charles Harris),3.640,4.370
2,13:35,1,10,MIA 18,0,7,Chris Ivory left tackle for no gain (tackle by Andre Branch and Raekwon McMillan),4.370,3.800
2,12:53,2,10,MIA 18,0,7,Josh Allen pass incomplete short right,3.800,3.050
2,12:45,3,10,MIA 18,0,7,"Josh Allen pass incomplete deep middle intended for Kelvin Benjamin. Penalty on Minkah Fitzpatrick: Defensive Pass Interference, 14 yards (no play)",3.050,6.280
2,12:40,1,4,MIA 4,0,7,LeSean McCoy right guard for -1 yards (tackle by Raekwon McMillan),6.280,5.150
2,12:00,2,5,MIA 5,0,7,"Josh Allen right tackle for no gain. Penalty on Wyatt Teller: Offensive Holding, 10 yards (no play)",5.150,3.460
2,11:53,2,15,MIA 15,6,7,"Josh Allen pass complete short right to Zay Jones for 15 yards, touchdown, touchdown. Penalty on Cameron Wake: Roughing the Passer, 15 yards",3.460,7.000
2,11:44,,,MIA 15,6,7,Stephen Hauschka kicks extra point no good wide left,0.000,-1.000
2,11:44,,,BUF 50,6,7,"Stephen Hauschka kicks off 36 yards, returned by Durham Smythe for no gain",0.000,-0.280
2,11:43,1,10,MIA 14,6,7,Frank Gore up the middle for 2 yards (tackle by Tremaine Edmunds and Micah Hyde),-0.280,-0.510
2,11:04,2,8,MIA 16,6,7,Kenyan Drake right tackle for 1 yard (tackle by Harrison Phillips and Rafael Bush),-0.510,-1.040
2,10:18,3,7,MIA 17,6,7,Ryan Tannehill sacked by Lorenzo Alexander for -8 yards,-1.040,-2.490
2,9:36,4,15,MIA 9,6,7,"Matt Haack punts 49 yards, fair catch by Isaiah McKenzie at BUF-42",-2.490,-1.730
2,9:29,1,10,BUF 42,6,7,LeSean McCoy up the middle for -3 yards (tackle by Raekwon McMillan),1.730,0.780
2,8:49,2,13,BUF 39,6,7,"Chris Ivory right tackle for -4 yards. Chris Ivory fumbles, recovered by Dion Dawkins at BUF-35 (tackle by Bobby McCain)",0.780,-0.430
2,8:03,3,17,BUF 35,6,7,Josh Allen pass complete short left to Kelvin Benjamin for 15 yards (tackle by Minkah Fitzpatrick),-0.430,-0.060
2,7:15,4,2,BUF 50,6,7,"Penalty on BUF: Delay of Game, 5 yards (no play)",-0.060,-0.390
2,6:57,4,7,BUF 45,6,7,Matt Darr punts 33 yards out of bounds,-0.390,-0.410
2,6:46,1,10,MIA 22,6,7,Ryan Tannehill pass complete short left to DeVante Parker for 10 yards (tackle by Taron Johnson),0.410,1.070
2,6:13,1,10,MIA 32,6,7,Kalen Ballage up the middle for 8 yards (tackle by Star Lotulelei),1.070,1.610
2,5:39,2,2,MIA 40,6,7,"Ryan Tannehill pass complete short middle to Kalen Ballage for 5 yards (tackle by Tremaine Edmunds). Penalty on Ted Larsen: Offensive Holding, 10 yards (no play)",1.610,0.260
2,5:11,2,12,MIA 30,6,7,"Kenyan Drake left tackle for 2 yards (tackle by Micah Hyde). Penalty on Jesse Davis: Offensive Holding, 10 yards",0.260,-0.820
2,4:45,2,20,MIA 22,6,7,Ryan Tannehill pass incomplete short right intended for Kenyan Drake,-0.820,-1.480
2,4:41,3,20,MIA 22,6,7,Ryan Tannehill pass complete short middle to Kenyan Drake for 10 yards (tackle by Matt Milano and Levi Wallace),-1.480,-1.240
2,3:51,4,10,MIA 32,6,7,"Matt Haack punts 38 yards, muffed catch by Isaiah McKenzie, recovered by Senorise Perry at BUF-36 (tackle by Julian Stanford)",-1.240,3.180
2,3:41,1,10,BUF 36,6,7,Ryan Tannehill pass complete short right to Brice Butler for 14 yards (tackle by Matt Milano),3.180,4.110
2,2:56,1,10,BUF 22,6,7,Frank Gore left guard for no gain (tackle by Harrison Phillips and Tremaine Edmunds). Penalty on Jake Brendel: Offensive Holding (Offsetting) (no play),4.110,4.110
2,2:27,1,10,BUF 22,6,7,Ryan Tannehill pass incomplete deep left intended for Kenny Stills,4.110,3.560
2,2:23,2,10,BUF 22,6,7,Kenyan Drake right tackle for 8 yards (tackle by Trent Murphy),3.560,4.150
2,2:00,3,2,BUF 14,6,7,"Penalty on Jesse Davis: False Start, 5 yards (no play)",4.150,3.260
2,2:00,3,7,BUF 19,6,7,Ryan Tannehill pass complete short right to Frank Gore for 10 yards (tackle by Matt Milano and Tremaine Edmunds),3.260,5.140
2,1:20,1,9,BUF 9,6,7,Ryan Tannehill pass complete short right to DeVante Parker for 6 yards (tackle by Jordan Poyer),5.140,5.530
2,0:44,,,,,,Timeout #2 by Buffalo Bills,,
2,0:44,2,3,BUF 3,6,13,"Ryan Tannehill pass complete short left to Kenyan Drake for 3 yards, touchdown",5.530,7.000
2,0:40,,,BUF 15,6,14,Jason Sanders kicks extra point good,0.000,0.000
2,0:40,,,MIA 35,6,14,"Jason Sanders kicks off 64 yards, returned by Isaiah McKenzie for no gain (tackle by Stephone Anthony). Penalty on Jason Croom: Offensive Holding, 10 yards",0.000,-0.380
2,0:34,1,10,BUF 10,6,14,Marcus Murphy left tackle for 7 yards (tackle by Reshad Jones and Kiko Alonso),-0.380,-0.090
2,0:27,,,,,,Timeout #1 by Miami Dolphins,,
2,0:27,2,3,BUF 17,6,14,LeSean McCoy right guard for 1 yard (tackle by T.J. McDonald and Davon Godchaux),-0.090,-0.480
2,0:22,,,,,,Timeout #2 by Miami Dolphins,,
2,0:22,3,2,BUF 18,6,14,Josh Allen pass complete short left to Charles Clay for 9 yards (tackle by Reshad Jones),-0.480,0.740
2,0:17,1,10,BUF 27,6,14,"Penalty on Wyatt Teller: False Start, 5 yards (no play)",0.740,0.410
2,0:16,1,15,BUF 22,6,14,LeSean McCoy right guard for 18 yards (tackle by Reshad Jones),0.410,1.600
2,0:09,1,10,BUF 40,6,14,Josh Allen pass complete deep right to Isaiah McKenzie for 19 yards,1.600,2.850
2,0:05,,,,,,Timeout #3 by Buffalo Bills,,
2,0:05,1,10,MIA 41,6,14,Josh Allen pass deep middle is intercepted by Xavien Howard at MIA-0 and returned for 17 yards,2.850,4.580
Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,6,14,"Jason Sanders kicks off 63 yards, returned by Isaiah McKenzie for no gain (tackle by Torry McTyer). Penalty on Andre Holmes: Offensive Holding, 7 yards",0.000,-0.380
3,14:52,1,10,BUF 7,6,14,LeSean McCoy right tackle for 4 yards (tackle by Kiko Alonso),-0.380,-0.490
3,14:11,2,6,BUF 11,6,14,LeSean McCoy right guard for 3 yards (tackle by Cameron Wake),-0.490,-0.600
3,13:28,3,3,BUF 14,6,14,Josh Allen left end for 17 yards (tackle by T.J. McDonald),-0.600,1.000
3,12:44,1,10,BUF 31,6,14,Chris Ivory right tackle for 3 yards (tackle by T.J. McDonald and Kiko Alonso),1.000,0.870
3,12:01,2,7,BUF 34,6,14,Josh Allen right end for 10 yards (tackle by Kiko Alonso),0.870,1.860
3,11:19,1,10,BUF 44,6,14,Josh Allen pass complete short left to Patrick DiMarco for 38 yards (tackle by Raekwon McMillan),1.860,4.370
3,10:36,1,10,MIA 18,6,14,LeSean McCoy right guard for 1 yard (tackle by T.J. McDonald),4.370,3.940
3,9:55,2,9,MIA 17,6,14,Josh Allen pass complete short right to LeSean McCoy for 3 yards (tackle by Xavien Howard),3.940,3.630
3,9:12,3,6,MIA 14,6,14,Josh Allen pass incomplete short middle intended for Zay Jones,3.630,2.530
3,9:06,4,6,MIA 14,9,14,Stephen Hauschka 32 yard field goal good,2.530,3.000
3,9:02,,,BUF 35,9,14,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
3,9:02,1,10,MIA 25,9,14,Frank Gore right guard for 8 yards (tackle by Jordan Poyer and Matt Milano),0.610,1.140
