Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
2,0:47,1,10,ARI 25,3,10,Kevin Kolb pass complete short right to William Powell for 10 yards (tackle by Bradley Fletcher),0.610,1.270
2,0:41,1,10,ARI 35,3,10,Kevin Kolb pass incomplete short left intended for Michael Floyd,1.270,0.720
2,0:38,2,10,ARI 35,3,10,Kevin Kolb pass complete short right to William Powell for 8 yards (tackle by Jo-Lonn Dunbar),0.720,0.000
2,0:29,,,,3,10,Timeout #1 by Arizona Cardinals,0.000,1.090
2,0:29,3,2,ARI 43,3,10,Kevin Kolb pass incomplete short left intended for Larry Fitzgerald (defended by Janoris Jenkins),1.090,-0.520
2,0:25,4,2,ARI 43,3,10,"Dave Zastudil punts 49 yards, returned by Janoris Jenkins for 13 yards (tackle by Sam Acho)",-0.520,-0.340
2,0:15,1,10,STL 21,3,10,Sam Bradford kneels for -1 yards,0.340,-0.340
Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,3,10,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,ARI 20,3,10,Ryan Williams left tackle for -4 yards (tackle by Robert Quinn and Kendall Langford),0.280,-0.940
3,14:21,2,14,ARI 16,3,10,Kevin Kolb pass incomplete short right intended for Andre Roberts,-0.940,-1.690
3,14:15,3,14,ARI 16,3,10,Kevin Kolb pass complete short left to Jeff King for 4 yards (tackle by Trumaine Johnson),-1.690,-2.030
3,13:32,4,10,ARI 20,3,10,"Dave Zastudil punts 48 yards, returned by Janoris Jenkins for 4 yards (tackle by Mike Leach)",-2.030,-1.330
3,13:20,1,10,STL 36,3,10,Sam Bradford pass incomplete short left intended for Chris Givens,1.330,0.790
3,13:15,2,10,STL 36,3,10,Sam Bradford pass incomplete short middle intended for Chris Givens,0.790,0.100
3,13:11,3,10,STL 36,3,10,"Penalty on Barry Richardson: False Start, 5 yards (no play)",0.100,-0.560
3,13:11,3,15,STL 31,3,10,"Sam Bradford up the middle for 15 yards (tackle by Gregory Toler). Penalty on Barry Richardson: Offensive Holding (Offsetting), Penalty on Gregory Toler: Illegal Contact (Offsetting) (no play)",-0.560,-0.560
3,12:46,3,15,STL 31,3,10,Sam Bradford pass incomplete deep left intended for Chris Givens,-0.560,-1.310
3,12:38,4,15,STL 31,3,10,"John Hekker punts 58 yards, returned by Patrick Peterson for 2 yards (tackle by Josh Hull)",-1.310,0.320
3,12:23,1,10,ARI 13,3,10,Ryan Williams up the middle for -2 yards (tackle by William Hayes and Kendall Langford),-0.320,-0.930
3,11:43,2,12,ARI 11,3,10,Kevin Kolb pass incomplete short left intended for Early Doucet,-0.930,-1.650
3,11:36,3,12,ARI 11,3,10,Kevin Kolb pass incomplete deep right intended for Larry Fitzgerald,-1.650,-2.490
3,11:30,4,12,ARI 11,3,10,"Dave Zastudil punts 51 yards, returned by Janoris Jenkins for 5 yards (tackle by Rashad Johnson)",-2.490,-1.800
3,11:15,1,10,STL 43,3,10,Steven Jackson right guard for 7 yards (tackle by Gregory Toler),1.800,2.200
3,10:43,2,3,,3,10,Steven Jackson right tackle for 5 yards (tackle by Daryl Washington and Nick Eason),2.200,2.590
3,10:04,1,10,ARI 45,3,10,Steven Jackson left tackle for 11 yards (tackle by Adrian Wilson),2.590,3.310
3,9:29,1,10,ARI 34,3,10,Steven Jackson right tackle for 5 yards (tackle by Patrick Peterson),3.310,3.450
3,8:45,2,5,ARI 29,3,10,Daryl Richardson left end for 4 yards (tackle by Gregory Toler),3.450,3.270
3,8:05,3,1,ARI 25,3,10,Steven Jackson right guard for 5 yards (tackle by David Carter),3.270,4.240
3,7:26,1,10,ARI 20,3,10,Daryl Richardson right guard for 4 yards (tackle by Vonnie Holliday and Paris Lenon),4.240,4.280
3,6:46,2,6,ARI 16,3,10,Sam Bradford pass incomplete short left intended for Daryl Richardson,4.280,3.520
3,6:39,3,6,ARI 16,3,10,Sam Bradford pass incomplete deep right intended for Brian Quick is intercepted by Patrick Peterson at ARI--8,3.520,-0.280
3,6:32,1,10,ARI 20,3,10,Kevin Kolb pass incomplete short middle intended for Rob Housler (defended by Jo-Lonn Dunbar),0.280,-0.270
3,6:28,2,10,ARI 20,3,10,"Kevin Kolb sacked by Jermelle Cudjo for -6 yards. Penalty on Jermelle Cudjo: Unnecessary Roughness, 15 yards",-0.270,0.870
3,6:06,1,10,ARI 29,3,10,Ryan Williams up the middle for -3 yards (tackle by Jo-Lonn Dunbar),0.870,-0.080
3,5:29,2,13,ARI 26,3,10,Kevin Kolb pass complete short middle to Larry Fitzgerald for 14 yards (tackle by Darian Stewart),-0.080,1.600
3,4:48,1,10,ARI 40,3,10,Kevin Kolb pass incomplete short left intended for Andre Roberts (defended by Robert Quinn),1.600,1.050
3,4:44,2,10,ARI 40,3,10,Kevin Kolb sacked by Robert Quinn for -5 yards,1.050,-0.300
3,4:22,3,15,ARI 35,3,10,Kevin Kolb pass complete deep left to Larry Fitzgerald for 29 yards (tackle by Craig Dahl),-0.300,3.180
3,3:50,1,10,STL 36,3,10,Ryan Williams left tackle for no gain (tackle by James Laurinaitis),3.180,2.640
3,3:12,2,10,STL 36,3,10,Kevin Kolb sacked by James Laurinaitis for -6 yards,2.640,1.160
3,2:35,3,16,STL 42,3,10,Kevin Kolb pass incomplete deep right intended for Andre Roberts. Penalty on Bobby Massie: Offensive Holding (Declined),1.160,0.460
3,2:26,4,16,STL 42,3,10,"Dave Zastudil punts 31 yards, fair catch by Janoris Jenkins",0.460,0.370
3,2:19,1,10,STL 11,3,10,Sam Bradford pass incomplete deep left intended for Brandon Gibson,-0.370,-0.780
3,2:12,2,10,STL 11,3,10,Daryl Richardson left tackle for 16 yards (tackle by Gregory Toler),-0.780,0.740
3,1:34,1,10,STL 27,3,10,Daryl Richardson left tackle for 5 yards (tackle by Daryl Washington),0.740,0.870
3,0:59,2,5,STL 32,3,10,Daryl Richardson right tackle for -4 yards (tackle by O'Brien Schofield),0.870,-0.360
3,0:18,3,9,STL 28,3,10,Sam Bradford pass complete short left to Brandon Gibson for 9 yards (tackle by Gregory Toler),-0.360,1.400
Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 37,3,10,Daryl Richardson left tackle for 1 yard (tackle by Paris Lenon),1.400,0.990
4,14:21,2,9,STL 38,3,10,Steven Jackson right end for 12 yards (tackle by Patrick Peterson),0.990,2.260
4,13:48,1,10,,3,10,Steven Jackson right tackle for 8 yards (tackle by O'Brien Schofield and Paris Lenon),2.260,2.790
4,13:09,2,2,ARI 42,3,10,Steven Jackson right tackle for 1 yard (tackle by Vonnie Holliday),2.790,2.210
4,12:27,3,1,ARI 41,3,10,"Sam Bradford pass complete short right to Brandon Gibson for 13 yards (tackle by Patrick Peterson). Penalty on Harvey Dahl: Illegal Use of Hands, 10 yards (no play)",2.210,0.890
4,11:58,3,11,STL 49,3,16,"Sam Bradford pass complete deep left to Chris Givens for 51 yards, touchdown",0.890,7.000
4,11:58,,,ARI 2,3,17,Greg Zuerlein kicks extra point good,0.000,0.000
4,11:49,,,STL 35,3,17,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
4,11:49,1,10,ARI 20,3,17,Kevin Kolb pass complete short middle to Andre Roberts for 8 yards (tackle by Cortland Finnegan),0.280,0.810
4,11:25,2,2,ARI 28,3,17,Ryan Williams up the middle for 12 yards (tackle by Darian Stewart),0.810,1.600
4,11:02,1,10,ARI 40,3,17,Kevin Kolb pass complete short right to Early Doucet for 6 yards (tackle by Trumaine Johnson),1.600,1.860
4,10:48,2,4,ARI 46,3,17,"Kevin Kolb pass complete short right to Andre Roberts for 6 yards (tackle by Cortland Finnegan). Penalty on Andre Roberts: Illegal Touch Pass, 5 yards (no play)",1.860,1.190
4,10:17,2,9,ARI 41,3,17,"Kevin Kolb for 12 yards. Penalty on D'Anthony Batiste: Offensive Holding, 10 yards (no play)",1.190,-0.160
4,9:46,2,19,ARI 31,3,17,Kevin Kolb pass complete short right to Alfonso Smith for 13 yards (tackle by Darian Stewart),-0.160,0.890
4,8:59,3,6,ARI 44,3,17,Kevin Kolb pass complete short right to Michael Floyd for 17 yards (tackle by James Laurinaitis),0.890,2.980
4,8:24,1,10,STL 39,3,17,Kevin Kolb pass complete short left to Larry Fitzgerald for 11 yards (tackle by Janoris Jenkins),2.980,3.710
4,7:54,1,10,STL 28,3,17,Kevin Kolb pass complete short middle to Anthony Sherman for 19 yards (tackle by Trumaine Johnson),3.710,5.140
4,7:06,1,9,STL 9,3,17,Kevin Kolb pass incomplete short middle intended for Early Doucet,5.140,4.380
4,7:01,2,9,STL 9,3,17,Kevin Kolb pass complete short middle to Anthony Sherman for 6 yards (tackle by James Laurinaitis and Jo-Lonn Dunbar),4.380,0.000
4,6:20,,,,3,17,Timeout #1 by St. Louis Rams,0.000,4.720
4,6:20,3,3,STL 3,3,17,"Kevin Kolb pass incomplete short left intended for Michael Floyd (defended by Janoris Jenkins). Penalty on Michael Floyd: Offensive Pass Interference, 10 yards (no play)",4.720,3.060
4,6:16,3,13,STL 13,3,17,Kevin Kolb pass complete short middle to Larry Fitzgerald for 7 yards (tackle by Cortland Finnegan),3.060,2.990
4,5:30,4,6,STL 6,3,17,Kevin Kolb pass complete short left to Larry Fitzgerald for 3 yards (tackle by Janoris Jenkins),2.990,0.380
4,5:25,1,10,STL 3,3,17,Steven Jackson right guard for no gain (tackle by Daryl Washington),-0.380,-0.780
4,4:47,2,10,STL 3,3,17,Steven Jackson right tackle for 7 yards (tackle by Dan Williams),-0.780,-0.600
4,4:07,3,3,STL 10,3,17,Steven Jackson right tackle for -1 yards (tackle by O'Brien Schofield),-0.600,0.000
4,3:26,,,,3,17,Timeout #2 by St. Louis Rams,0.000,-2.490
4,3:26,4,4,STL 9,3,17,"John Hekker punts 55 yards, returned by Patrick Peterson for 26 yards (tackle by Rodney McLeod)",-2.490,-3.050
4,3:13,1,10,STL 38,3,17,"Kevin Kolb pass incomplete deep right intended for Early Doucet. Penalty on Janoris Jenkins: Defensive Holding, 5 yards (no play)",3.050,3.380
4,3:04,1,10,STL 33,3,17,Kevin Kolb pass complete short left to Early Doucet for 11 yards (tackle by Janoris Jenkins),3.380,4.110
4,2:56,1,10,STL 22,3,17,Kevin Kolb pass incomplete short left intended for Larry Fitzgerald,4.110,3.560
4,2:50,2,10,STL 22,3,17,Kevin Kolb pass complete short right to Andre Roberts for 9 yards (tackle by Trumaine Johnson),3.560,4.390
4,2:20,3,1,STL 13,3,17,Kevin Kolb pass incomplete short right intended for Early Doucet,4.390,2.720
4,2:15,4,1,STL 13,3,17,Kevin Kolb sacked by Cortland Finnegan for -7 yards,2.720,-0.280
4,2:09,1,10,STL 20,3,17,Steven Jackson right tackle for no gain (tackle by Kerry Rhodes),0.280,0.000
4,2:05,,,,3,17,Timeout #1 by Arizona Cardinals,0.000,-0.270
4,2:05,2,10,STL 20,3,17,Steven Jackson right tackle for -3 yards (tackle by Daryl Washington),-0.270,-1.510
4,1:59,3,13,STL 17,3,17,Daryl Richardson right tackle for 2 yards (tackle by Kerry Rhodes),-1.510,0.000
4,1:55,,,,3,17,Timeout #2 by Arizona Cardinals,0.000,-2.140
4,1:55,4,11,STL 19,3,17,"John Hekker punts 44 yards, returned by Patrick Peterson for 18 yards (tackle by Brit Miller)",-2.140,-2.590
4,1:41,1,10,STL 45,3,17,"Kevin Kolb sacked by Robert Quinn for -7 yards. Kevin Kolb fumbles (forced by Robert Quinn), recovered by William Hayes at ARI-47 (tackle by Alfonso Smith)",2.590,-2.460
4,1:32,1,10,ARI 47,3,17,Sam Bradford kneels for -1 yards,2.460,1.780
4,0:53,2,11,ARI 48,3,17,Sam Bradford kneels for -1 yards,1.780,0.960
4,0:23,3,12,ARI 49,3,17,Sam Bradford kneels for -1 yards,0.960,-0.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
