Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
2,15:00,3,6,CAR 15,7,7,Taylor Heinicke pass incomplete deep left intended for Curtis Samuel,-0.950,-2.440
2,14:56,4,6,CAR 15,7,7,"Michael Palardy punts 56 yards, returned by Justin Hardy for 9 yards (tackle by Ben Jacobs)",-2.440,-1.470
2,14:46,1,10,ATL 38,7,7,Tevin Coleman up the middle for 2 yards (tackle by Captain Munnerlyn),1.470,1.190
2,14:09,2,8,ATL 40,7,7,Tevin Coleman left tackle for 5 yards (tackle by Luke Kuechly),1.190,1.160
2,13:27,3,3,ATL 45,7,7,Matt Ryan pass incomplete short left intended for Mohamed Sanu,1.160,-0.390
2,13:23,4,3,ATL 45,7,7,"Matthew Bosher punts 49 yards, fair catch by Kenjon Barner at CAR-6",-0.390,0.380
2,13:15,1,10,CAR 6,7,7,"Taylor Heinicke pass complete short left to Jarius Wright for 3 yards (tackle by Deion Jones). Jarius Wright fumbles (forced by Deion Jones), recovered by Brian Poole at CAR-13",-0.380,-4.710
2,13:08,1,10,CAR 13,7,7,"Matt Ryan sacked by Kyle Love for -6 yards. Matt Ryan fumbles (forced by Kyle Love), recovered by Kyle Love at CAR-22 (tackle by Ben Garland)",4.710,-0.410
2,13:02,1,10,CAR 22,7,7,Christian McCaffrey right guard for 4 yards (tackle by Steven Means),0.410,0.410
2,12:22,2,6,CAR 26,7,7,"Taylor Heinicke pass complete short left to Christian McCaffrey for 7 yards (tackle by Robert Alford). Penalty on Curtis Samuel: Offensive Pass Interference, 10 yards (no play)",0.410,-1.080
2,12:00,,,,,,Timeout #1 by Carolina Panthers,,
2,12:00,2,16,CAR 16,7,7,Taylor Heinicke pass complete short right to Christian McCaffrey for 7 yards (tackle by Desmond Trufant and Deion Jones),-1.080,-0.690
2,11:18,3,9,CAR 23,7,7,Taylor Heinicke pass complete deep right to Ian Thomas for 27 yards (tackle by Isaiah Oliver and Sharrod Neasman),-0.690,2.260
2,10:45,1,10,CAR 50,7,7,Taylor Heinicke pass complete short right to Christian McCaffrey for -3 yards (tackle by Foyesade Oluokun),2.260,1.310
2,10:02,2,13,CAR 47,7,7,Taylor Heinicke pass incomplete deep right intended for Ian Thomas,1.310,0.630
2,9:58,3,13,CAR 47,7,7,"Taylor Heinicke sacked by Grady Jarrett for no gain. Penalty on Grady Jarrett: Roughing the Passer, 15 yards (no play)",0.630,3.050
2,9:38,1,10,ATL 38,7,7,Christian McCaffrey up the middle for 4 yards (tackle by Foyesade Oluokun and Deion Jones),3.050,3.050
2,8:59,2,6,ATL 34,7,7,Kyle Allen pass complete short right to Christian McCaffrey for 2 yards,3.050,2.610
2,8:24,3,4,ATL 32,7,7,Christian McCaffrey right guard for no gain (tackle by Sharrod Neasman and Grady Jarrett),2.610,1.270
2,7:46,4,4,ATL 32,7,10,Chandler Catanzaro 50 yard field goal good,1.270,3.000
2,7:40,,,CAR 35,7,10,"Chandler Catanzaro kicks off 65 yards, touchback.",0.000,0.610
2,7:40,1,10,ATL 25,7,10,"Matt Ryan pass incomplete short right intended for Calvin Ridley. Penalty on Eric Reid: Unnecessary Roughness, 15 yards",0.610,1.600
2,7:35,1,10,ATL 40,7,10,Matt Ryan pass complete deep left to Austin Hooper for 32 yards (tackle by Mike Adams),1.600,3.710
2,6:58,1,10,CAR 28,7,10,Tevin Coleman up the middle for 1 yard (tackle by Kyle Love),3.710,3.300
2,6:18,2,9,CAR 27,7,10,Matt Ryan pass complete short left to Mohamed Sanu for 7 yards (tackle by Thomas Davis),3.300,3.530
2,5:42,3,2,CAR 20,7,10,Matt Ryan pass incomplete deep right intended for Calvin Ridley (defended by Eric Reid),3.530,2.250
2,5:35,4,2,CAR 20,10,10,Matt Bryant 39 yard field goal good,2.250,3.000
2,5:31,,,ATL 35,10,10,"Matthew Bosher kicks off 62 yards, returned by Kenjon Barner for no gain (tackle by Matthew Bosher)",0.000,1.330
2,5:25,1,10,CAR 36,10,10,Christian McCaffrey right guard for 2 yards (tackle by Sharrod Neasman),1.330,1.060
2,4:46,2,8,CAR 38,10,10,Kyle Allen pass complete short right to Curtis Samuel for 9 yards (tackle by Desmond Trufant and Vic Beasley),1.060,2.060
2,4:02,1,10,CAR 47,10,10,Kyle Allen pass complete deep right to Jarius Wright for 24 yards (tackle by Damontae Kazee),2.060,3.640
2,3:32,1,10,ATL 29,10,10,Kyle Allen pass complete short middle to Christian McCaffrey for 3 yards (tackle by De'Vondre Campbell),3.640,3.510
2,2:53,2,7,ATL 26,10,10,Christian McCaffrey right tackle for 6 yards (tackle by Deion Jones),3.510,3.600
2,2:13,3,1,ATL 20,10,10,Christian McCaffrey left tackle for 1 yard (tackle by De'Vondre Campbell and Deion Jones),3.600,4.310
2,2:00,1,10,ATL 19,10,10,Taylor Heinicke pass complete short right to D.J. Moore for 4 yards (tackle by Deion Jones and Brian Poole),4.310,4.350
2,1:53,,,,,,Timeout #1 by Atlanta Falcons,,
2,1:53,2,6,ATL 15,10,10,Taylor Heinicke pass complete short right to Jarius Wright for 5 yards (tackle by De'Vondre Campbell),4.350,4.690
2,1:43,,,,,,Timeout #2 by Atlanta Falcons,,
2,1:43,3,1,ATL 10,10,10,Christian McCaffrey up the middle for 5 yards (tackle by Foyesade Oluokun and Damontae Kazee),4.690,6.060
2,1:03,1,5,ATL 5,10,10,Christian McCaffrey up the middle for 1 yard (tackle by Jack Crawford and Sharrod Neasman),6.060,5.340
2,0:56,,,,,,Timeout #3 by Atlanta Falcons,,
2,0:56,2,4,ATL 4,10,10,Taylor Heinicke pass short right (defended by Damontae Kazee) intended for Curtis Samuel is intercepted by Jack Crawford at ATL-2 and returned for 6 yards,5.340,0.380
2,0:49,1,10,ATL 8,10,10,Matt Ryan pass incomplete short right intended for Russell Gage (defended by James Bradberry),-0.380,-0.780
2,0:45,2,10,ATL 8,10,10,Tevin Coleman up the middle for 5 yards (tackle by Kyle Love),-0.780,-0.840
2,0:41,,,,,,Timeout #2 by Carolina Panthers,,
2,0:41,3,5,ATL 13,10,10,Matt Ryan pass complete short right to Austin Hooper for 4 yards (tackle by Captain Munnerlyn),-0.840,-2.320
2,0:35,,,,,,Timeout #3 by Carolina Panthers,,
2,0:35,4,1,ATL 17,10,10,"Matthew Bosher punts 46 yards, fair catch by Kenjon Barner at CAR-37",-2.320,-1.400
2,0:28,1,10,CAR 37,10,10,Taylor Heinicke pass complete short right to Christian McCaffrey for 14 yards,1.400,2.320
2,0:21,1,10,ATL 49,10,10,Taylor Heinicke sacked by Jack Crawford and Takkarist McKinley for -6 yards,2.320,0.970
2,0:21,2,16,CAR 45,10,10,Taylor Heinicke spiked the ball,0.970,0.300
2,0:21,3,16,CAR 45,10,10,Taylor Heinicke pass incomplete deep right intended for Torrey Smith,0.300,-0.390
Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,10,10,"Chandler Catanzaro kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ATL 25,16,10,"Matt Ryan pass complete deep left to Calvin Ridley for 75 yards, touchdown, touchdown",0.610,7.000
3,14:51,,,CAR 15,17,10,Matt Bryant kicks extra point good,0.000,0.000
3,14:51,,,ATL 35,17,10,"Matthew Bosher kicks off 65 yards, returned by Kenjon Barner for no gain (tackle by Isaiah Oliver)",0.000,1.400
3,14:44,1,10,CAR 37,17,10,Taylor Heinicke pass incomplete short right intended for Curtis Samuel,1.400,0.860
3,14:41,2,10,CAR 37,17,10,Taylor Heinicke pass complete short left to Jarius Wright for 3 yards (tackle by Robert Alford),0.860,0.560
3,14:02,3,7,CAR 40,17,10,"Taylor Heinicke sacked by Robert Alford for no gain. Penalty on D.J. Moore: False Start, 5 yards (no play)",0.560,-0.100
3,13:51,3,12,CAR 35,17,10,Taylor Heinicke pass incomplete short left intended for Jarius Wright,-0.100,-1.040
3,13:44,4,12,CAR 35,17,10,"Michael Palardy punts 40 yards, fair catch by Justin Hardy at ATL-25. Penalty on Brian Poole: Offensive Holding, 10 yards",-1.040,0.220
3,13:37,1,10,ATL 15,17,10,Tevin Coleman left tackle for 10 yards (tackle by Mike Adams),-0.220,0.610
3,13:00,1,10,ATL 25,17,10,Matt Ryan pass incomplete short right intended for Tevin Coleman (defended by Wes Horton),0.610,0.060
3,12:55,2,10,ATL 25,17,10,Matt Ryan pass complete short left to Calvin Ridley for 4 yards (tackle by Captain Munnerlyn),0.060,-0.100
3,12:17,3,6,ATL 29,17,10,Matt Ryan pass incomplete short right intended for Mohamed Sanu (defended by James Bradberry),-0.100,-1.440
3,12:13,4,6,ATL 29,17,10,"Matthew Bosher punts 54 yards, returned by Kenjon Barner for 3 yards (tackle by Justin Bethel)",-1.440,-0.280
3,12:02,1,10,CAR 20,17,10,Christian McCaffrey left tackle for 12 yards (tackle by Deion Jones),0.280,1.070
3,11:26,1,10,CAR 32,17,10,Taylor Heinicke left end for 19 yards (tackle by Sharrod Neasman),1.070,2.320
3,10:43,1,10,ATL 49,17,10,"Christian McCaffrey left end for no gain (tackle by De'Vondre Campbell and Sharrod Neasman). Penalty on Chris Manhertz: Offensive Holding, 10 yards (no play)",2.320,1.660
3,10:21,1,20,CAR 41,17,10,Taylor Heinicke pass complete short right to Christian McCaffrey for 3 yards (tackle by Sharrod Neasman),1.660,0.840
3,9:37,2,17,CAR 44,17,10,Taylor Heinicke pass incomplete short right,0.840,0.170
3,9:29,3,17,CAR 44,17,10,Taylor Heinicke pass complete short left to Jarius Wright for 9 yards (tackle by Deion Jones),0.170,0.130
3,8:50,4,8,ATL 47,17,10,"Michael Palardy punts 32 yards, fair catch by Justin Hardy at ATL-15",0.130,0.220
3,8:42,1,10,ATL 15,17,10,Tevin Coleman left tackle for no gain (tackle by Luke Kuechly and Dontari Poe),-0.220,-0.710
3,8:00,2,10,ATL 15,17,10,Matt Ryan pass complete short left to Calvin Ridley for 11 yards (tackle by Thomas Davis and Donte Jackson),-0.710,0.670
3,7:24,1,10,ATL 26,17,10,Matt Ryan pass incomplete deep left intended for Julio Jones,0.670,0.130
3,7:17,2,10,ATL 26,17,10,Tevin Coleman right guard for 20 yards (tackle by Eric Reid),0.130,1.990
3,6:35,1,10,ATL 46,17,10,Matt Ryan pass complete short right to Ricky Ortiz for 4 yards (tackle by Luke Kuechly and Wes Horton),1.990,1.990
3,5:49,2,6,ATL 50,17,10,Brian Hill right guard for 1 yard (tackle by Mario Addison and Wes Horton),1.990,1.420
3,5:07,3,5,CAR 49,17,10,"Penalty on Efe Obada: Neutral Zone Infraction, 5 yards (no play)",1.420,2.650
3,4:45,1,10,CAR 44,23,10,"Matt Ryan pass complete deep left to Mohamed Sanu for 44 yards, touchdown",2.650,7.000
3,4:36,,,CAR 15,24,10,Matt Bryant kicks extra point good,0.000,0.000
3,4:36,,,ATL 35,24,10,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
3,4:36,1,10,CAR 25,24,10,Christian McCaffrey left guard for 8 yards (tackle by De'Vondre Campbell and Takkarist McKinley),0.610,1.140
3,4:11,2,2,CAR 33,24,10,Taylor Heinicke pass complete short left to Christian McCaffrey for 12 yards (tackle by Deion Jones),1.140,1.930
3,3:34,1,10,CAR 45,24,10,Christian McCaffrey right guard for 9 yards (tackle by De'Vondre Campbell and Deion Jones),1.930,2.600
3,3:09,2,1,ATL 46,24,10,Taylor Heinicke pass complete short right to Ian Thomas for 9 yards (tackle by De'Vondre Campbell),2.600,3.120
3,2:33,1,10,ATL 37,24,10,Taylor Heinicke pass complete short right to Curtis Samuel for 7 yards (tackle by Desmond Trufant),3.120,3.520
3,2:05,2,3,ATL 30,24,10,"Taylor Heinicke pass incomplete short right intended for D.J. Moore. Penalty on Tyler Larsen: Offensive Holding, 10 yards (no play)",3.520,2.170
3,2:00,2,13,ATL 40,24,10,Taylor Heinicke pass complete short left to D.J. Moore for 15 yards (tackle by Robert Alford),2.170,3.910
3,1:16,1,10,ATL 25,24,10,Taylor Heinicke pass complete short left to Ian Thomas for 11 yards (tackle by Sharrod Neasman),3.910,4.650
3,0:38,1,10,ATL 14,24,10,Christian McCaffrey right tackle for 2 yards (tackle by Grady Jarrett),4.650,4.330
3,0:12,2,8,ATL 12,24,10,"Taylor Heinicke pass incomplete short right. Penalty on Marshall Newhouse: Offensive Holding, 10 yards (no play)",4.330,3.010
3,0:06,2,18,ATL 22,24,10,Taylor Heinicke pass short left intended for D.J. Moore is intercepted by Brian Poole at ATL-17 and returned for 2 yards,3.010,-0.150
3,0:01,1,10,ATL 19,24,10,"Brian Hill right tackle for 21 yards (tackle by Donte Jackson). Penalty on Brian Hill: Unnecessary Roughness, 15 yards",0.150,0.610
Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 25,24,10,Tevin Coleman right end for -3 yards (tackle by Jermaine Carter),0.610,-0.340
4,14:24,2,13,ATL 22,24,10,Matt Ryan pass complete short left to Mohamed Sanu for 9 yards (tackle by Thomas Davis),-0.340,0.170
4,13:40,3,4,ATL 31,24,10,Matt Ryan pass incomplete short left intended for Marvin Hall (defended by James Bradberry),0.170,-1.310
4,13:37,4,4,ATL 31,24,10,"Matthew Bosher punts 49 yards, returned by Kenjon Barner for 13 yards (tackle by Jordan Richards and Kemal Ishmael)",-1.310,-1.140
4,13:26,1,10,CAR 33,24,10,Christian McCaffrey up the middle for 13 yards (tackle by Robert Alford),1.140,1.990
4,13:00,1,10,CAR 46,24,10,Taylor Heinicke pass complete short middle to Christian McCaffrey for 5 yards (tackle by Deion Jones and Brian Poole),1.990,2.130
4,12:27,2,5,ATL 49,24,10,Taylor Heinicke pass complete short right to Curtis Samuel for 8 yards (tackle by Desmond Trufant),2.130,2.850
4,11:46,1,10,ATL 41,24,10,Taylor Heinicke pass complete short left to Devin Funchess for 13 yards (tackle by Robert Alford),2.850,3.710
4,11:17,1,10,ATL 28,24,10,Taylor Heinicke pass incomplete short right intended for Devin Funchess,3.710,3.170
4,11:13,2,10,ATL 28,24,10,Christian McCaffrey up the middle for 5 yards (tackle by Steven Means),3.170,3.140
4,10:34,3,5,ATL 23,24,10,Taylor Heinicke pass complete short right to Curtis Samuel for 8 yards (tackle by Desmond Trufant),3.140,4.580
4,9:57,1,10,ATL 15,24,10,Taylor Heinicke pass incomplete short left intended for Curtis Samuel,4.580,3.950
4,9:57,2,10,ATL 15,24,10,"Penalty on Tyler Larsen: False Start, 5 yards (no play)",3.950,3.350
4,9:52,2,15,ATL 20,24,10,Taylor Heinicke pass complete short right to Christian McCaffrey for 8 yards (tackle by Sharrod Neasman and De'Vondre Campbell),3.350,3.580
4,9:16,3,7,ATL 12,24,10,Taylor Heinicke pass complete short right to Christian McCaffrey for 6 yards (tackle by Deion Jones),3.580,3.020
4,8:36,4,1,ATL 6,24,10,Taylor Heinicke pass incomplete short left intended for Curtis Samuel (defended by Desmond Trufant),3.020,0.380
4,8:29,1,10,ATL 7,24,10,Brian Hill right end for 24 yards (tackle by Donte Jackson),-0.380,1.000
4,7:41,1,10,ATL 31,24,10,"Brian Hill right guard for 6 yards. Brian Hill fumbles, recovered by Julius Peppers at ATL-40 (tackle by Alex Mack). Penalty on Ty Sambrailo: Offensive Holding (Declined)",1.000,-2.920
4,7:31,1,10,ATL 40,24,10,Taylor Heinicke pass incomplete short left intended for Cameron Artis-Payne,2.920,2.370
4,7:26,2,10,ATL 40,24,10,Taylor Heinicke pass complete short left to Devin Funchess for 10 yards (tackle by Robert Alford),2.370,3.580
4,6:57,1,10,ATL 30,24,10,Taylor Heinicke pass incomplete deep right intended for Curtis Samuel (defended by Desmond Trufant),3.580,3.030
4,6:52,2,10,ATL 30,24,10,Taylor Heinicke pass incomplete short right intended for D.J. Moore,3.030,2.340
4,6:45,3,10,ATL 30,24,10,Taylor Heinicke pass incomplete short left intended for Christian McCaffrey,2.340,1.410
4,6:42,4,10,ATL 30,24,10,Taylor Heinicke sacked by Bruce Irvin for -11 yards,1.410,-1.660
4,6:36,1,10,ATL 41,24,10,Brian Hill left tackle for -1 yards (tackle by Luke Kuechly),1.660,0.990
4,5:52,2,11,ATL 40,24,10,Mohamed Sanu right guard for 5 yards (tackle by Julius Peppers),0.990,0.960
4,5:08,3,6,ATL 45,24,10,Matt Ryan pass complete short left to Mohamed Sanu for 3 yards (tackle by Thomas Davis),0.960,-0.190
4,4:26,4,3,ATL 48,24,10,"Matthew Bosher punts 37 yards, fair catch by Kenjon Barner at CAR-15",-0.190,0.220
4,4:19,1,10,CAR 15,24,10,Taylor Heinicke pass complete short middle to Cameron Artis-Payne for 13 yards (tackle by Foyesade Oluokun),-0.220,0.810
4,3:50,1,10,CAR 28,24,10,Taylor Heinicke pass complete short right to Curtis Samuel for 8 yards (tackle by Desmond Trufant),0.810,1.340
4,3:29,2,2,CAR 36,24,10,Cameron Artis-Payne up the middle for 7 yards (tackle by Takkarist McKinley),1.340,1.800
4,3:05,1,10,CAR 43,24,10,Taylor Heinicke pass incomplete deep left intended for D.J. Moore,1.800,1.250
4,3:00,2,10,CAR 43,24,10,Taylor Heinicke pass complete short right to Jarius Wright for 12 yards (tackle by Brian Poole),1.250,2.590
4,2:32,1,10,ATL 45,24,10,Taylor Heinicke pass complete short left to Curtis Samuel for -3 yards (tackle by Bruce Irvin),2.590,1.640
4,2:00,2,13,ATL 48,24,10,Taylor Heinicke pass complete short left to Kenjon Barner for 3 yards (tackle by Isaiah Oliver),1.640,1.360
4,1:36,3,10,ATL 45,24,10,Taylor Heinicke pass complete deep left to Torrey Smith for 19 yards (tackle by Sharrod Neasman),1.360,3.840
4,1:29,,,,,,Timeout #1 by Carolina Panthers,,
4,1:29,1,10,ATL 26,24,10,Taylor Heinicke pass deep left intended for Devin Funchess is intercepted by Isaiah Oliver at ATL-0 and returned for no gain,3.840,-0.280
4,1:25,1,10,ATL 20,24,10,Brian Hill left guard for 60 yards (tackle by Eric Reid),0.280,4.240
4,0:36,1,10,CAR 20,24,10,Matt Ryan kneels for -1 yards,4.240,3.560
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
