Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Broncos,4.0,-7.37,-1.66,-7.04,-14.46,11.34,2.2,7.88,4.45,0.79,-2.28,0.28,5.23,-2.86,0.42
Steelers,-4.0,-11.34,-2.2,-7.88,-4.45,7.37,1.66,7.04,14.46,-0.79,-0.28,2.28,2.86,-5.23,-0.42
